RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,24358,Robert Garrigus,26.64
2,0,27933,John Merrick,26.22
3,0,33141,Keegan Bradley,26.09
4,0,27649,Brandt Snedeker,25.85
5,0,25572,Graeme McDowell,25.75
6,0,25834,Daniel Summerhays,25.45
7,0,27770,Camilo Villegas,25.12
8,0,26329,Louis Oosthuizen,24.86
9,0,23983,Luke Donald,24.68
10,0,23320,Ryan Palmer,24.57
11,0,23800,Bryce Molder,24.40
12,0,26300,Matt Jones,24.14
13,0,12716,Charley Hoffman,24.08
14,0,19970,Robert Karlsson,24.04
15,0,29910,Blake Adams,23.96
16,0,08725,Tom Gillis,23.91
16,0,35139,Richard Lee,23.91
18,0,23325,Vaughn Taylor,23.77
19,0,27936,Martin Laird,23.45
20,0,27895,Jonas Blixt,23.24
21,0,23541,Ben Crane,23.22
22,0,22621,Ben Curtis,23.03
23,0,24024,Zach Johnson,22.98
24,0,25686,Jason Dufner,22.92
25,0,20645,John Senden,22.89
26,0,12510,Chad Campbell,22.71
27,0,24140,Sean O'Hair,22.65
28,0,01706,Davis Love III,22.61
29,0,01320,Bob Estes,22.58
30,0,24925,Jonathan Byrd,22.44
31,0,24502,Adam Scott,22.42
32,0,24361,Pat Perez,22.38
33,0,33120,Mark Anderson,22.36
34,0,10809,Jim Furyk,22.35
35,0,27302,Garth Mulroy,22.34
36,0,12652,Cameron Beckman,22.26
36,0,34174,John Huh,22.26
38,0,28475,Jeff Overton,22.18
39,0,26331,Charl Schwartzel,22.15
40,0,25818,Scott Piercy,22.10
41,0,34099,Harris English,22.03
42,0,08075,Jerry Kelly,21.98
43,0,11123,Chris Couch,21.97
44,0,29221,Webb Simpson,21.94
45,0,29926,Danny Lee,21.89
46,0,28089,Jason Day,21.79
47,0,25632,Jimmy Walker,21.75
48,0,20593,Greg Chalmers,21.72
49,0,31202,William McGirt,21.57
50,0,23638,Brendon de Jonge,21.55
51,0,01249,John Daly,21.52
52,0,24138,Ian Poulter,21.48
53,0,20766,Padraig Harrington,21.43
54,0,20396,Lee Westwood,21.39
55,0,32698,Bobby Gates,21.35
56,0,32366,Kevin Chappell,21.32
57,0,28259,Sangmoon Bae,21.25
