RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,23548,Bill Lunde,5,850,3
2,0,25818,Scott Piercy,4,1028,3
3,0,20593,Greg Chalmers,3,938,1
3,0,23135,Tim Clark,3,664,2
3,0,23638,Brendon de Jonge,3,1236,2
3,0,23983,Luke Donald,3,660,2
3,0,23409,James Driscoll,3,890,2
3,0,06522,Ernie Els,3,846,0
3,0,28500,Martin Flores,3,1042,2
3,0,30926,Chris Kirk,3,969,2
3,0,01706,Davis Love III,3,715,1
3,0,24138,Ian Poulter,3,604,1
3,0,06567,Vijay Singh,3,1079,2
3,0,23325,Vaughn Taylor,3,855,3
15,0,10885,Robert Allenby,2,830,2
15,0,21407,Arjun Atwal,2,821,2
15,0,27895,Jonas Blixt,2,776,2
15,0,33141,Keegan Bradley,2,970,1
15,0,12510,Chad Campbell,2,928,2
15,0,28093,Miguel Angel Carballo,2,744,0
15,0,34021,Bud Cauley,2,1058,1
15,0,28455,Will Claxton,2,1082,1
15,0,27436,Graham DeLaet,2,866,2
15,0,19846,Brian Gay,2,942,2
15,0,24924,Bill Haas,2,840,2
15,0,12782,Tim Herron,2,966,1
15,0,30925,Dustin Johnson,2,732,2
15,0,30944,Jason Kokrak,2,818,0
15,0,22961,David Mathis,2,880,2
15,0,27933,John Merrick,2,864,1
15,0,23800,Bryce Molder,2,845,1
15,0,26596,Ryan Moore,2,952,1
15,0,29289,S.Y. Noh,2,1096,1
15,0,24140,Sean O'Hair,2,920,2
15,0,26329,Louis Oosthuizen,2,688,2
15,0,10213,Dicky Pride,2,630,1
15,0,29476,Kyle Reifers,2,918,2
15,0,06527,Steve Stricker,2,764,1
15,0,23623,Bo Van Pelt,2,896,2
15,0,31323,Gary Woodland,2,744,0
41,0,29910,Blake Adams,1,1160,0
41,0,12652,Cameron Beckman,1,836,1
41,0,23542,Tommy Biershenk,1,774,1
41,0,01116,Michael Bradley,1,679,1
41,0,20848,Ángel Cabrera,1,584,0
41,0,32200,Roberto Castro,1,984,1
41,0,20850,Daniel Chopra,1,588,1
41,0,23204,Gary Christian,1,952,1
41,0,20623,Gavin Coles,1,768,1
41,0,24494,Erik Compton,1,836,0
41,0,23541,Ben Crane,1,768,1
41,0,21753,Brian Davis,1,976,0
41,0,06034,Marco Dawson,1,616,1
41,0,06251,Chris DiMarco,1,872,0
41,0,25686,Jason Dufner,1,888,0
41,0,20104,Ken Duke,1,1130,1
41,0,34099,Harris English,1,1062,1
41,0,01320,Bob Estes,1,856,1
41,0,32102,Rickie Fowler,1,896,0
41,0,21805,Harrison Frazar,1,594,0
41,0,10809,Jim Furyk,1,914,1
41,0,30750,Tommy Gainey,1,1069,1
41,0,21209,Sergio Garcia,1,608,1
41,0,24358,Robert Garrigus,1,953,1
41,0,32698,Bobby Gates,1,920,1
41,0,08725,Tom Gillis,1,797,0
41,0,24604,Hunter Haas,1,710,1
41,0,29420,Billy Horschel,1,654,0
41,0,21961,Charles Howell III,1,1072,0
41,0,34174,John Huh,1,1080,1
41,0,21731,Freddie Jacobson,1,662,1
41,0,06573,Brandt Jobe,1,612,1
41,0,24024,Zach Johnson,1,1020,1
41,0,27974,Sung Kang,1,788,0
41,0,19970,Robert Karlsson,1,566,0
41,0,31558,J.J. Killeen,1,1052,1
41,0,29478,Kevin Kisner,1,706,0
41,0,29926,Danny Lee,1,758,1
41,0,26851,Marc Leishman,1,906,1
41,0,10860,Justin Leonard,1,811,1
41,0,27466,Spencer Levin,1,853,1
41,0,24940,Edward Loar,1,630,1
41,0,01724,Jeff Maggert,1,910,0
41,0,27060,John Mallinger,1,758,1
41,0,27120,Troy Matteson,1,1062,1
41,0,25572,Graeme McDowell,1,582,1
41,0,01797,Rocco Mediate,1,735,0
41,0,01810,Phil Mickelson,1,842,1
41,0,27302,Garth Mulroy,1,630,0
41,0,25396,Kevin Na,1,848,1
41,0,22348,Nick O'Hern,1,800,1
41,0,28475,Jeff Overton,1,1095,0
41,0,20691,Greg Owen,1,988,0
41,0,26476,Chez Reavie,1,888,0
41,0,25562,Andres Romero,1,688,1
41,0,22405,Justin Rose,1,722,1
41,0,23621,Rory Sabbatini,1,917,1
41,0,20645,John Senden,1,836,0
41,0,29221,Webb Simpson,1,822,1
41,0,30692,Scott Stallings,1,846,1
41,0,29518,Brendan Steele,1,780,1
41,0,21528,Henrik Stenson,1,546,1
41,0,27963,Chris Stroud,1,935,1
41,0,25834,Daniel Summerhays,1,878,0
41,0,30927,Brendon Todd,1,804,1
41,0,02206,David Toms,1,618,1
41,0,23788,D.J. Trahan,1,754,0
41,0,33419,Cameron Tringale,1,932,1
41,0,26951,Johnson Wagner,1,950,1
41,0,27095,Nick Watney,1,1012,0
41,0,25804,Bubba Watson,1,714,1
41,0,26289,Boo Weekley,1,760,1
41,0,20160,Charlie Wi,1,922,1
