RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
65,0,26331,Charl Schwartzel,20.27,197,972,153
66,0,23983,Luke Donald,20.25,226,1116,100
67,0,11123,Chris Couch,20.24,215,1062,134
67,0,30110,Kyle Stanley,20.24,306,1512,41
69,0,34021,Bud Cauley,20.15,359,1782,51
70,0,29479,Scott Brown,20.11,228,1134,114
70,0,27933,John Merrick,20.11,286,1422,10
72,0,32102,Rickie Fowler,20.08,300,1494,98
73,0,22621,Ben Curtis,20.07,224,1116,13
73,0,30750,Tommy Gainey,20.07,354,1764,158
75,0,29420,Billy Horschel,20.06,213,1062,14
76,0,20766,Padraig Harrington,20.02,227,1134,161
77,0,26287,Roland Thatcher,19.92,190,954,25
78,0,23621,Rory Sabbatini,19.91,301,1512,159
79,0,23409,James Driscoll,19.88,297,1494,157
80,0,21753,Brian Davis,19.84,325,1638,138
80,0,27064,Jhonattan Vegas,19.84,275,1386,75
82,0,25396,Kevin Na,19.83,282,1422,165
83,0,32150,Michael Thompson,19.79,285,1440,144
84,0,28500,Martin Flores,19.77,338,1710,126
85,0,33419,Cameron Tringale,19.76,313,1584,48
86,0,22371,Aaron Baddeley,19.75,256,1296,190
86,0,27644,Brian Harman,19.75,359,1818,127
86,0,22046,Geoff Ogilvy,19.75,256,1296,133
86,0,26679,Kevin Stadler,19.75,288,1458,26
90,0,24846,Ricky Barnes,19.70,312,1584,35
91,0,27436,Graham DeLaet,19.69,280,1422,46
92,0,32200,Roberto Castro,19.63,318,1620,18
93,0,26951,Johnson Wagner,19.57,310,1584,78
93,0,20160,Charlie Wi,19.57,303,1548,184
95,0,23548,Bill Lunde,19.55,278,1422,30
95,0,25834,Daniel Summerhays,19.55,285,1458,28
97,0,23204,Gary Christian,19.54,306,1566,42
98,0,24924,Bill Haas,19.52,274,1404,93
98,0,30692,Scott Stallings,19.52,274,1404,59
100,0,23542,Tommy Biershenk,19.44,252,1296,180
100,0,10213,Dicky Pride,19.44,203,1044,113
102,0,12652,Cameron Beckman,19.41,269,1386,89
102,0,24494,Erik Compton,19.41,269,1386,154
104,0,24781,Hunter Mahan,19.38,286,1476,12
105,0,24138,Ian Poulter,19.35,195,1008,168
106,0,21961,Charles Howell III,19.33,341,1764,47
107,0,24925,Jonathan Byrd,19.28,236,1224,136
107,0,20593,Greg Chalmers,19.28,302,1566,181
109,0,25562,Andres Romero,19.27,222,1152,170
110,0,02206,David Toms,19.25,201,1044,74
111,0,26758,David Hearn,19.18,328,1710,63
112,0,20574,Mathew Goggin,19.14,217,1134,37
113,0,33122,Russell Knox,19.12,234,1224,6
114,0,27214,Kevin Streelman,19.10,306,1602,69
115,0,32366,Kevin Chappell,19.09,299,1566,121
116,0,31323,Gary Woodland,19.08,237,1242,124
117,0,27466,Spencer Levin,19.06,271,1422,173
118,0,27060,John Mallinger,19.05,240,1260,54
119,0,31202,William McGirt,19.04,329,1728,65
120,0,28093,Miguel Angel Carballo,19.00,236,1242,106
121,0,08075,Jerry Kelly,18.98,287,1512,84
122,0,20850,Daniel Chopra,18.97,181,954,183
123,0,30944,Jason Kokrak,18.96,256,1350,76
124,0,24490,George McNeill,18.95,290,1530,148
125,0,01724,Jeff Maggert,18.94,283,1494,83
126,0,12510,Chad Campbell,18.92,286,1512,39
127,0,06034,Marco Dawson,18.87,197,1044,150
128,0,21805,Harrison Frazar,18.83,183,972,171
129,0,32698,Bobby Gates,18.82,288,1530,85
130,0,20070,Matt Bettencourt,18.79,257,1368,188
131,0,19846,Brian Gay,18.77,294,1566,152
132,0,27120,Troy Matteson,18.76,331,1764,124
133,0,24357,K.J. Choi,18.73,236,1260,137
133,0,20623,Gavin Coles,18.73,236,1260,119
135,0,26851,Marc Leishman,18.72,283,1512,150
136,0,24940,Edward Loar,18.62,191,1026,164
137,0,23800,Bryce Molder,18.57,264,1422,103
137,0,26289,Boo Weekley,18.57,234,1260,5
139,0,27963,Chris Stroud,18.54,287,1548,140
140,0,06251,Chris DiMarco,18.52,270,1458,175
140,0,06573,Brandt Jobe,18.52,190,1026,110
142,0,28087,Kris Blanks,18.46,216,1170,45
142,0,24604,Hunter Haas,18.46,216,1170,147
142,0,01797,Rocco Mediate,18.46,226,1224,104
145,0,10809,Jim Furyk,18.45,279,1512,23
146,0,06522,Ernie Els,18.38,258,1404,53
147,0,23788,D.J. Trahan,18.36,228,1242,77
148,0,24507,Jason Bohn,18.33,254,1386,112
149,0,27797,Derek Lamely,18.32,211,1152,177
150,0,01320,Bob Estes,18.30,257,1404,156
151,0,29478,Kevin Kisner,18.29,214,1170,154
152,0,24663,Y.E. Yang,18.28,204,1116,189
153,0,12782,Tim Herron,18.24,289,1584,35
153,0,26300,Matt Jones,18.24,174,954,109
155,0,20098,Stuart Appleby,18.23,233,1278,106
156,0,20572,Rod Pampling,18.19,275,1512,102
157,0,27556,Ted Potter Jr.,18.18,252,1386,142
158,0,29476,Kyle Reifers,18.15,281,1548,33
159,0,20848,Ángel Cabrera,18.11,176,972,141
160,0,01116,Michael Bradley,18.08,205,1134,88
161,0,10885,Robert Allenby,18.06,247,1368,80
161,0,21350,Ryuji Imada,18.06,247,1368,174
163,0,30927,Brendon Todd,18.02,240,1332,179
164,0,22961,David Mathis,17.90,261,1458,172
165,0,21731,Freddie Jacobson,17.87,193,1080,166
166,0,22293,Heath Slocum,17.85,286,1602,24
167,0,28308,Troy Kelly,17.80,205,1152,146
167,0,26476,Chez Reavie,17.80,266,1494,73
169,0,01766,Billy Mayfair,17.76,275,1548,123
170,0,06036,Scott Dunlap,17.71,169,954,38
171,0,25892,Steve Wheatcroft,17.63,165,936,69
172,0,30711,Colt Knost,17.60,244,1386,162
173,0,20229,Stewart Cink,17.58,212,1206,117
174,0,21407,Arjun Atwal,17.56,237,1350,129
175,0,23353,J.J. Henry,17.54,281,1602,22
175,0,22378,Trevor Immelman,17.54,240,1368,139
177,0,23135,Tim Clark,17.41,188,1080,117
177,0,10860,Justin Leonard,17.41,235,1350,176
179,0,21878,Mark Wilson,17.38,244,1404,122
180,0,29518,Brendan Steele,17.35,228,1314,89
181,0,22582,Kyle Thompson,17.23,152,882,108
182,0,22348,Nick O'Hern,17.19,229,1332,143
183,0,31558,J.J. Killeen,17.18,300,1746,178
184,0,01941,Tom Pernice Jr.,17.15,179,1044,167
185,0,30852,Ryo Ishikawa,17.09,160,936,185
186,0,22548,Patrick Sheehan,17.06,172,1008,149
187,0,23903,Stephen Gangluff,16.77,166,990,186
188,0,25457,Alexandre Rocha,16.76,175,1044,44
189,0,06004,Stephen Ames,16.56,161,972,160
190,0,27974,Sung Kang,16.36,215,1314,186
191,0,29222,Billy Hurley III,16.26,199,1224,191
