RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,06284,Jim Hallet,-164,4.59,1990
2,0,01385,Jim Gallagher Jr.,-158,4.58,1870
3,0,01677,Tom Lehman,-153,4.59,1860
4,0,01553,John Huston,-152,4.59,1860
5,0,06332,Neal Lancaster,-140,4.66,2055
6,0,01226,Fred Couples,-139,4.55,1535
7,0,01361,Dan Forsman,-138,4.63,1870
8,0,02101,Joey Sindelar,-137,4.64,1920
9,0,01550,Ed Humenik,-133,4.63,1775
10,0,02104,Jeff Sluman,-131,4.66,1920
11,0,01549,Mike Hulbert,-129,4.67,1980
11,0,01723,Andrew Magee,-129,4.63,1720
13,0,02067,Ted Schulz,-128,4.66,1870
14,0,01006,John Adams,-127,4.62,1680
15,0,01143,Brad Bryant,-124,4.69,1990
15,0,01938,David Peoples,-124,4.64,1735
15,0,02246,Duffy Waldorf,-124,4.60,1540
18,0,01200,Keith Clearwater,-123,4.68,1920
18,0,01414,Bob Gilder,-123,4.63,1660
20,0,06090,Jim McGovern,-120,4.67,1825
20,0,01968,Nick Price,-120,4.65,1705
20,0,02010,Loren Roberts,-120,4.67,1830
23,0,06124,Patrick Burke,-119,4.63,1630
23,0,02049,Gene Sauers,-119,4.58,1405
25,0,02135,Mike Standly,-118,4.67,1780
26,0,01093,Ronnie Black,-117,4.64,1605
26,0,01724,Jeff Maggert,-117,4.64,1630
28,0,01042,Paul Azinger,-116,4.62,1545
28,0,01346,Ed Fiori,-116,4.66,1695
28,0,01926,Steve Pate,-116,4.69,1855
31,0,01706,Davis Love III,-115,4.65,1620
32,0,01203,Russ Cochran,-114,4.66,1700
33,0,01408,Kelly Gibson,-113,4.66,1640
33,0,01457,Jay Haas,-113,4.68,1780
33,0,01577,Lee Janzen,-113,4.69,1810
33,0,02185,Lance Ten Broeck,-113,4.70,1890
37,0,01837,Gil Morgan,-112,4.62,1460
38,0,01313,Steve Elkington,-111,4.63,1480
39,0,01132,Mark Brooks,-110,4.70,1850
39,0,01196,Brian Claar,-110,4.68,1730
39,0,01766,Billy Mayfair,-110,4.72,1995
39,0,02225,Howard Twitty,-110,4.63,1505
43,0,02111,Mike Smith,-109,4.70,1840
44,0,01261,Jay Delsing,-108,4.68,1700
44,0,01353,Bruce Fleisher,-108,4.70,1780
44,0,01887,Mark O'Meara,-108,4.63,1440
47,0,01444,Ken Green,-107,4.65,1550
47,0,06044,Scott Gump,-107,4.73,1960
47,0,01633,Tom Kite,-107,4.66,1560
47,0,01945,Kenny Perry,-107,4.64,1480
51,0,01072,Chip Beck,-106,4.65,1525
51,0,06034,Marco Dawson,-106,4.62,1395
51,0,06575,Dudley Hart,-106,4.69,1705
51,0,01771,Blaine McCallister,-106,4.68,1665
55,0,01249,John Daly,-105,4.63,1405
55,0,06128,Steve Lamontagne,-105,4.66,1540
55,0,01928,Corey Pavin,-105,4.67,1570
58,0,01946,Peter Persons,-104,4.71,1770
59,0,01060,Dave Barr,-103,4.68,1605
60,0,01381,Fred Funk,-101,4.73,1890
60,0,02267,D.A. Weibring,-101,4.63,1355
62,0,01096,Phil Blackmar,-100,4.65,1430
62,0,01323,Brad Fabel,-100,4.70,1650
62,0,01388,Robert Gamez,-100,4.64,1385
62,0,02146,Payne Stewart,-100,4.66,1455
66,0,01014,Fulton Allem,-99,4.71,1710
66,0,01214,Frank Conner,-99,4.68,1540
66,0,01823,Larry Mize,-99,4.66,1460
66,0,02033,Dave Rummells,-99,4.71,1735
70,0,01098,Jay Don Blake,-98,4.67,1475
71,0,01161,Mark Calcavecchia,-97,4.70,1620
72,0,01219,John Cook,-96,4.66,1400
72,0,01682,Wayne Levi,-96,4.69,1535
72,0,02090,Tom Sieckmann,-96,4.73,1750
75,0,01306,David Edwards,-95,4.70,1595
75,0,02279,Mark Wiebe,-95,4.69,1535
77,0,01390,Buddy Gardner,-94,4.71,1645
77,0,06040,John Ross,-94,4.69,1525
77,0,02167,Mike Sullivan,-94,4.67,1445
80,0,01331,Rick Fehr,-93,4.68,1460
81,0,01284,Mike Donald,-92,4.75,1820
81,0,01469,Dan Halldorson,-92,4.70,1545
81,0,01569,Peter Jacobsen,-92,4.72,1630
81,0,01690,Bruce Lietzke,-92,4.59,1120
85,0,01288,Ed Dougherty,-91,4.76,1890
85,0,01510,Nolan Henke,-91,4.70,1525
85,0,02007,Larry Rinker,-91,4.68,1420
88,0,01468,Gary Hallberg,-90,4.70,1510
89,0,01376,Bob Friend,-89,4.74,1715
90,0,01797,Rocco Mediate,-88,4.70,1470
91,0,07569,Mark Carnevale,-87,4.69,1415
92,0,01024,Billy Andrade,-86,4.72,1545
92,0,01355,Raymond Floyd,-86,4.58,1020
94,0,06150,Carl Cooper,-85,4.69,1350
94,0,01557,John Inman,-85,4.75,1705
94,0,01701,Bob Lohr,-85,4.73,1580
97,0,01139,Olin Browne,-84,4.74,1630
97,0,02131,Mike Springer,-84,4.72,1525
97,0,06072,Greg Whisman,-84,4.69,1370
100,0,01185,Brandel Chamblee,-83,4.73,1525
100,0,01783,Mark McCumber,-83,4.72,1465
100,0,02292,Bob Wolcott,-83,4.77,1820
103,0,01329,Brad Faxon,-82,4.73,1525
103,0,01378,David Frost,-82,4.70,1345
103,0,02133,Craig Stadler,-82,4.71,1405
106,0,08537,J.P. Hayes,-81,4.70,1335
107,0,01129,Bill Britton,-79,4.72,1400
107,0,08277,Greg Lesher,-79,4.71,1345
109,0,01489,Steve Hart,-78,4.76,1600
109,0,01876,Greg Norman,-78,4.62,1035
109,0,02303,Robert Wrenn,-78,4.73,1445
112,0,01374,Robin Freeman,-77,4.74,1480
112,0,01846,Jodie Mudd,-77,4.67,1170
114,0,01748,Doug Martin,-76,4.75,1535
114,0,02313,Bruce Zabriski,-76,4.72,1360
116,0,01235,Ben Crenshaw,-74,4.74,1405
117,0,02099,Scott Simpson,-73,4.72,1315
117,0,02321,Fuzzy Zoeller,-73,4.68,1140
119,0,01049,Ian Baker-Finch,-72,4.66,1070
119,0,01755,Dick Mast,-72,4.74,1370
121,0,06012,Greg Kraft,-71,4.75,1445
121,0,01725,John Mahaffey,-71,4.75,1410
121,0,02206,David Toms,-71,4.78,1605
124,0,01133,Billy Ray Brown,-70,4.73,1285
124,0,01320,Bob Estes,-70,4.77,1525
124,0,02322,Richard Zokol,-70,4.70,1165
127,0,02159,Curtis Strange,-69,4.70,1155
128,0,01157,Tom Byrum,-68,4.74,1295
128,0,01958,Dan Pohl,-68,4.69,1080
130,0,02100,Tim Simpson,-67,4.73,1255
130,0,02298,Jim Woodward,-67,4.73,1230
132,0,01035,Tommy Armour III,-66,4.77,1460
132,0,01891,David Ogrin,-66,4.77,1440
134,0,02002,John Riegger,-65,4.74,1255
135,0,01943,Chris Perry,-64,4.77,1405
135,0,01975,Tom Purtzer,-64,4.78,1435
137,0,06751,Chris Tucker,-63,4.79,1480
138,0,01475,Donnie Hammond,-62,4.73,1150
138,0,01960,Don Pooley,-62,4.69,990
138,0,06048,Dicky Thompson,-62,4.75,1245
141,0,01307,Joel Edwards,-61,4.69,985
141,0,02224,Greg Twiggs,-61,4.68,965
141,0,02226,Tray Tyner,-61,4.74,1175
141,0,02242,Lanny Wadkins,-61,4.80,1530
145,0,06132,Sonny Skinner,-60,4.76,1260
146,0,01971,Dillard Pruitt,-59,4.82,1595
146,0,02223,Bob Tway,-59,4.75,1170
148,0,01239,Michael Cunning,-58,4.80,1480
148,0,01522,Lon Hinkle,-58,4.70,965
150,0,01527,Scott Hoch,-57,4.72,1020
151,0,02095,Larry Silveira,-56,4.70,940
152,0,01533,P.H. Horgan III,-55,4.79,1325
152,0,02041,Bill Sander,-55,4.70,925
154,0,02195,Leonard Thompson,-54,4.79,1265
155,0,06142,Mitch Adcock,-53,4.80,1315
155,0,01040,Emlyn Aubrey,-53,4.79,1285
155,0,01495,Morris Hatalsky,-53,4.80,1345
155,0,01559,Hale Irwin,-53,4.76,1115
159,0,01023,Jerry Anderson,-52,4.84,1580
159,0,01181,Jon Chaffee,-52,4.78,1160
159,0,02190,Doug Tewell,-52,4.81,1400
162,0,06010,Brad Bell,-51,4.73,945
163,0,01142,Bart Bryant,-50,4.77,1100
164,0,01168,David Canipe,-49,4.82,1345
164,0,06599,John Elliott,-49,4.76,1030
164,0,01996,Mike Reid,-49,4.82,1330
167,0,01458,Jerry Haas,-48,4.77,1040
167,0,01934,Dave Peege,-48,4.80,1205
169,0,01639,Kenny Knox,-47,4.84,1455
170,0,01435,Wayne Grady,-46,4.81,1210
171,0,01978,Fran Quinn,-45,4.79,1070
171,0,02214,Kirk Triplett,-45,4.81,1200
173,0,02170,Hal Sutton,-44,4.84,1350
174,0,02201,Jim Thorpe,-42,4.78,970
175,0,01418,Bill Glasson,-38,4.79,910
175,0,01736,Roger Maltbie,-38,4.83,1105
175,0,02094,Tony Sills,-38,4.84,1165
178,0,06383,E.J. Pfister,-35,4.83,1045
179,0,02063,Dave Schreyer,-33,4.82,925
180,0,06122,Greg Hickman,-32,4.86,1125
181,0,02230,Stan Utley,-31,4.88,1310
182,0,02311,Kim Young,-24,4.89,1115
183,0,01443,Hubert Green,-17,4.90,865
