RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,35450,Patrick Cantlay,2.3
2,0,34046,Jordan Spieth,2.2
3,0,32102,Rickie Fowler,2.1
3,0,36689,Brooks Koepka,2.1
3,0,25396,Kevin Na,2.1
6,0,40058,Zac Blair,2.0
6,0,34098,Russell Henley,2.0
6,0,22405,Justin Rose,2.0
9,0,20229,Stewart Cink,1.9
9,0,25572,Graeme McDowell,1.9
9,0,26329,Louis Oosthuizen,1.9
9,0,27649,Brandt Snedeker,1.9
13,0,28089,Jason Day,1.8
13,0,29725,Tony Finau,1.8
13,0,29420,Billy Horschel,1.8
13,0,34466,Peter Malnati,1.8
13,0,48081,Xander Schauffele,1.8
18,0,35506,Mackenzie Hughes,1.7
18,0,26851,Marc Leishman,1.7
18,0,48822,Sebastián Muñoz,1.7
18,0,24361,Pat Perez,1.7
18,0,46970,Jon Rahm,1.7
18,0,24502,Adam Scott,1.7
18,0,29518,Brendan Steele,1.7
18,0,23325,Vaughn Taylor,1.7
26,0,35545,Blayne Barber,1.6
26,0,40026,Daniel Berger,1.6
26,0,12510,Chad Campbell,1.6
26,0,39954,Cody Gribble,1.6
26,0,24024,Zach Johnson,1.6
26,0,29478,Kevin Kisner,1.6
26,0,34409,David Lingmerth,1.6
26,0,32839,Hideki Matsuyama,1.6
26,0,01810,Phil Mickelson,1.6
26,0,32150,Michael Thompson,1.6
36,0,48084,Wesley Bryan,1.5
36,0,25364,Paul Casey,1.5
36,0,27436,Graham DeLaet,1.5
36,0,25686,Jason Dufner,1.5
36,0,10809,Jim Furyk,1.5
36,0,33461,Morgan Hoffmann,1.5
36,0,29222,Billy Hurley III,1.5
36,0,30925,Dustin Johnson,1.5
36,0,23108,Matt Kuchar,1.5
36,0,25240,D.A. Points,1.5
36,0,36699,Patrick Rodgers,1.5
36,0,29223,Sam Saunders,1.5
36,0,33448,Justin Thomas,1.5
36,0,32333,Kevin Tway,1.5
36,0,27095,Nick Watney,1.5
51,0,25900,Lucas Glover,1.4
51,0,31646,Emiliano Grillo,1.4
51,0,21961,Charles Howell III,1.4
51,0,34174,John Huh,1.4
51,0,27974,Sung Kang,1.4
51,0,27936,Martin Laird,1.4
51,0,28237,Rory McIlroy,1.4
51,0,23800,Bryce Molder,1.4
51,0,24140,Sean O'Hair,1.4
51,0,28252,Seamus Power,1.4
51,0,26476,Chez Reavie,1.4
51,0,34360,Patrick Reed,1.4
