RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,47993,Denny McCarthy,11' 7",3401.917,294,63,6"
2,0,35617,Martin Trainer,11' 1",2362.583,213,71,7"
3,0,31557,Jim Herman,11' 0",1337.500,122,49,3"
3,0,24024,Zach Johnson,11' 0",1984.750,180,71,6"
5,0,29478,Kevin Kisner,10' 11",2204.000,202,48,5"
5,0,36884,Ben Kohles,10' 11",1841.333,169,54,2"
5,0,32640,Troy Merritt,10' 11",2742.333,252,66,5"
5,0,10381,Curtis Thompson,10' 11",1428.250,131,70,3"
5,0,30927,Brendon Todd,10' 11",2771.250,253,66,3"
5,0,54783,Dylan Wu,10' 11",1751.583,161,50,6"
11,0,27895,Jonas Blixt,10' 9",1401.250,130,52,5"
11,0,27095,Nick Watney,10' 9",2045.583,190,56,1"
13,0,32150,Michael Thompson,10' 8",2804.250,262,62,3"
14,0,35461,Beau Hossler,10' 7",2212.500,209,59,1"
14,0,56278,Matthew Wolff,10' 7",1429.917,135,64,1"
16,0,36326,David Lipsky,10' 6",2653.500,252,51,3"
16,0,27349,Alex Noren,10' 6",1746.917,167,57,2"
18,0,23983,Luke Donald,10' 5",1876.583,180,39,2"
18,0,49947,Taylor Moore,10' 5",3031.333,290,61,2"
18,0,22405,Justin Rose,10' 5",1400.667,135,53,8"
18,0,25493,Nick Taylor,10' 5",2313.917,223,53,8"
22,0,19803,Ryan Armour,10' 4",1191.333,115,41,4"
22,0,49298,Kramer Hickok,10' 4",2474.083,240,59,4"
24,0,24925,Jonathan Byrd,10' 3",1388.000,135,47,5"
24,0,27974,Sung Kang,10' 3",2286.750,224,64,3"
24,0,35449,Adam Long,10' 3",2571.333,250,54,4"
24,0,22056,Cameron Percy,10' 3",1154.417,113,54,3"
24,0,34256,Andrew Putnam,10' 3",2893.417,282,45,5"
24,0,36699,Patrick Rodgers,10' 3",2322.250,226,44,2"
24,0,34610,Matthias Schwab,10' 3",1950.667,190,47,3"
24,0,34264,Hudson Swafford,10' 3",1869.667,182,54,2"
24,0,32139,Danny Willett,10' 3",1355.750,132,51,1"
33,0,20229,Stewart Cink,10' 2",2342.583,231,59,2"
33,0,29725,Tony Finau,10' 2",2903.333,286,69,1"
33,0,33597,Harry Higgs,10' 2",2040.167,201,57,3"
33,0,33490,Bo Hoag,10' 2",1187.417,117,78,3"
33,0,48117,Kurt Kitayama,10' 2",1722.833,169,58,3"
33,0,46442,Maverick McNealy,10' 2",2910.000,287,70,4"
33,0,47983,Chad Ramey,10' 2",1888.333,186,59,3"
33,0,33486,Roger Sloan,10' 2",2335.250,229,62,6"
41,0,45522,Christiaan Bezuidenhout,10' 1",1906.250,189,58,3"
41,0,29535,Brice Garnett,10' 1",2092.750,208,41,1"
41,0,40115,Adam Svensson,10' 1",3341.250,331,60,1"
44,0,34363,Tyrrell Hatton,10' 0",1802.083,180,46,1"
44,0,54421,Garrick Higgo,10' 0",1273.083,127,73,2"
44,0,24138,Ian Poulter,10' 0",1266.917,127,63,5"
44,0,49960,Sepp Straka,10' 0",2576.667,257,54,1"
44,0,28114,Dawie van der Walt,10' 0",1610.083,161,41,4"
44,0,27770,Camilo Villegas,10' 0",1610.500,161,52,4"
50,0,37212,Paul Barjon,9' 11",2229.583,225,43,2"
50,0,35506,Mackenzie Hughes,9' 11",2258.500,227,55,1"
50,0,33122,Russell Knox,9' 11",2308.833,233,59,4"
50,0,26476,Chez Reavie,9' 11",2323.500,234,53,2"
50,0,30692,Scott Stallings,9' 11",3076.333,309,41,2"
55,0,48084,Wesley Bryan,9' 10",1300.000,132,66,5"
55,0,46435,Austin Cook,9' 10",1782.833,181,68,7"
55,0,30911,Tommy Fleetwood,9' 10",1430.333,146,64,5"
55,0,25900,Lucas Glover,9' 10",2888.917,295,44,7"
55,0,28775,Nate Lashley,9' 10",2278.750,231,42,5"
55,0,34466,Peter Malnati,9' 10",3162.167,321,53,1"
55,0,51997,Andrew Novak,9' 10",1683.833,171,57,1"
55,0,24361,Pat Perez,9' 10",1711.000,174,42,3"
55,0,51890,Greyson Sigg,9' 10",2430.833,247,57,5"
64,0,25686,Jason Dufner,9' 9",1156.917,119,48,7"
64,0,29974,Branden Grace,9' 9",1355.000,139,49,2"
64,0,35310,Lanto Griffin,9' 9",2389.083,246,60,2"
64,0,54628,Lee Hodges,9' 9",2691.917,275,57,4"
64,0,36799,Stephan Jaeger,9' 9",2556.833,262,70,5"
64,0,23108,Matt Kuchar,9' 9",2020.083,208,48,6"
64,0,29908,C.T. Pan,9' 9",2476.000,255,88,4"
64,0,46970,Jon Rahm,9' 9",2156.000,222,38,3"
64,0,53165,Doc Redman,9' 9",2038.250,209,47,10"
64,0,47856,Seth Reeves,9' 9",1742.667,179,55,5"
64,0,37275,Sam Ryder,9' 9",2756.917,282,59,8"
64,0,29221,Webb Simpson,9' 9",1826.750,188,56,3"
64,0,47128,Richy Werenski,9' 9",1732.250,177,61,2"
64,0,45540,Jared Wolfe,9' 9",1446.750,149,50,6"
78,0,36801,Mark Hubbard,9' 8",1924.167,199,48,4"
78,0,35879,Kelly Kraft,9' 8",1906.917,198,49,2"
78,0,49766,Hank Lebioda,9' 8",2260.167,233,44,3"
78,0,33204,Shane Lowry,9' 8",1633.000,169,41,7"
78,0,39546,Keith Mitchell,9' 8",2692.083,278,45,2"
78,0,23621,Rory Sabbatini,9' 8",1744.833,180,38,6"
78,0,48699,Callum Tarren,9' 8",1983.000,205,44,3"
78,0,23325,Vaughn Taylor,9' 8",1389.583,144,57,1"
86,0,39436,Joshua Creel,9' 7",1172.500,122,55,6"
86,0,28089,Jason Day,9' 7",1781.750,186,45,3"
86,0,35110,Brett Drewitt,9' 7",1201.667,125,45,5"
86,0,39971,Sungjae Im,9' 7",2829.583,296,45,1"
86,0,40162,Justin Lower,9' 7",1872.917,195,52,1"
86,0,51950,Max McGreevy,9' 7",1708.333,179,52,9"
86,0,28252,Seamus Power,9' 7",2120.083,221,45,3"
86,0,39953,Chase Seiffert,9' 7",1114.833,116,55,9"
86,0,48887,Matt Wallace,9' 7",1618.333,169,53,2"
95,0,33141,Keegan Bradley,9' 6",2381.917,251,53,3"
95,0,34076,Joel Dahmen,9' 6",2562.500,270,65,3"
95,0,45609,Tyler Duncan,9' 6",2167.333,229,53,2"
95,0,24924,Bill Haas,9' 6",1974.417,208,54,3"
95,0,27936,Martin Laird,9' 6",1824.250,192,62,1"
95,0,32791,K.H. Lee,9' 6",3007.750,317,51,2"
95,0,49771,J.T. Poston,9' 6",2609.417,275,43,2"
102,0,55708,Hayden Buckley,9' 5",2482.083,263,51,3"
102,0,29970,Dylan Frittelli,9' 5",2243.500,238,43,2"
102,0,34563,Chesson Hadley,9' 5",2201.750,233,52,6"
102,0,27129,Luke List,9' 5",2105.667,224,52,5"
102,0,50525,Collin Morikawa,9' 5",1778.583,189,58,1"
102,0,29289,S.Y. Noh,9' 5",1548.083,165,50,1"
102,0,40250,Taylor Pendrith,9' 5",2112.083,224,51,4"
102,0,47529,Mito Pereira,9' 5",2592.250,276,49,1"
102,0,27649,Brandt Snedeker,9' 5",1349.417,143,49,1"
102,0,31560,Brian Stuard,9' 5",1855.917,197,59,9"
112,0,40098,Matt Fitzpatrick,9' 4",1546.417,165,48,2"
112,0,33399,Adam Hadwin,9' 4",2559.250,275,58,2"
112,0,35532,Tom Hoge,9' 4",2477.333,266,47,4"
112,0,36852,Jim Knous,9' 4",1157.000,124,41,1"
112,0,36689,Brooks Koepka,9' 4",1382.167,148,48,4"
112,0,26851,Marc Leishman,9' 4",2340.167,250,55,2"
112,0,45486,Joaquin Niemann,9' 4",2190.750,234,57,3"
112,0,34360,Patrick Reed,9' 4",1452.667,156,37,3"
112,0,24502,Adam Scott,9' 4",2260.167,242,43,1"
112,0,46340,Alex Smalley,9' 4",2370.750,253,79,3"
112,0,32333,Kevin Tway,9' 4",1989.917,214,73,3"
112,0,52374,Brandon Wu,9' 4",1732.250,185,62,4"
112,0,47483,Will Zalatoris,9' 4",2293.417,246,58,3"
125,0,32366,Kevin Chappell,9' 3",1429.167,154,48,3"
125,0,51766,Wyndham Clark,9' 3",2532.333,273,51,1"
125,0,31646,Emiliano Grillo,9' 3",2594.833,281,51,3"
125,0,46550,Brandon Hagy,9' 3",1961.750,212,69,1"
125,0,25818,Scott Piercy,9' 3",2144.917,232,46,4"
125,0,47995,Davis Riley,9' 3",2910.000,314,48,2"
125,0,27214,Kevin Streelman,9' 3",2433.917,264,48,4"
125,0,27064,Jhonattan Vegas,9' 3",1909.250,207,63,2"
125,0,31323,Gary Woodland,9' 3",1710.667,185,50,2"
134,0,45526,Abraham Ancer,9' 2",1470.000,160,38,1"
134,0,47504,Sam Burns,9' 2",2657.833,291,53,2"
134,0,34098,Russell Henley,9' 2",2288.917,250,67,6"
134,0,39058,Lucas Herbert,9' 2",1228.833,134,51,11"
134,0,28237,Rory McIlroy,9' 2",2056.667,225,48,1"
134,0,25198,Francesco Molinari,9' 2",1229.167,134,52,1"
134,0,33667,Carlos Ortiz,9' 2",1608.167,176,58,4"
134,0,46046,Scottie Scheffler,9' 2",2653.500,290,53,4"
142,0,32816,Satoshi Kodaira,9' 1",1357.583,150,43,4"
142,0,36871,Matthew NeSmith,9' 1",2456.583,270,45,2"
142,0,47347,Adam Schenk,9' 1",2235.583,246,43,1"
142,0,39324,J.J. Spaun,9' 1",2523.000,277,46,1"
146,0,39977,Max Homa,9' 0",2455.833,272,49,1"
146,0,34174,John Huh,9' 0",2138.333,238,44,3"
146,0,30926,Chris Kirk,9' 0",2021.333,225,50,2"
146,0,48822,Sebastián Muñoz,9' 0",2276.667,252,45,2"
146,0,33419,Cameron Tringale,9' 0",2246.500,249,56,1"
151,0,32102,Rickie Fowler,8' 11",1580.917,178,52,3"
151,0,46717,Viktor Hovland,8' 11",2062.417,231,46,6"
151,0,30163,Henrik Norlander,8' 11",1726.417,194,42,1"
151,0,27139,David Skinns,8' 11",1741.917,196,36,6"
151,0,51894,Vince Whaley,8' 11",2230.250,251,35,3"
156,0,30978,Kiradech Aphibarnrat,8' 10",1088.500,123,32,2"
156,0,39997,Corey Conners,8' 10",2340.833,266,48,3"
156,0,52375,Doug Ghim,8' 10",1884.833,214,49,5"
156,0,47988,Nick Hardy,8' 10",1420.750,161,38,2"
156,0,21961,Charles Howell III,8' 10",1638.583,186,38,2"
156,0,51634,Sahith Theegala,8' 10",3043.000,346,42,1"
162,0,24980,Scott Gutschewski,8' 9",1142.500,130,31,3"
162,0,32757,Patton Kizzire,8' 9",2467.583,282,45,2"
162,0,46601,Trey Mullinax,8' 9",2273.250,259,52,2"
162,0,40006,Erik van Rooyen,8' 9",1341.750,153,44,6"
166,0,45157,Cam Davis,8' 8",2547.833,295,49,3"
166,0,32448,James Hahn,8' 8",1691.667,195,43,1"
166,0,32839,Hideki Matsuyama,8' 8",2020.500,233,45,4"
166,0,29518,Brendan Steele,8' 8",1749.417,202,50,5"
170,0,29420,Billy Horschel,8' 7",1660.833,194,49,1"
170,0,26300,Matt Jones,8' 7",1623.417,189,52,2"
170,0,30944,Jason Kokrak,8' 7",1563.583,183,39,2"
170,0,46414,Aaron Rai,8' 7",2016.250,236,39,4"
170,0,34046,Jordan Spieth,8' 7",2057.500,240,39,3"
170,0,57366,Cameron Young,8' 7",2469.667,289,45,2"
176,0,31420,Anirban Lahiri,8' 6",1660.750,196,38,4"
176,0,34431,Robert Streb,8' 6",2011.417,236,38,2"
176,0,49964,Aaron Wise,8' 6",2489.000,293,49,1"
179,0,34255,Joseph Bramlett,8' 5",1944.333,232,60,4"
179,0,46402,Talor Gooch,8' 5",1750.750,207,53,7"
179,0,23320,Ryan Palmer,8' 5",1411.500,167,45,1"
179,0,48081,Xander Schauffele,8' 5",2107.000,250,38,2"
183,0,35450,Patrick Cantlay,8' 4",1891.917,228,44,2"
183,0,37455,Si Woo Kim,8' 4",2479.750,297,39,3"
183,0,37189,Harold Varner III,8' 4",1729.500,208,57,2"
186,0,27644,Brian Harman,8' 3",2135.833,258,35,1"
187,0,35891,Cameron Smith,8' 2",1793.500,219,42,5"
187,0,50095,Austin Smotherman,8' 2",1925.667,237,44,1"
189,0,29926,Danny Lee,8' 0",1012.250,127,37,3"
190,0,12716,Charley Hoffman,7' 11",1699.000,214,47,2"
191,0,32662,Michael Gligic,7' 10",1606.250,205,57,5"
191,0,33448,Justin Thomas,7' 10",2081.583,265,44,1"
193,0,52372,Cameron Champ,7' 9",1287.417,167,35,4"
