RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
142,0,20104,Ken Duke,179.6,6350797.000,982
143,0,06251,Chris DiMarco,179.7,7723079.000,1194
144,0,06527,Steve Stricker,179.8,5528792.000,854
145,0,30711,Colt Knost,179.9,4993338.000,771
145,0,25240,D.A. Points,179.9,7708871.000,1190
147,0,23718,Nathan Green,180.3,8236482.000,1269
148,0,06012,Greg Kraft,180.4,3689416.000,568
149,0,21350,Ryuji Imada,180.5,6187595.000,952
150,0,20472,Alex Cejka,180.6,6325646.000,973
151,0,10423,Mike Weir,180.8,6035150.000,927
152,0,22961,David Mathis,181.0,6156358.000,945
153,0,24357,K.J. Choi,181.1,4523423.000,694
153,0,27649,Brandt Snedeker,181.1,5895189.000,904
155,0,06643,Paul Goydos,181.2,5896857.000,904
156,0,23048,Eric Axley,181.3,5161956.000,791
156,0,01320,Bob Estes,181.3,6202139.000,950
158,0,10733,Kent Jones,181.4,5519080.000,845
158,0,20634,Peter Lonard,181.4,6927654.000,1061
158,0,06539,Rick Price,181.4,3676238.000,563
161,0,27466,Spencer Levin,181.6,6020395.000,921
162,0,28620,Aron Price,181.7,6901718.000,1055
163,0,25396,Kevin Na,181.8,7009228.000,1071
164,0,27060,John Mallinger,182.0,6415213.000,979
165,0,10809,Jim Furyk,182.2,5909166.000,901
165,0,26668,Marc Turnesa,182.2,6435616.000,981
167,0,24503,Jeff Klauk,182.6,7966549.000,1212
168,0,22621,Ben Curtis,182.7,4315351.000,656
169,0,01941,Tom Pernice Jr.,182.8,6763390.000,1028
170,0,08931,Glen Day,182.9,5805952.000,882
171,0,24449,Parker McLachlin,183.0,6036245.000,916
172,0,22348,Nick O'Hern,183.3,7755376.000,1175
173,0,01677,Tom Lehman,185.0,3216693.000,483
174,0,20127,Chris Riley,185.4,6187038.000,927
175,0,01132,Mark Brooks,185.5,3692754.000,553
176,0,25190,Jeff Quinney,185.6,6561492.000,982
177,0,30927,Brendon Todd,185.8,4293178.000,642
178,0,23983,Luke Donald,186.1,5662561.000,845
179,0,01142,Bart Bryant,186.2,4806271.000,717
180,0,26420,Richard Johnson,186.5,6882418.000,1025
181,0,19846,Brian Gay,186.8,7692411.000,1144
182,0,12602,Dean Wilson,187.7,6467222.000,957
183,0,01329,Brad Faxon,188.5,4837372.000,713
184,0,01928,Corey Pavin,196.0,5257676.000,745
