RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,30925,Dustin Johnson,155.7,4859387.000,867
2,0,25562,Andres Romero,158.4,3393058.000,595
3,0,23497,Tag Ridings,158.5,3201805.000,561
4,0,31323,Gary Woodland,158.6,2808246.000,492
5,0,29718,Anthony Kim,159.1,4713663.000,823
6,0,24358,Robert Garrigus,161.2,5714625.000,985
7,0,27141,J.B. Holmes,161.9,4888863.000,839
7,0,25804,Bubba Watson,161.9,4540757.000,779
9,0,06567,Vijay Singh,163.3,4157274.000,707
10,0,01810,Phil Mickelson,163.9,3877157.000,657
11,0,12716,Charley Hoffman,165.7,7104889.000,1191
12,0,27095,Nick Watney,165.8,5581369.000,935
13,0,21805,Harrison Frazar,166.2,6874790.000,1149
13,0,27936,Martin Laird,166.2,5110352.000,854
15,0,20848,Ángel Cabrera,166.3,3131583.000,523
16,0,20850,Daniel Chopra,166.4,6803866.000,1136
17,0,27120,Troy Matteson,166.7,7302300.000,1217
18,0,21209,Sergio Garcia,167.0,3637121.000,605
19,0,27214,Kevin Streelman,167.2,7211582.000,1198
20,0,24140,Sean O'Hair,167.3,4848860.000,805
20,0,23349,Charles Warren,167.3,4437981.000,737
22,0,27683,Leif Olson,167.5,3498111.000,580
22,0,26289,Boo Weekley,167.5,5463582.000,906
24,0,01226,Fred Couples,167.8,3486303.000,577
25,0,26851,Marc Leishman,167.9,6910387.000,1143
25,0,24781,Hunter Mahan,167.9,6284465.000,1040
27,0,20229,Stewart Cink,168.0,4934529.000,816
28,0,01706,Davis Love III,168.3,6470310.000,1068
29,0,28158,Steve Marino,168.4,7030970.000,1160
30,0,23621,Rory Sabbatini,168.7,5586555.000,920
31,0,01945,Kenny Perry,169.1,6180315.000,1015
32,0,12782,Tim Herron,169.2,6771788.000,1112
32,0,23320,Ryan Palmer,169.2,5822996.000,956
32,0,23788,D.J. Trahan,169.2,6750393.000,1108
35,0,20070,Matt Bettencourt,169.3,7222242.000,1185
36,0,25818,Scott Piercy,169.4,6329666.000,1038
37,0,21959,Ted Purdy,169.5,7476031.000,1225
38,0,22046,Geoff Ogilvy,169.6,4896589.000,802
39,0,28780,Nicholas Thompson,169.8,7279233.000,1191
40,0,24502,Adam Scott,169.9,3517028.000,575
41,0,24846,Ricky Barnes,170.0,4315169.000,705
42,0,25900,Lucas Glover,170.4,6706627.000,1093
42,0,22913,John Rollins,170.4,6636569.000,1082
44,0,01724,Jeff Maggert,170.5,6187566.000,1008
45,0,28089,Jason Day,171.0,4260553.000,692
45,0,28475,Jeff Overton,171.0,6375851.000,1036
47,0,23548,Bill Lunde,171.1,6351594.000,1031
48,0,24924,Bill Haas,171.2,6983840.000,1133
48,0,26695,Michael Letzig,171.2,7292690.000,1183
48,0,23623,Bo Van Pelt,171.2,6953025.000,1128
51,0,20691,Greg Owen,171.3,6985644.000,1133
52,0,26300,Matt Jones,171.4,3799912.000,616
53,0,01707,Steve Lowery,171.5,6552314.000,1061
53,0,27770,Camilo Villegas,171.5,4803157.000,778
55,0,28118,Peter Tomasulo,171.7,3876305.000,627
56,0,24925,Jonathan Byrd,171.8,6748806.000,1091
57,0,28087,Kris Blanks,171.9,3998392.000,646
58,0,26596,Ryan Moore,172.1,6375313.000,1029
59,0,22892,Jason Gore,172.3,5310099.000,856
59,0,27933,John Merrick,172.3,5787777.000,933
61,0,21961,Charles Howell III,172.7,7067405.000,1137
62,0,23353,J.J. Henry,172.8,7217839.000,1160
63,0,26679,Kevin Stadler,172.9,4611904.000,741
64,0,24490,George McNeill,173.0,6465710.000,1038
65,0,12510,Chad Campbell,173.1,6055724.000,972
65,0,24912,Will MacKenzie,173.1,5272852.000,846
67,0,06522,Ernie Els,173.2,4695927.000,753
68,0,21949,Joe Ogilvie,173.3,6521211.000,1045
69,0,25345,Carl Pettersson,173.4,6360783.000,1019
70,0,20574,Mathew Goggin,173.5,5145950.000,824
71,0,08793,Tiger Woods,173.8,4178405.000,668
72,0,26301,James Nitties,174.0,6571048.000,1049
73,0,01035,Tommy Armour III,174.1,4469747.000,713
74,0,25919,Brian Vranesh,174.2,3718670.000,593
75,0,22371,Aaron Baddeley,174.3,4989686.000,795
75,0,20645,John Senden,174.3,7961306.000,1269
75,0,27963,Chris Stroud,174.3,6524490.000,1040
78,0,26498,Matt Weibring,174.5,4755145.000,757
79,0,22293,Heath Slocum,174.8,7345400.000,1167
80,0,24663,Y.E. Yang,175.0,6092219.000,967
81,0,23614,Rich Beem,175.1,4991512.000,792
81,0,26881,Jarrod Lyle,175.1,4355988.000,691
83,0,26497,Casey Wittenberg,175.2,4659798.000,739
84,0,20157,Retief Goosen,175.3,4896631.000,776
84,0,26951,Johnson Wagner,175.3,6394464.000,1013
86,0,23638,Brendon de Jonge,175.4,6840320.000,1083
86,0,02214,Kirk Triplett,175.4,4741650.000,751
88,0,23778,Brad Adamonis,175.5,5256738.000,832
88,0,06197,Michael Allen,175.5,5053109.000,800
88,0,10885,Robert Allenby,175.5,4927417.000,780
88,0,07223,Brian Bateman,175.5,4120359.000,652
92,0,06004,Stephen Ames,175.6,4986623.000,789
93,0,23325,Vaughn Taylor,175.7,6854857.000,1084
94,0,31416,Derek Fathauer,175.8,4431416.000,700
94,0,20572,Rod Pampling,175.8,5594503.000,884
94,0,22405,Justin Rose,175.8,4993619.000,789
97,0,02206,David Toms,176.0,7026568.000,1109
98,0,07749,Brett Quigley,176.1,6522794.000,1029
98,0,06595,Kevin Sutherland,176.1,6384995.000,1007
100,0,24361,Pat Perez,176.2,5384617.000,849
101,0,10860,Justin Leonard,176.3,6614566.000,1042
102,0,20098,Stuart Appleby,176.4,5633788.000,887
102,0,29221,Webb Simpson,176.4,7574065.000,1193
102,0,25632,Jimmy Walker,176.4,5525122.000,870
105,0,01161,Mark Calcavecchia,176.8,5423393.000,852
106,0,21753,Brian Davis,176.9,8016137.000,1259
106,0,21731,Freddie Jacobson,176.9,6432138.000,1010
108,0,24024,Zach Johnson,177.0,7023574.000,1102
109,0,20766,Padraig Harrington,177.2,4184428.000,656
109,0,10425,Jay Williamson,177.2,5008415.000,785
111,0,20593,Greg Chalmers,177.3,6247052.000,979
112,0,01473,Todd Hamilton,177.4,5665858.000,887
112,0,01797,Rocco Mediate,177.4,5849689.000,916
114,0,12652,Cameron Beckman,177.5,6599350.000,1033
114,0,06621,Joe Durant,177.5,4121992.000,645
114,0,09011,David Duval,177.5,3743706.000,586
117,0,23800,Bryce Molder,177.8,4780306.000,747
118,0,25686,Jason Dufner,177.9,6853035.000,1070
118,0,01948,Tim Petrovic,177.9,7628267.000,1191
120,0,10117,Bob Heintz,178.0,4497528.000,702
121,0,01766,Billy Mayfair,178.1,6065651.000,946
122,0,21878,Mark Wilson,178.2,7811812.000,1218
123,0,02239,Scott Verplank,178.4,7033125.000,1095
124,0,23541,Ben Crane,178.6,7122636.000,1108
124,0,24138,Ian Poulter,178.6,3742456.000,582
126,0,23135,Tim Clark,178.7,5268009.000,819
126,0,22295,Darron Stiles,178.7,3750941.000,583
128,0,08845,Scott Sterling,178.8,3527143.000,548
129,0,08075,Jerry Kelly,179.0,6849111.000,1063
130,0,24507,Jason Bohn,179.1,7326048.000,1136
130,0,26476,Chez Reavie,179.1,6299104.000,977
130,0,22548,Patrick Sheehan,179.1,3481633.000,540
133,0,20498,Briny Baird,179.2,6400293.000,992
133,0,23108,Matt Kuchar,179.2,6335875.000,982
133,0,10585,Scott McCarron,179.2,7225312.000,1120
133,0,20160,Charlie Wi,179.2,6959987.000,1079
137,0,07457,Steve Flesch,179.3,5584461.000,865
137,0,01577,Lee Janzen,179.3,5382252.000,834
139,0,07867,Woody Austin,179.4,6773593.000,1049
140,0,01313,Steve Elkington,179.5,5499579.000,851
140,0,12705,Cliff Kresge,179.5,5969772.000,924
