RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
60,1,47959,Bryson DeChambeau,70.00,70,1
60,1,30911,Tommy Fleetwood,70.00,280,4
60,1,34098,Russell Henley,70.00,420,6
60,1,46970,Jon Rahm,70.00,210,3
60,1,36699,Patrick Rodgers,70.00,1120,16
60,1,27649,Brandt Snedeker,70.00,490,7
60,1,34046,Jordan Spieth,70.00,420,6
60,1,48119,Ben Taylor,70.00,700,10
60,1,32150,Michael Thompson,70.00,700,10
60,1,25349,Tim Wilkinson,70.00,630,9
70,2,37275,Sam Ryder,70.05,1331,19
71,2,35461,Beau Hossler,70.08,841,12
72,2,25396,Kevin Na,70.09,771,11
73,2,21961,Charles Howell III,70.11,1332,19
74,2,23621,Rory Sabbatini,70.12,1192,17
75,2,35532,Tom Hoge,70.13,1052,15
75,2,24361,Pat Perez,70.13,561,8
77,2,33410,Andrew Landry,70.14,982,14
77,2,33449,Zack Sucher,70.14,491,7
79,2,33948,Byeong Hun An,70.15,912,13
80,2,46402,Talor Gooch,70.16,1333,19
81,2,48887,Matt Wallace,70.17,842,12
82,2,27644,Brian Harman,70.20,1404,20
82,2,46717,Viktor Hovland,70.20,351,5
82,2,24138,Ian Poulter,70.20,702,10
82,2,23325,Vaughn Taylor,70.20,702,10
82,2,56278,Matthew Wolff,70.20,702,10
87,2,26758,David Hearn,70.22,632,9
88,2,32640,Troy Merritt,70.23,1545,22
89,2,26329,Louis Oosthuizen,70.25,562,8
89,2,22056,Cameron Percy,70.25,562,8
89,2,49964,Aaron Wise,70.25,843,12
92,2,49771,J.T. Poston,70.27,1054,15
93,2,25818,Scott Piercy,70.29,984,14
94,2,31560,Brian Stuard,70.30,1406,20
95,2,33399,Adam Hadwin,70.31,914,13
96,2,49960,Sepp Straka,70.33,422,6
97,2,25686,Jason Dufner,70.35,1196,17
98,2,37455,Si Woo Kim,70.39,1267,18
99,2,33122,Russell Knox,70.42,1338,19
100,2,47347,Adam Schenk,70.43,493,7
101,2,34255,Joseph Bramlett,70.45,775,11
101,2,23320,Ryan Palmer,70.45,775,11
103,2,48822,Sebastián Muñoz,70.47,1057,15
104,3,32662,Michael Gligic,70.54,917,13
105,4,39971,Sungjae Im,70.60,706,10
105,4,29484,Peter Uihlein,70.60,706,10
107,4,45157,Cam Davis,70.62,918,13
108,4,36871,Matthew NeSmith,70.64,777,11
109,4,25900,Lucas Glover,70.65,1201,17
110,4,34021,Bud Cauley,70.69,919,13
110,4,29535,Brice Garnett,70.69,1131,16
110,4,32618,Rhein Gibson,70.69,919,13
110,4,40042,Tyler McCumber,70.69,919,13
114,4,26476,Chez Reavie,70.71,1202,17
115,4,45486,Joaquin Niemann,70.73,1061,15
116,4,20229,Stewart Cink,70.78,637,9
117,4,33490,Bo Hoag,70.79,991,14
118,4,26300,Matt Jones,70.81,1133,16
119,4,24924,Bill Haas,70.82,779,11
120,4,22371,Aaron Baddeley,70.83,425,6
120,4,29974,Branden Grace,70.83,425,6
120,4,32757,Patton Kizzire,70.83,1275,18
120,4,47993,Denny McCarthy,70.83,850,12
124,4,25364,Paul Casey,70.86,496,7
125,4,34213,Grayson Murray,70.87,1063,15
126,4,27095,Nick Watney,70.88,567,8
127,4,32791,K.H. Lee,70.89,1276,18
128,4,45526,Abraham Ancer,70.91,780,11
129,4,19846,Brian Gay,70.92,922,13
129,4,34466,Peter Malnati,70.92,851,12
131,4,40058,Zac Blair,70.93,1064,15
132,4,47504,Sam Burns,71.00,710,10
132,4,39997,Corey Conners,71.00,1065,15
132,4,27936,Martin Laird,71.00,355,5
132,4,27349,Alex Noren,71.00,355,5
132,4,35891,Cameron Smith,71.00,781,11
132,4,33419,Cameron Tringale,71.00,994,14
132,4,32254,Xinjun Zhang,71.00,1349,19
139,5,46435,Austin Cook,71.06,1208,17
140,5,29479,Scott Brown,71.07,995,14
140,5,34076,Joel Dahmen,71.07,1066,15
140,5,39546,Keith Mitchell,71.07,1066,15
143,5,27129,Luke List,71.12,1209,17
144,5,53165,Doc Redman,71.13,1138,16
145,5,23108,Matt Kuchar,71.17,427,6
146,5,31646,Emiliano Grillo,71.22,641,9
146,5,39977,Max Homa,71.22,641,9
148,5,29478,Kevin Kisner,71.23,926,13
149,5,27942,Rob Oppenheim,71.24,1211,17
150,5,26499,Rafa Cabrera Bello,71.25,855,12
150,5,27554,Scott Harrington,71.25,1425,20
150,5,29908,C.T. Pan,71.25,1140,16
153,7,49766,Hank Lebioda,71.27,784,11
154,7,34563,Chesson Hadley,71.29,998,14
154,7,26851,Marc Leishman,71.29,499,7
156,7,30110,Kyle Stanley,71.30,713,10
157,7,34360,Patrick Reed,71.33,214,3
158,7,40009,Dominic Bozzelli,71.38,571,8
159,7,35230,Nelson Ledesma,71.40,714,10
160,7,32448,James Hahn,71.43,500,7
161,7,27556,Ted Potter Jr.,71.46,929,13
162,7,34314,Sebastian Cappelen,71.54,930,13
163,7,46441,Robby Shelton,71.58,859,12
164,7,40098,Matt Fitzpatrick,71.63,573,8
165,7,33120,Mark Anderson,71.67,645,9
165,7,29518,Brendan Steele,71.67,645,9
167,7,45609,Tyler Duncan,71.71,1219,17
168,7,52372,Cameron Champ,71.75,861,12
169,7,33486,Roger Sloan,71.78,646,9
170,7,27974,Sung Kang,71.80,1077,15
171,8,52375,Doug Ghim,71.91,791,11
171,8,32139,Danny Willett,71.91,791,11
173,8,30944,Jason Kokrak,71.92,863,12
173,8,25632,Jimmy Walker,71.92,863,12
175,8,31557,Jim Herman,72.00,1224,17
175,8,28775,Nate Lashley,72.00,936,13
175,8,46442,Maverick McNealy,72.00,432,6
178,8,23788,D.J. Trahan,72.08,865,12
179,8,34256,Andrew Putnam,72.09,793,11
180,8,39324,J.J. Spaun,72.18,1227,17
181,8,25572,Graeme McDowell,72.30,723,10
182,8,21407,Arjun Atwal,72.38,579,8
183,8,33204,Shane Lowry,72.50,290,4
184,8,34431,Robert Streb,72.63,581,8
185,8,46550,Brandon Hagy,72.67,654,9
185,8,37189,Harold Varner III,72.67,436,6
187,8,32333,Kevin Tway,72.91,802,11
188,8,35617,Martin Trainer,73.61,1325,18
189,8,31323,Gary Woodland,74.00,148,2
190,8,23623,Bo Van Pelt,74.17,445,6
191,8,32102,Rickie Fowler,75.50,151,2
