RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,32839,Hideki Matsuyama,66.33,398,6
2,0,29221,Webb Simpson,66.50,133,2
3,0,30925,Dustin Johnson,67.00,67,1
3,0,28237,Rory McIlroy,67.00,67,1
5,0,48081,Xander Schauffele,67.67,406,6
6,0,24502,Adam Scott,68.00,204,3
6,0,27064,Jhonattan Vegas,68.00,408,6
8,0,30692,Scott Stallings,68.23,887,13
9,0,10809,Jim Furyk,68.36,752,11
10,0,33413,Ben Martin,68.43,479,7
11,1,34099,Harris English,68.60,686,10
12,1,56762,Will Gordon,68.75,275,4
13,1,29420,Billy Horschel,68.80,1032,15
14,1,46046,Scottie Scheffler,68.85,895,13
15,1,40026,Daniel Berger,68.88,551,8
16,1,25493,Nick Taylor,68.90,689,10
17,1,32366,Kevin Chappell,69.00,690,10
17,1,36801,Mark Hubbard,69.00,897,13
17,1,31420,Anirban Lahiri,69.00,414,6
17,1,50525,Collin Morikawa,69.00,345,5
17,1,27963,Chris Stroud,69.00,552,8
22,1,29268,Bronson Burgoon,69.09,760,11
23,1,25804,Bubba Watson,69.11,622,9
24,1,30163,Henrik Norlander,69.13,1037,15
25,1,34363,Tyrrell Hatton,69.14,484,7
26,1,24024,Zach Johnson,69.17,830,12
27,1,27214,Kevin Streelman,69.18,1176,17
28,1,51766,Wyndham Clark,69.29,970,14
28,1,33597,Harry Higgs,69.29,970,14
30,1,30927,Brendon Todd,69.31,1109,16
31,1,28089,Jason Day,69.33,416,6
31,1,26596,Ryan Moore,69.33,416,6
31,1,28252,Seamus Power,69.33,624,9
34,1,51894,Vince Whaley,69.36,763,11
35,1,28307,Matt Every,69.40,694,10
36,1,28679,Fabián Gómez,69.42,833,12
37,1,29725,Tony Finau,69.43,486,7
38,1,48045,Michael Gellerman,69.45,764,11
39,1,35450,Patrick Cantlay,69.50,278,4
39,1,22405,Justin Rose,69.50,139,2
39,1,35658,Kris Ventura,69.50,556,8
42,1,49298,Kramer Hickok,69.56,626,9
43,1,33667,Carlos Ortiz,69.64,975,14
43,1,27330,Josh Teater,69.64,766,11
45,1,28420,Ryan Brehm,69.73,767,11
46,1,47128,Richy Werenski,69.75,558,8
47,1,35506,Mackenzie Hughes,69.78,628,9
48,1,39953,Chase Seiffert,69.79,977,14
49,1,33404,Chris Baker,69.80,698,10
49,1,29970,Dylan Frittelli,69.80,1047,15
49,1,12716,Charley Hoffman,69.80,698,10
49,1,01810,Phil Mickelson,69.80,349,5
53,1,19803,Ryan Armour,69.82,1187,17
54,1,21209,Sergio Garcia,69.83,419,6
54,1,35449,Adam Long,69.83,1257,18
54,1,35732,Wes Roach,69.83,838,12
57,1,29926,Danny Lee,69.89,629,9
58,1,35310,Lanto Griffin,69.90,699,10
59,1,33141,Keegan Bradley,69.93,1049,15
