RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,29221,Webb Simpson,67.81,2441,36
2,0,30925,Dustin Johnson,68.31,2186,32
3,4,48081,Xander Schauffele,68.76,2819,41
4,-1,40026,Daniel Berger,68.78,2545,37
4,1,33448,Justin Thomas,68.78,2820,41
6,-2,47959,Bryson DeChambeau,68.84,2547,37
7,1,34363,Tyrrell Hatton,68.92,1792,26
8,-2,29268,Bronson Burgoon,68.96,1655,24
9,0,30692,Scott Stallings,69.14,1936,28
10,0,25396,Kevin Na,69.19,2145,31
11,0,29420,Billy Horschel,69.23,2769,40
12,0,33413,Ben Martin,69.24,1177,17
13,0,25364,Paul Casey,69.26,1870,27
14,6,46970,Jon Rahm,69.31,2703,39
15,5,46046,Scottie Scheffler,69.32,3258,47
16,-2,47993,Denny McCarthy,69.38,2359,34
17,-3,34099,Harris English,69.40,2984,43
17,-1,36689,Brooks Koepka,69.40,1388,20
19,-2,45526,Abraham Ancer,69.47,2640,38
20,6,39971,Sungjae Im,69.49,3544,51
21,-2,32839,Hideki Matsuyama,69.50,2919,42
22,0,27644,Brian Harman,69.51,2711,39
22,-4,34360,Patrick Reed,69.51,2711,39
24,1,25804,Bubba Watson,69.55,2295,33
25,1,24361,Pat Perez,69.57,1600,23
26,-3,29725,Tony Finau,69.60,2923,42
27,1,56762,Will Gordon,69.61,1253,18
27,1,23320,Ryan Palmer,69.61,2297,33
29,1,35891,Cameron Smith,69.69,2021,29
30,1,35449,Adam Long,69.70,2788,40
30,1,30927,Brendon Todd,69.70,3485,50
32,1,34098,Russell Henley,69.72,2231,32
32,1,53165,Doc Redman,69.72,2510,36
34,1,47128,Richy Werenski,69.76,2023,29
35,1,21209,Sergio Garcia,69.78,1256,18
35,17,28237,Rory McIlroy,69.78,2512,36
37,0,33597,Harry Higgs,69.79,2722,39
37,0,36801,Mark Hubbard,69.79,2931,42
39,0,46717,Viktor Hovland,69.82,2374,34
40,0,40098,Matt Fitzpatrick,69.85,1816,26
40,0,27214,Kevin Streelman,69.85,2864,41
42,0,10809,Jim Furyk,69.86,1467,21
42,0,26596,Ryan Moore,69.86,1537,22
44,0,21961,Charles Howell III,69.87,2725,39
44,3,50525,Collin Morikawa,69.87,3214,46
46,-1,33404,Chris Baker,69.88,1677,24
47,-1,47347,Adam Schenk,69.90,2027,29
48,-1,32150,Michael Thompson,69.93,1958,28
49,0,51894,Vince Whaley,69.94,1119,16
50,0,49964,Aaron Wise,69.95,1469,21
51,0,28679,Fabián Gómez,69.96,1679,24
52,0,19803,Ryan Armour,70.00,2030,29
52,0,22371,Aaron Baddeley,70.00,1400,20
52,0,28089,Jason Day,70.00,1680,24
52,0,33410,Andrew Landry,70.00,2030,29
56,1,31323,Gary Woodland,70.09,2383,34
57,1,35450,Patrick Cantlay,70.11,1893,27
58,12,35310,Lanto Griffin,70.13,3156,45
59,2,34076,Joel Dahmen,70.14,2595,37
59,2,27330,Josh Teater,70.14,1473,21
61,2,29535,Brice Garnett,70.15,1824,26
61,2,48045,Michael Gellerman,70.15,1403,20
61,2,27349,Alex Noren,70.15,1824,26
64,2,25493,Nick Taylor,70.16,1754,25
65,2,24024,Zach Johnson,70.17,2105,30
65,2,24138,Ian Poulter,70.17,1684,24
67,2,56278,Matthew Wolff,70.18,2667,38
68,2,28420,Ryan Brehm,70.19,1474,21
69,3,46442,Maverick McNealy,70.20,2106,30
70,3,33948,Byeong Hun An,70.21,2668,38
70,3,29974,Branden Grace,70.21,1334,19
70,3,35732,Wes Roach,70.21,1685,24
70,3,33419,Cameron Tringale,70.21,1966,28
74,3,29926,Danny Lee,70.22,2247,32
75,3,31560,Brian Stuard,70.23,2809,40
76,3,45157,Cam Davis,70.24,2318,33
77,3,33667,Carlos Ortiz,70.25,2810,40
78,3,35506,Mackenzie Hughes,70.26,2178,31
78,3,48822,Sebastián Muñoz,70.26,3021,43
78,3,37275,Sam Ryder,70.26,2740,39
78,3,27095,Nick Watney,70.26,1616,23
82,3,37189,Harold Varner III,70.27,2319,33
83,3,33449,Zack Sucher,70.28,1265,18
84,3,27064,Jhonattan Vegas,70.29,1476,21
85,3,33490,Bo Hoag,70.30,2320,33
85,3,32757,Patton Kizzire,70.30,1898,27
85,3,49771,J.T. Poston,70.30,2601,37
88,3,51766,Wyndham Clark,70.31,2039,29
88,3,33399,Adam Hadwin,70.31,2250,32
90,3,30911,Tommy Fleetwood,70.33,1477,21
90,3,49960,Sepp Straka,70.33,2110,30
92,3,35658,Kris Ventura,70.35,1618,23
93,3,29478,Kevin Kisner,70.36,2744,39
93,3,25818,Scott Piercy,70.36,1970,28
95,3,27649,Brandt Snedeker,70.37,1900,27
96,3,23325,Vaughn Taylor,70.38,2041,29
97,3,29970,Dylan Frittelli,70.40,2816,40
97,3,48119,Ben Taylor,70.40,1408,20
99,3,22405,Justin Rose,70.41,1549,22
100,3,27936,Martin Laird,70.42,1338,19
101,3,30944,Jason Kokrak,70.43,2113,30
101,3,29484,Peter Uihlein,70.43,1479,21
103,3,36871,Matthew NeSmith,70.44,1761,25
103,3,30110,Kyle Stanley,70.44,1761,25
105,3,12716,Charley Hoffman,70.45,2184,31
106,3,45486,Joaquin Niemann,70.47,2678,38
107,3,49298,Kramer Hickok,70.48,1762,25
108,3,32254,Xinjun Zhang,70.49,2890,41
109,3,26329,Louis Oosthuizen,70.50,1692,24
109,3,27963,Chris Stroud,70.50,1551,22
111,3,30163,Henrik Norlander,70.51,2468,35
112,3,23621,Rory Sabbatini,70.52,2327,33
112,3,39953,Chase Seiffert,70.52,1763,25
112,3,33486,Roger Sloan,70.52,1763,25
112,3,34046,Jordan Spieth,70.52,2186,31
116,3,26300,Matt Jones,70.53,2257,32
117,4,35532,Tom Hoge,70.54,2469,35
118,4,33122,Russell Knox,70.56,2258,32
119,4,52375,Doug Ghim,70.57,1482,21
119,4,31420,Anirban Lahiri,70.57,988,14
121,4,33141,Keegan Bradley,70.58,2188,31
121,4,34255,Joseph Bramlett,70.58,1694,24
121,4,46435,Austin Cook,70.58,1835,26
121,4,24924,Bill Haas,70.58,1341,19
121,4,34563,Chesson Hadley,70.58,1835,26
126,5,32366,Kevin Chappell,70.61,1271,18
126,5,46402,Talor Gooch,70.61,2895,41
128,5,52372,Cameron Champ,70.63,2119,30
128,5,22056,Cameron Percy,70.63,1342,19
130,5,24502,Adam Scott,70.64,1554,22
131,5,33204,Shane Lowry,70.65,1413,20
132,5,34466,Peter Malnati,70.66,2049,29
133,5,29518,Brendan Steele,70.68,2191,31
134,5,27942,Rob Oppenheim,70.70,2333,33
135,5,28252,Seamus Power,70.71,990,14
136,5,47504,Sam Burns,70.72,2051,29
137,5,26758,David Hearn,70.73,1556,22
138,5,23108,Matt Kuchar,70.74,1910,27
139,5,25686,Jason Dufner,70.77,2123,30
140,5,36699,Patrick Rodgers,70.79,2973,42
141,5,49766,Hank Lebioda,70.80,1770,25
142,5,19846,Brian Gay,70.81,2195,31
142,5,25900,Lucas Glover,70.81,1841,26
142,5,28775,Nate Lashley,70.81,1912,27
145,5,40009,Dominic Bozzelli,70.82,1204,17
145,5,39997,Corey Conners,70.82,2408,34
145,5,31646,Emiliano Grillo,70.82,1983,28
148,5,45609,Tyler Duncan,70.84,2692,38
149,5,37455,Si Woo Kim,70.87,2693,38
149,5,46441,Robby Shelton,70.87,2126,30
151,5,32640,Troy Merritt,70.88,2268,32
152,5,35461,Beau Hossler,70.90,2056,29
153,5,39977,Max Homa,70.91,2269,32
154,5,26499,Rafa Cabrera Bello,70.92,1702,24
154,5,26476,Chez Reavie,70.92,2695,38
156,7,21407,Arjun Atwal,71.00,994,14
156,7,32662,Michael Gligic,71.00,1562,22
158,7,48887,Matt Wallace,71.04,1847,26
159,0,26851,Marc Leishman,71.07,1919,27
160,6,29908,C.T. Pan,71.08,1848,26
161,6,33120,Mark Anderson,71.09,1635,23
162,6,27974,Sung Kang,71.11,2560,36
163,6,01810,Phil Mickelson,71.13,1707,24
164,6,20229,Stewart Cink,71.14,1565,22
165,6,32791,K.H. Lee,71.15,2775,39
165,6,39546,Keith Mitchell,71.15,1921,27
167,7,25349,Tim Wilkinson,71.18,1210,17
168,7,34431,Robert Streb,71.19,1851,26
169,7,34213,Grayson Murray,71.20,1424,20
170,7,27129,Luke List,71.21,2350,33
171,7,34021,Bud Cauley,71.22,1923,27
171,7,40042,Tyler McCumber,71.22,1923,27
173,7,34256,Andrew Putnam,71.24,1496,21
174,7,29479,Scott Brown,71.26,2209,31
175,7,46550,Brandon Hagy,71.29,1212,17
176,7,27556,Ted Potter Jr.,71.36,1570,22
177,7,27554,Scott Harrington,71.47,2573,36
178,7,23788,D.J. Trahan,71.48,1501,21
179,7,28307,Matt Every,71.52,1502,21
180,7,34314,Sebastian Cappelen,71.54,1860,26
181,7,32448,James Hahn,71.63,1146,16
182,7,40058,Zac Blair,71.66,2078,29
183,7,32618,Rhein Gibson,71.68,1577,22
184,8,39324,J.J. Spaun,71.79,2082,29
185,8,35230,Nelson Ledesma,71.83,1293,18
186,8,32102,Rickie Fowler,72.00,1656,23
187,8,32139,Danny Willett,72.05,1441,20
188,8,31557,Jim Herman,72.12,1803,25
189,8,25632,Jimmy Walker,72.36,1592,22
190,8,23623,Bo Van Pelt,72.40,1448,20
191,8,25572,Graeme McDowell,72.41,1593,22
192,8,32333,Kevin Tway,72.56,1306,18
193,8,35617,Martin Trainer,73.48,1543,21
