RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
52,0,22378,Trevor Immelman,4,2011420
52,0,21731,Freddie Jacobson,4,2011380
52,0,06573,Brandt Jobe,4,2011390
52,0,30925,Dustin Johnson,4,2011380
52,0,24957,Simon Khan,4,2010310
52,0,12705,Cliff Kresge,4,2010420
52,0,20940,Kenichi Kuboya,4,2003470
52,0,27936,Martin Laird,4,2011380
52,0,20634,Peter Lonard,4,2009450
52,0,01766,Billy Mayfair,4,2011420
52,0,20645,John Senden,4,2011390
52,0,11011,Mike Sposa,4,2006410
52,0,08375,Paul Stankowski,4,2011420
52,0,29518,Brendan Steele,4,2011390
52,0,27770,Camilo Villegas,4,2011370
52,0,23322,Brett Wetterich,4,2011230
74,0,19824,Craig Barlow,3,2011250
74,0,24846,Ricky Barnes,3,2011390
74,0,28087,Kris Blanks,3,2011420
74,0,01116,Michael Bradley,3,2011420
74,0,34021,Bud Cauley,3,2011370
74,0,06034,Marco Dawson,3,2011110
74,0,25686,Jason Dufner,3,2011390
74,0,25900,Lucas Glover,3,2011390
74,0,28679,Fabián Gómez,3,2011430
74,0,29720,Andres Gonzales,3,2011430
74,0,20157,Retief Goosen,3,2011370
74,0,20859,Anders Hansen,3,2011310
74,0,10117,Bob Heintz,3,2010130
74,0,26908,Yuta Ikeda,3,2011310
74,0,19958,Miguel Angel Jiménez,3,2011310
74,0,28258,K.T. Kim,3,2011350
74,0,29670,Pablo Larrazabal,3,2011310
74,0,28158,Steve Marino,3,2011380
74,0,33413,Ben Martin,3,2011430
74,0,22961,David Mathis,3,2011430
74,0,29289,S.Y. Noh,3,2011260
74,0,24140,Sean O'Hair,3,2011390
74,0,22046,Geoff Ogilvy,3,2011390
74,0,26539,Robert Rock,3,2010310
74,0,02084,Bob Shearer,3,1984320
74,0,23481,Marcel Siem,3,2005380
74,0,22293,Heath Slocum,3,2011430
74,0,25804,Bubba Watson,3,2011390
74,0,20160,Charlie Wi,3,2011420
103,0,21633,Steve Allan,2,2010300
103,0,33141,Keegan Bradley,2,2011400
103,0,08123,Jeff Brehaut,2,2007480
103,0,01142,Bart Bryant,2,2009280
103,0,20848,Ángel Cabrera,2,2011430
103,0,25203,SSP Chawrasia,2,2008140
103,0,24357,K.J. Choi,2,2011400
103,0,22983,Bradley Dredge,2,2008090
103,0,20104,Ken Duke,2,2010420
103,0,27088,Johan Edfors,2,2011260
103,0,32416,Benjamin Fox,2,2010090
103,0,22792,Peter Hanson,2,2011350
103,0,22896,Grégory Havret,2,2011260
103,0,34098,Russell Henley,2,2010260
103,0,31557,Jim Herman,2,2011440
103,0,12782,Tim Herron,2,2011440
103,0,01527,Scott Hoch,2,2008100
103,0,35087,Bio Kim,2,2011440
103,0,29478,Kevin Kisner,2,2011440
103,0,01677,Tom Lehman,2,2011310
103,0,27768,Brock Mackenzie,2,2004290
103,0,33199,Matteo Manassero,2,2011350
103,0,30004,Ross McGowan,2,2010350
103,0,01793,Mac McLendon,2,1980430
103,0,32640,Troy Merritt,2,2011440
103,0,25198,Francesco Molinari,2,2011350
103,0,25396,Kevin Na,2,2011420
103,0,01866,Jack Newton,2,1982420
103,0,27349,Alex Noren,2,2011350
103,0,22348,Nick O'Hern,2,2011440
103,0,33168,Michael O'Neal,2,2010250
103,0,26329,Louis Oosthuizen,2,2011430
103,0,22400,Hennie Otto,2,2010350
103,0,28475,Jeff Overton,2,2011440
103,0,20663,Brenden Pappas,2,2010460
103,0,01920,Craig Parry,2,2008320
103,0,22056,Cameron Percy,2,2011420
103,0,01941,Tom Pernice Jr.,2,2011430
103,0,01945,Kenny Perry,2,2011300
103,0,01968,Nick Price,2,2008080
103,0,34360,Patrick Reed,2,2011370
103,0,25457,Alexandre Rocha,2,2011440
103,0,02064,John Schroeder,2,1995300
103,0,21660,Jason Schultz,2,2007480
103,0,02105,Bob Smith,2,1985280
103,0,21528,Henrik Stenson,2,2011440
103,0,20580,Andre Stolz,2,2011300
103,0,20935,Toru Taniguchi,2,2010260
103,0,28780,Nicholas Thompson,2,2010460
103,0,23788,D.J. Trahan,2,2011440
103,0,29484,Peter Uihlein,2,2011280
103,0,02246,Duffy Waldorf,2,2011330
103,0,23349,Charles Warren,2,2011290
103,0,26498,Matt Weibring,2,2011300
103,0,20396,Lee Westwood,2,2011350
103,0,26497,Casey Wittenberg,2,2009480
