RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,06527,Steve Stricker,42,2009380
2,0,26331,Charl Schwartzel,19,2010260
3,0,19905,Andrew Coltart,13,1998350
3,0,31323,Gary Woodland,13,2011230
5,0,27330,Josh Teater,10,2011290
5,0,27064,Jhonattan Vegas,10,2011250
7,0,10809,Jim Furyk,9,2011310
8,0,10885,Robert Allenby,8,2011280
8,0,23983,Luke Donald,8,2011320
8,0,21209,Sergio Garcia,8,2011260
8,0,08075,Jerry Kelly,8,2011320
8,0,24502,Adam Scott,8,2011280
8,0,24663,Y.E. Yang,8,2011260
14,0,20498,Briny Baird,7,2011320
14,0,23108,Matt Kuchar,7,2011350
14,0,24781,Hunter Mahan,7,2011320
14,0,31202,William McGirt,7,2011370
14,0,25345,Carl Pettersson,7,2011330
14,0,29221,Webb Simpson,7,2011370
14,0,27095,Nick Watney,7,2011350
21,0,29910,Blake Adams,6,2011390
21,0,24925,Jonathan Byrd,6,2011380
21,0,20593,Greg Chalmers,6,2011370
21,0,24512,Simon Dyson,6,2010310
21,0,20574,Mathew Goggin,6,2010420
21,0,33399,Adam Hadwin,6,2010320
21,0,27466,Spencer Levin,6,2011390
21,0,01810,Phil Mickelson,6,2011350
21,0,23800,Bryce Molder,6,2011340
21,0,25562,Andres Romero,6,2011320
21,0,02076,Peter Senior,6,2000310
21,0,02190,Doug Tewell,6,1999230
21,0,25632,Jimmy Walker,6,2011320
34,0,07867,Woody Austin,5,2011340
34,0,35450,Patrick Cantlay,5,2011260
34,0,25364,Paul Casey,5,2011350
34,0,06522,Ernie Els,5,2011370
34,0,20766,Padraig Harrington,5,2011350
34,0,08537,J.P. Hayes,5,2011300
34,0,26758,David Hearn,5,2011380
34,0,19970,Robert Karlsson,5,2011350
34,0,20669,James Kingston,5,2008350
34,0,01682,Wayne Levi,5,2001300
34,0,28237,Rory McIlroy,5,2011240
34,0,24490,George McNeill,5,2011390
34,0,23814,Edoardo Molinari,5,2011240
34,0,23320,Ryan Palmer,5,2011360
34,0,22548,Patrick Sheehan,5,2009320
34,0,27649,Brandt Snedeker,5,2011380
34,0,30110,Kyle Stanley,5,2011380
34,0,33419,Cameron Tringale,5,2011400
52,0,22371,Aaron Baddeley,4,2011380
52,0,24507,Jason Bohn,4,2011370
52,0,28089,Jason Day,4,2011380
52,0,24083,Marcus Fraser,4,2006310
52,0,24924,Bill Haas,4,2011380
52,0,12716,Charley Hoffman,4,2011380
