RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,25345,Carl Pettersson,198
2,0,20498,Briny Baird,152
3,0,23108,Matt Kuchar,133
4,0,21209,Sergio Garcia,131
5,0,19970,Robert Karlsson,115
6,0,27933,John Merrick,112
7,0,08375,Paul Stankowski,106
7,0,33419,Cameron Tringale,106
9,0,01116,Michael Bradley,104
10,0,20593,Greg Chalmers,103
11,0,11123,Chris Couch,96
11,0,29221,Webb Simpson,96
13,0,24980,Scott Gutschewski,94
14,0,24490,George McNeill,88
14,0,27064,Jhonattan Vegas,88
16,0,24138,Ian Poulter,84
17,0,24925,Jonathan Byrd,82
17,0,27095,Nick Watney,82
19,0,28087,Kris Blanks,81
20,0,32366,Kevin Chappell,77
20,0,25804,Bubba Watson,77
22,0,12716,Charley Hoffman,76
23,0,23541,Ben Crane,74
24,0,01706,Davis Love III,72
25,0,08075,Jerry Kelly,69
25,0,22348,Nick O'Hern,69
27,0,21731,Freddie Jacobson,67
28,0,23325,Vaughn Taylor,66
29,0,27936,Martin Laird,62
30,0,20766,Padraig Harrington,61
30,0,22913,John Rollins,61
32,0,25240,D.A. Points,59
32,0,26287,Roland Thatcher,59
34,0,10809,Jim Furyk,53
35,0,09011,David Duval,52
36,0,25632,Jimmy Walker,51
37,0,21753,Brian Davis,50
38,0,22378,Trevor Immelman,48
39,0,24358,Robert Garrigus,47
40,0,27797,Derek Lamely,45
41,0,21350,Ryuji Imada,44
42,0,23621,Rory Sabbatini,42
43,0,25444,Justin Hicks,41
44,0,21805,Harrison Frazar,40
44,0,20157,Retief Goosen,40
44,0,24781,Hunter Mahan,40
44,0,22293,Heath Slocum,40
48,0,31323,Gary Woodland,39
49,0,29478,Kevin Kisner,38
49,0,27770,Camilo Villegas,38
51,0,01577,Lee Janzen,37
52,0,30711,Colt Knost,36
52,0,20645,John Senden,36
54,0,06621,Joe Durant,35
54,0,31202,William McGirt,35
56,0,27649,Brandt Snedeker,34
57,0,06004,Stephen Ames,33
57,0,07457,Steve Flesch,33
59,0,20229,Stewart Cink,32
59,0,30926,Chris Kirk,32
59,0,33911,Nate Smith,32
62,0,06251,Chris DiMarco,31
62,0,23800,Bryce Molder,31
64,0,24357,K.J. Choi,30
64,0,25900,Lucas Glover,30
64,0,01810,Phil Mickelson,30
67,0,25396,Kevin Na,29
68,0,30750,Tommy Gainey,28
68,0,27466,Spencer Levin,28
70,0,01313,Steve Elkington,27
70,0,23718,Nathan Green,27
72,0,24507,Jason Bohn,26
72,0,06522,Ernie Els,26
72,0,24140,Sean O'Hair,26
72,0,23788,D.J. Trahan,26
76,0,10860,Justin Leonard,23
77,0,26679,Kevin Stadler,22
77,0,27214,Kevin Streelman,22
79,0,29720,Andres Gonzales,21
80,0,22621,Ben Curtis,19
80,0,26420,Richard Johnson,19
80,0,22046,Geoff Ogilvy,19
80,0,23497,Tag Ridings,19
80,0,24502,Adam Scott,19
85,0,33141,Keegan Bradley,18
85,0,24924,Bill Haas,18
85,0,29420,Billy Horschel,18
85,0,10585,Scott McCarron,18
89,0,19846,Brian Gay,17
89,0,31193,Jim Renner,17
89,0,25457,Alexandre Rocha,17
89,0,30692,Scott Stallings,17
93,0,07867,Woody Austin,16
93,0,25686,Jason Dufner,16
93,0,26300,Matt Jones,16
93,0,34072,Will Strickler,16
97,0,08725,Tom Gillis,15
97,0,33413,Ben Martin,15
97,0,32876,Martin Piller,15
97,0,20127,Chris Riley,15
101,0,34255,Joseph Bramlett,14
101,0,23983,Luke Donald,14
101,0,06573,Brandt Jobe,14
101,0,35087,Bio Kim,14
101,0,06567,Vijay Singh,14
101,0,21878,Mark Wilson,14
107,0,26758,David Hearn,13
107,0,21961,Charles Howell III,13
107,0,26476,Chez Reavie,13
107,0,27963,Chris Stroud,13
111,0,12782,Tim Herron,12
111,0,26851,Marc Leishman,12
111,0,28158,Steve Marino,12
111,0,32640,Troy Merritt,12
111,0,30110,Kyle Stanley,12
116,0,29718,Anthony Kim,11
116,0,22961,David Mathis,11
116,0,30946,Alex Prugh,11
119,0,24290,D.J. Brigman,10
119,0,23638,Brendon de Jonge,10
119,0,08537,J.P. Hayes,10
122,0,23409,James Driscoll,9
122,0,28679,Fabián Gómez,9
122,0,27974,Sung Kang,9
122,0,21949,Joe Ogilvie,9
122,0,25834,Daniel Summerhays,9
122,0,12602,Dean Wilson,9
128,0,20848,Ángel Cabrera,8
128,0,24604,Hunter Haas,8
128,0,20572,Rod Pampling,8
128,0,24361,Pat Perez,8
128,0,26668,Marc Turnesa,8
133,0,22371,Aaron Baddeley,7
133,0,30925,Dustin Johnson,7
