RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
61,0,24781,Hunter Mahan,275.0,18151.2,66
62,0,21961,Charles Howell III,274.9,19518.4,71
63,0,23621,Rory Sabbatini,274.8,14839.9,54
64,0,22371,Aaron Baddeley,274.7,12635.2,46
65,0,10885,Robert Allenby,274.6,20045.0,73
66,0,25842,Jon Mills,274.5,14001.5,51
67,0,23778,Brad Adamonis,274.4,17559.5,64
68,0,24925,Jonathan Byrd,274.3,20021.4,73
69,0,27933,John Merrick,274.2,17821.6,65
70,0,06522,Ernie Els,274.1,9593.3,35
70,0,01553,John Huston,274.1,11513.1,42
70,0,23788,D.J. Trahan,274.1,18640.0,68
73,0,28475,Jeff Overton,273.9,18079.1,66
74,0,26679,Kevin Stadler,273.8,14236.6,52
75,0,22913,John Rollins,273.3,19131.8,70
76,0,07749,Brett Quigley,273.2,15300.6,56
77,0,20098,Stuart Appleby,273.1,16383.5,60
78,0,01024,Billy Andrade,272.5,11989.6,44
79,0,26695,Michael Letzig,272.3,17427.1,64
80,0,26951,Johnson Wagner,272.0,16590.1,61
81,0,20157,Retief Goosen,271.5,9230.1,34
81,0,25345,Carl Pettersson,271.5,24437.3,90
83,0,12782,Tim Herron,271.3,19535.2,72
84,0,27770,Camilo Villegas,271.2,14646.5,54
85,0,10875,Todd Demsey,270.8,15974.9,59
86,0,21949,Joe Ogilvie,270.4,21088.8,78
87,0,24357,K.J. Choi,270.2,16213.3,60
88,0,21878,Mark Wilson,270.0,27537.8,102
89,0,23614,Rich Beem,269.9,18351.9,68
90,0,01161,Mark Calcavecchia,269.8,11329.8,42
91,0,23048,Eric Axley,269.6,21026.8,78
91,0,24227,Justin Bolli,269.6,18062.4,67
91,0,23125,Brad Elder,269.6,11862.5,44
94,0,12309,Bob Sowards,269.4,10506.2,39
95,0,23797,Brett Rumford,269.2,13999.1,52
96,0,27963,Chris Stroud,269.1,14799.8,55
97,0,24912,Will MacKenzie,268.8,14784.0,55
98,0,20472,Alex Cejka,268.7,12896.7,48
99,0,22621,Ben Curtis,268.6,17187.6,64
99,0,10809,Jim Furyk,268.6,21486.3,80
101,0,22378,Trevor Immelman,268.4,12885.1,48
102,0,19803,Ryan Armour,268.3,16634.7,62
103,0,27613,David Lutterus,268.2,10189.7,38
104,0,23353,J.J. Henry,267.8,23294.5,87
105,0,24663,Y.E. Yang,267.6,18198.0,68
106,0,11032,Frank Lickliter II,267.5,23271.7,87
107,0,22582,Kyle Thompson,267.4,13371.1,50
108,0,23718,Nathan Green,267.2,17101.1,64
108,0,27649,Brandt Snedeker,267.2,17365.9,65
110,0,01577,Lee Janzen,267.1,17625.7,66
111,0,26596,Ryan Moore,267.0,14149.5,53
112,0,20105,Jeff Gove,266.9,9607.5,36
113,0,01797,Rocco Mediate,266.7,16266.8,61
113,0,24138,Ian Poulter,266.7,9334.4,35
115,0,10585,Scott McCarron,266.6,12798.3,48
115,0,26668,Marc Turnesa,266.6,17060.9,64
117,0,12510,Chad Campbell,266.5,22920.7,86
117,0,12660,Jesper Parnevik,266.5,17053.5,64
119,0,26631,Cody Freeman,266.3,11715.6,44
119,0,20572,Rod Pampling,266.3,15709.1,59
119,0,10423,Mike Weir,266.3,16246.2,61
122,0,20433,Mark Hensby,266.2,14376.7,54
123,0,06621,Joe Durant,266.0,18888.1,71
124,0,06034,Marco Dawson,265.8,10897.5,41
125,0,20498,Briny Baird,265.6,20985.6,79
125,0,23541,Ben Crane,265.6,18591.9,70
125,0,12823,Carlos Franco,265.6,10889.1,41
125,0,23325,Vaughn Taylor,265.6,20981.9,79
129,0,01035,Tommy Armour III,265.2,14058.0,53
130,0,01724,Jeff Maggert,264.9,19865.9,75
130,0,10425,Jay Williamson,264.9,16426.3,62
132,0,01766,Billy Mayfair,264.8,23041.1,87
132,0,02002,John Riegger,264.8,12974.1,49
134,0,12705,Cliff Kresge,264.6,17460.5,66
135,0,06004,Stephen Ames,264.1,18225.6,69
136,0,02206,David Toms,263.9,12930.2,49
137,0,07457,Steve Flesch,263.7,18459.0,70
137,0,20160,Charlie Wi,263.7,19512.7,74
139,0,10649,Tom Scherrer,263.3,7899.7,30
140,0,12652,Cameron Beckman,263.0,15780.1,60
141,0,10733,Kent Jones,262.9,12881.8,49
142,0,01948,Tim Petrovic,262.7,18389.9,70
142,0,22548,Patrick Sheehan,262.7,22858.9,87
144,0,24449,Parker McLachlin,262.5,16536.9,63
145,0,21350,Ryuji Imada,262.2,15730.4,60
146,0,21731,Freddie Jacobson,262.1,14677.5,56
147,0,26476,Chez Reavie,261.6,23020.7,88
148,0,22806,Doug LaBelle II,261.5,10721.4,41
149,0,08537,J.P. Hayes,261.1,14619.9,56
150,0,06251,Chris DiMarco,260.8,16950.8,65
150,0,21461,Kenneth Ferrie,260.8,14085.7,54
150,0,10860,Justin Leonard,260.8,19035.3,73
153,0,20634,Peter Lonard,260.4,19266.1,74
154,0,01941,Tom Pernice Jr.,260.3,24470.4,94
155,0,26500,Alejandro Cañizares,260.2,10148.3,39
155,0,01677,Tom Lehman,260.2,9366.8,36
157,0,23135,Tim Clark,259.9,16112.5,62
158,0,06197,Michael Allen,259.8,17668.6,68
159,0,06575,Dudley Hart,259.5,15308.0,59
160,0,06090,Jim McGovern,259.4,14787.1,57
160,0,08845,Scott Sterling,259.4,16081.4,62
162,0,21753,Brian Davis,258.8,24845.1,96
163,0,20382,Stephen Leaney,258.7,9314.2,36
164,0,25396,Kevin Na,258.4,19637.7,76
165,0,20104,Ken Duke,257.7,22159.6,86
165,0,20127,Chris Riley,257.7,7988.6,31
167,0,27060,John Mallinger,257.5,19313.9,75
167,0,22293,Heath Slocum,257.5,22406.0,87
169,0,01388,Robert Gamez,257.3,15435.3,60
170,0,24024,Zach Johnson,257.1,17741.5,69
170,0,02239,Scott Verplank,257.1,17226.1,67
172,0,12602,Dean Wilson,257.0,20048.8,78
173,0,19913,Ron Whittaker,256.5,9235.4,36
174,0,01313,Steve Elkington,256.4,15382.2,60
175,0,08385,Omar Uresti,256.2,13836.1,54
176,0,25190,Jeff Quinney,256.0,14336.0,56
177,0,25720,Chad Collins,255.8,13811.2,54
178,0,02223,Bob Tway,255.5,12010.4,47
178,0,25349,Tim Wilkinson,255.5,17886.2,70
180,0,08075,Jerry Kelly,255.1,17346.7,68
181,0,23108,Matt Kuchar,255.0,16067.6,63
182,0,01320,Bob Estes,254.0,17523.2,69
183,0,06643,Paul Goydos,253.3,16208.7,64
184,0,20443,Jin Park,253.1,15946.0,63
185,0,22348,Nick O'Hern,253.0,15182.1,60
186,0,08931,Glen Day,252.9,11379.9,45
187,0,26420,Richard Johnson,252.6,11368.5,45
188,0,06012,Greg Kraft,251.5,10564.3,42
189,0,12826,Paul Claxton,250.7,10278.9,41
190,0,01139,Olin Browne,250.6,15034.5,60
191,0,01142,Bart Bryant,249.0,15687.3,63
192,0,12680,Shigeki Maruyama,248.4,9937.4,40
193,0,07547,Craig Kanada,246.8,11847.5,48
194,0,10505,Shane Bertsch,245.5,19642.4,80
195,0,19846,Brian Gay,244.4,20527.1,84
196,0,20623,Gavin Coles,242.4,8726.5,36
197,0,01928,Corey Pavin,234.6,10559.1,45
