RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,206.1,8244.5,40
2,0,24358,Robert Garrigus,201.6,12903.6,64
3,0,30925,Dustin Johnson,201.4,12689.9,63
4,0,25594,Travis Perkins,199.2,4980.7,25
5,0,27095,Nick Watney,198.3,14280.2,72
6,0,12716,Charley Hoffman,197.2,16957.8,86
6,0,23497,Tag Ridings,197.2,13209.7,67
8,0,20848,Ángel Cabrera,197.0,6106.8,31
9,0,23540,Jason Allred,196.8,8464.4,43
9,0,25364,Paul Casey,196.8,5902.6,30
11,0,25804,Bubba Watson,196.4,12177.9,62
12,0,23409,James Driscoll,194.8,12469.1,64
13,0,29718,Anthony Kim,194.3,12631.5,65
14,0,24924,Bill Haas,194.1,16695.2,86
15,0,21209,Sergio Garcia,194.0,9312.6,48
16,0,27936,Martin Laird,193.1,14095.7,73
17,0,24490,George McNeill,193.0,16405.0,85
18,0,24361,Pat Perez,192.6,13866.1,72
19,0,23349,Charles Warren,192.4,12697.2,66
20,0,25900,Lucas Glover,192.1,14792.8,77
21,0,01706,Davis Love III,192.0,10366.6,54
21,0,24502,Adam Scott,192.0,6527.8,34
21,0,20645,John Senden,192.0,13250.8,69
24,0,22892,Jason Gore,191.5,10530.4,55
24,0,27120,Troy Matteson,191.5,16082.9,84
26,0,01226,Fred Couples,190.9,6491.1,34
27,0,20850,Daniel Chopra,190.8,12021.7,63
28,0,23157,Richard Johnson,190.7,11251.5,59
29,0,21961,Charles Howell III,189.7,15177.0,80
30,0,21805,Harrison Frazar,188.8,8873.5,47
31,0,20229,Stewart Cink,188.6,10372.2,55
31,0,06573,Brandt Jobe,188.6,7166.9,38
33,0,06567,Vijay Singh,188.4,11117.7,59
34,0,26300,Matt Jones,188.0,13161.0,70
35,0,27214,Kevin Streelman,187.8,16151.0,86
35,0,23623,Bo Van Pelt,187.8,14274.2,76
37,0,20766,Padraig Harrington,187.7,4504.9,24
38,0,07867,Woody Austin,187.5,16313.9,87
38,0,22371,Aaron Baddeley,187.5,9564.0,51
38,0,22046,Geoff Ogilvy,187.5,8626.0,46
41,0,23320,Ryan Palmer,187.0,7666.9,41
42,0,28089,Jason Day,186.5,13242.6,71
42,0,25632,Jimmy Walker,186.5,8949.9,48
44,0,01810,Phil Mickelson,186.3,9314.6,50
44,0,25562,Andres Romero,186.3,7638.4,41
46,0,24925,Jonathan Byrd,186.2,14340.5,77
47,0,26289,Boo Weekley,186.1,11907.5,64
48,0,21633,Steve Allan,186.0,7625.2,41
49,0,09011,David Duval,185.7,5385.6,29
49,0,28780,Nicholas Thompson,185.7,16152.2,87
51,0,12823,Carlos Franco,185.0,8139.1,44
52,0,22378,Trevor Immelman,184.7,9050.7,49
53,0,12309,Bob Sowards,184.3,7741.2,42
54,0,10885,Robert Allenby,184.1,13991.7,76
54,0,26951,Johnson Wagner,184.1,11784.4,64
56,0,24140,Sean O'Hair,184.0,11225.4,61
57,0,23778,Brad Adamonis,183.9,12508.5,68
58,0,20574,Mathew Goggin,183.7,12122.2,66
58,0,01553,John Huston,183.7,8082.4,44
60,0,22913,John Rollins,183.4,13390.9,73
61,0,06595,Kevin Sutherland,183.3,14846.0,81
62,0,27561,Nick Flanagan,183.2,13190.0,72
63,0,20098,Stuart Appleby,183.1,11352.6,62
63,0,27933,John Merrick,183.1,12635.4,69
65,0,07749,Brett Quigley,182.8,10966.0,60
66,0,20663,Brenden Pappas,182.7,7308.0,40
66,0,06527,Steve Stricker,182.7,9681.0,53
68,0,20378,Mathias Grönberg,182.5,11318.0,62
68,0,01473,Todd Hamilton,182.5,8030.6,44
68,0,24663,Y.E. Yang,182.5,12776.2,70
71,0,23788,D.J. Trahan,182.4,12948.9,71
72,0,21959,Ted Purdy,182.2,7835.3,43
73,0,06621,Joe Durant,182.1,13472.7,74
74,0,26695,Michael Letzig,181.9,12186.4,67
74,0,25842,Jon Mills,181.9,9823.7,54
74,0,23797,Brett Rumford,181.9,10002.7,55
77,0,01945,Kenny Perry,181.8,15088.2,83
78,0,23718,Nathan Green,181.7,12174.5,67
78,0,27770,Camilo Villegas,181.7,10358.2,57
80,0,01024,Billy Andrade,181.6,8896.6,49
81,0,23614,Rich Beem,181.4,13061.2,72
81,0,01707,Steve Lowery,181.4,11248.5,62
83,0,26668,Marc Turnesa,181.2,12141.3,67
84,0,10875,Todd Demsey,181.1,11408.9,63
84,0,24912,Will MacKenzie,181.1,9959.0,55
86,0,30750,Tommy Gainey,180.7,7047.0,39
87,0,12510,Chad Campbell,180.4,15876.2,88
87,0,28158,Steve Marino,180.4,15514.0,86
89,0,28475,Jeff Overton,180.2,13152.7,73
90,0,06004,Stephen Ames,179.9,13129.7,73
90,0,23353,J.J. Henry,179.9,15471.0,86
90,0,02002,John Riegger,179.9,9713.6,54
90,0,26679,Kevin Stadler,179.9,10071.8,56
94,0,10809,Jim Furyk,179.8,14746.5,82
95,0,01577,Lee Janzen,179.7,12038.2,67
96,0,24781,Hunter Mahan,179.6,12390.4,69
96,0,23621,Rory Sabbatini,179.6,10957.2,61
98,0,10585,Scott McCarron,179.4,8971.7,50
99,0,01797,Rocco Mediate,179.3,11656.4,65
100,0,23125,Brad Elder,179.1,8419.3,47
100,0,06522,Ernie Els,179.1,6807.2,38
102,0,20498,Briny Baird,178.9,15204.6,85
103,0,11032,Frank Lickliter II,178.8,15909.3,89
104,0,20157,Retief Goosen,178.6,6606.4,37
105,0,06251,Chris DiMarco,178.4,12844.6,72
106,0,20160,Charlie Wi,178.3,14799.6,83
107,0,25345,Carl Pettersson,178.0,16198.4,91
107,0,10425,Jay Williamson,178.0,11924.0,67
109,0,24357,K.J. Choi,177.9,10850.6,61
109,0,24449,Parker McLachlin,177.9,11918.5,67
111,0,27963,Chris Stroud,177.6,11191.0,63
112,0,22621,Ben Curtis,177.5,11538.9,65
112,0,12782,Tim Herron,177.5,13315.5,75
