RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
114,0,12660,Jesper Parnevik,177.0,12569.6,71
115,0,01948,Tim Petrovic,176.9,12560.8,71
116,0,01161,Mark Calcavecchia,176.7,8127.8,46
117,0,24138,Ian Poulter,176.5,6529.5,37
118,0,26631,Cody Freeman,176.3,8284.4,47
118,0,21350,Ryuji Imada,176.3,11107.9,63
118,0,26596,Ryan Moore,176.3,9520.1,54
121,0,21949,Joe Ogilvie,176.2,14094.0,80
122,0,10860,Justin Leonard,175.9,13547.2,77
123,0,24227,Justin Bolli,175.7,11946.6,68
123,0,06034,Marco Dawson,175.7,7730.8,44
123,0,20572,Rod Pampling,175.7,10717.4,61
126,0,06197,Michael Allen,175.5,12110.7,69
126,0,20472,Alex Cejka,175.5,9126.5,52
126,0,07457,Steve Flesch,175.5,13337.7,76
129,0,23048,Eric Axley,175.4,14736.1,84
129,0,01677,Tom Lehman,175.4,6489.3,37
131,0,21731,Freddie Jacobson,175.3,10869.6,62
132,0,21878,Mark Wilson,175.1,18210.3,104
133,0,10423,Mike Weir,174.8,11361.4,65
134,0,19803,Ryan Armour,174.5,11345.0,65
134,0,10733,Kent Jones,174.5,8550.1,49
136,0,01766,Billy Mayfair,174.4,15345.5,88
137,0,23541,Ben Crane,174.3,12549.5,72
138,0,20104,Ken Duke,174.2,15854.8,91
139,0,25396,Kevin Na,174.1,13930.5,80
140,0,02206,David Toms,174.0,9221.8,53
141,0,20433,Mark Hensby,173.8,9386.5,54
142,0,27613,David Lutterus,173.7,7469.9,43
142,0,19913,Ron Whittaker,173.7,6426.7,37
144,0,22582,Kyle Thompson,173.6,9547.6,55
145,0,12705,Cliff Kresge,173.4,11791.4,68
146,0,01035,Tommy Armour III,173.1,9867.5,57
146,0,10649,Tom Scherrer,173.1,6404.9,37
148,0,06575,Dudley Hart,173.0,10899.3,63
148,0,22548,Patrick Sheehan,173.0,16089.8,93
148,0,12602,Dean Wilson,173.0,14535.0,84
151,0,25720,Chad Collins,172.6,10185.9,59
152,0,20127,Chris Riley,172.5,5349.0,31
153,0,20105,Jeff Gove,172.4,6549.7,38
154,0,08385,Omar Uresti,172.3,9305.6,54
155,0,21461,Kenneth Ferrie,172.0,9460.3,55
155,0,25349,Tim Wilkinson,172.0,12555.7,73
157,0,12652,Cameron Beckman,170.9,10252.8,60
157,0,01941,Tom Pernice Jr.,170.9,16407.8,96
159,0,01724,Jeff Maggert,170.8,13148.0,77
159,0,02223,Bob Tway,170.8,8197.4,48
161,0,22806,Doug LaBelle II,170.7,7000.0,41
161,0,27649,Brandt Snedeker,170.7,11780.1,69
163,0,26500,Alejandro Cañizares,170.6,6826.0,40
164,0,08845,Scott Sterling,170.5,10739.1,63
165,0,23325,Vaughn Taylor,170.3,14476.3,85
166,0,20382,Stephen Leaney,170.2,6637.6,39
167,0,26420,Richard Johnson,170.1,7992.8,47
168,0,23135,Tim Clark,169.9,11214.5,66
169,0,06090,Jim McGovern,169.8,9848.3,58
169,0,26476,Chez Reavie,169.8,15283.4,90
171,0,21753,Brian Davis,169.6,16279.6,96
172,0,24024,Zach Johnson,169.5,12372.1,73
173,0,23108,Matt Kuchar,169.3,10835.3,64
174,0,01320,Bob Estes,169.2,12010.3,71
175,0,20634,Peter Lonard,168.7,12991.2,77
176,0,25190,Jeff Quinney,168.5,10279.2,61
177,0,01388,Robert Gamez,168.3,10768.9,64
178,0,22293,Heath Slocum,168.1,14794.8,88
179,0,01142,Bart Bryant,167.7,11070.9,66
180,0,08075,Jerry Kelly,167.6,12238.0,73
181,0,27060,John Mallinger,167.4,12723.6,76
182,0,08537,J.P. Hayes,167.2,10031.7,60
183,0,01313,Steve Elkington,167.1,10195.7,61
184,0,02239,Scott Verplank,166.3,11643.0,70
185,0,12826,Paul Claxton,166.1,7476.4,45
186,0,06643,Paul Goydos,165.8,10613.0,64
187,0,20443,Jin Park,164.5,10531.0,64
188,0,22348,Nick O'Hern,163.9,9836.4,60
189,0,08931,Glen Day,163.0,7659.0,47
190,0,01139,Olin Browne,162.4,10067.8,62
190,0,06012,Greg Kraft,162.4,7145.6,44
192,0,19846,Brian Gay,160.8,13509.8,84
193,0,12680,Shigeki Maruyama,160.7,6909.6,43
194,0,07547,Craig Kanada,160.2,7690.1,48
195,0,10505,Shane Bertsch,157.6,13553.3,86
196,0,20623,Gavin Coles,157.0,5810.8,37
197,0,01928,Corey Pavin,155.6,7623.5,49
