RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,06589,Jeff Woodland,42.17,592,1404
2,0,06691,Greg Cesario,42.11,470,1116
3,0,02185,Lance Ten Broeck,41.18,719,1746
4,0,01755,Dick Mast,41.09,636,1548
5,0,01495,Morris Hatalsky,41.02,443,1080
6,0,01468,Gary Hallberg,40.99,664,1620
7,0,01378,David Frost,40.49,532,1314
8,0,01443,Hubert Green,40.23,391,972
9,0,01557,John Inman,40.15,701,1746
10,0,01701,Bob Lohr,39.88,603,1512
11,0,06012,Greg Kraft,39.74,515,1296
12,0,02090,Tom Sieckmann,39.42,674,1710
13,0,01235,Ben Crenshaw,39.37,496,1260
14,0,01068,Andy Bean,39.25,431,1098
15,0,02007,Larry Rinker,38.89,518,1332
16,0,06058,John Flannery,38.83,713,1836
17,0,02298,Jim Woodward,38.78,356,918
18,0,01353,Bruce Fleisher,38.70,613,1584
19,0,01607,Brian Kamm,38.69,592,1530
20,0,01329,Brad Faxon,38.62,584,1512
21,0,01218,Jeff Cook,38.55,576,1494
22,0,06643,Paul Goydos,38.48,651,1692
23,0,06197,Michael Allen,38.35,573,1494
24,0,01444,Ken Green,38.23,406,1062
25,0,01846,Jodie Mudd,38.14,405,1062
26,0,02255,Denis Watson,38.08,425,1116
27,0,02218,Ted Tryba,38.06,644,1692
28,0,01116,Michael Bradley,38.05,541,1422
29,0,02279,Mark Wiebe,38.02,616,1620
30,0,01659,Massy Kuramoto,37.98,417,1098
31,0,01475,Donnie Hammond,37.95,567,1494
32,0,01201,Lennie Clements,37.92,546,1440
33,0,06566,Jaime Gomez,37.91,580,1530
34,0,02223,Bob Tway,37.89,457,1206
35,0,01761,Len Mattiace,37.82,531,1404
35,0,02206,David Toms,37.82,565,1494
37,0,06086,Russell Beiersdorf,37.77,673,1782
38,0,02267,D.A. Weibring,37.69,502,1332
39,0,01390,Buddy Gardner,37.61,440,1170
40,0,02294,Willie Wood,37.59,521,1386
41,0,01248,Rick Dalpos,37.46,472,1260
42,0,01374,Robin Freeman,37.40,579,1548
43,0,01196,Brian Claar,37.38,720,1926
44,0,06090,Jim McGovern,37.37,787,2106
45,0,01331,Rick Fehr,37.29,651,1746
46,0,06124,Patrick Burke,37.04,380,1026
47,0,01129,Bill Britton,36.99,586,1584
47,0,02322,Richard Zokol,36.99,486,1314
49,0,01934,Dave Peege,36.94,379,1026
50,0,02131,Mike Springer,36.90,538,1458
51,0,01261,Jay Delsing,36.87,657,1782
52,0,06144,John Dowdall,36.83,358,972
53,0,01533,P.H. Horgan III,36.78,576,1566
54,0,06575,Dudley Hart,36.69,601,1638
55,0,02190,Doug Tewell,36.68,416,1134
56,0,06332,Neal Lancaster,36.67,660,1800
57,0,01093,Ronnie Black,36.59,573,1566
58,0,01096,Phil Blackmar,36.58,586,1602
59,0,01633,Tom Kite,36.52,447,1224
60,0,02225,Howard Twitty,36.45,597,1638
61,0,01876,Greg Norman,36.42,354,972
62,0,02214,Kirk Triplett,36.39,596,1638
63,0,01024,Billy Andrade,36.35,602,1656
63,0,01185,Brandel Chamblee,36.35,543,1494
65,0,01715,Mark Lye,36.32,425,1170
66,0,01388,Robert Gamez,36.25,522,1440
67,0,10207,Jimmy Johnston,36.23,450,1242
