RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,33293,Thomas Pieters,$1131070,2058070
2,0,30911,Tommy Fleetwood,$912392,2094455
3,0,35296,Haotong Li,$706722,751972
4,0,34363,Tyrrell Hatton,$695750,1103224
5,0,27408,Martin Kaymer,$651046,892354
6,0,27349,Alex Noren,$649954,1205517
7,0,30163,Henrik Norlander,$498914,498914
8,0,29454,Bernd Wiesberger,$487006,769314
9,0,37380,Curtis Luck,$362230,362230
10,0,40098,Matt Fitzpatrick,$334088,687437
11,0,32070,Rafael Campos,$333979,333979
12,0,35174,Matthew Southgate,$281000,281000
13,0,20396,Lee Westwood,$280266,581199
14,0,29484,Peter Uihlein,$272529,272529
15,0,23063,Scott Hend,$251593,501635
16,0,46464,Jordan L Smith,$250000,250000
17,0,27942,Rob Oppenheim,$224190,224190
18,0,49964,Aaron Wise,$209488,209488
19,0,22000,Chris Wood,$193020,456562
20,0,34587,Chan Kim,$175333,175333
21,0,35314,Andy Sullivan,$168556,360639
22,0,27896,Ross Fisher,$167750,1258083
23,0,46441,Robby Shelton,$157512,157512
24,0,34709,Eddie Pepperell,$156809,156809
25,0,39546,Keith Mitchell,$144900,144900
26,0,49773,Chase Koepka,$140225,140225
27,0,30736,Oscar Fraustro,$140000,140000
28,0,28486,Michael Putnam,$130984,130984
29,0,47906,Austin Connelly,$128917,128917
30,0,39958,Jeunghun Wang,$123980,307605
31,0,26908,Yuta Ikeda,$121241,222562
32,0,21498,Hideto Tanihara,$100347,816347
33,0,45157,Cam Davis,$98467,98467
34,0,36521,Young-han Song,$97300,148800
35,0,45836,Richard Bland,$88000,160000
35,0,29531,Richie Ramsay,$88000,88000
37,0,35225,Brandon Stone,$82193,127818
38,0,35461,Beau Hossler,$77028,77028
39,0,32816,Satoshi Kodaira,$75814,132814
40,0,49298,Kramer Hickok,$75300,75300
41,0,45988,Brett Coletta,$66410,66410
42,0,39251,Ryan Ruffels,$65572,65572
43,0,24179,David Drysdale,$64500,64500
43,0,24511,Thongchai Jaidee,$64500,246500
45,0,24459,Richard Sterne,$64200,154950
46,0,46048,Jordan Niebrugge,$58637,58637
47,0,47994,Lee McCoy,$56667,56667
48,0,33968,Thorbjørn Olesen,$56625,257917
49,0,34643,Michael Johnson,$54768,54768
50,0,34261,Scott Langley,$49308,49308
51,0,34362,Laurie Canter,$45286,45286
52,0,47996,Jack Maguire,$44975,44975
53,0,28258,K.T. Kim,$44400,236208
54,0,48117,Kurt Kitayama,$39257,39257
55,0,39953,Chase Seiffert,$38047,38047
56,0,35261,Miguel Tabuena,$33036,77411
57,0,49633,Charlie Danielson,$31302,31302
58,0,46154,Yi Keun Chang,$31070,31070
58,0,28751,Andrew Dodt,$31070,31070
58,0,28300,Joost Luiten,$31070,279237
61,0,49932,Jonathan Garrick,$28490,28490
62,0,47989,Sam Horsfield,$27904,27904
63,0,47986,Rich Berberian Jr.,$26284,26284
64,0,47363,Toby Tree,$25843,25843
65,0,47741,Wesley McClain,$25744,25744
66,0,24461,Thomas Aiken,$25026,25026
67,0,29772,Michael Lorenzo-Vera,$24500,24500
67,0,26328,Shaun Norris,$24500,69250
69,0,36799,Stephan Jaeger,$24301,24301
69,0,23821,Yusaku Miyazato,$24301,24301
71,0,47663,Kevin Dougherty,$23696,23696
72,0,37094,Joseph Dean,$23556,23556
73,0,34255,Joseph Bramlett,$23516,23516
74,0,46402,Talor Gooch,$23213,23213
75,0,47610,Tyler Light,$22971,22971
76,0,29936,Ryan Fox,$22875,22875
77,0,35731,Kent Bulle,$22850,22850
78,0,29970,Dylan Frittelli,$20800,20800
79,0,51766,Wyndham Clark,$16934,16934
80,0,40162,Justin Lower,$16425,16425
81,0,31670,Matthew Griffin,$16356,60106
82,0,27330,Josh Teater,$16253,16253
83,0,45526,Abraham Ancer,$15820,15820
83,0,33667,Carlos Ortiz,$15820,15820
85,0,28697,Gaganjeet Bhullar,$15750,15750
86,0,39356,Alex Moon,$15375,15375
87,0,24083,Marcus Fraser,$15120,107245
88,0,40055,Daniel Obremski,$14981,14981
89,0,31273,Gavin Kyle Green,$14070,14070
89,0,29078,Chan Shih-chang,$14070,60570
91,0,25203,SSP Chawrasia,$13860,13860
92,0,34168,Soomin Lee,$13020,56645
93,0,23699,Danny Chia,$12880,12880
94,0,51316,Kenny Pigman,$12586,12586
95,0,25108,Chip Deason,$12352,12352
95,0,32698,Bobby Gates,$12352,12352
97,0,45582,Jared Sawada,$12000,12000
98,0,21409,Chris Evans,$11890,11890
99,0,50666,Matt Gilchrest,$11326,11326
99,0,33904,Grant Leaver,$11326,11326
101,0,49303,Anders Albertson,$11280,11280
101,0,37092,Hyung-Sung Kim,$11280,11280
103,0,39004,Dru Love,$10788,10788
104,0,47125,Matt Atkins,$8190,8190
105,0,49884,Cody Blick,$7128,7128
106,0,39460,Cyril Bouniol,$5790,5790
107,0,29939,Fabrizio Zanotti,$5370,187870
