RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,30925,Dustin Johnson,$436610,8732193
2,0,34046,Jordan Spieth,$410132,9433033
3,0,33448,Justin Thomas,$396862,9921560
4,0,32839,Hideki Matsuyama,$380935,8380569
5,0,32102,Rickie Fowler,$289676,6083197
6,0,35174,Matthew Southgate,$281000,281000
7,0,46970,Jon Rahm,$266228,6123248
8,0,46464,Jordan L Smith,$250000,250000
9,0,22405,Justin Rose,$235850,4245308
10,0,26851,Marc Leishman,$234656,5866390
11,0,36689,Brooks Koepka,$233850,5612397
12,0,21209,Sergio Garcia,$207204,3522476
13,0,21528,Henrik Stenson,$184651,2769771
14,0,28237,Rory McIlroy,$173584,2430182
15,0,26329,Louis Oosthuizen,$172523,3105422
16,0,29478,Kevin Kisner,$170248,4766936
17,0,24361,Pat Perez,$167746,4361400
18,0,40026,Daniel Berger,$164891,4287161
19,0,23108,Matt Kuchar,$164711,4282488
20,0,25364,Paul Casey,$162791,3906974
21,0,35450,Patrick Cantlay,$157664,2049632
22,0,34709,Eddie Pepperell,$156809,156809
23,0,48081,Xander Schauffele,$154024,4312674
24,0,28089,Jason Day,$148909,2978181
25,0,01226,Fred Couples,$148500,148500
26,0,27644,Brian Harman,$146549,4396470
27,0,39546,Keith Mitchell,$144900,144900
28,0,35296,Haotong Li,$141344,706722
29,0,30736,Oscar Fraustro,$140000,140000
30,0,25686,Jason Dufner,$137931,3310341
31,0,25198,Francesco Molinari,$136945,2875850
32,0,12716,Charley Hoffman,$134226,4161008
33,0,47906,Austin Connelly,$128917,128917
34,0,34098,Russell Henley,$126440,3413876
35,0,33399,Adam Hadwin,$123393,3455012
36,0,26331,Charl Schwartzel,$119780,2156036
37,0,30110,Kyle Stanley,$117314,3402106
38,0,32366,Kevin Chappell,$116652,3149615
39,0,29518,Brendan Steele,$116284,2907095
40,0,29221,Webb Simpson,$114630,3209646
41,0,31323,Gary Woodland,$114624,2980225
42,0,24924,Bill Haas,$113687,2842173
43,0,21961,Charles Howell III,$113321,2606383
44,0,27649,Brandt Snedeker,$108387,1625806
45,0,24502,Adam Scott,$105946,1695144
46,0,34360,Patrick Reed,$105349,3055111
47,0,24138,Ian Poulter,$104917,2098346
48,0,24024,Zach Johnson,$102738,2362968
49,0,26499,Rafa Cabrera Bello,$101825,1934675
50,0,27064,Jhonattan Vegas,$101543,2944738
51,0,30163,Henrik Norlander,$99783,498914
52,0,45157,Cam Davis,$98467,98467
53,0,29725,Tony Finau,$97884,2838629
54,0,29420,Billy Horschel,$96356,2697960
55,0,01810,Phil Mickelson,$95573,2102599
56,0,33293,Thomas Pieters,$94256,1131070
57,0,30911,Tommy Fleetwood,$91239,912392
58,0,37455,Si Woo Kim,$89373,2681177
59,0,48084,Wesley Bryan,$89134,2495751
60,0,31420,Anirban Lahiri,$88377,1944289
61,0,34587,Chan Kim,$87667,175333
62,0,32070,Rafael Campos,$83495,333979
63,0,35891,Cameron Smith,$81662,2123216
64,0,34264,Hudson Swafford,$80218,2246090
65,0,06527,Steve Stricker,$77080,1002036
66,0,35506,Mackenzie Hughes,$75986,2355553
67,0,25900,Lucas Glover,$75224,1955822
68,0,24140,Sean O'Hair,$74954,1873856
69,0,26596,Ryan Moore,$72994,1751851
70,0,27936,Martin Laird,$70388,1759706
71,0,49773,Chase Koepka,$70113,140225
72,0,20572,Rod Pampling,$69974,1539422
73,0,46501,Ollie Schniederjans,$69131,1935669
74,0,33122,Russell Knox,$68497,1643924
75,0,29461,Jamie Lovemark,$67392,1886972
76,0,33141,Keegan Bradley,$66913,1940478
77,0,25396,Kevin Na,$66475,1728350
78,0,32448,James Hahn,$65761,1841314
79,0,29974,Branden Grace,$65753,1315054
80,0,27408,Martin Kaymer,$65105,651046
81,0,26476,Chez Reavie,$64972,1819206
82,0,24179,David Drysdale,$64500,64500
83,0,27436,Graham DeLaet,$64147,1603666
84,0,31646,Emiliano Grillo,$62681,1567015
85,0,27974,Sung Kang,$60728,1943309
86,0,35879,Kelly Kraft,$60668,1638045
87,0,29479,Scott Brown,$60287,1748324
