RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,47128,Richy Werenski,50.00,74,148,-0.22
2,0,33413,Ben Martin,47.47,75,158,-0.19
3,0,28093,Miguel Angel Carballo,47.37,54,114,-0.26
4,0,46443,Brian Campbell,46.08,47,102,-0.21
5,0,32640,Troy Merritt,46.05,70,152,-0.26
6,0,35545,Blayne Barber,45.07,64,142,-0.14
7,0,27963,Chris Stroud,44.92,53,118,-0.17
8,0,25892,Steve Wheatcroft,44.68,42,94,-0.21
9,0,29485,Brett Stegmaier,44.44,64,144,+0.11
10,0,33122,Russell Knox,44.35,55,124,-0.09
11,0,20157,Retief Goosen,43.48,40,92,-0.03
12,0,25686,Jason Dufner,43.29,71,164,-0.17
13,0,31416,Derek Fathauer,42.96,61,142,-0.28
14,0,24924,Bill Haas,42.59,69,162,-0.17
15,0,25818,Scott Piercy,42.37,50,118,+0.06
16,0,40009,Dominic Bozzelli,42.31,55,130,-0.07
16,0,29479,Scott Brown,42.31,77,182,-0.22
16,0,23621,Rory Sabbatini,42.31,55,130,-0.16
19,0,34174,John Huh,42.26,71,168,-0.08
20,0,31557,Jim Herman,42.25,60,142,-0.28
20,0,20572,Rod Pampling,42.25,60,142,-0.07
22,0,30191,Julián Etulain,42.06,53,126,-0.25
23,0,34021,Bud Cauley,42.05,74,176,-0.14
24,0,26758,David Hearn,41.98,68,162,-0.15
25,0,39975,Michael Kim,41.67,75,180,-0.24
25,0,29476,Kyle Reifers,41.67,70,168,-0.34
27,0,33120,Mark Anderson,41.35,43,104,-0.35
28,0,26951,Johnson Wagner,41.27,52,126,-0.23
29,0,32757,Patton Kizzire,40.79,62,152,-0.10
30,0,39324,J.J. Spaun,40.70,70,172,-0.09
31,0,24138,Ian Poulter,40.63,52,128,-0.31
32,0,29221,Webb Simpson,40.40,80,198,-0.14
33,0,37455,Si Woo Kim,40.30,54,134,+0.07
34,0,35891,Cameron Smith,40.24,66,164,-0.18
35,0,35532,Tom Hoge,40.22,37,92,-0.16
35,0,34360,Patrick Reed,40.22,74,184,-0.11
37,0,35879,Kelly Kraft,40.14,57,142,+0.09
38,0,01810,Phil Mickelson,40.00,64,160,-0.19
39,0,26289,Boo Weekley,39.73,58,146,-0.33
40,0,27644,Brian Harman,39.58,76,192,-0.22
41,0,34409,David Lingmerth,39.44,56,142,-0.30
42,0,28132,Tyrone Van Aswegen,39.25,73,186,-0.08
43,0,32200,Roberto Castro,39.06,50,128,-0.12
44,0,20472,Alex Cejka,39.04,57,146,-0.23
45,0,25364,Paul Casey,39.02,64,164,-0.06
46,0,24361,Pat Perez,38.95,67,172,-0.24
47,0,24140,Sean O'Hair,38.75,62,160,-0.03
48,0,24781,Hunter Mahan,38.73,55,142,-0.15
49,0,31646,Emiliano Grillo,38.61,61,158,-0.05
50,0,27895,Jonas Blixt,38.57,54,140,-0.17
51,0,27958,Ryan Blaum,38.54,74,192,-0.35
52,0,49771,J.T. Poston,38.51,67,174,-0.36
53,0,26499,Rafa Cabrera Bello,38.46,40,104,-0.08
54,0,25572,Graeme McDowell,38.39,43,112,-0.19
55,0,29478,Kevin Kisner,38.33,69,180,-0.29
