RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,12716,Charley Hoffman,61
1,0,25818,Scott Piercy,61
1,0,08793,Tiger Woods,61
4,0,32448,James Hahn,62
4,0,34261,Scott Langley,62
4,0,34409,David Lingmerth,62
4,0,25834,Daniel Summerhays,62
8,0,29479,Scott Brown,63
8,0,34021,Bud Cauley,63
8,0,23135,Tim Clark,63
8,0,25686,Jason Dufner,63
8,0,28500,Martin Flores,63
8,0,19846,Brian Gay,63
8,0,34098,Russell Henley,63
8,0,23108,Matt Kuchar,63
8,0,27936,Martin Laird,63
8,0,22913,John Rollins,63
8,0,29221,Webb Simpson,63
8,0,27649,Brandt Snedeker,63
8,0,21528,Henrik Stenson,63
8,0,06527,Steve Stricker,63
8,0,25804,Bubba Watson,63
8,0,26289,Boo Weekley,63
24,0,33120,Mark Anderson,64
24,0,20593,Greg Chalmers,64
24,0,27436,Graham DeLaet,64
24,0,29720,Andres Gonzales,64
24,0,35539,Luke Guthrie,64
24,0,24924,Bill Haas,64
24,0,26758,David Hearn,64
24,0,29420,Billy Horschel,64
24,0,21961,Charles Howell III,64
24,0,22378,Trevor Immelman,64
24,0,22806,Doug LaBelle II,64
24,0,24781,Hunter Mahan,64
24,0,01810,Phil Mickelson,64
24,0,34360,Patrick Reed,64
24,0,24502,Adam Scott,64
24,0,34046,Jordan Spieth,64
24,0,28780,Nicholas Thompson,64
24,0,27770,Camilo Villegas,64
24,0,26951,Johnson Wagner,64
24,0,25632,Jimmy Walker,64
24,0,27095,Nick Watney,64
45,0,24846,Ricky Barnes,65
45,0,24227,Justin Bolli,65
45,0,25274,Steven Bowditch,65
45,0,01116,Michael Bradley,65
45,0,32200,Roberto Castro,65
45,0,24357,K.J. Choi,65
45,0,20104,Ken Duke,65
45,0,32102,Rickie Fowler,65
45,0,21209,Sergio Garcia,65
45,0,24399,Scott Gardiner,65
45,0,25900,Lucas Glover,65
45,0,28679,Fabián Gómez,65
45,0,27644,Brian Harman,65
45,0,23353,J.J. Henry,65
45,0,25444,Justin Hicks,65
45,0,34174,John Huh,65
45,0,21731,Freddie Jacobson,65
45,0,30925,Dustin Johnson,65
45,0,24024,Zach Johnson,65
45,0,30926,Chris Kirk,65
45,0,29478,Kevin Kisner,65
45,0,30711,Colt Knost,65
45,0,30944,Jason Kokrak,65
45,0,06332,Neal Lancaster,65
45,0,27503,Steve LeBrun,65
45,0,35139,Richard Lee,65
45,0,27060,John Mallinger,65
45,0,28237,Rory McIlroy,65
45,0,26596,Ryan Moore,65
45,0,28475,Jeff Overton,65
45,0,20691,Greg Owen,65
45,0,23320,Ryan Palmer,65
45,0,25240,D.A. Points,65
45,0,25336,Alistair Presnell,65
45,0,29476,Kyle Reifers,65
45,0,23497,Tag Ridings,65
45,0,36699,Patrick Rodgers,65
45,0,25562,Andres Romero,65
45,0,23621,Rory Sabbatini,65
45,0,26331,Charl Schwartzel,65
45,0,26679,Kevin Stadler,65
45,0,30692,Scott Stallings,65
45,0,30110,Kyle Stanley,65
45,0,33418,Shawn Stefani,65
45,0,27214,Kevin Streelman,65
45,0,31560,Brian Stuard,65
45,0,06595,Kevin Sutherland,65
45,0,27330,Josh Teater,65
45,0,23788,D.J. Trahan,65
45,0,33419,Cameron Tringale,65
95,0,20098,Stuart Appleby,66
95,0,28259,Sangmoon Bae,66
95,0,35545,Blayne Barber,66
95,0,19824,Craig Barlow,66
95,0,27895,Jonas Blixt,66
95,0,24507,Jason Bohn,66
95,0,33141,Keegan Bradley,66
95,0,20848,Ángel Cabrera,66
95,0,12510,Chad Campbell,66
95,0,35450,Patrick Cantlay,66
95,0,20229,Stewart Cink,66
95,0,01249,John Daly,66
95,0,21753,Brian Davis,66
95,0,08931,Glen Day,66
95,0,23638,Brendon de Jonge,66
95,0,23409,James Driscoll,66
95,0,06522,Ernie Els,66
95,0,34099,Harris English,66
95,0,01320,Bob Estes,66
95,0,28307,Matt Every,66
95,0,07457,Steve Flesch,66
95,0,29740,Brad Fritsch,66
95,0,30750,Tommy Gainey,66
95,0,24358,Robert Garrigus,66
95,0,32698,Bobby Gates,66
95,0,08725,Tom Gillis,66
95,0,31557,Jim Herman,66
95,0,33461,Morgan Hoffmann,66
95,0,30852,Ryo Ishikawa,66
95,0,26300,Matt Jones,66
95,0,27408,Martin Kaymer,66
95,0,08075,Jerry Kelly,66
95,0,36884,Ben Kohles,66
95,0,29926,Danny Lee,66
95,0,26851,Marc Leishman,66
95,0,39531,Ken Looper,66
95,0,01706,Davis Love III,66
95,0,23548,Bill Lunde,66
95,0,01724,Jeff Maggert,66
95,0,22961,David Mathis,66
95,0,27120,Troy Matteson,66
95,0,25572,Graeme McDowell,66
95,0,31202,William McGirt,66
95,0,33869,Eric Meierdierks,66
95,0,29289,S.Y. Noh,66
95,0,33968,Thorbjørn Olesen,66
95,0,24361,Pat Perez,66
95,0,24138,Ian Poulter,66
95,0,10213,Dicky Pride,66
95,0,22405,Justin Rose,66
95,0,20645,John Senden,66
95,0,08375,Paul Stankowski,66
95,0,27963,Chris Stroud,66
95,0,20396,Lee Westwood,66
95,0,20160,Charlie Wi,66
95,0,21878,Mark Wilson,66
95,0,37460,Jeremiah Wooding,66
95,0,31323,Gary Woodland,66
95,0,24663,Y.E. Yang,66
154,0,06004,Stephen Ames,67
154,0,07867,Woody Austin,67
154,0,12652,Cameron Beckman,67
154,0,32334,Charlie Beljan,67
154,0,10505,Shane Bertsch,67
154,0,20070,Matt Bettencourt,67
154,0,32366,Kevin Chappell,67
154,0,23204,Gary Christian,67
154,0,24494,Erik Compton,67
154,0,37450,Donald Constable,67
154,0,23541,Ben Crane,67
154,0,22621,Ben Curtis,67
154,0,28089,Jason Day,67
154,0,23983,Luke Donald,67
154,0,37273,Derek Ernst,67
154,0,27896,Ross Fisher,67
154,0,10809,Jim Furyk,67
154,0,20157,Retief Goosen,67
154,0,35901,Paul Haley II,67
154,0,22792,Peter Hanson,67
154,0,12782,Tim Herron,67
154,0,23552,Hank Kuehne,67
154,0,10860,Justin Leonard,67
154,0,26695,Michael Letzig,67
154,0,20634,Peter Lonard,67
154,0,21099,David Lynn,67
154,0,23800,Bryce Molder,67
154,0,30163,Henrik Norlander,67
154,0,01887,Mark O'Meara,67
154,0,26329,Louis Oosthuizen,67
154,0,27556,Ted Potter Jr.,67
154,0,26476,Chez Reavie,67
154,0,06567,Vijay Singh,67
154,0,33911,Nate Smith,67
154,0,21951,Joey Snyder III,67
154,0,29518,Brendan Steele,67
154,0,24459,Richard Sterne,67
154,0,22295,Darron Stiles,67
154,0,34431,Robert Streb,67
154,0,23325,Vaughn Taylor,67
154,0,32150,Michael Thompson,67
154,0,28118,Peter Tomasulo,67
154,0,02206,David Toms,67
154,0,29484,Peter Uihlein,67
154,0,25892,Steve Wheatcroft,67
154,0,26497,Casey Wittenberg,67
200,0,29910,Blake Adams,68
200,0,27796,Joe Affrunti,68
200,0,10885,Robert Allenby,68
200,0,30978,Kiradech Aphibarnrat,68
200,0,22371,Aaron Baddeley,68
200,0,28455,Will Claxton,68
200,0,01203,Russ Cochran,68
200,0,28937,George Coetzee,68
200,0,23452,Nicolas Colsaerts,68
200,0,32800,Franklin Corpening,68
200,0,01226,Fred Couples,68
200,0,25191,Gonzalo Fernandez-Castaño,68
200,0,23718,Nathan Green,68
200,0,20766,Padraig Harrington,68
200,0,27141,J.B. Holmes,68
200,0,01577,Lee Janzen,68
200,0,19958,Miguel Angel Jiménez,68
200,0,27929,Shiv Kapur,68
200,0,28092,D.H. Lee,68
200,0,01677,Tom Lehman,68
200,0,32839,Hideki Matsuyama,68
200,0,01766,Billy Mayfair,68
200,0,24490,George McNeill,68
200,0,27933,John Merrick,68
200,0,24140,Sean O'Hair,68
200,0,22348,Nick O'Hern,68
200,0,21949,Joe Ogilvie,68
200,0,20443,Jin Park,68
200,0,22056,Cameron Percy,68
200,0,01945,Kenny Perry,68
200,0,01948,Tim Petrovic,68
200,0,25457,Alexandre Rocha,68
200,0,07013,Wes Short Jr.,68
200,0,30927,Brendon Todd,68
200,0,23623,Bo Van Pelt,68
200,0,02239,Scott Verplank,68
200,0,28135,Aaron Watkins,68
200,0,02256,Tom Watson,68
200,0,10423,Mike Weir,68
200,0,28310,Lee Williams,68
200,0,22000,Chris Wood,68
241,0,27958,Ryan Blaum,69
241,0,19825,Darren Clarke,69
241,0,06251,Chris DiMarco,69
241,0,25369,Jamie Donaldson,69
241,0,01329,Brad Faxon,69
241,0,01381,Fred Funk,69
241,0,22892,Jason Gore,69
241,0,24604,Hunter Haas,69
241,0,35612,John Hurley,69
241,0,39974,Steven Ihm,69
241,0,06573,Brandt Jobe,69
241,0,19970,Robert Karlsson,69
241,0,24503,Jeff Klauk,69
241,0,33122,Russell Knox,69
241,0,11032,Frank Lickliter II,69
241,0,28158,Steve Marino,69
241,0,25198,Francesco Molinari,69
241,0,22046,Geoff Ogilvy,69
241,0,20572,Rod Pampling,69
241,0,25449,Justin Peters,69
241,0,35541,John Peterson,69
241,0,34358,Jonathan Randolph,69
241,0,23481,Marcel Siem,69
241,0,22293,Heath Slocum,69
241,0,29425,Andrew Svoboda,69
241,0,26668,Marc Turnesa,69
241,0,08385,Omar Uresti,69
241,0,35469,Sebastián Vázquez,69
241,0,25841,Marc Warren,69
270,0,01024,Billy Andrade,70
