RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
45,0,31202,William McGirt,70.71,2192,31
45,0,23320,Ryan Palmer,70.71,2687,38
47,0,06004,Stephen Ames,70.72,1768,25
48,0,28780,Nicholas Thompson,70.74,3254,46
49,0,33461,Morgan Hoffmann,70.76,2406,34
50,0,33418,Shawn Stefani,70.77,2194,31
51,0,27330,Josh Teater,70.78,2619,37
52,0,21753,Brian Davis,70.79,3044,43
52,0,01724,Jeff Maggert,70.79,2053,29
54,0,24507,Jason Bohn,70.82,2337,33
55,0,20229,Stewart Cink,70.84,2196,31
55,0,24781,Hunter Mahan,70.84,3471,49
57,0,34261,Scott Langley,70.86,2551,36
58,0,25686,Jason Dufner,70.87,2693,38
59,0,12510,Chad Campbell,70.88,2410,34
59,0,26476,Chez Reavie,70.88,2268,32
61,0,29740,Brad Fritsch,70.89,2481,35
62,0,23135,Tim Clark,70.90,2198,31
62,0,29221,Webb Simpson,70.90,3403,48
64,0,20691,Greg Owen,70.91,2340,33
64,0,27556,Ted Potter Jr.,70.91,2340,33
66,0,30692,Scott Stallings,70.92,2553,36
67,0,22056,Cameron Percy,70.93,1986,28
68,0,28089,Jason Day,70.95,2980,42
68,0,25804,Bubba Watson,70.95,3051,43
70,0,06522,Ernie Els,70.96,1845,26
71,0,19846,Brian Gay,70.97,2058,29
72,0,29420,Billy Horschel,70.98,3691,52
72,0,26331,Charl Schwartzel,70.98,2910,41
74,0,32448,James Hahn,71.00,2840,40
74,0,34098,Russell Henley,71.00,2627,37
74,0,28237,Rory McIlroy,71.00,2343,33
77,0,21731,Freddie Jacobson,71.03,2060,29
77,0,24361,Pat Perez,71.03,2557,36
79,0,23788,D.J. Trahan,71.04,1705,24
80,0,34174,John Huh,71.05,3055,43
80,0,02206,David Toms,71.05,1563,22
80,0,31323,Gary Woodland,71.05,2913,41
83,0,33419,Cameron Tringale,71.06,2416,34
84,0,22806,Doug LaBelle II,71.07,2132,30
84,0,25834,Daniel Summerhays,71.07,3127,44
86,0,23409,James Driscoll,71.08,2701,38
87,0,28307,Matt Every,71.09,3341,47
87,0,22792,Peter Hanson,71.09,1564,22
87,0,12716,Charley Hoffman,71.09,3341,47
87,0,20396,Lee Westwood,71.09,2488,35
91,0,24490,George McNeill,71.10,2204,31
92,0,23983,Luke Donald,71.13,2134,30
93,0,08075,Jerry Kelly,71.14,2632,37
94,0,23497,Tag Ridings,71.18,2420,34
94,0,29518,Brendan Steele,71.18,2420,34
96,0,10213,Dicky Pride,71.19,2278,32
97,0,26851,Marc Leishman,71.20,3133,44
98,0,25240,D.A. Points,71.21,2991,42
99,0,23325,Vaughn Taylor,71.22,1638,23
100,0,27933,John Merrick,71.23,2778,39
101,0,27895,Jonas Blixt,71.24,2422,34
101,0,24358,Robert Garrigus,71.24,2066,29
101,0,30944,Jason Kokrak,71.24,3277,46
101,0,27770,Camilo Villegas,71.24,2351,33
105,0,24227,Justin Bolli,71.30,1925,27
105,0,26596,Ryan Moore,71.30,2638,37
107,0,28135,Aaron Watkins,71.32,1355,19
108,0,31557,Jim Herman,71.33,2140,30
109,0,23353,J.J. Henry,71.36,2783,39
109,0,27503,Steve LeBrun,71.36,1998,28
111,0,29479,Scott Brown,71.38,2284,32
111,0,25900,Lucas Glover,71.38,2427,34
111,0,21099,David Lynn,71.38,2427,34
111,0,25562,Andres Romero,71.38,2070,29
115,0,10860,Justin Leonard,71.39,2570,36
116,0,27644,Brian Harman,71.43,2857,40
117,0,28259,Sangmoon Bae,71.44,2572,36
118,0,24846,Ricky Barnes,71.46,2001,28
119,0,32366,Kevin Chappell,71.47,2573,36
120,0,22378,Trevor Immelman,71.49,2502,35
121,0,24494,Erik Compton,71.50,2717,38
121,0,32102,Rickie Fowler,71.50,2574,36
123,0,34409,David Lingmerth,71.52,2217,31
123,0,24138,Ian Poulter,71.52,2217,31
123,0,25336,Alistair Presnell,71.52,2074,29
126,0,27120,Troy Matteson,71.54,2504,35
127,0,25345,Carl Pettersson,71.55,2075,29
128,0,29289,S.Y. Noh,71.58,2219,31
128,0,25818,Scott Piercy,71.58,2720,38
130,0,35539,Luke Guthrie,71.59,3293,46
131,0,34431,Robert Streb,71.60,2506,35
132,0,30163,Henrik Norlander,71.63,2149,30
133,0,27408,Martin Kaymer,71.65,1863,26
134,0,26497,Casey Wittenberg,71.68,2724,38
135,0,29425,Andrew Svoboda,71.72,1291,18
136,0,20160,Charlie Wi,71.74,2224,31
137,0,22295,Darron Stiles,71.75,1722,24
138,0,25444,Justin Hicks,71.77,2512,35
138,0,25572,Graeme McDowell,71.77,1866,26
140,0,32150,Michael Thompson,71.78,2297,32
141,0,36884,Ben Kohles,71.79,2441,34
142,0,01116,Michael Bradley,71.80,1795,25
142,0,27095,Nick Watney,71.80,3159,44
144,0,23623,Bo Van Pelt,71.81,1939,27
145,0,20104,Ken Duke,71.85,2802,39
146,0,30110,Kyle Stanley,71.86,2659,37
147,0,22961,David Mathis,71.87,2228,31
147,0,20645,John Senden,71.87,2731,38
149,0,24399,Scott Gardiner,71.90,2229,31
150,0,22371,Aaron Baddeley,71.91,2373,33
150,0,06573,Brandt Jobe,71.91,1582,22
150,0,20443,Jin Park,71.91,1654,23
153,0,24663,Y.E. Yang,71.92,1870,26
154,0,32334,Charlie Beljan,71.93,2158,30
154,0,30711,Colt Knost,71.93,1942,27
156,0,20848,Ángel Cabrera,71.95,2662,37
157,0,32698,Bobby Gates,71.96,1727,24
157,0,06567,Vijay Singh,71.96,1943,27
159,0,27936,Martin Laird,71.97,2303,32
160,0,28310,Lee Williams,72.04,1729,24
161,0,12782,Tim Herron,72.05,1513,21
162,0,34021,Bud Cauley,72.07,2162,30
163,0,26951,Johnson Wagner,72.09,2307,32
164,0,37273,Derek Ernst,72.14,2020,28
164,0,20766,Padraig Harrington,72.14,1587,22
166,0,28092,D.H. Lee,72.16,2309,32
167,0,19970,Robert Karlsson,72.17,1660,23
168,0,28455,Will Claxton,72.19,1949,27
168,0,20572,Rod Pampling,72.19,1155,16
170,0,08725,Tom Gillis,72.21,2022,28
171,0,23452,Nicolas Colsaerts,72.25,1734,24
172,0,24140,Sean O'Hair,72.36,2026,28
173,0,30750,Tommy Gainey,72.37,2967,41
174,0,10885,Robert Allenby,72.38,1737,24
175,0,22621,Ben Curtis,72.41,1955,27
176,0,10423,Mike Weir,72.48,1957,27
177,0,33869,Eric Meierdierks,72.52,1813,25
178,0,30852,Ryo Ishikawa,72.55,2394,33
179,0,27129,Luke List,72.84,1821,25
180,0,22046,Geoff Ogilvy,73.09,1681,23
