RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
65,0,26499,Rafa Cabrera Bello,142,Byron Nelson,2,6 - Par 4 -
66,0,39324,J.J. Spaun,142,Shriners,1,12 - Par 4
68,0,49960,Sepp Straka,137,NORTHERN TRUST,1,5 - Par 4 -
69,0,23788,D.J. Trahan,137,Sanderson Farms,3,17 - Par 4
70,0,27214,Kevin Streelman,137,RBC Heritage,3,10 - Par 4
71,0,46435,Austin Cook,137,John Deere,1,5 - Par 4 -
72,0,12510,Chad Campbell,136,Byron Nelson,1,3 - Par 4 -
73,0,49633,Charlie Danielson,136,3M Open,2,7 - Par 4 -
78,0,30786,Brady Schnell,131,John Deere,2,8 - Par 4 -
79,0,33039,Jason Schmuhl,131,Pebble Beach,2,14 - Par 5
81,0,36699,Patrick Rodgers,131,Genesis Open,2,7 - Par 4 -
82,0,21407,Arjun Atwal,130,3M Open,1,18 - Par 5
83,0,37189,Harold Varner III,129,THE PLAYERS,1,1 - Par 4 -
84,0,30191,Julián Etulain,128,Byron Nelson,1,10 - Par 4
85,0,10423,Mike Weir,127,Wyndham,4,2 - Par 4 -
86,0,29221,Webb Simpson,127,The RSM Classic,3,10 - Par 4
87,0,40115,Adam Svensson,126,Desert Classic,3,2 - Par 4 -
88,0,47504,Sam Burns,125,RBC Heritage,4,5 - Par 5 -
89,0,35421,Brandon Harkins,125,Rocket Mortgage,1,14 - Par 5
90,0,19803,Ryan Armour,125,Wyndham,4,13 - Par 4
92,0,32102,Rickie Fowler,122,Rocket Mortgage,1,17 - Par 5
94,0,28089,Jason Day,121,the Memorial,2,2 - Par 4 -
95,0,26758,David Hearn,120,Barbasol,1,1 - Par 4 -
96,0,29725,Tony Finau,119,BMW Champ,3,4 - Par 4 -
97,0,49771,J.T. Poston,119,Safeway Open,1,18 - Par 5
98,0,31560,Brian Stuard,116,Pebble Beach,4,11 - Par 4
99,0,34256,Andrew Putnam,116,the Memorial,1,14 - Par 4
100,0,25396,Kevin Na,114,THE PLAYERS,2,9 - Par 5 -
102,0,34046,Jordan Spieth,113,Texas Open,2,8 - Par 5 -
103,0,34262,Jon Curran,112,The RSM Classic,2,16 - Par 4
104,0,21961,Charles Howell III,111,THE PLAYERS,1,4 - Par 4 -
105,0,35461,Beau Hossler,111,3M Open,1,5 - Par 4 -
109,0,28158,Steve Marino,108,Desert Classic,4,7 - Par 4 -
110,0,29478,Kevin Kisner,108,NORTHERN TRUST,1,3 - Par 4 -
112,0,20098,Stuart Appleby,107,The RSM Classic,3,5 - Par 4 -
113,0,30946,Alex Prugh,106,Wyndham,1,8 - Par 4 -
114,0,45526,Abraham Ancer,104,NORTHERN TRUST,1,3 - Par 4 -
116,0,30996,Mark Baldwin,103,3M Open,1,15 - Par 4
117,0,50526,Tom Lovelady,103,Sanderson Farms,4,2 - Par 4 -
118,0,24502,Adam Scott,103,Farmers,3,2 - Par 4 -
119,0,32839,Hideki Matsuyama,102,3M Open,3,12 - Par 5
123,0,40098,Matt Fitzpatrick,100,Charles Schwab,1,11 - Par 5
125,0,24912,Will MacKenzie,99,Barbasol,1,5 - Par 5 -
126,0,34466,Peter Malnati,99,Texas Open,4,11 - Par 4
129,0,20572,Rod Pampling,95,RBC Canadian,1,10 - Par 4
133,0,24781,Hunter Mahan,92,Barbasol,4,11 - Par 5
137,0,37459,Ryan Sullivan,89,U.S. Open,1,14 - Par 5
138,0,29479,Scott Brown,88,Farmers,3,18 - Par 5
139,0,32150,Michael Thompson,88,Genesis Open,1,17 - Par 5
142,0,35450,Patrick Cantlay,83,Safeway Open,2,17 - Par 4
144,0,27936,Martin Laird,80,Barbasol,4,1 - Par 4 -
145,0,49964,Aaron Wise,79,U.S. Open,4,14 - Par 5
148,0,29484,Peter Uihlein,75,Safeway Open,1,6 - Par 4 -
149,0,35506,Mackenzie Hughes,75,Genesis Open,1,17 - Par 5
151,0,24138,Ian Poulter,72,U.S. Open,2,9 - Par 4 -
154,0,46046,Scottie Scheffler,61,Texas Open,4,5 - Par 4 -
155,0,33399,Adam Hadwin,60,Desert Classic,1,16 - Par 5
156,0,28132,Tyrone Van Aswegen,59,Safeway Open,1,16 - Par 5
157,0,32058,José de Jesús Rodríguez,59,Texas Open,1,1 - Par 4 -
158,0,34431,Robert Streb,58,Shriners,1,15 - Par 4
159,0,24024,Zach Johnson,57,Sony Open,1,9 - Par 5 -
160,0,55993,Mark Mulder,55,Safeway Open,1,6 - Par 4 -
161,0,27129,Luke List,54,Genesis Open,2,17 - Par 5
163,0,47959,Bryson DeChambeau,52,Genesis Open,2,17 - Par 5
164,0,29518,Brendan Steele,52,Desert Classic,4,18 - Par 4
168,0,49766,Hank Lebioda,50,Texas Open,4,17 - Par 4
170,0,29926,Danny Lee,48,Texas Open,4,5 - Par 4 -
171,0,33968,Thorbjørn Olesen,47,THE PLAYERS,4,12 - Par 4
173,0,10387,Chris Thompson,44,RBC Canadian,2,5 - Par 4 -
175,0,48117,Kurt Kitayama,43,PGA Champ,2,16 - Par 4
176,0,32139,Danny Willett,43,NORTHERN TRUST,3,16 - Par 4
177,0,24924,Bill Haas,43,Byron Nelson,2,18 - Par 4
179,0,47990,Kyle Jones,42,Texas Open,3,17 - Par 4
180,0,30927,Brendon Todd,41,The RSM Classic,3,11 - Par 4
185,0,28775,Nate Lashley,39,John Deere,2,2 - Par 5 -
187,0,30911,Tommy Fleetwood,39,WGC-Mexico,2,2 - Par 4 -
189,0,33667,Carlos Ortiz,37,Byron Nelson,2,1 - Par 5 -
190,0,19846,Brian Gay,37,Honda Classic,4,7 - Par 3 -
195,0,27974,Sung Kang,35,Genesis Open,1,11 - Par 5
196,0,49481,Tae Hee Lee,35,Genesis Open,4,5 - Par 4 -
198,0,25686,Jason Dufner,35,Wells Fargo,2,1 - Par 4 -
199,0,24507,Jason Bohn,35,Sanderson Farms,1,8 - Par 4 -
200,0,32816,Satoshi Kodaira,35,3M Open,2,14 - Par 4
201,0,27649,Brandt Snedeker,35,BMW Champ,3,13 - Par 3
207,0,39977,Max Homa,34,Safeway Open,4,9 - Par 5 -
208,0,54926,George Cunningham,33,Shriners,4,13 - Par 5
210,0,36689,Brooks Koepka,33,THE PLAYERS,3,18 - Par 4
212,0,28307,Matt Every,33,Byron Nelson,3,1 - Par 5 -
213,0,29222,Billy Hurley III,33,Barbasol,3,6 - Par 4 -
215,0,37454,Whee Kim,32,RBC Canadian,2,2 - Par 4 -
216,0,52374,Brandon Wu,32,U.S. Open,2,15 - Par 4
218,0,27408,Martin Kaymer,32,Arnold Palmer,3,14 - Par 3
220,0,25632,Jimmy Walker,32,3M Open,3,7 - Par 4 -
221,0,46550,Brandon Hagy,32,Honda Classic,2,17 - Par 3
222,0,25818,Scott Piercy,32,U.S. Open,4,1 - Par 4 -
223,0,48001,Zach Bauchou,32,RBC Canadian,2,9 - Par 4 -
225,0,46523,Joey Garber,32,Byron Nelson,2,10 - Par 4
227,0,24357,K.J. Choi,31,the Memorial,2,18 - Par 4
228,0,30692,Scott Stallings,31,Wyndham,1,5 - Par 5 -
229,0,52372,Cameron Champ,31,BMW Champ,1,5 - Par 5 -
230,0,34264,Hudson Swafford,31,Safeway Open,1,18 - Par 5
236,0,32876,Martin Piller,30,Pebble Beach,2,9 - Par 4 -
237,0,23983,Luke Donald,30,Valspar,4,1 - Par 5 -
240,0,29223,Sam Saunders,30,John Deere,3,17 - Par 5
241,0,33204,Shane Lowry,30,U.S. Open,4,17 - Par 3
244,0,34360,Patrick Reed,29,THE PLAYERS,1,16 - Par 5
246,0,45733,Austen Truslow,29,John Deere,2,12 - Par 3
248,0,48887,Matt Wallace,29,THE PLAYERS,4,10 - Par 4
251,0,37340,Chase Wright,29,Barbasol,4,11 - Par 5
253,0,46402,Talor Gooch,29,Farmers,3,9 - Par 5 -
258,0,25720,Chad Collins,28,Safeway Open,2,2 - Par 3 -
260,0,52571,Marc-Étienne Bussières,28,RBC Canadian,2,15 - Par 4
261,0,30978,Kiradech Aphibarnrat,28,PGA Champ,4,9 - Par 4 -
262,0,48822,Sebastián Muñoz,28,Safeway Open,1,7 - Par 3 -
263,0,23108,Matt Kuchar,28,RBC Heritage,4,3 - Par 4 -
264,0,34021,Bud Cauley,28,Arnold Palmer,2,4 - Par 5 -
266,0,36799,Stephan Jaeger,28,Valspar,1,1 - Par 5 -
268,0,29420,Billy Horschel,27,Sentry,2,8 - Par 3 -
270,0,34174,John Huh,27,Honda Classic,3,1 - Par 4 -
271,0,33141,Keegan Bradley,27,Travelers,2,15 - Par 4
275,0,25804,Bubba Watson,27,Valspar,4,7 - Par 4 -
276,0,33410,Andrew Landry,27,Sentry,1,17 - Par 4
280,0,50525,Collin Morikawa,26,RBC Canadian,3,9 - Par 4 -
283,0,49709,Matthew Short,26,Wells Fargo,4,2 - Par 4 -
285,0,01706,Davis Love III,26,The RSM Classic,4,3 - Par 3 -
288,0,20094,Jonathan Kaye,26,Barbasol,2,15 - Par 5
289,0,40009,Dominic Bozzelli,26,Shriners,4,13 - Par 5
293,0,39954,Cody Gribble,25,Barbasol,1,11 - Par 5
295,0,26300,Matt Jones,25,Farmers,3,8 - Par 3 -
298,0,46440,Smylie Kaufman,25,3M Open,2,4 - Par 3 -
299,0,22892,Jason Gore,25,The RSM Classic,4,1 - Par 4 -
309,0,39975,Michael Kim,24,Sentry,3,1 - Par 4 -
312,0,21209,Sergio Garcia,24,WGC-FedEx,4,5 - Par 4 -
319,0,06522,Ernie Els,24,Texas Open,3,9 - Par 4 -
321,0,30110,Kyle Stanley,24,WGC-Mexico,2,11 - Par 5
325,0,48084,Wesley Bryan,24,Shriners,2,13 - Par 5
328,0,28237,Rory McIlroy,23,RBC Canadian,3,8 - Par 3 -
332,0,34213,Grayson Murray,23,Safeway Open,3,18 - Par 5
338,0,23656,Jason Caron,23,PGA Champ,1,16 - Par 4
345,0,29908,C.T. Pan,23,BMW Champ,2,14 - Par 5
346,0,35732,Wes Roach,23,Wells Fargo,1,15 - Par 5
353,0,35296,Haotong Li,22,Texas Open,3,10 - Par 4
354,0,33419,Cameron Tringale,22,Pebble Beach,1,10 - Par 4
355,0,31557,Jim Herman,22,RBC Heritage,2,6 - Par 4 -
361,0,52375,Doug Ghim,22,Byron Nelson,2,6 - Par 4 -
362,0,24490,George McNeill,22,Barbasol,4,11 - Par 5
364,0,54636,Tony Romo,22,Byron Nelson,1,7 - Par 5 -
365,0,32444,JC Deacon,22,RBC Canadian,2,17 - Par 5
368,0,10213,Dicky Pride,22,John Deere,2,6 - Par 4 -
369,0,31323,Gary Woodland,22,Phoenix Open,3,18 - Par 4
374,0,32200,Roberto Castro,22,Pebble Beach,1,8 - Par 4 -
376,0,23320,Ryan Palmer,22,Charles Schwab,4,5 - Par 4 -
377,0,35532,Tom Hoge,21,U.S. Open,4,5 - Par 3 -
384,0,51563,Jovan Rebula,21,U.S. Open,1,9 - Par 4 -
386,0,54628,Lee Hodges,21,The RSM Classic,4,12 - Par 3
387,0,34409,David Lingmerth,21,RBC Canadian,2,15 - Par 4
391,0,39327,Ben Silverman,21,Farmers,3,17 - Par 4
395,0,28679,Fabián Gómez,21,Wyndham,3,13 - Par 4
398,0,33461,Morgan Hoffmann,21,Valspar,1,9 - Par 4 -
400,0,45157,Cam Davis,20,Wyndham,3,4 - Par 4 -
405,0,39412,Zack Fischer,20,Texas Open,4,10 - Par 4
408,0,32640,Troy Merritt,20,Byron Nelson,3,14 - Par 5
412,0,47856,Seth Reeves,20,The RSM Classic,1,5 - Par 4 -
414,0,32448,James Hahn,20,Sony Open,2,9 - Par 5 -
423,0,45734,John Catlin,20,Phoenix Open,3,4 - Par 3 -
432,0,37380,Curtis Luck,20,Shriners,1,5 - Par 3 -
434,0,28259,Sangmoon Bae,20,Genesis Open,2,8 - Par 4 -
435,0,55954,Lukas Euler,20,Genesis Open,2,18 - Par 4
436,0,30926,Chris Kirk,19,THE PLAYERS,2,16 - Par 5
437,0,27349,Alex Noren,19,RBC Canadian,4,10 - Par 4
458,0,24140,Sean O'Hair,19,Sony Open,3,13 - Par 4
460,0,29204,Merrick Bremner,19,U.S. Open,1,10 - Par 4
467,0,33948,Byeong Hun An,19,BMW Champ,2,6 - Par 4 -
469,0,24925,Jonathan Byrd,19,The RSM Classic,3,9 - Par 4 -
470,0,40006,Erik van Rooyen,19,RBC Canadian,1,9 - Par 4 -
471,0,27556,Ted Potter Jr.,19,Arnold Palmer,2,16 - Par 5
473,0,34261,Scott Langley,19,Travelers,3,10 - Par 4
481,0,54328,Norman Xiong,18,Sanderson Farms,2,11 - Par 5
482,0,47128,Richy Werenski,18,Wells Fargo,3,15 - Par 5
484,0,47995,Davis Riley,18,Byron Nelson,3,9 - Par 4 -
485,0,32791,K.H. Lee,18,Genesis Open,2,4 - Par 3 -
488,0,24358,Robert Garrigus,18,Sanderson Farms,3,15 - Par 4
494,0,27644,Brian Harman,18,Travelers,3,8 - Par 3 -
496,0,20645,John Senden,18,Texas Open,2,4 - Par 4 -
498,0,46601,Trey Mullinax,18,Pebble Beach,4,6 - Par 5 -
499,0,33155,James Allenby,18,RBC Canadian,2,2 - Par 4 -
503,0,06527,Steve Stricker,18,Arnold Palmer,3,3 - Par 4 -
514,0,27330,Josh Teater,18,Barbasol,2,15 - Par 5
515,0,51766,Wyndham Clark,18,Valspar,4,17 - Par 3
517,0,35658,Kris Ventura,18,Texas Open,2,5 - Par 4 -
520,0,20850,Daniel Chopra,18,John Deere,2,13 - Par 4
526,0,55421,Chip McDaniel,18,Wells Fargo,1,7 - Par 5 -
529,0,34098,Russell Henley,17,3M Open,2,6 - Par 5 -
533,0,23325,Vaughn Taylor,17,NORTHERN TRUST,3,3 - Par 4 -
535,0,35617,Martin Trainer,17,Valspar,1,10 - Par 4
536,0,01226,Fred Couples,17,Safeway Open,3,9 - Par 5 -
538,0,35110,Brett Drewitt,17,U.S. Open,2,2 - Par 4 -
546,0,31416,Derek Fathauer,17,John Deere,2,17 - Par 5
551,0,36326,David Lipsky,17,WGC-Mexico,4,1 - Par 4 -
556,0,01677,Tom Lehman,17,3M Open,3,7 - Par 4 -
557,0,27958,Ryan Blaum,17,Safeway Open,1,3 - Par 4 -
575,0,39997,Corey Conners,17,BMW Champ,2,16 - Par 4
586,0,27095,Nick Watney,16,Valspar,3,15 - Par 3
590,0,33449,Zack Sucher,16,Travelers,2,13 - Par 5
595,0,29268,Bronson Burgoon,16,Honda Classic,1,16 - Par 4
597,0,24361,Pat Perez,16,the Memorial,2,6 - Par 4 -
600,0,34587,Chan Kim,16,U.S. Open,1,4 - Par 4 -
601,0,35139,Richard Lee,16,U.S. Open,2,10 - Par 4
624,0,20160,Charlie Wi,16,Barbasol,2,7 - Par 4 -
627,0,01249,John Daly,16,Barbasol,1,5 - Par 5 -
632,0,02206,David Toms,16,Barbasol,2,2 - Par 3 -
642,0,53165,Doc Redman,16,Wyndham,2,2 - Par 4 -
648,0,47993,Denny McCarthy,16,NORTHERN TRUST,2,7 - Par 4 -
658,0,56278,Matthew Wolff,15,John Deere,4,2 - Par 5 -
660,0,21731,Freddie Jacobson,15,Barbasol,4,15 - Par 5
664,0,34255,Joseph Bramlett,15,U.S. Open,1,15 - Par 4
668,0,30925,Dustin Johnson,15,THE PLAYERS,4,15 - Par 4
670,0,08793,Tiger Woods,15,the Memorial,3,1 - Par 4 -
672,0,31109,Richard Lee,15,RBC Canadian,1,13 - Par 3
681,0,30750,Tommy Gainey,15,Barbasol,3,1 - Par 4 -
691,0,21528,Henrik Stenson,15,Wells Fargo,2,6 - Par 3 -
701,0,23353,J.J. Henry,15,Sony Open,2,15 - Par 4
708,0,34306,John Chin,15,Sanderson Farms,1,12 - Par 4
727,0,06567,Vijay Singh,15,Arnold Palmer,1,10 - Par 4
731,0,26851,Marc Leishman,15,WGC-FedEx,3,16 - Par 5
739,0,34363,Tyrrell Hatton,14,Charles Schwab,2,6 - Par 4 -
743,0,56220,Garrett Barber,14,The RSM Classic,2,14 - Par 4
750,0,29936,Ryan Fox,14,PGA Champ,2,4 - Par 5 -
762,0,26908,Yuta Ikeda,14,Sony Open,2,2 - Par 4 -
763,0,34709,Eddie Pepperell,14,Arnold Palmer,1,5 - Par 4 -
767,0,39004,Dru Love,14,The RSM Classic,3,15 - Par 5
792,0,21753,Brian Davis,14,Pebble Beach,3,17 - Par 3
813,0,37273,Derek Ernst,13,Sanderson Farms,1,15 - Par 4
829,0,54367,Cole Nygren,13,Shriners,1,15 - Par 4
839,0,32367,Jorge Campillo,13,PGA Champ,1,13 - Par 5
861,0,24459,Richard Sterne,13,WGC-Mexico,1,16 - Par 4
862,0,24846,Ricky Barnes,13,RBC Canadian,1,3 - Par 4 -
879,0,46970,Jon Rahm,13,U.S. Open,2,9 - Par 4 -
895,0,40026,Daniel Berger,12,3M Open,1,13 - Par 3
908,0,28455,Will Claxton,12,Wyndham,1,6 - Par 4 -
956,0,23638,Brendon de Jonge,12,Sanderson Farms,2,9 - Par 4 -
957,0,23409,James Driscoll,12,The RSM Classic,1,14 - Par 4
962,0,35891,Cameron Smith,12,Genesis Open,4,2 - Par 4 -
969,0,01810,Phil Mickelson,12,Desert Classic,3,6 - Par 3 -
988,0,57321,Matthew Anderson,12,RBC Canadian,1,6 - Par 3 -
