RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
141,0,24502,Adam Scott,8
141,0,49960,Sepp Straka,8
141,0,23325,Vaughn Taylor,8
157,0,39997,Corey Conners,7
157,0,28089,Jason Day,7
157,0,34563,Chesson Hadley,7
157,0,31557,Jim Herman,7
157,0,27141,J.B. Holmes,7
157,0,01810,Phil Mickelson,7
157,0,25198,Francesco Molinari,7
157,0,22405,Justin Rose,7
157,0,34264,Hudson Swafford,7
157,0,35617,Martin Trainer,7
157,0,27095,Nick Watney,7
168,0,28259,Sangmoon Bae,6
168,0,46402,Talor Gooch,6
168,0,34363,Tyrrell Hatton,6
168,0,23353,J.J. Henry,6
168,0,21731,Freddie Jacobson,6
168,0,24781,Hunter Mahan,6
168,0,28237,Rory McIlroy,6
168,0,35891,Cameron Smith,6
168,0,25804,Bubba Watson,6
168,0,49964,Aaron Wise,6
178,0,34076,Joel Dahmen,5
178,0,40098,Matt Fitzpatrick,5
178,0,29420,Billy Horschel,5
178,0,27349,Alex Noren,5
178,0,29518,Brendan Steele,5
183,0,12716,Charley Hoffman,4
183,0,26951,Johnson Wagner,4
185,0,06522,Ernie Els,3
185,0,21528,Henrik Stenson,3
187,0,31420,Anirban Lahiri,2
188,0,21209,Sergio Garcia,1
