RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
40,0,23778,Brad Adamonis,61.17,63,103,-69,-4.00
41,0,20127,Chris Riley,61.11,55,90,-63,-29.00
42,0,27649,Brandt Snedeker,60.92,53,87,-57,-25.00
43,0,20572,Rod Pampling,60.80,76,125,-80,-6.00
44,0,27683,Leif Olson,60.76,48,79,-51,+8.00
45,0,01941,Tom Pernice Jr.,60.68,71,117,-73,-28.00
46,0,23349,Charles Warren,60.58,83,137,-87,-2.00
47,0,06595,Kevin Sutherland,60.54,89,147,-92,-5.00
48,0,01810,Phil Mickelson,60.48,75,124,-81,+8.00
49,0,28087,Kris Blanks,60.47,52,86,-56,+2.00
50,0,25686,Jason Dufner,60.45,81,134,-85,-9.00
51,0,23614,Rich Beem,60.40,61,101,-66,-9.00
52,0,19846,Brian Gay,60.27,44,73,-45,-56.00
53,0,07749,Brett Quigley,60.15,80,133,-86,-12.00
54,0,21805,Harrison Frazar,60.00,111,185,-119,+3.00
54,0,21961,Charles Howell III,60.00,99,165,-102,-11.00
54,0,29221,Webb Simpson,60.00,78,130,-83,-18.00
54,0,26498,Matt Weibring,60.00,57,95,-61,-17.00
58,0,23108,Matt Kuchar,59.66,71,119,-74,-19.00
59,0,27060,John Mallinger,59.62,62,104,-70,-29.00
60,0,21959,Ted Purdy,59.47,113,190,-119,-9.00
61,0,24925,Jonathan Byrd,59.42,123,207,-131,-10.00
62,0,23541,Ben Crane,59.38,76,128,-83,-16.00
63,0,23623,Bo Van Pelt,59.34,108,182,-115,-13.00
64,0,29718,Anthony Kim,59.26,96,162,-102,-8.00
65,0,25190,Jeff Quinney,59.18,58,98,-60,-20.00
66,0,27936,Martin Laird,59.09,104,176,-112,+3.00
66,0,20691,Greg Owen,59.09,104,176,-110,-9.00
68,0,01797,Rocco Mediate,59.05,62,105,-68,-8.00
69,0,20472,Alex Cejka,58.97,69,117,-72,-23.00
70,0,21949,Joe Ogilvie,58.96,79,134,-85,-7.00
71,0,23788,D.J. Trahan,58.91,119,202,-129,-17.00
72,0,28089,Jason Day,58.88,63,107,-68,-8.00
72,0,23497,Tag Ridings,58.88,63,107,-69,-1.00
74,0,21731,Freddie Jacobson,58.82,80,136,-80,-23.00
75,0,26289,Boo Weekley,58.62,85,145,-88,-3.00
76,0,23718,Nathan Green,58.58,99,169,-102,-13.00
77,0,27770,Camilo Villegas,58.45,83,142,-89,-2.00
78,0,28475,Jeff Overton,58.44,90,154,-96,-1.00
79,0,20574,Mathew Goggin,58.39,80,137,-84,+4.00
80,0,20070,Matt Bettencourt,58.25,113,194,-120,+5.00
81,0,01035,Tommy Armour III,58.23,46,79,-47,-9.00
81,0,25900,Lucas Glover,58.23,92,158,-94,-5.00
83,0,31416,Derek Fathauer,58.11,43,74,-44,+5.00
84,0,28620,Aron Price,57.94,62,107,-67,-20.00
85,0,22295,Darron Stiles,57.89,33,57,-36,-8.00
86,0,22371,Aaron Baddeley,57.76,67,116,-76,+2.00
87,0,24138,Ian Poulter,57.69,45,78,-46,-9.00
87,0,28118,Peter Tomasulo,57.69,60,104,-65,+6.00
89,0,22621,Ben Curtis,57.50,46,80,-48,-15.00
90,0,23621,Rory Sabbatini,57.49,96,167,-101,-3.00
91,0,20848,Ángel Cabrera,57.47,50,87,-52,+2.00
91,0,12705,Cliff Kresge,57.47,50,87,-50,-26.00
93,0,26679,Kevin Stadler,57.45,54,94,-63,-5.00
94,0,24781,Hunter Mahan,57.30,102,178,-106,-1.00
95,0,20160,Charlie Wi,57.26,71,124,-75,-22.00
96,0,01473,Todd Hamilton,57.14,52,91,-56,-2.00
97,0,24924,Bill Haas,56.98,102,179,-111,-17.00
98,0,26476,Chez Reavie,56.84,54,95,-59,-22.00
99,0,24357,K.J. Choi,56.82,50,88,-51,-13.00
99,0,26596,Ryan Moore,56.82,100,176,-103,E
101,0,01766,Billy Mayfair,56.69,72,127,-77,-3.00
102,0,12652,Cameron Beckman,56.67,68,120,-77,-11.00
103,0,01948,Tim Petrovic,56.63,94,166,-97,-31.00
104,0,12716,Charley Hoffman,56.62,124,219,-135,-1.00
105,0,06251,Chris DiMarco,56.03,65,116,-69,-26.00
105,0,25345,Carl Pettersson,56.03,79,141,-85,-15.00
107,0,30925,Dustin Johnson,55.95,94,168,-100,+8.00
108,0,26695,Michael Letzig,55.85,105,188,-115,+11.00
109,0,01161,Mark Calcavecchia,55.83,67,120,-68,+10.00
110,0,01577,Lee Janzen,55.81,48,86,-50,-14.00
111,0,22348,Nick O'Hern,55.77,58,104,-64,-18.00
112,0,28158,Steve Marino,55.62,94,169,-97,-26.00
113,0,02206,David Toms,55.56,70,126,-76,-31.00
113,0,02239,Scott Verplank,55.56,70,126,-76,-18.00
115,0,22293,Heath Slocum,55.47,71,128,-76,-12.00
116,0,06567,Vijay Singh,55.45,61,110,-62,-4.00
117,0,06522,Ernie Els,55.37,67,121,-72,E
118,0,26851,Marc Leishman,55.36,93,168,-100,+8.00
119,0,23325,Vaughn Taylor,55.15,75,136,-79,-21.00
120,0,08845,Scott Sterling,55.10,27,49,-28,-11.00
121,0,30711,Colt Knost,55.07,38,69,-39,-6.00
122,0,10425,Jay Williamson,55.06,49,89,-52,-15.00
123,0,20850,Daniel Chopra,54.97,105,191,-112,-7.00
123,0,27141,J.B. Holmes,54.97,83,151,-86,+17.00
125,0,24912,Will MacKenzie,54.89,73,133,-74,-1.00
126,0,23320,Ryan Palmer,54.88,90,164,-95,+8.00
127,0,01329,Brad Faxon,54.84,34,62,-36,+1.00
128,0,01142,Bart Bryant,54.72,29,53,-30,-11.00
129,0,23353,J.J. Henry,54.55,84,154,-93,+5.00
130,0,27214,Kevin Streelman,54.44,98,180,-105,-19.00
131,0,10885,Robert Allenby,54.37,56,103,-63,+5.00
132,0,10733,Kent Jones,54.32,44,81,-46,-16.00
133,0,24507,Jason Bohn,54.31,63,116,-67,-22.00
134,0,23638,Brendon de Jonge,54.22,90,166,-92,-9.00
135,0,06197,Michael Allen,54.08,53,98,-57,-3.00
136,0,24361,Pat Perez,53.91,69,128,-81,-13.00
137,0,01313,Steve Elkington,53.70,58,108,-63,-18.00
138,0,28780,Nicholas Thompson,53.69,109,203,-117,-9.00
139,0,12510,Chad Campbell,53.33,72,135,-78,-21.00
140,0,24503,Jeff Klauk,53.13,68,128,-70,-18.00
141,0,07867,Woody Austin,53.08,69,130,-72,-33.00
142,0,24449,Parker McLachlin,53.04,61,115,-64,-8.00
143,0,26301,James Nitties,53.02,79,149,-84,+2.00
144,0,26951,Johnson Wagner,52.94,81,153,-90,-8.00
145,0,31323,Gary Woodland,52.69,49,93,-49,+9.00
146,0,27933,John Merrick,52.63,70,133,-76,-2.00
147,0,21209,Sergio Garcia,52.58,51,97,-58,E
148,0,20098,Stuart Appleby,52.54,62,118,-64,-12.00
149,0,20104,Ken Duke,52.25,58,111,-64,-22.00
150,0,06539,Rick Price,52.17,36,69,-38,-2.00
151,0,22913,John Rollins,52.15,97,186,-106,-4.00
152,0,02214,Kirk Triplett,52.08,50,96,-55,-15.00
153,0,06621,Joe Durant,52.00,39,75,-39,-11.00
153,0,12782,Tim Herron,52.00,78,150,-83,-12.00
155,0,09011,David Duval,51.69,46,89,-50,-2.00
155,0,21350,Ryuji Imada,51.69,61,118,-62,-23.00
157,0,07457,Steve Flesch,51.61,48,93,-53,-8.00
158,0,22961,David Mathis,51.02,50,98,-52,-15.00
159,0,27120,Troy Matteson,50.82,93,183,-101,-10.00
160,0,25804,Bubba Watson,50.63,80,158,-90,-10.00
161,0,26497,Casey Wittenberg,50.54,47,93,-51,-8.00
162,0,25562,Andres Romero,49.65,70,141,-74,-4.00
163,0,06643,Paul Goydos,49.47,47,95,-51,-25.00
164,0,01707,Steve Lowery,49.42,85,172,-89,E
165,0,07223,Brian Bateman,49.32,36,73,-37,-7.00
166,0,01724,Jeff Maggert,49.25,66,134,-69,-9.00
167,0,20634,Peter Lonard,48.94,46,94,-47,-27.00
168,0,01677,Tom Lehman,48.57,17,35,-17,-9.00
169,0,20229,Stewart Cink,48.54,50,103,-57,-16.00
170,0,24846,Ricky Barnes,48.45,47,97,-51,+4.00
171,0,25240,D.A. Points,48.37,74,153,-79,-27.00
172,0,08931,Glen Day,48.05,37,77,-40,-25.00
173,0,22892,Jason Gore,47.66,61,128,-65,-16.00
174,0,27466,Spencer Levin,47.62,50,105,-52,-14.00
174,0,01928,Corey Pavin,47.62,20,42,-22,-25.00
176,0,24358,Robert Garrigus,47.40,91,192,-101,+9.00
177,0,23548,Bill Lunde,46.67,70,150,-77,+2.00
178,0,26668,Marc Turnesa,46.59,41,88,-43,-4.00
179,0,23048,Eric Axley,46.43,39,84,-42,+18.00
180,0,26881,Jarrod Lyle,46.34,38,82,-42,-10.00
181,0,30927,Brendon Todd,45.24,19,42,-21,-4.00
182,0,06012,Greg Kraft,44.68,21,47,-21,-12.00
183,0,26420,Richard Johnson,43.75,35,80,-35,-21.00
184,0,01132,Mark Brooks,42.86,18,42,-20,-11.00
