RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
34,0,21209,Sergio Garcia,25.77,25,97,-32,E
35,0,28087,Kris Blanks,25.58,22,86,-22,+2.00
36,0,27933,John Merrick,25.56,34,133,-35,-2.00
37,0,01945,Kenny Perry,25.53,36,141,-36,-21.00
38,0,06567,Vijay Singh,25.45,28,110,-27,-4.00
39,0,08075,Jerry Kelly,25.41,31,122,-30,-30.00
40,0,25900,Lucas Glover,25.32,40,158,-34,-5.00
41,0,01473,Todd Hamilton,25.27,23,91,-25,-2.00
42,0,24507,Jason Bohn,25.00,29,116,-27,-22.00
42,0,01320,Bob Estes,25.00,23,92,-24,-21.00
42,0,30925,Dustin Johnson,25.00,42,168,-39,+8.00
42,0,26851,Marc Leishman,25.00,42,168,-42,+8.00
42,0,25632,Jimmy Walker,25.00,32,128,-36,+1.00
47,0,10425,Jay Williamson,24.72,22,89,-20,-15.00
48,0,25818,Scott Piercy,24.60,46,187,-46,-1.00
49,0,24024,Zach Johnson,24.43,32,131,-39,-35.00
49,0,27936,Martin Laird,24.43,43,176,-48,+3.00
49,0,26596,Ryan Moore,24.43,43,176,-44,E
52,0,06004,Stephen Ames,24.32,27,111,-30,-14.00
53,0,10423,Mike Weir,24.10,20,83,-24,-31.00
54,0,24912,Will MacKenzie,24.06,32,133,-29,-1.00
55,0,24358,Robert Garrigus,23.96,46,192,-40,+9.00
56,0,27770,Camilo Villegas,23.94,34,142,-32,-2.00
57,0,22046,Geoff Ogilvy,23.93,28,117,-29,-14.00
58,0,06595,Kevin Sutherland,23.81,35,147,-35,-5.00
58,0,30927,Brendon Todd,23.81,10,42,-10,-4.00
60,0,23718,Nathan Green,23.67,40,169,-36,-13.00
61,0,01766,Billy Mayfair,23.62,30,127,-31,-3.00
62,0,23325,Vaughn Taylor,23.53,32,136,-29,-21.00
63,0,24361,Pat Perez,23.44,30,128,-35,-13.00
64,0,24490,George McNeill,23.29,34,146,-38,-4.00
65,0,01577,Lee Janzen,23.26,20,86,-18,-14.00
66,0,01313,Steve Elkington,23.15,25,108,-25,-18.00
67,0,22348,Nick O'Hern,23.08,24,104,-28,-18.00
68,0,26951,Johnson Wagner,22.88,35,153,-39,-8.00
69,0,01677,Tom Lehman,22.86,8,35,-7,-9.00
70,0,27683,Leif Olson,22.78,18,79,-18,+8.00
71,0,23353,J.J. Henry,22.73,35,154,-41,+5.00
72,0,01142,Bart Bryant,22.64,12,53,-13,-11.00
73,0,20574,Mathew Goggin,22.63,31,137,-32,+4.00
74,0,10809,Jim Furyk,22.58,21,93,-22,-21.00
75,0,20104,Ken Duke,22.52,25,111,-27,-22.00
76,0,12652,Cameron Beckman,22.50,27,120,-28,-11.00
77,0,09011,David Duval,22.47,20,89,-21,-2.00
78,0,28089,Jason Day,22.43,24,107,-27,-8.00
78,0,28620,Aron Price,22.43,24,107,-26,-20.00
80,0,20572,Rod Pampling,22.40,28,125,-31,-6.00
81,0,01724,Jeff Maggert,22.39,30,134,-28,-9.00
82,0,23778,Brad Adamonis,22.33,23,103,-24,-4.00
83,0,23800,Bryce Molder,22.22,14,63,-16,-19.00
84,0,21753,Brian Davis,22.08,34,154,-34,-35.00
85,0,23548,Bill Lunde,22.00,33,150,-34,+2.00
86,0,20850,Daniel Chopra,21.99,42,191,-43,-7.00
87,0,20593,Greg Chalmers,21.88,28,128,-26,-18.00
88,0,27649,Brandt Snedeker,21.84,19,87,-21,-25.00
89,0,26695,Michael Letzig,21.81,41,188,-47,+11.00
90,0,23614,Rich Beem,21.78,22,101,-25,-9.00
91,0,01161,Mark Calcavecchia,21.67,26,120,-23,+10.00
92,0,25686,Jason Dufner,21.64,29,134,-30,-9.00
93,0,22405,Justin Rose,21.57,22,102,-21,-6.00
94,0,07867,Woody Austin,21.54,28,130,-28,-33.00
95,0,25190,Jeff Quinney,21.43,21,98,-20,-20.00
95,0,02206,David Toms,21.43,27,126,-27,-31.00
97,0,01941,Tom Pernice Jr.,21.37,25,117,-21,-28.00
98,0,25919,Brian Vranesh,21.25,17,80,-17,+3.00
99,0,20070,Matt Bettencourt,21.13,41,194,-43,+5.00
100,0,22892,Jason Gore,21.09,27,128,-26,-16.00
101,0,23108,Matt Kuchar,21.01,25,119,-24,-19.00
102,0,01797,Rocco Mediate,20.95,22,105,-24,-8.00
103,0,25396,Kevin Na,20.90,28,134,-34,-19.00
104,0,26301,James Nitties,20.81,31,149,-30,+2.00
105,0,24781,Hunter Mahan,20.79,37,178,-39,-1.00
106,0,28475,Jeff Overton,20.78,32,154,-33,-1.00
107,0,20848,Ángel Cabrera,20.69,18,87,-18,+2.00
107,0,06251,Chris DiMarco,20.69,24,116,-22,-26.00
109,0,24924,Bill Haas,20.67,37,179,-40,-17.00
110,0,06522,Ernie Els,20.66,25,121,-28,E
111,0,25345,Carl Pettersson,20.57,29,141,-31,-15.00
111,0,25562,Andres Romero,20.57,29,141,-31,-4.00
113,0,19846,Brian Gay,20.55,15,73,-14,-56.00
114,0,10860,Justin Leonard,20.37,22,108,-23,-40.00
115,0,24925,Jonathan Byrd,20.29,42,207,-46,-10.00
115,0,30711,Colt Knost,20.29,14,69,-13,-6.00
117,0,01035,Tommy Armour III,20.25,16,79,-16,-9.00
118,0,28780,Nicholas Thompson,20.20,41,203,-42,-9.00
119,0,20160,Charlie Wi,20.16,25,124,-27,-22.00
120,0,21805,Harrison Frazar,20.00,37,185,-40,+3.00
121,0,22913,John Rollins,19.89,37,186,-41,-4.00
122,0,23638,Brendon de Jonge,19.88,33,166,-30,-9.00
122,0,01948,Tim Petrovic,19.88,33,166,-33,-31.00
124,0,27120,Troy Matteson,19.67,36,183,-40,-10.00
125,0,28158,Steve Marino,19.53,33,169,-32,-26.00
126,0,20098,Stuart Appleby,19.49,23,118,-19,-12.00
127,0,20229,Stewart Cink,19.42,20,103,-23,-16.00
128,0,06197,Michael Allen,19.39,19,98,-22,-3.00
129,0,24357,K.J. Choi,19.32,17,88,-15,-13.00
130,0,23623,Bo Van Pelt,19.23,35,182,-37,-13.00
131,0,01707,Steve Lowery,19.19,33,172,-31,E
132,0,24449,Parker McLachlin,19.13,22,115,-24,-8.00
133,0,01928,Corey Pavin,19.05,8,42,-6,-25.00
134,0,25240,D.A. Points,18.95,29,153,-28,-27.00
135,0,31416,Derek Fathauer,18.92,14,74,-13,+5.00
136,0,10585,Scott McCarron,18.87,30,159,-33,-11.00
137,0,07749,Brett Quigley,18.80,25,133,-27,-12.00
138,0,26420,Richard Johnson,18.75,15,80,-12,-21.00
138,0,22293,Heath Slocum,18.75,24,128,-25,-12.00
140,0,20766,Padraig Harrington,18.68,17,91,-18,-3.00
141,0,21949,Joe Ogilvie,18.66,25,134,-27,-7.00
142,0,23621,Rory Sabbatini,18.56,31,167,-33,-3.00
143,0,12510,Chad Campbell,18.52,25,135,-28,-21.00
144,0,21731,Freddie Jacobson,18.38,25,136,-24,-23.00
145,0,08845,Scott Sterling,18.37,9,49,-10,-11.00
146,0,12782,Tim Herron,18.00,27,150,-29,-12.00
147,0,26476,Chez Reavie,17.89,17,95,-20,-22.00
148,0,07223,Brian Bateman,17.81,13,73,-14,-7.00
149,0,21878,Mark Wilson,17.65,24,136,-25,-26.00
150,0,24846,Ricky Barnes,17.53,17,97,-20,+4.00
151,0,02239,Scott Verplank,17.46,22,126,-24,-18.00
152,0,27060,John Mallinger,17.31,18,104,-22,-29.00
153,0,10733,Kent Jones,17.28,14,81,-14,-16.00
153,0,12602,Dean Wilson,17.28,14,81,-15,-32.00
155,0,07457,Steve Flesch,17.20,16,93,-16,-8.00
156,0,20472,Alex Cejka,17.09,20,117,-20,-23.00
157,0,29221,Webb Simpson,16.92,22,130,-26,-18.00
158,0,08931,Glen Day,16.88,13,77,-13,-25.00
159,0,01132,Mark Brooks,16.67,7,42,-8,-11.00
159,0,20127,Chris Riley,16.67,15,90,-18,-29.00
161,0,23983,Luke Donald,16.46,13,79,-12,-33.00
162,0,23541,Ben Crane,16.41,21,128,-23,-16.00
162,0,24503,Jeff Klauk,16.41,21,128,-21,-18.00
164,0,21961,Charles Howell III,16.36,27,165,-28,-11.00
165,0,26497,Casey Wittenberg,16.13,15,93,-17,-8.00
166,0,06539,Rick Price,15.94,11,69,-9,-2.00
167,0,23048,Eric Axley,15.48,13,84,-15,+18.00
168,0,24138,Ian Poulter,15.38,12,78,-12,-9.00
169,0,23320,Ryan Palmer,15.24,25,164,-28,+8.00
170,0,12705,Cliff Kresge,14.94,13,87,-13,-26.00
171,0,22548,Patrick Sheehan,14.81,8,54,-8,-17.00
172,0,26668,Marc Turnesa,14.77,13,88,-13,-4.00
173,0,06643,Paul Goydos,14.74,14,95,-15,-25.00
174,0,26881,Jarrod Lyle,14.63,12,82,-15,-10.00
175,0,10117,Bob Heintz,14.29,9,63,-9,-18.00
175,0,22961,David Mathis,14.29,14,98,-13,-15.00
177,0,02214,Kirk Triplett,13.54,13,96,-17,-15.00
178,0,01329,Brad Faxon,12.90,8,62,-10,+1.00
179,0,20634,Peter Lonard,12.77,12,94,-11,-27.00
180,0,27466,Spencer Levin,12.38,13,105,-13,-14.00
181,0,22295,Darron Stiles,12.28,7,57,-7,-8.00
182,0,22621,Ben Curtis,11.25,9,80,-8,-15.00
183,0,06012,Greg Kraft,10.64,5,47,-3,-12.00
184,0,21350,Ryuji Imada,10.17,12,118,-12,-23.00
