RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,52955,Ludvig Åberg,152.7,2688969,489
2,0,40250,Taylor Pendrith,156.2,5233945,931
3,0,33597,Harry Higgs,157.3,3691509,652
4,0,33948,Byeong Hun An,158.6,5796389,1015
5,0,25686,Jason Dufner,158.7,4376082,766
6,0,49453,Trevor Cone,159.3,3952297,689
6,0,54591,Ben Griffin,159.3,5832150,1017
8,0,39067,MJ Daffue,159.4,4601878,802
9,0,32333,Kevin Tway,159.5,5329615,928
9,0,48887,Matt Wallace,159.5,4278061,745
11,0,33653,Thomas Detry,159.7,4306769,749
11,0,37338,Zecheng Dou,159.7,4764997,829
11,0,33410,Andrew Landry,159.7,4150888,722
11,0,34466,Peter Malnati,159.7,4910428,854
11,0,28237,Rory McIlroy,159.7,3690519,642
11,0,25818,Scott Piercy,159.7,4368404,760
17,0,33122,Russell Knox,159.8,5797943,1008
17,0,35617,Martin Trainer,159.8,2311910,402
19,0,55893,Sam Stevens,160.0,5404427,938
20,0,48084,Wesley Bryan,160.1,1999546,347
20,0,27554,Scott Harrington,160.1,3585565,622
22,0,28420,Ryan Brehm,160.2,4295861,745
22,0,53165,Doc Redman,160.2,4261308,739
24,0,32757,Patton Kizzire,160.3,5378454,932
25,0,39546,Keith Mitchell,160.4,4794195,830
26,0,55789,Taylor Montgomery,160.5,5154891,892
26,0,22056,Cameron Percy,160.5,3189942,552
26,0,45242,Kevin Yu,160.5,3016390,522
29,0,35901,Paul Haley II,160.6,4435182,767
29,0,29420,Billy Horschel,160.6,3434118,594
29,0,51997,Andrew Novak,160.6,4632229,801
32,0,12716,Charley Hoffman,160.8,3827346,661
33,0,57975,Harry Hall,160.9,4675273,807
33,0,51070,Vincent Norrman,160.9,4112395,710
33,0,50095,Austin Smotherman,160.9,5178846,894
33,0,52411,Kyle Westmoreland,160.9,3787804,654
37,0,51766,Wyndham Clark,161.1,5584948,963
38,0,51414,Brent Grant,161.2,3551856,612
38,0,58967,Trevor Werbylo,161.2,3835309,661
40,0,40058,Zac Blair,161.3,4087395,704
40,0,27644,Brian Harman,161.3,5486968,945
40,0,23108,Matt Kuchar,161.3,5457320,940
40,0,32640,Troy Merritt,161.3,4536333,781
40,0,49947,Taylor Moore,161.3,5387568,928
40,0,32139,Danny Willett,161.3,3599970,620
46,0,35461,Beau Hossler,161.4,5868542,1010
46,0,39335,Kevin Roy,161.4,3446335,593
46,0,57366,Cameron Young,161.4,4247916,731
49,0,39975,Michael Kim,161.5,4628524,796
49,0,36724,Augusto Núñez,161.5,3895607,670
49,0,34431,Robert Streb,161.5,4151798,714
52,0,31557,Jim Herman,161.6,4118419,708
52,0,24140,Sean O'Hair,161.6,2076593,357
54,0,32662,Michael Gligic,161.7,3359482,577
55,0,32366,Kevin Chappell,161.8,2347896,403
55,0,47079,Harrison Endycott,161.8,4415357,758
55,0,49298,Kramer Hickok,161.8,5423009,931
55,0,39324,J.J. Spaun,161.8,5696392,978
59,0,34076,Joel Dahmen,161.9,4791452,822
59,0,28775,Nate Lashley,161.9,5606252,962
59,0,48119,Ben Taylor,161.9,5583639,958
59,0,55454,Carl Yuan,161.9,4247748,729
63,0,34363,Tyrrell Hatton,162.0,4305085,738
63,0,36699,Patrick Rodgers,162.0,5658455,970
63,0,51890,Greyson Sigg,162.0,6215770,1066
66,0,46601,Trey Mullinax,162.1,4347964,745
67,0,34098,Russell Henley,162.2,4938926,846
67,0,34610,Matthias Schwab,162.2,5379451,921
67,0,48699,Callum Tarren,162.2,5406897,926
67,0,25632,Jimmy Walker,162.2,4998855,856
71,0,29289,S.Y. Noh,162.3,2992286,512
71,0,27214,Kevin Streelman,162.3,5766452,987
73,0,52453,Nicolai Hojgaard,162.4,2104943,360
73,0,36799,Stephan Jaeger,162.4,7186632,1229
73,0,51950,Max McGreevy,162.4,4185821,716
76,0,54421,Garrick Higgo,162.5,5816198,994
76,0,49766,Hank Lebioda,162.5,2861392,489
76,0,46340,Alex Smalley,162.5,6346826,1085
79,0,46441,Robby Shelton,162.6,5549773,948
79,0,50493,Justin Suh,162.6,6280508,1073
81,0,20229,Stewart Cink,162.7,4335342,740
81,0,34563,Chesson Hadley,162.7,5253710,897
81,0,47983,Chad Ramey,162.7,5834826,996
81,0,34046,Jordan Spieth,162.7,4122646,704
85,0,30926,Chris Kirk,162.8,5123700,874
85,0,58696,Peter Kuest,162.8,2549967,435
85,0,46970,Jon Rahm,162.8,3792746,647
85,0,27095,Nick Watney,162.8,3552647,606
89,0,31577,Tano Goya,162.9,4268586,728
89,0,39954,Cody Gribble,162.9,3360765,573
89,0,40162,Justin Lower,162.9,5238384,893
89,0,47347,Adam Schenk,162.9,6666113,1137
89,0,27963,Chris Stroud,162.9,2885220,492
94,0,45609,Tyler Duncan,163.0,5326626,908
94,0,52375,Doug Ghim,163.0,5034925,858
94,0,32791,K.H. Lee,163.0,5599546,954
94,0,30927,Brendon Todd,163.0,5802932,989
98,0,33408,Tyson Alexander,163.1,4527535,771
98,0,24925,Jonathan Byrd,163.1,2623950,447
98,0,47988,Nick Hardy,163.1,5735543,977
98,0,26596,Ryan Moore,163.1,4409754,751
98,0,47995,Davis Riley,163.1,4768347,812
103,0,19803,Ryan Armour,163.2,4540398,773
103,0,45157,Cam Davis,163.2,5148032,876
103,0,50188,S.H. Kim,163.2,6444239,1097
103,0,37275,Sam Ryder,163.2,5756370,980
103,0,30692,Scott Stallings,163.2,4569530,778
103,0,40006,Erik van Rooyen,163.2,3501556,596
103,0,52374,Brandon Wu,163.2,5522113,940
110,0,56630,Akshay Bhatia,163.3,3774825,642
110,0,46435,Austin Cook,163.3,3897680,663
110,0,32102,Rickie Fowler,163.3,5255821,894
113,0,31202,William McGirt,163.4,2499876,425
113,0,22405,Justin Rose,163.4,3552677,604
113,0,25493,Nick Taylor,163.4,4876403,829
116,0,29970,Dylan Frittelli,163.5,3820766,649
117,0,55708,Hayden Buckley,163.6,4310995,732
117,0,27974,Sung Kang,163.6,2090559,355
