RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,52955,Ludvig Åberg,159.8,4642366.000,807
2,0,33597,Harry Higgs,160.8,6059882.000,1047
3,0,33410,Andrew Landry,161.6,6479047.000,1114
3,0,40250,Taylor Pendrith,161.6,8294521.000,1426
5,0,29289,S.Y. Noh,161.9,4779026.000,820
5,0,53165,Doc Redman,161.9,6970956.000,1196
7,0,33948,Byeong Hun An,162.0,9244170.000,1585
8,0,35901,Paul Haley II,162.1,7190771.000,1232
9,0,28420,Ryan Brehm,162.4,6958511.000,1190
9,0,48084,Wesley Bryan,162.4,3209400.000,549
9,0,52411,Kyle Westmoreland,162.4,6069452.000,1038
12,0,33653,Thomas Detry,162.6,7014018.000,1198
12,0,22056,Cameron Percy,162.6,4717108.000,806
12,0,55893,Sam Stevens,162.6,8673615.000,1482
15,0,39975,Michael Kim,162.7,7235839.000,1235
16,0,34098,Russell Henley,162.8,7673577.000,1309
17,0,34466,Peter Malnati,162.9,7928965.000,1352
18,0,49298,Kramer Hickok,163.0,8192836.000,1396
18,0,33122,Russell Knox,163.0,8789915.000,1498
18,0,32139,Danny Willett,163.0,5562372.000,948
21,0,35617,Martin Trainer,163.3,3992668.000,679
22,0,50095,Austin Smotherman,163.4,8507056.000,1446
23,0,19803,Ryan Armour,163.5,7023091.000,1193
23,0,46435,Austin Cook,163.5,5873117.000,998
23,0,57975,Harry Hall,163.5,7738647.000,1315
23,0,30927,Brendon Todd,163.5,9029141.000,1534
27,0,49766,Hank Lebioda,163.6,4406265.000,748
28,0,39546,Keith Mitchell,163.7,7759522.000,1317
29,0,27974,Sung Kang,163.8,3255103.000,552
29,0,39335,Kevin Roy,163.8,5591564.000,948
31,0,20229,Stewart Cink,163.9,6873204.000,1165
31,0,12716,Charley Hoffman,163.9,6064771.000,1028
33,0,40058,Zac Blair,164.0,6660572.000,1128
33,0,37338,Zecheng Dou,164.0,7950606.000,1347
33,0,27644,Brian Harman,164.0,8306547.000,1407
33,0,34431,Robert Streb,164.0,6536000.000,1107
37,0,48699,Callum Tarren,164.2,8648800.000,1463
37,0,45242,Kevin Yu,164.2,5070465.000,858
39,0,31557,Jim Herman,164.3,6524405.000,1103
39,0,52453,Nicolai Hojgaard,164.3,3578167.000,605
39,0,32640,Troy Merritt,164.3,7374205.000,1247
39,0,48119,Ben Taylor,164.3,8988582.000,1520
39,0,58967,Trevor Werbylo,164.3,6097926.000,1031
44,0,25686,Jason Dufner,164.4,7236868.000,1223
44,0,25818,Scott Piercy,164.4,7414388.000,1253
44,0,50493,Justin Suh,164.4,10219030.000,1727
44,0,27095,Nick Watney,164.4,5794037.000,979
48,0,33408,Tyson Alexander,164.5,7331890.000,1238
48,0,32662,Michael Gligic,164.5,5502256.000,929
48,0,54591,Ben Griffin,164.5,9530853.000,1609
48,0,36699,Patrick Rodgers,164.5,8892931.000,1502
48,0,47347,Adam Schenk,164.5,10406817.000,1757
48,0,55454,Carl Yuan,164.5,7270545.000,1228
54,0,32757,Patton Kizzire,164.6,8745327.000,1476
54,0,40162,Justin Lower,164.6,8448253.000,1426
54,0,49947,Taylor Moore,164.6,8573729.000,1447
54,0,24140,Sean O'Hair,164.6,3283638.000,554
54,0,37275,Sam Ryder,164.6,9290119.000,1568
54,0,27214,Kevin Streelman,164.6,9011118.000,1521
60,0,55789,Taylor Montgomery,164.7,8961672.000,1511
60,0,51070,Vincent Norrman,164.7,6896874.000,1163
60,0,51997,Andrew Novak,164.7,7213929.000,1217
60,0,32333,Kevin Tway,164.7,8495785.000,1433
64,0,29970,Dylan Frittelli,164.8,6218385.000,1048
64,0,25632,Jimmy Walker,164.8,8070131.000,1360
66,0,24024,Zach Johnson,164.9,5925703.000,998
66,0,31560,Brian Stuard,164.9,5318895.000,896
68,0,35461,Beau Hossler,165.0,9279552.000,1562
68,0,23108,Matt Kuchar,165.0,8370266.000,1409
68,0,47995,Davis Riley,165.0,8045051.000,1354
68,0,27963,Chris Stroud,165.0,4365822.000,735
72,0,25493,Nick Taylor,165.1,7964826.000,1340
73,0,39067,MJ Daffue,165.2,7799105.000,1311
73,0,51890,Greyson Sigg,165.2,9468779.000,1592
75,0,49453,Trevor Cone,165.3,6720030.000,1129
75,0,25900,Lucas Glover,165.3,8492943.000,1427
75,0,47988,Nick Hardy,165.3,9469449.000,1591
75,0,34610,Matthias Schwab,165.3,8557410.000,1438
79,0,30926,Chris Kirk,165.4,8078043.000,1357
80,0,46340,Alex Smalley,165.5,9894851.000,1661
81,0,34563,Chesson Hadley,165.6,8316875.000,1395
81,0,28237,Rory McIlroy,165.6,6175365.000,1036
81,0,48867,Matti Schmid,165.6,5539590.000,929
84,0,28775,Nate Lashley,165.7,8963819.000,1503
84,0,36724,Augusto Núñez,165.7,6174944.000,1035
86,0,51766,Wyndham Clark,165.8,9149805.000,1533
86,0,39954,Cody Gribble,165.8,5311021.000,890
86,0,51950,Max McGreevy,165.8,6797014.000,1139
86,0,26596,Ryan Moore,165.8,6827457.000,1144
90,0,34076,Joel Dahmen,166.0,7796465.000,1305
90,0,45609,Tyler Duncan,166.0,8457520.000,1415
90,0,39324,J.J. Spaun,166.0,8867989.000,1484
90,0,48887,Matt Wallace,166.0,7128973.000,1193
94,0,27554,Scott Harrington,166.1,6105334.000,1021
94,0,47983,Chad Ramey,166.1,9495710.000,1588
94,0,22405,Justin Rose,166.1,5782482.000,967
94,0,30692,Scott Stallings,166.1,7155595.000,1197
98,0,45522,Christiaan Bezuidenhout,166.2,8442674.000,1411
99,0,55708,Hayden Buckley,166.3,6895722.000,1152
99,0,47079,Harrison Endycott,166.3,7275154.000,1215
99,0,46441,Robby Shelton,166.3,8841323.000,1477
102,0,31577,Tano Goya,166.4,6947176.000,1160
102,0,34363,Tyrrell Hatton,166.4,7026880.000,1173
102,0,35879,Kelly Kraft,166.4,7799953.000,1302
102,0,47993,Denny McCarthy,166.4,9423797.000,1573
106,0,32816,Satoshi Kodaira,166.5,4616259.000,770
106,0,30163,Henrik Norlander,166.5,7263440.000,1212
106,0,49771,J.T. Poston,166.5,9184867.000,1532
106,0,58168,Davis Thompson,166.5,9286861.000,1549
106,0,57366,Cameron Young,166.5,7132577.000,1190
106,0,52513,Carson Young,166.5,8035988.000,1341
112,0,54421,Garrick Higgo,166.7,9623099.000,1604
112,0,48117,Kurt Kitayama,166.7,5876016.000,979
114,0,52375,Doug Ghim,166.8,7954130.000,1325
114,0,58696,Peter Kuest,166.8,4210151.000,701
114,0,35449,Adam Long,166.8,9209713.000,1534
117,0,29535,Brice Garnett,166.9,6772114.000,1127
117,0,46601,Trey Mullinax,166.9,7198507.000,1198
119,0,32366,Kevin Chappell,167.0,3864731.000,643
120,0,22371,Aaron Baddeley,167.1,6354146.000,1056
120,0,45157,Cam Davis,167.1,8598780.000,1429
120,0,35532,Tom Hoge,167.1,9114204.000,1515
120,0,26476,Chez Reavie,167.1,9114527.000,1515
120,0,52374,Brandon Wu,167.1,9120963.000,1516
125,0,32448,James Hahn,167.2,7405601.000,1230
125,0,29221,Webb Simpson,167.2,5670312.000,942
127,0,32839,Hideki Matsuyama,167.3,7480608.000,1242
127,0,51491,Brandon Matthews,167.3,4485875.000,745
127,0,47128,Richy Werenski,167.3,7683687.000,1276
130,0,47504,Sam Burns,167.4,7854145.000,1303
130,0,39997,Corey Conners,167.4,8067974.000,1339
130,0,29420,Billy Horschel,167.4,5681345.000,943
130,0,29908,C.T. Pan,167.4,4201444.000,697
134,0,56630,Akshay Bhatia,167.5,6245594.000,1036
134,0,54783,Dylan Wu,167.5,8538330.000,1416
136,0,24925,Jonathan Byrd,167.6,3969934.000,658
136,0,31202,William McGirt,167.6,3988473.000,661
138,0,51414,Brent Grant,167.7,6095767.000,1010
138,0,34409,David Lingmerth,167.7,6361756.000,1054
138,0,33413,Ben Martin,167.7,8645600.000,1432
138,0,27349,Alex Noren,167.7,7885637.000,1306
142,0,39058,Lucas Herbert,167.8,5133702.000,850
142,0,39977,Max Homa,167.8,8317908.000,1377
142,0,40006,Erik van Rooyen,167.8,6020895.000,997
145,0,50188,S.H. Kim,167.9,10459915.000,1730
146,0,47591,Eric Cole,168.0,11771248.000,1946
147,0,34255,Joseph Bramlett,168.1,7310856.000,1208
147,0,36799,Stephan Jaeger,168.1,11565440.000,1911
147,0,46970,Jon Rahm,168.1,6498959.000,1074
150,0,51349,Nico Echavarria,168.2,5904991.000,975
150,0,32102,Rickie Fowler,168.2,8784020.000,1451
152,0,27936,Martin Laird,168.4,7366051.000,1215
153,0,33141,Keegan Bradley,168.5,7252835.000,1196
153,0,32791,K.H. Lee,168.5,8880940.000,1464
153,0,23320,Ryan Palmer,168.5,7040841.000,1161
156,0,46442,Maverick McNealy,168.6,5323794.000,877
156,0,49960,Sepp Straka,168.6,8347400.000,1375
158,0,31646,Emiliano Grillo,168.8,9539819.000,1570
158,0,34046,Jordan Spieth,168.8,6714740.000,1105
160,0,39971,Sungjae Im,168.9,9207816.000,1514
160,0,33448,Justin Thomas,168.9,7272728.000,1196
162,0,35506,Mackenzie Hughes,169.1,7739075.000,1271
162,0,36326,David Lipsky,169.1,8801443.000,1446
