RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,28237,Rory McIlroy,69.43,2430,35
2,0,25686,Jason Dufner,69.64,3482,50
3,0,27649,Brandt Snedeker,69.73,3138,45
4,0,10809,Jim Furyk,70.00,3360,48
5,0,06527,Steve Stricker,70.02,3081,44
6,0,23623,Bo Van Pelt,70.06,3503,50
7,0,23638,Brendon de Jonge,70.07,4064,58
8,0,22405,Justin Rose,70.11,2664,38
9,0,25804,Bubba Watson,70.13,2735,39
10,0,20645,John Senden,70.14,2946,42
11,0,34021,Bud Cauley,70.17,3368,48
12,0,08793,Tiger Woods,70.19,2948,42
13,0,28455,Will Claxton,70.22,3581,51
14,0,23108,Matt Kuchar,70.23,3301,47
15,0,27933,John Merrick,70.24,2950,42
16,0,24502,Adam Scott,70.29,2179,31
17,0,23983,Luke Donald,70.30,2320,33
17,0,30926,Chris Kirk,70.30,3234,46
19,0,06522,Ernie Els,70.32,2672,38
19,0,29289,S.Y. Noh,70.32,3516,50
21,0,27895,Jonas Blixt,70.33,2532,36
21,0,29221,Webb Simpson,70.33,3235,46
23,0,26329,Louis Oosthuizen,70.38,2252,32
24,0,01706,Davis Love III,70.41,2253,32
25,0,08725,Tom Gillis,70.43,2465,35
26,0,24024,Zach Johnson,70.45,3452,49
26,0,22913,John Rollins,70.45,2959,42
28,0,22293,Heath Slocum,70.47,2678,38
29,0,01810,Phil Mickelson,70.49,3031,43
30,0,33141,Keegan Bradley,70.50,3243,46
31,0,01797,Rocco Mediate,70.53,2257,32
32,0,26596,Ryan Moore,70.54,3668,52
33,0,34174,John Huh,70.55,3598,51
34,0,30925,Dustin Johnson,70.59,2612,37
35,0,12510,Chad Campbell,70.62,3178,45
35,0,32698,Bobby Gates,70.62,2966,42
37,0,25818,Scott Piercy,70.67,3463,49
38,0,29926,Danny Lee,70.69,2474,35
39,0,24358,Robert Garrigus,70.70,3323,47
40,0,26679,Kevin Stadler,70.71,2970,42
41,0,29478,Kevin Kisner,70.72,2263,32
42,0,12652,Cameron Beckman,70.73,2334,33
43,0,20766,Padraig Harrington,70.74,2688,38
43,0,25834,Daniel Summerhays,70.74,2759,39
45,0,25572,Graeme McDowell,70.75,2264,32
45,0,26331,Charl Schwartzel,70.75,1981,28
47,0,23135,Tim Clark,70.76,2406,34
47,0,23353,J.J. Henry,70.76,2618,37
47,0,27120,Troy Matteson,70.76,3255,46
50,0,26758,David Hearn,70.80,2832,40
50,0,29420,Billy Horschel,70.80,2124,30
52,0,23541,Ben Crane,70.81,2549,36
52,0,10860,Justin Leonard,70.81,2266,32
52,0,26287,Roland Thatcher,70.81,1841,26
55,0,26300,Matt Jones,70.82,1983,28
56,0,22621,Ben Curtis,70.83,2550,36
56,0,20104,Ken Duke,70.83,3825,54
56,0,20396,Lee Westwood,70.83,2125,30
59,0,25892,Steve Wheatcroft,70.85,1913,27
60,0,32102,Rickie Fowler,70.86,2551,36
60,0,24924,Bill Haas,70.86,2976,42
60,0,23800,Bryce Molder,70.86,2622,37
60,0,06567,Vijay Singh,70.86,3543,50
64,0,24140,Sean O'Hair,70.87,2693,38
65,0,20098,Stuart Appleby,70.89,2481,35
66,0,23718,Nathan Green,70.91,2411,34
66,0,27064,Jhonattan Vegas,70.91,2411,34
68,0,32200,Roberto Castro,70.92,2624,37
69,0,28307,Matt Every,70.93,3121,44
70,0,24490,George McNeill,70.94,2412,34
70,0,27770,Camilo Villegas,70.94,2554,36
72,0,27060,John Mallinger,70.95,2625,37
72,0,33419,Cameron Tringale,70.95,2838,40
74,0,28475,Jeff Overton,70.96,3477,49
75,0,34099,Harris English,70.98,3265,46
76,0,32366,Kevin Chappell,71.03,2699,38
77,0,35139,Richard Lee,71.04,1847,26
77,0,31202,William McGirt,71.04,3481,49
79,0,22046,Geoff Ogilvy,71.06,2274,32
80,0,20572,Rod Pampling,71.07,2061,29
81,0,24925,Jonathan Byrd,71.08,2772,39
81,0,25345,Carl Pettersson,71.08,3483,49
83,0,32334,Charlie Beljan,71.10,2062,29
83,0,32150,Michael Thompson,71.10,2773,39
85,0,27095,Nick Watney,71.11,3129,44
85,0,20160,Charlie Wi,71.11,3200,45
87,0,01766,Billy Mayfair,71.13,3201,45
87,0,24361,Pat Perez,71.13,2845,40
89,0,24494,Erik Compton,71.14,2561,36
90,0,28089,Jason Day,71.15,1921,27
90,0,21961,Charles Howell III,71.15,3700,52
92,0,30692,Scott Stallings,71.16,2704,38
93,0,27466,Spencer Levin,71.18,2420,34
