RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
93,0,23320,Ryan Palmer,71.18,3203,45
95,0,22378,Trevor Immelman,71.19,2563,36
95,0,08075,Jerry Kelly,71.19,2634,37
97,0,12716,Charley Hoffman,71.20,3204,45
98,0,23788,D.J. Trahan,71.22,2279,32
99,0,27214,Kevin Streelman,71.23,3419,48
100,0,11123,Chris Couch,71.24,1781,25
100,0,27436,Graham DeLaet,71.24,2707,38
100,0,19846,Brian Gay,71.24,2921,41
103,0,20623,Gavin Coles,71.26,2209,31
103,0,26289,Boo Weekley,71.26,2209,31
105,0,24507,Jason Bohn,71.28,2780,39
105,0,21753,Brian Davis,71.28,3350,47
105,0,12782,Tim Herron,71.28,2851,40
105,0,30944,Jason Kokrak,71.28,2566,36
105,0,01724,Jeff Maggert,71.28,2780,39
110,0,29910,Blake Adams,71.30,3565,50
110,0,25240,D.A. Points,71.30,3137,44
110,0,10213,Dicky Pride,71.30,2139,30
113,0,23325,Vaughn Taylor,71.31,2781,39
114,0,33122,Russell Knox,71.32,2211,31
115,0,24846,Ricky Barnes,71.33,2782,39
115,0,24781,Hunter Mahan,71.33,2853,40
117,0,27141,J.B. Holmes,71.36,2997,42
117,0,25396,Kevin Na,71.36,2997,42
117,0,30110,Kyle Stanley,71.36,2997,42
120,0,21878,Mark Wilson,71.38,2284,32
121,0,25632,Jimmy Walker,71.40,3713,52
122,0,23204,Gary Christian,71.41,2928,41
122,0,21209,Sergio Garcia,71.41,2285,32
124,0,25457,Alexandre Rocha,71.42,1857,26
125,0,01249,John Daly,71.43,1643,23
126,0,27963,Chris Stroud,71.44,3215,45
127,0,28308,Troy Kelly,71.45,2358,33
127,0,29476,Kyle Reifers,71.45,2858,40
129,0,27302,Garth Mulroy,71.46,2001,28
130,0,26951,Johnson Wagner,71.47,3216,45
131,0,01320,Bob Estes,71.49,2645,37
131,0,28500,Martin Flores,71.49,2931,41
133,0,23409,James Driscoll,71.50,2860,40
134,0,26476,Chez Reavie,71.51,2932,41
134,0,23621,Rory Sabbatini,71.51,2789,39
136,0,24138,Ian Poulter,71.52,2217,31
137,0,20574,Mathew Goggin,71.53,2146,30
138,0,27644,Brian Harman,71.55,3005,42
139,0,21805,Harrison Frazar,71.57,2147,30
140,0,22348,Nick O'Hern,71.59,2434,34
141,0,23548,Bill Lunde,71.60,2506,35
142,0,20593,Greg Chalmers,71.63,3080,43
143,0,26851,Marc Leishman,71.64,2794,39
143,0,02206,David Toms,71.64,2006,28
145,0,19970,Robert Karlsson,71.68,1362,19
146,0,01116,Michael Bradley,71.69,1864,26
147,0,10885,Robert Allenby,71.71,2510,35
147,0,06573,Brandt Jobe,71.71,1506,21
149,0,06251,Chris DiMarco,71.72,2797,39
149,0,31558,J.J. Killeen,71.72,3299,46
149,0,21528,Henrik Stenson,71.72,2080,29
152,0,20229,Stewart Cink,71.74,2224,31
152,0,27330,Josh Teater,71.74,2798,39
154,0,27936,Martin Laird,71.78,2943,41
155,0,21407,Arjun Atwal,71.81,2657,37
155,0,20691,Greg Owen,71.81,3088,43
157,0,30852,Ryo Ishikawa,71.85,1868,26
158,0,06004,Stephen Ames,71.86,2012,28
159,0,33120,Mark Anderson,71.89,2516,35
159,0,30750,Tommy Gainey,71.89,3882,54
161,0,22371,Aaron Baddeley,71.91,2445,34
162,0,28093,Miguel Angel Carballo,71.93,2158,30
163,0,30927,Brendon Todd,71.95,2734,38
164,0,28259,Sangmoon Bae,72.03,2593,36
164,0,29479,Scott Brown,72.03,2305,32
166,0,06036,Scott Dunlap,72.04,2017,28
167,0,30711,Colt Knost,72.06,2522,35
168,0,06034,Marco Dawson,72.08,1730,24
169,0,28087,Kris Blanks,72.10,2163,30
170,0,29518,Brendan Steele,72.11,2019,28
171,0,24940,Edward Loar,72.15,1876,26
172,0,27556,Ted Potter Jr.,72.16,2742,38
173,0,21731,Freddie Jacobson,72.23,2239,31
173,0,25562,Andres Romero,72.23,2239,31
175,0,27797,Derek Lamely,72.34,2098,29
176,0,22961,David Mathis,72.36,2822,39
176,0,24663,Y.E. Yang,72.36,2026,28
178,0,24357,K.J. Choi,72.38,2316,32
179,0,20850,Daniel Chopra,72.39,2027,28
180,0,20848,Ángel Cabrera,72.44,1811,25
180,0,22582,Kyle Thompson,72.44,1811,25
182,0,24604,Hunter Haas,72.48,2102,29
183,0,27974,Sung Kang,72.60,2541,35
184,0,21350,Ryuji Imada,72.62,2469,34
185,0,22548,Patrick Sheehan,72.70,1963,27
185,0,31323,Gary Woodland,72.70,2690,37
187,0,20070,Matt Bettencourt,72.83,2549,35
188,0,01941,Tom Pernice Jr.,72.85,1894,26
189,0,23903,Stephen Gangluff,72.89,2041,28
190,0,23542,Tommy Biershenk,73.16,2341,32
191,0,29222,Billy Hurley III,73.17,2195,30
