RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,12714,Chris Tidland,88.5,1062,12
2,0,08793,Tiger Woods,98.2,1080,11
3,0,20572,Rod Pampling,115.7,1620,14
4,0,01810,Phil Mickelson,116.2,1278,11
5,0,22295,Darron Stiles,117.0,1170,10
6,0,24140,Sean O'Hair,117.6,1764,15
7,0,24924,Bill Haas,119.6,1674,14
8,0,23349,Charles Warren,121.2,1818,15
9,0,21470,Daisuke Maruyama,129.0,1548,12
10,0,06522,Ernie Els,130.5,1044,8
11,0,08123,Jeff Brehaut,132.8,1062,8
11,0,01249,John Daly,132.8,1062,8
13,0,06197,Michael Allen,133.2,1332,10
14,0,23614,Rich Beem,133.5,1602,12
15,0,24361,Pat Perez,137.5,1512,11
16,0,24912,Will MacKenzie,138.5,1800,13
17,0,06251,Chris DiMarco,138.6,1386,10
18,0,23322,Brett Wetterich,142.4,1566,11
19,0,24358,Robert Garrigus,142.5,1710,12
20,0,21805,Harrison Frazar,144.0,1584,11
21,0,20691,Greg Owen,145.8,1458,10
22,0,24507,Jason Bohn,146.6,1026,7
23,0,23048,Eric Axley,148.2,1926,13
24,0,06567,Vijay Singh,150.0,1800,12
25,0,24290,D.J. Brigman,150.8,1206,8
26,0,26881,Jarrod Lyle,154.0,1386,9
27,0,28475,Jeff Overton,154.3,1080,7
28,0,07749,Brett Quigley,156.0,1404,9
28,0,23497,Tag Ridings,156.0,936,6
30,0,27095,Nick Watney,156.6,1566,10
31,0,25804,Bubba Watson,160.0,1440,9
32,0,21633,Steve Allan,162.0,1134,7
32,0,21660,Jason Schultz,162.0,1134,7
34,0,07457,Steve Flesch,163.6,1800,11
35,0,23135,Tim Clark,164.6,1152,7
36,0,01707,Steve Lowery,166.5,1332,8
37,0,25396,Kevin Na,168.0,1512,9
38,0,20105,Jeff Gove,168.5,1854,11
39,0,20378,Mathias Grönberg,171.0,1710,10
40,0,28486,Michael Putnam,172.8,1728,10
41,0,02214,Kirk Triplett,173.3,1386,8
42,0,02246,Duffy Waldorf,177.4,1242,7
43,0,01157,Tom Byrum,180.0,900,5
44,0,21753,Brian Davis,181.8,1818,10
44,0,22913,John Rollins,181.8,1818,10
46,0,24781,Hunter Mahan,182.0,1638,9
46,0,23320,Ryan Palmer,182.0,1638,9
48,0,02239,Scott Verplank,182.3,1458,8
48,0,10423,Mike Weir,182.3,1458,8
50,0,20104,Ken Duke,183.3,2016,11
51,0,21949,Joe Ogilvie,183.6,1836,10
52,0,26596,Ryan Moore,184.0,1656,9
53,0,23718,Nathan Green,185.4,1854,10
54,0,24490,George McNeill,190.0,1710,9
54,0,26679,Kevin Stadler,190.0,1710,9
56,0,22892,Jason Gore,193.5,1548,8
56,0,21961,Charles Howell III,193.5,1548,8
56,0,08881,Tripp Isenhour,193.5,1548,8
59,0,25900,Lucas Glover,194.0,1746,9
59,0,20574,Mathew Goggin,194.0,1746,9
59,0,10733,Kent Jones,194.0,1746,9
62,0,23638,Brendon de Jonge,195.4,1368,7
63,0,27120,Troy Matteson,195.8,1566,8
64,0,21209,Sergio Garcia,198.0,1188,6
64,0,01577,Lee Janzen,198.0,1188,6
66,0,25686,Jason Dufner,200.0,1800,9
67,0,24980,Scott Gutschewski,201.0,1206,6
68,0,22293,Heath Slocum,202.0,1818,9
69,0,20160,Charlie Wi,202.5,1620,8
70,0,23621,Rory Sabbatini,203.1,1422,7
71,0,21350,Ryuji Imada,208.0,1872,9
72,0,21806,Paul Gow,210.0,1260,6
73,0,22405,Justin Rose,212.4,1062,5
73,0,02036,Jim Rutledge,212.4,1062,5
75,0,27141,J.B. Holmes,213.0,1278,6
76,0,11032,Frank Lickliter II,213.8,1710,8
76,0,25190,Jeff Quinney,213.8,1710,8
78,0,12705,Cliff Kresge,214.0,1926,9
79,0,12680,Shigeki Maruyama,216.0,1512,7
80,0,24925,Jonathan Byrd,219.0,1314,6
80,0,25892,Steve Wheatcroft,219.0,1314,6
82,0,01766,Billy Mayfair,220.5,1764,8
83,0,01677,Tom Lehman,223.2,1116,5
84,0,24024,Zach Johnson,225.0,1350,6
85,0,20229,Stewart Cink,226.3,1584,7
85,0,01388,Robert Gamez,226.3,1584,7
87,0,27702,Matt Hendrix,226.8,1134,5
88,0,08075,Jerry Kelly,227.3,1818,8
88,0,26289,Boo Weekley,227.3,1818,8
90,0,10885,Robert Allenby,228.9,1602,7
91,0,12510,Chad Campbell,231.4,1620,7
92,0,22046,Geoff Ogilvy,234.0,1404,6
92,0,01941,Tom Pernice Jr.,234.0,1872,8
92,0,23623,Bo Van Pelt,234.0,1872,8
95,0,01724,Jeff Maggert,237.0,1422,6
96,0,28158,Steve Marino,238.5,1908,8
96,0,01948,Tim Petrovic,238.5,1908,8
98,0,01161,Mark Calcavecchia,239.1,1674,7
99,0,20472,Alex Cejka,240.0,1440,6
100,0,01035,Tommy Armour III,243.0,1458,6
101,0,24502,Adam Scott,244.8,1224,5
102,0,27770,Camilo Villegas,246.0,1476,6
103,0,27060,John Mallinger,246.9,1728,7
104,0,25345,Carl Pettersson,247.5,1980,8
105,0,24449,Parker McLachlin,249.0,1494,6
105,0,01945,Kenny Perry,249.0,1494,6
107,0,20645,John Senden,249.4,1746,7
108,0,23353,J.J. Henry,255.0,1530,6
109,0,21959,Ted Purdy,262.3,1836,7
110,0,01024,Billy Andrade,264.0,1584,6
111,0,02101,Joey Sindelar,270.0,1350,5
112,0,23325,Vaughn Taylor,273.0,1638,6
113,0,11123,Chris Couch,273.6,1368,5
113,0,01473,Todd Hamilton,273.6,1368,5
115,0,25273,Andrew Buckle,277.2,1386,5
115,0,22212,Craig Lile,277.2,1386,5
117,0,22371,Aaron Baddeley,288.0,1440,5
117,0,20157,Retief Goosen,288.0,864,3
117,0,06527,Steve Stricker,288.0,1440,5
120,0,26951,Johnson Wagner,291.0,1746,6
121,0,20382,Stephen Leaney,295.2,1476,5
122,0,20498,Briny Baird,295.7,2070,7
123,0,27963,Chris Stroud,297.0,1188,4
124,0,21646,David Branshaw,298.8,1494,5
125,0,24357,K.J. Choi,306.0,1530,5
125,0,23108,Matt Kuchar,306.0,1530,5
125,0,20634,Peter Lonard,306.0,1530,5
128,0,19824,Craig Barlow,312.0,936,3
128,0,22806,Doug LaBelle II,312.0,1872,6
128,0,26882,Michael Sim,312.0,936,3
131,0,21878,Mark Wilson,313.2,1566,5
132,0,12660,Jesper Parnevik,316.8,1584,5
133,0,29476,Kyle Reifers,319.5,1278,4
134,0,01797,Rocco Mediate,324.0,1296,4
135,0,20098,Stuart Appleby,328.5,1314,4
135,0,06034,Marco Dawson,328.5,1314,4
137,0,12195,Tom Johnson,333.0,1332,4
138,0,29718,Anthony Kim,334.8,1674,5
139,0,12652,Cameron Beckman,345.6,1728,5
140,0,02206,David Toms,346.5,1386,4
141,0,12716,Charley Hoffman,349.2,1746,5
142,0,20127,Chris Riley,354.0,1062,3
143,0,23613,Rich Barcelo,360.0,1440,4
143,0,22621,Ben Curtis,360.0,1440,4
143,0,24138,Ian Poulter,360.0,1080,3
146,0,01928,Corey Pavin,364.5,1458,4
147,0,02223,Bob Tway,370.8,1854,5
148,0,20766,Padraig Harrington,372.0,1116,3
149,0,27649,Brandt Snedeker,378.0,1890,5
150,0,20850,Daniel Chopra,381.6,1908,5
151,0,08931,Glen Day,382.5,1530,4
151,0,10117,Bob Heintz,382.5,1530,4
151,0,06595,Kevin Sutherland,382.5,1530,4
154,0,19803,Ryan Armour,385.2,1926,5
155,0,01381,Fred Funk,390.0,1170,3
156,0,01320,Bob Estes,396.0,1584,4
157,0,08537,J.P. Hayes,400.5,1602,4
158,0,27933,John Merrick,414.0,1656,4
158,0,21528,Henrik Stenson,414.0,828,2
160,0,10213,Dicky Pride,426.0,1278,3
161,0,07867,Woody Austin,427.5,1710,4
161,0,10860,Justin Leonard,427.5,1710,4
163,0,23788,D.J. Trahan,445.5,1782,4
164,0,06373,José María Olazábal,450.0,900,2
165,0,24457,Jaco Van Zyl,459.0,918,2
166,0,06004,Stephen Ames,462.0,1386,3
167,0,19846,Brian Gay,481.5,1926,4
168,0,07547,Craig Kanada,490.5,1962,4
169,0,10809,Jim Furyk,492.0,1476,3
170,0,07223,Brian Bateman,495.0,990,2
170,0,20859,Anders Hansen,495.0,990,2
172,0,01142,Bart Bryant,516.0,1548,3
173,0,06621,Joe Durant,522.0,1566,3
174,0,06515,Shaun Micheel,528.0,1584,3
175,0,06643,Paul Goydos,531.0,1062,2
176,0,12602,Dean Wilson,552.0,1656,3
177,0,26420,Richard Johnson,558.0,1674,3
178,0,01706,Davis Love III,585.0,1170,2
179,0,23983,Luke Donald,603.0,1206,2
180,0,22378,Trevor Immelman,612.0,1224,2
180,0,22348,Nick O'Hern,612.0,1224,2
182,0,21731,Freddie Jacobson,630.0,1260,2
183,0,20433,Mark Hensby,729.0,1458,2
184,0,20623,Gavin Coles,783.0,1566,2
185,0,12782,Tim Herron,882.0,1764,2
186,0,19972,José Coceres,900.0,900,1
187,0,26360,Bubba Dickerson,918.0,918,1
188,0,08375,Paul Stankowski,936.0,936,1
