RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,77.19,88,114,-0.34
2,0,27141,J.B. Holmes,68.75,110,160,-0.24
3,0,30925,Dustin Johnson,68.60,59,86,-0.32
4,0,35300,Andrew Loupe,64.75,79,122,-0.23
5,0,27064,Jhonattan Vegas,64.67,97,150,-0.25
6,0,28237,Rory McIlroy,64.58,62,96,-0.15
7,0,32334,Charlie Beljan,62.50,90,144,-0.28
7,0,28089,Jason Day,62.50,45,72,-0.09
7,0,31323,Gary Woodland,62.50,95,152,-0.16
10,0,36689,Brooks Koepka,61.46,59,96,-0.31
11,0,24358,Robert Garrigus,61.25,98,160,-0.23
12,0,27436,Graham DeLaet,60.00,78,130,-0.18
13,0,21961,Charles Howell III,58.33,119,204,-0.22
14,0,25900,Lucas Glover,58.04,65,112,-0.22
15,0,23320,Ryan Palmer,58.00,87,150,-0.30
16,0,24502,Adam Scott,57.14,64,112,-0.22
17,0,30944,Jason Kokrak,56.92,74,130,-0.27
18,0,29461,Jamie Lovemark,55.00,66,120,-0.36
19,0,20848,Ángel Cabrera,54.92,67,122,-0.27
20,0,34431,Robert Streb,53.52,76,142,-0.21
21,0,25632,Jimmy Walker,53.29,81,152,-0.28
22,0,34099,Harris English,53.13,85,160,-0.36
23,0,12716,Charley Hoffman,51.76,88,170,-0.34
24,0,26329,Louis Oosthuizen,51.67,31,60,-0.19
25,0,29518,Brendan Steele,51.27,81,158,-0.28
26,0,22405,Justin Rose,50.96,53,104,-0.15
27,0,30692,Scott Stallings,50.74,69,136,-0.23
28,0,34264,Hudson Swafford,50.72,70,138,-0.29
29,0,33141,Keegan Bradley,50.00,70,140,-0.26
29,0,24140,Sean O'Hair,50.00,77,154,-0.16
31,0,25274,Steven Bowditch,48.88,87,178,-0.22
32,0,34265,Will Wilcox,47.96,47,98,-0.40
33,0,27936,Martin Laird,47.41,55,116,-0.38
34,0,26331,Charl Schwartzel,47.22,51,108,-0.22
35,0,37273,Derek Ernst,47.14,66,140,-0.17
35,0,26851,Marc Leishman,47.14,66,140,-0.29
37,0,27095,Nick Watney,46.61,55,118,-0.13
38,0,28500,Martin Flores,45.68,74,162,-0.28
39,0,30110,Kyle Stanley,45.57,72,158,-0.15
40,0,32102,Rickie Fowler,45.38,59,130,-0.27
41,0,29289,S.Y. Noh,44.32,78,176,-0.36
42,0,30852,Ryo Ishikawa,44.20,61,138,-0.34
43,0,32366,Kevin Chappell,44.02,81,184,-0.30
44,0,27408,Martin Kaymer,43.75,42,96,-0.14
45,0,27120,Troy Matteson,43.10,50,116,-0.22
45,0,33418,Shawn Stefani,43.10,50,116,-0.18
47,0,26300,Matt Jones,42.96,61,142,-0.25
48,0,25345,Carl Pettersson,42.86,78,182,-0.42
49,0,33461,Morgan Hoffmann,42.42,84,198,-0.17
50,0,32839,Hideki Matsuyama,42.31,55,130,-0.31
51,0,31557,Jim Herman,41.38,48,116,-0.23
52,0,32333,Kevin Tway,41.07,46,112,-0.15
53,0,22371,Aaron Baddeley,40.63,52,128,-0.19
54,0,34360,Patrick Reed,39.74,62,156,-0.31
55,0,25562,Andres Romero,39.61,61,154,-0.21
56,0,28486,Michael Putnam,39.22,80,204,-0.34
57,0,27770,Camilo Villegas,39.01,71,182,-0.08
58,0,01706,Davis Love III,38.89,56,144,-0.04
59,0,29740,Brad Fritsch,38.54,37,96,-0.16
60,0,34098,Russell Henley,37.82,59,156,-0.14
61,0,20229,Stewart Cink,37.33,56,150,-0.34
62,0,26679,Kevin Stadler,36.99,54,146,-0.15
63,0,24781,Hunter Mahan,36.67,55,150,-0.20
64,0,35732,Wes Roach,36.51,46,126,-0.09
65,0,23621,Rory Sabbatini,36.49,54,148,-0.30
66,0,24924,Bill Haas,35.88,61,170,-0.21
