RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,61.86,485,784,-0.181
2,0,28237,Rory McIlroy,53.42,359,672,-0.240
3,0,30925,Dustin Johnson,50.00,289,578,-0.173
4,0,29461,Jamie Lovemark,48.71,320,657,-0.144
5,0,27141,J.B. Holmes,47.95,515,1074,-0.142
6,0,35300,Andrew Loupe,47.93,335,699,-0.119
7,0,21961,Charles Howell III,46.30,613,1324,-0.194
8,0,31323,Gary Woodland,44.71,456,1020,-0.112
9,0,32334,Charlie Beljan,43.79,409,934,-0.115
10,0,28089,Jason Day,43.72,202,462,-0.188
11,0,20848,Ángel Cabrera,43.31,369,852,-0.122
12,0,23320,Ryan Palmer,42.74,400,936,-0.193
13,0,24502,Adam Scott,41.75,329,788,-0.255
14,0,27064,Jhonattan Vegas,40.83,365,894,-0.173
15,0,25632,Jimmy Walker,40.74,418,1026,-0.175
16,0,24358,Robert Garrigus,40.31,410,1017,-0.156
17,0,27436,Graham DeLaet,39.80,355,892,-0.158
18,0,36689,Brooks Koepka,39.59,232,586,-0.168
19,0,34431,Robert Streb,39.51,354,896,-0.212
20,0,24140,Sean O'Hair,39.12,365,933,-0.208
21,0,25274,Steven Bowditch,38.79,422,1088,-0.156
22,0,12716,Charley Hoffman,38.56,408,1058,-0.203
23,0,26329,Louis Oosthuizen,38.04,159,418,-0.038
24,0,30944,Jason Kokrak,37.46,318,849,-0.173
25,0,29518,Brendan Steele,37.39,366,979,-0.210
26,0,22405,Justin Rose,37.29,270,724,-0.174
27,0,32102,Rickie Fowler,36.03,312,866,-0.154
28,0,33141,Keegan Bradley,35.90,336,936,-0.125
29,0,26331,Charl Schwartzel,35.85,271,756,-0.188
30,0,30692,Scott Stallings,35.42,311,878,-0.125
31,0,34099,Harris English,35.30,365,1034,-0.225
32,0,33461,Morgan Hoffmann,35.14,441,1255,-0.138
33,0,34265,Will Wilcox,35.06,196,559,-0.189
34,0,37273,Derek Ernst,34.20,302,883,-0.109
34,0,25900,Lucas Glover,34.20,224,655,-0.121
36,0,26300,Matt Jones,34.13,286,838,-0.147
37,0,24781,Hunter Mahan,32.94,332,1008,-0.123
38,0,30110,Kyle Stanley,32.80,330,1006,-0.085
39,0,27936,Martin Laird,32.25,249,772,-0.153
40,0,26679,Kevin Stadler,31.72,288,908,-0.153
41,0,29289,S.Y. Noh,31.58,331,1048,-0.154
42,0,01810,Phil Mickelson,31.57,221,700,-0.122
43,0,26851,Marc Leishman,31.39,302,962,-0.166
44,0,27408,Martin Kaymer,31.25,210,672,-0.100
45,0,25345,Carl Pettersson,30.97,367,1185,-0.243
46,0,27120,Troy Matteson,30.95,212,685,-0.094
47,0,31557,Jim Herman,30.75,206,670,-0.068
48,0,32839,Hideki Matsuyama,30.25,271,896,-0.280
49,0,34264,Hudson Swafford,29.88,242,810,-0.153
50,0,32333,Kevin Tway,29.83,196,657,-0.128
51,0,06522,Ernie Els,29.77,262,880,-0.145
52,0,34360,Patrick Reed,29.58,307,1038,-0.199
53,0,30852,Ryo Ishikawa,29.47,254,862,-0.197
54,0,30750,Tommy Gainey,29.46,246,835,-0.126
55,0,28500,Martin Flores,29.32,278,948,-0.209
55,0,21528,Henrik Stenson,29.32,156,532,-0.192
57,0,21209,Sergio Garcia,29.11,163,560,-0.196
58,0,34021,Bud Cauley,28.62,184,643,-0.163
59,0,25562,Andres Romero,28.53,287,1006,-0.192
60,0,34098,Russell Henley,28.46,300,1054,-0.187
61,0,33418,Shawn Stefani,28.45,227,798,-0.181
62,0,01706,Davis Love III,28.42,249,876,-0.173
63,0,32366,Kevin Chappell,28.34,344,1214,-0.183
64,0,27095,Nick Watney,28.32,222,784,-0.140
65,0,29420,Billy Horschel,28.20,273,968,-0.205
66,0,22371,Aaron Baddeley,27.95,230,823,-0.213
67,0,24924,Bill Haas,27.84,319,1146,-0.188
68,0,27214,Kevin Streelman,27.02,227,840,-0.110
69,0,34046,Jordan Spieth,26.85,297,1106,-0.215
70,0,27330,Josh Teater,26.44,276,1044,-0.149
71,0,22046,Geoff Ogilvy,26.20,267,1019,-0.142
72,0,35732,Wes Roach,25.68,179,697,-0.173
73,0,25686,Jason Dufner,25.00,147,588,-0.095
73,0,27770,Camilo Villegas,25.00,293,1172,-0.184
