RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,10860,Justin Leonard,26.10,225,862,+0.156
2,0,10423,Mike Weir,24.63,182,739,+0.071
3,0,19846,Brian Gay,23.47,207,882,+0.126
4,0,23135,Tim Clark,23.01,199,865,-0.025
5,0,25720,Chad Collins,21.70,184,848,+0.125
6,0,02206,David Toms,20.45,154,753,+0.110
7,0,23983,Luke Donald,20.10,123,612,+0.016
8,0,29222,Billy Hurley III,18.71,188,1005,+0.085
9,0,08075,Jerry Kelly,18.52,170,918,+0.035
10,0,20098,Stuart Appleby,18.46,216,1170,+0.083
11,0,27556,Ted Potter Jr.,18.44,154,835,+0.084
12,0,25364,Paul Casey,18.24,112,614,-0.036
13,0,27466,Spencer Levin,18.10,126,696,+0.095
14,0,28092,D.H. Lee,17.89,112,626,+0.170
15,0,23541,Ben Crane,17.68,192,1086,+0.130
16,0,20498,Briny Baird,17.54,110,627,+0.155
17,0,23409,James Driscoll,17.25,139,806,+0.122
18,0,34261,Scott Langley,17.09,188,1100,+0.117
19,0,20104,Ken Duke,17.01,157,923,+0.089
20,0,23800,Bryce Molder,16.82,150,892,+0.260
21,0,34174,John Huh,16.77,164,978,+0.146
22,0,01724,Jeff Maggert,16.75,103,615,+0.223
23,0,24357,K.J. Choi,16.17,151,934,+0.099
24,0,10885,Robert Allenby,16.10,157,975,+0.057
25,0,21753,Brian Davis,16.02,181,1130,+0.050
26,0,22621,Ben Curtis,15.82,141,891,+0.085
27,0,22293,Heath Slocum,15.69,136,867,+0.059
28,0,20160,Charlie Wi,15.67,142,906,+0.169
29,0,20593,Greg Chalmers,15.54,158,1017,+0.120
30,0,25240,D.A. Points,15.41,119,772,+0.168
31,0,25572,Graeme McDowell,15.37,99,644,+0.051
32,0,22371,Aaron Baddeley,15.31,126,823,+0.103
32,0,28132,Tyrone Van Aswegen,15.31,139,908,+0.223
34,0,28780,Nicholas Thompson,15.30,149,974,+0.168
35,0,25396,Kevin Na,15.29,166,1086,+0.114
36,0,10809,Jim Furyk,15.22,140,920,-0.007
37,0,26951,Johnson Wagner,15.10,122,808,+0.107
38,0,21731,Freddie Jacobson,14.98,169,1128,+0.041
38,0,30927,Brendon Todd,14.98,190,1268,+0.021
40,0,24024,Zach Johnson,14.94,176,1178,+0.074
41,0,21878,Mark Wilson,14.72,117,795,+0.154
42,0,07867,Woody Austin,14.66,117,798,+0.197
43,0,12510,Chad Campbell,14.17,91,642,+0.088
44,0,25686,Jason Dufner,14.12,83,588,-0.060
45,0,25834,Daniel Summerhays,14.11,173,1226,+0.040
46,0,31202,William McGirt,13.99,164,1172,+0.091
47,0,25349,Tim Wilkinson,13.90,138,993,+0.152
48,0,22378,Trevor Immelman,13.87,130,937,+0.077
49,0,24490,George McNeill,13.63,133,976,+0.150
50,0,24846,Ricky Barnes,13.60,148,1088,+0.054
51,0,26758,David Hearn,13.47,154,1143,+0.065
52,0,33413,Ben Martin,13.42,118,879,-0.034
53,0,27770,Camilo Villegas,13.31,156,1172,+0.077
54,0,31560,Brian Stuard,13.28,137,1032,+0.051
55,0,33122,Russell Knox,13.24,153,1156,+0.072
