RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,41.23,47,114,-0.53
2,0,30925,Dustin Johnson,39.53,34,86,-0.53
3,0,35300,Andrew Loupe,36.07,44,122,-0.23
4,0,28237,Rory McIlroy,33.33,32,96,+0.03
5,0,27141,J.B. Holmes,30.63,49,160,-0.16
6,0,36689,Brooks Koepka,27.08,26,96,-0.31
7,0,24358,Robert Garrigus,26.88,43,160,-0.47
8,0,27436,Graham DeLaet,25.38,33,130,-0.15
9,0,32334,Charlie Beljan,24.31,35,144,-0.29
10,0,26329,Louis Oosthuizen,23.33,14,60,-0.36
11,0,25632,Jimmy Walker,23.03,35,152,-0.40
12,0,31323,Gary Woodland,22.37,34,152,-0.06
13,0,20848,Ángel Cabrera,22.13,27,122,-0.41
14,0,21961,Charles Howell III,21.08,43,204,-0.30
15,0,29461,Jamie Lovemark,19.17,23,120,-0.35
16,0,34099,Harris English,18.75,30,160,-0.27
17,0,27064,Jhonattan Vegas,18.67,28,150,-0.21
18,0,23320,Ryan Palmer,18.00,27,150,-0.33
19,0,30944,Jason Kokrak,17.69,23,130,-0.13
20,0,24140,Sean O'Hair,17.53,27,154,-0.19
21,0,24502,Adam Scott,16.96,19,112,-0.21
22,0,28089,Jason Day,16.67,12,72,-0.17
23,0,26851,Marc Leishman,16.43,23,140,-0.39
24,0,29518,Brendan Steele,15.82,25,158,-0.28
25,0,30692,Scott Stallings,15.44,21,136,-0.14
26,0,33141,Keegan Bradley,15.00,21,140,-0.05
27,0,34431,Robert Streb,14.79,21,142,-0.24
28,0,30110,Kyle Stanley,14.56,23,158,-0.26
29,0,12716,Charley Hoffman,14.12,24,170,-0.46
30,0,25274,Steven Bowditch,14.04,25,178,-0.44
31,0,32839,Hideki Matsuyama,13.85,18,130,-0.44
32,0,22371,Aaron Baddeley,13.28,17,128,-0.65
33,0,26331,Charl Schwartzel,12.96,14,108,-0.21
34,0,33418,Shawn Stefani,12.93,15,116,-0.27
35,0,37273,Derek Ernst,12.86,18,140,-0.11
36,0,01706,Davis Love III,12.50,18,144,+0.06
37,0,28500,Martin Flores,12.35,20,162,-0.65
38,0,34264,Hudson Swafford,12.32,17,138,-0.53
39,0,34265,Will Wilcox,12.24,12,98,-0.33
40,0,33461,Morgan Hoffmann,12.12,24,198,-0.08
