RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,23623,Bo Van Pelt,34' 7",71,2457.833,-1.00
2,0,20766,Padraig Harrington,35' 0",57,1992.667,+1.00
3,0,20443,Jin Park,36' 4",73,2653.417,+3.00
4,0,27095,Nick Watney,36' 9",108,3970.583,+15.00
5,0,25240,D.A. Points,37' 2",120,4457.167,+12.00
6,0,24846,Ricky Barnes,37' 3",113,4210.333,+8.00
7,0,24138,Ian Poulter,37' 6",56,2099.417,+2.00
8,0,06567,Vijay Singh,37' 10",85,3214.083,+13.00
8,0,27770,Camilo Villegas,37' 10",120,4539.417,+31.00
10,0,30926,Chris Kirk,37' 11",120,4547.000,-1.00
11,0,32200,Roberto Castro,38' 4",115,4410.000,+14.00
12,0,25818,Scott Piercy,38' 5",90,3455.333,+8.00
13,0,21209,Sergio Garcia,38' 7",98,3781.250,-8.00
14,0,20229,Stewart Cink,38' 8",96,3715.833,+8.00
14,0,12716,Charley Hoffman,38' 8",118,4559.250,+5.00
16,0,27644,Brian Harman,38' 9",151,5855.083,+32.00
16,0,21528,Henrik Stenson,38' 9",66,2556.917,+5.00
16,0,08793,Tiger Woods,38' 9",47,1822.917,+1.00
19,0,28237,Rory McIlroy,38' 10",71,2757.583,-14.00
19,0,26679,Kevin Stadler,38' 10",134,5205.000,-2.00
21,0,28500,Martin Flores,38' 11",179,6960.083,+16.00
21,0,29221,Webb Simpson,38' 11",116,4515.750,+14.00
23,0,32102,Rickie Fowler,39' 0",112,4365.417,+16.00
24,0,24502,Adam Scott,39' 3",79,3101.917,+2.00
24,0,34046,Jordan Spieth,39' 3",89,3490.833,+8.00
24,0,28780,Nicholas Thompson,39' 3",170,6674.250,+21.00
27,0,28307,Matt Every,39' 4",151,5937.833,+10.00
28,0,23452,Nicolas Colsaerts,39' 7",72,2851.333,+12.00
29,0,33461,Morgan Hoffmann,39' 8",107,4240.000,+8.00
29,0,21099,David Lynn,39' 8",102,4045.833,+13.00
29,0,24361,Pat Perez,39' 8",110,4367.333,+12.00
29,0,31560,Brian Stuard,39' 8",107,4247.500,+5.00
29,0,25804,Bubba Watson,39' 8",105,4166.167,-6.00
34,0,27408,Martin Kaymer,39' 10",73,2908.833,+3.00
34,0,27649,Brandt Snedeker,39' 10",93,3707.167,+3.00
36,0,22961,David Mathis,40' 1",94,3765.167,+21.00
36,0,29289,S.Y. Noh,40' 1",149,5976.250,+9.00
36,0,27214,Kevin Streelman,40' 1",107,4285.000,+9.00
39,0,30750,Tommy Gainey,40' 2",156,6262.000,+18.00
40,0,27120,Troy Matteson,40' 3",101,4068.583,+9.00
40,0,22913,John Rollins,40' 3",106,4268.583,+7.00
42,0,23135,Tim Clark,40' 4",65,2620.917,+15.00
43,0,31557,Jim Herman,40' 5",85,3438.750,+4.00
43,0,33869,Eric Meierdierks,40' 5",85,3435.083,+15.00
45,0,32334,Charlie Beljan,40' 6",95,3850.083,+8.00
46,0,08075,Jerry Kelly,40' 7",96,3894.667,+6.00
46,0,02206,David Toms,40' 7",45,1824.583,+6.00
48,0,20098,Stuart Appleby,40' 8",120,4875.083,+11.00
48,0,06573,Brandt Jobe,40' 8",68,2765.333,+4.00
50,0,31323,Gary Woodland,40' 9",151,6155.500,+5.00
51,0,34409,David Lingmerth,40' 10",91,3717.917,+12.00
52,0,28475,Jeff Overton,40' 11",147,6008.917,+17.00
52,0,27330,Josh Teater,40' 11",88,3599.333,+8.00
54,0,24399,Scott Gardiner,41' 2",91,3746.500,+20.00
54,0,24924,Bill Haas,41' 2",130,5355.583,+6.00
56,0,10809,Jim Furyk,41' 3",81,3341.750,+13.00
56,0,27936,Martin Laird,41' 3",78,3217.500,+7.00
56,0,26476,Chez Reavie,41' 3",102,4207.833,+7.00
59,0,32698,Bobby Gates,41' 4",80,3307.417,+6.00
59,0,34174,John Huh,41' 4",101,4173.333,+16.00
61,0,24781,Hunter Mahan,41' 5",95,3930.833,+15.00
61,0,20572,Rod Pampling,41' 5",51,2110.333,+13.00
