RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,9756513
2,0,01810,Phil Mickelson,6513912
3,0,02206,David Toms,5355537
4,0,06251,Chris DiMarco,3904031
5,0,08075,Jerry Kelly,3692693
6,0,01706,Davis Love III,3640891
7,0,10809,Jim Furyk,3633617
8,0,10860,Justin Leonard,3630156
9,0,21961,Charles Howell III,3463063
10,0,01320,Bob Estes,3332338
11,0,02104,Jeff Sluman,3171163
12,0,23614,Rich Beem,3168648
13,0,01381,Fred Funk,3001573
14,0,01527,Scott Hoch,2902832
15,0,01945,Kenny Perry,2821631
16,0,10585,Scott McCarron,2793467
17,0,01329,Brad Faxon,2790377
18,0,01797,Rocco Mediate,2777893
19,0,01707,Steve Lowery,2751963
20,0,20127,Chris Riley,2632091
21,0,02239,Scott Verplank,2608723
22,0,01761,Len Mattiace,2490454
23,0,06595,Kevin Sutherland,2331315
24,0,09011,David Duval,2238925
25,0,02010,Loren Roberts,2211083
26,0,01161,Mark Calcavecchia,2158297
27,0,01219,John Cook,2135484
28,0,01024,Billy Andrade,2022230
29,0,22913,John Rollins,1956565
30,0,02106,Chris Smith,1827499
31,0,01677,Tom Lehman,1822461
32,0,07457,Steve Flesch,1796117
33,0,20229,Stewart Cink,1765726
34,0,01766,Billy Mayfair,1722747
35,0,02223,Bob Tway,1721328
36,0,11032,Frank Lickliter II,1711416
37,0,06575,Dudley Hart,1678935
38,0,01307,Joel Edwards,1674415
39,0,06527,Steve Stricker,1627827
40,0,06621,Joe Durant,1618059
41,0,01938,David Peoples,1600102
42,0,01577,Lee Janzen,1580554
43,0,19846,Brian Gay,1576416
44,0,01553,John Huston,1551679
45,0,02214,Kirk Triplett,1537374
46,0,01361,Dan Forsman,1533887
47,0,01042,Paul Azinger,1524491
48,0,23108,Matt Kuchar,1524060
49,0,24925,Jonathan Byrd,1466913
50,0,10201,Matt Gogel,1454374
51,0,24361,Pat Perez,1451726
52,0,12652,Cameron Beckman,1443411
53,0,12782,Tim Herron,1427637
54,0,20094,Jonathan Kaye,1424408
55,0,06809,Bob Burns,1376325
56,0,01941,Tom Pernice Jr.,1304490
57,0,08537,J.P. Hayes,1266753
58,0,20498,Briny Baird,1223514
59,0,08931,Glen Day,1217820
60,0,01685,J.L. Lewis,1211491
61,0,02170,Hal Sutton,1181975
62,0,01132,Mark Brooks,1181393
63,0,06573,Brandt Jobe,1176012
64,0,06332,Neal Lancaster,1142020
65,0,21805,Harrison Frazar,1127523
66,0,02246,Duffy Waldorf,1122734
67,0,02101,Joey Sindelar,1118182
68,0,23353,J.J. Henry,1106798
69,0,01724,Jeff Maggert,1090001
70,0,23338,David Gossett,1050371
71,0,01619,Skip Kendall,1030445
72,0,01139,Olin Browne,1023647
73,0,01249,John Daly,1008051
74,0,01457,Jay Haas,1005353
75,0,01175,Jim Carter,985309
76,0,12510,Chad Campbell,955074
77,0,01887,Mark O'Meara,949443
78,0,12645,Brent Geiberger,938188
79,0,08375,Paul Stankowski,937096
80,0,19881,Robert Damron,921461
81,0,23541,Ben Crane,921076
82,0,07003,David Berganio Jr.,915692
83,0,01388,Robert Gamez,904654
84,0,22293,Heath Slocum,887450
85,0,07749,Brett Quigley,882889
86,0,01226,Fred Couples,839695
87,0,20095,Carl Paulson,823028
88,0,08339,Spike McRoy,817641
89,0,06515,Shaun Micheel,816997
90,0,01157,Tom Byrum,816242
91,0,01948,Tim Petrovic,802928
92,0,20436,Garrett Willis,786501
93,0,10425,Jay Williamson,753461
94,0,11011,Mike Sposa,751574
95,0,01927,Dennis Paulson,749674
96,0,19824,Craig Barlow,735638
97,0,02049,Gene Sauers,719805
98,0,01098,Jay Don Blake,713354
99,0,06350,Bob May,675246
100,0,20029,Notah Begay III,674294
101,0,01185,Brandel Chamblee,663306
102,0,01723,Andrew Magee,630589
103,0,02133,Craig Stadler,603815
104,0,06643,Paul Goydos,595124
105,0,01928,Corey Pavin,591212
106,0,02110,Jerry Smith,565968
107,0,02002,John Riegger,561786
108,0,23125,Brad Elder,561376
109,0,07721,Pat Bates,537284
110,0,10733,Kent Jones,533533
111,0,07867,Woody Austin,510525
112,0,01035,Tommy Armour III,498236
113,0,06012,Greg Kraft,474417
114,0,08881,Tripp Isenhour,468936
115,0,10649,Tom Scherrer,462702
116,0,23177,Kenneth Staton,453816
117,0,23800,Bryce Molder,453580
118,0,01569,Peter Jacobsen,421271
119,0,08993,Franklin Langham,404730
120,0,02257,Brian Watts,391350
121,0,02099,Scott Simpson,378380
122,0,06613,Tommy Tolles,366062
123,0,06617,Brian Henninger,362021
124,0,08123,Jeff Brehaut,361857
125,0,12388,Michael Clark II,357918
126,0,01203,Russ Cochran,357389
127,0,01926,Steve Pate,356167
128,0,06036,Scott Dunlap,354842
129,0,08553,Lee Porter,352626
130,0,01374,Robin Freeman,351451
131,0,01142,Bart Bryant,346822
132,0,01475,Donnie Hammond,339715
133,0,23034,Brent Schwarzrock,321841
134,0,19817,Michael Muehr,302155
135,0,01599,Steve Jones,301543
136,0,06315,Pete Jordan,294374
137,0,01943,Chris Perry,284196
138,0,07223,Brian Bateman,281421
139,0,08337,Mike Heinen,272271
140,0,20105,Jeff Gove,271652
141,0,06498,Matt Peterson,266543
142,0,01771,Blaine McCallister,263643
143,0,10213,Dicky Pride,245566
144,0,01823,Larry Mize,227723
145,0,06090,Jim McGovern,222609
146,0,21949,Joe Ogilvie,219291
147,0,01385,Jim Gallagher Jr.,215115
148,0,23322,Brett Wetterich,203034
149,0,23903,Stephen Gangluff,199042
150,0,12760,Danny Ellis,194583
151,0,02256,Tom Watson,185105
152,0,02294,Willie Wood,183928
153,0,02218,Ted Tryba,171730
154,0,01633,Tom Kite,159976
155,0,12826,Paul Claxton,156696
156,0,24937,Jess Daley,154675
157,0,06197,Michael Allen,154644
158,0,01408,Kelly Gibson,154459
159,0,02279,Mark Wiebe,154396
160,0,21259,Jason Hill,150860
161,0,01093,Ronnie Black,150062
162,0,08535,Gary Nicklaus,146915
163,0,23623,Bo Van Pelt,139357
164,0,10117,Bob Heintz,127346
165,0,07235,John Morse,127200
166,0,02131,Mike Springer,99763
167,0,26289,Boo Weekley,95206
168,0,01418,Bill Glasson,94820
169,0,02267,D.A. Weibring,90966
170,0,02159,Curtis Strange,90523
171,0,06214,Guy Boros,90396
172,0,01306,David Edwards,89285
173,0,01196,Brian Claar,78517
174,0,06016,Brad Lardon,71511
