RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,52955,Ludvig Åberg,33,6,27
2,0,39546,Keith Mitchell,62,14,48
3,0,35450,Patrick Cantlay,63,37,26
4,0,51414,Brent Grant,68,25,43
5,0,46717,Viktor Hovland,84,44,40
5,0,58696,Peter Kuest,84,2,82
7,0,56762,Will Gordon,91,21,70
8,0,55708,Hayden Buckley,94,65,29
9,0,46046,Scottie Scheffler,95,31,64
10,0,45242,Kevin Yu,96,23,73
11,0,56630,Akshay Bhatia,97,59,38
12,0,52372,Cameron Champ,99,4,95
13,0,48867,Matti Schmid,105,10,95
14,0,33204,Shane Lowry,108,71,37
15,0,57366,Cameron Young,113,7,106
16,0,58168,Davis Thompson,121,31,90
17,0,57362,Austin Eckroat,123,88,35
17,0,35310,Lanto Griffin,123,81,42
19,0,45609,Tyler Duncan,128,115,13
20,0,52375,Doug Ghim,129,119,10
21,0,55182,Tom Kim,133,121,12
22,0,28089,Jason Day,134,66,68
22,0,31323,Gary Woodland,134,13,121
24,0,51070,Vincent Norrman,136,9,127
25,0,49960,Sepp Straka,138,105,33
26,0,46970,Jon Rahm,140,11,129
27,0,37455,Si Woo Kim,141,130,11
28,0,50525,Collin Morikawa,142,134,8
29,0,39067,MJ Daffue,145,29,116
29,0,32448,James Hahn,145,114,31
31,0,30911,Tommy Fleetwood,148,81,67
31,0,31577,Tano Goya,148,77,71
33,0,34363,Tyrrell Hatton,149,48,101
34,0,50095,Austin Smotherman,150,94,56
35,0,25900,Lucas Glover,151,146,5
36,0,29725,Tony Finau,152,66,86
36,0,32102,Rickie Fowler,152,39,113
38,0,23320,Ryan Palmer,153,87,66
39,0,39977,Max Homa,155,62,93
39,0,50493,Justin Suh,155,108,47
41,0,39324,J.J. Spaun,156,115,41
42,0,46414,Aaron Rai,157,151,6
43,0,47504,Sam Burns,159,21,138
44,0,54421,Garrick Higgo,160,27,133
44,0,47995,Davis Riley,160,52,108
46,0,39971,Sungjae Im,162,110,52
47,0,31646,Emiliano Grillo,165,86,79
47,0,29221,Webb Simpson,165,103,62
49,0,47988,Nick Hardy,166,34,132
50,0,52513,Carson Young,167,142,25
51,0,33141,Keegan Bradley,168,54,114
52,0,34098,Russell Henley,169,168,1
53,0,39997,Corey Conners,170,92,78
53,0,39975,Michael Kim,170,58,112
55,0,51766,Wyndham Clark,171,15,156
55,0,33653,Thomas Detry,171,43,128
57,0,27644,Brian Harman,172,156,16
57,0,29420,Billy Horschel,172,117,55
57,0,28237,Rory McIlroy,172,1,171
60,0,40115,Adam Svensson,173,134,39
61,0,36724,Augusto Núñez,175,33,142
61,0,55893,Sam Stevens,175,28,147
63,0,49298,Kramer Hickok,176,131,45
63,0,36799,Stephan Jaeger,176,50,126
63,0,50188,S.H. Kim,176,36,140
66,0,45157,Cam Davis,177,26,151
67,0,32640,Troy Merritt,178,158,20
68,0,49453,Trevor Cone,179,11,168
68,0,40250,Taylor Pendrith,179,30,149
70,0,40006,Erik van Rooyen,181,59,122
71,0,35449,Adam Long,182,168,14
72,0,27129,Luke List,183,23,160
73,0,32816,Satoshi Kodaira,184,181,3
74,0,39954,Cody Gribble,186,99,87
74,0,33399,Adam Hadwin,186,140,46
74,0,27936,Martin Laird,186,164,22
74,0,26596,Ryan Moore,186,182,4
78,0,33948,Byeong Hun An,187,8,179
78,0,34076,Joel Dahmen,187,136,51
78,0,35461,Beau Hossler,187,57,130
78,0,24502,Adam Scott,187,17,170
78,0,46340,Alex Smalley,187,78,109
83,0,36871,Matt NeSmith,188,128,60
84,0,19803,Ryan Armour,189,187,2
84,0,54628,Lee Hodges,189,95,94
86,0,34099,Harris English,190,125,65
86,0,31557,Jim Herman,190,172,18
86,0,24024,Zach Johnson,190,171,19
86,0,32791,K.H. Lee,190,91,99
90,0,49947,Taylor Moore,191,46,145
91,0,52453,Nicolai Hojgaard,192,5,187
91,0,33448,Justin Thomas,192,38,154
93,0,39335,Kevin Roy,194,75,119
94,0,51491,Brandon Matthews,195,3,192
95,0,23108,Matt Kuchar,196,147,49
96,0,40058,Zac Blair,197,190,7
96,0,35879,Kelly Kraft,197,180,17
98,0,12716,Charley Hoffman,198,50,148
98,0,22405,Justin Rose,198,144,54
98,0,30927,Brendon Todd,198,189,9
101,0,34255,Joseph Bramlett,199,18,181
101,0,26476,Chez Reavie,199,178,21
101,0,36699,Patrick Rodgers,199,35,164
101,0,48081,Xander Schauffele,199,68,131
105,0,48699,Callum Tarren,204,19,185
106,0,51349,Nico Echavarria,206,108,98
106,0,40098,Matt Fitzpatrick,206,68,138
106,0,52411,Kyle Westmoreland,206,15,191
109,0,34409,David Lingmerth,207,192,15
109,0,29908,C.T. Pan,207,132,75
109,0,47347,Adam Schenk,207,54,153
109,0,54783,Dylan Wu,207,118,89
113,0,28252,Seamus Power,208,98,110
114,0,29535,Brice Garnett,209,177,32
114,0,35901,Paul Haley II,209,186,23
114,0,28775,Nate Lashley,209,124,85
114,0,46601,Trey Mullinax,209,20,189
114,0,52374,Brandon Wu,209,140,69
114,0,55454,Carl Yuan,209,47,162
120,0,39058,Lucas Herbert,210,64,146
121,0,33413,Ben Martin,211,154,57
121,0,34046,Jordan Spieth,211,74,137
