RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01928,Corey Pavin,15
2,0,06014,Eric Booker,14
2,0,01771,Blaine McCallister,14
4,0,19905,Andrew Coltart,13
5,0,01096,Phil Blackmar,12
5,0,20593,Greg Chalmers,12
5,0,20574,Mathew Goggin,12
5,0,07101,Dave Stockton Jr.,12
5,0,02246,Duffy Waldorf,12
10,0,24357,K.J. Choi,11
10,0,12626,Joey Gullion,11
10,0,07749,Brett Quigley,11
13,0,20099,Doug Barron,10
13,0,07363,Craig Bowden,10
13,0,23656,Jason Caron,10
13,0,01323,Brad Fabel,10
13,0,01374,Robin Freeman,10
13,0,01489,Steve Hart,10
13,0,21007,Gabriel Hjertstedt,10
13,0,01533,P.H. Horgan III,10
13,0,20094,Jonathan Kaye,10
13,0,08547,John Maginnes,10
13,0,01823,Larry Mize,10
13,0,08045,Perry Moss,10
13,0,01941,Tom Pernice Jr.,10
13,0,22064,Craig Spence,10
13,0,06527,Steve Stricker,10
28,0,01024,Billy Andrade,9
28,0,07867,Woody Austin,9
28,0,01072,Chip Beck,9
28,0,01161,Mark Calcavecchia,9
28,0,12388,Michael Clark II,9
28,0,01226,Fred Couples,9
28,0,01235,Ben Crenshaw,9
28,0,01249,John Daly,9
28,0,01261,Jay Delsing,9
28,0,06621,Joe Durant,9
28,0,01306,David Edwards,9
28,0,01313,Steve Elkington,9
28,0,01329,Brad Faxon,9
28,0,01331,Rick Fehr,9
28,0,20043,Edward Fryatt,9
28,0,01381,Fred Funk,9
28,0,21209,Sergio Garcia,9
28,0,06643,Paul Goydos,9
28,0,20378,Mathias Grönberg,9
28,0,10117,Bob Heintz,9
28,0,06617,Brian Henninger,9
28,0,08545,Glen Hnatiuk,9
28,0,01549,Mike Hulbert,9
28,0,01553,John Huston,9
28,0,01569,Peter Jacobsen,9
28,0,08993,Franklin Langham,9
28,0,11032,Frank Lickliter II,9
28,0,01887,Mark O'Meara,9
28,0,20095,Carl Paulson,9
28,0,02104,Jeff Sluman,9
28,0,02133,Craig Stadler,9
28,0,08385,Omar Uresti,9
60,0,06004,Stephen Ames,8
60,0,20098,Stuart Appleby,8
60,0,01035,Tommy Armour III,8
60,0,01040,Emlyn Aubrey,8
60,0,19824,Craig Barlow,8
60,0,01068,Andy Bean,8
60,0,12652,Cameron Beckman,8
60,0,20029,Notah Begay III,8
60,0,08243,Aaron Bengoechea,8
60,0,01093,Ronnie Black,8
60,0,01098,Jay Don Blake,8
60,0,01132,Mark Brooks,8
60,0,24673,Jeff Brown,8
60,0,01157,Tom Byrum,8
60,0,01175,Jim Carter,8
60,0,01191,Barry Cheesman,8
60,0,20229,Stewart Cink,8
60,0,01282,Trevor Dodds,8
60,0,23983,Luke Donald,8
60,0,01307,Joel Edwards,8
60,0,12823,Carlos Franco,8
60,0,21805,Harrison Frazar,8
60,0,10809,Jim Furyk,8
60,0,01385,Jim Gallagher Jr.,8
60,0,01408,Kelly Gibson,8
60,0,01435,Wayne Grady,8
60,0,06575,Dudley Hart,8
60,0,08537,J.P. Hayes,8
60,0,12782,Tim Herron,8
60,0,01527,Scott Hoch,8
60,0,01577,Lee Janzen,8
60,0,19958,Miguel Angel Jiménez,8
60,0,01599,Steve Jones,8
60,0,01619,Skip Kendall,8
60,0,23552,Hank Kuehne,8
60,0,01701,Bob Lohr,8
60,0,01706,Davis Love III,8
60,0,01707,Steve Lowery,8
60,0,12680,Shigeki Maruyama,8
60,0,01755,Dick Mast,8
60,0,01761,Len Mattiace,8
60,0,06350,Bob May,8
60,0,06515,Shaun Micheel,8
60,0,01810,Phil Mickelson,8
60,0,06140,Sean Murphy,8
60,0,10457,Frank Nobilo,8
60,0,01920,Craig Parry,8
60,0,01927,Dennis Paulson,8
60,0,01938,David Peoples,8
60,0,02010,Loren Roberts,8
60,0,22913,John Rollins,8
60,0,10649,Tom Scherrer,8
60,0,08375,Paul Stankowski,8
60,0,06595,Kevin Sutherland,8
60,0,02170,Hal Sutton,8
60,0,06078,Esteban Toledo,8
60,0,02223,Bob Tway,8
60,0,02239,Scott Verplank,8
60,0,02245,Grant Waite,8
60,0,02257,Brian Watts,8
60,0,10423,Mike Weir,8
60,0,20396,Lee Westwood,8
60,0,02279,Mark Wiebe,8
60,0,19968,Jeff Williams,8
60,0,02294,Willie Wood,8
125,0,10885,Robert Allenby,7
125,0,01042,Paul Azinger,7
125,0,01063,Ben Bates,7
125,0,01139,Olin Browne,7
125,0,01142,Bart Bryant,7
125,0,06809,Bob Burns,7
125,0,24925,Jonathan Byrd,7
125,0,19822,Bobby Cochran,7
125,0,01203,Russ Cochran,7
125,0,06034,Marco Dawson,7
125,0,06251,Chris DiMarco,7
125,0,07763,Doug Dunakey,7
125,0,09011,David Duval,7
125,0,23125,Brad Elder,7
125,0,06522,Ernie Els,7
125,0,01326,Nick Faldo,7
125,0,07457,Steve Flesch,7
125,0,01361,Dan Forsman,7
125,0,01376,Bob Friend,7
125,0,19846,Brian Gay,7
125,0,12645,Brent Geiberger,7
125,0,10201,Matt Gogel,7
125,0,20157,Retief Goosen,7
125,0,23338,David Gossett,7
125,0,06088,Steve Gotsche,7
125,0,20105,Jeff Gove,7
125,0,10963,Jimmy Green,7
125,0,01457,Jay Haas,7
125,0,20766,Padraig Harrington,7
125,0,21961,Charles Howell III,7
125,0,10962,Bradley Hughes,7
125,0,06573,Brandt Jobe,7
125,0,06315,Pete Jordan,7
125,0,08075,Jerry Kelly,7
125,0,06012,Greg Kraft,7
125,0,06332,Neal Lancaster,7
125,0,10860,Justin Leonard,7
125,0,01717,Sandy Lyle,7
125,0,01723,Andrew Magee,7
125,0,01724,Jeff Maggert,7
125,0,23516,Wes Martin,7
125,0,01766,Billy Mayfair,7
125,0,10585,Scott McCarron,7
125,0,01797,Rocco Mediate,7
125,0,01824,Yoshinori Mizumaki,7
125,0,12753,David Morland IV,7
125,0,23620,Pat Nanney Jr.,7
125,0,08535,Gary Nicklaus,7
125,0,21949,Joe Ogilvie,7
125,0,01943,Chris Perry,7
125,0,10213,Dicky Pride,7
125,0,01984,Sam Randolph,7
125,0,06062,Charles Raulerson,7
125,0,01996,Mike Reid,7
125,0,02007,Larry Rinker,7
125,0,23621,Rory Sabbatini,7
125,0,02101,Joey Sindelar,7
125,0,06567,Vijay Singh,7
125,0,02135,Mike Standly,7
125,0,06581,David Sutherland,7
125,0,06613,Tommy Tolles,7
125,0,02206,David Toms,7
125,0,02214,Kirk Triplett,7
125,0,02218,Ted Tryba,7
125,0,02230,Stan Utley,7
125,0,06431,Jean Van de Velde,7
125,0,20812,Tjaart van der Walt,7
125,0,07753,Kevin Wentworth,7
125,0,10425,Jay Williamson,7
125,0,08793,Tiger Woods,7
125,0,02321,Fuzzy Zoeller,7
196,0,22371,Aaron Baddeley,6
196,0,12661,Todd Barranger,6
196,0,10944,Thomas Bjørn,6
196,0,06214,Guy Boros,6
196,0,01116,Michael Bradley,6
196,0,10569,Mike Brisky,6
196,0,24356,Jason Buha,6
196,0,01185,Brandel Chamblee,6
196,0,01196,Brian Claar,6
196,0,19825,Darren Clarke,6
196,0,01200,Keith Clearwater,6
196,0,01219,John Cook,6
196,0,01236,Richard Cromwell,6
196,0,11653,Paul Curry,6
196,0,19881,Robert Damron,6
196,0,08931,Glen Day,6
196,0,06036,Scott Dunlap,6
196,0,23225,Paul Earnest,6
196,0,01320,Bob Estes,6
196,0,12695,Robert Floyd,6
196,0,01378,David Frost,6
196,0,20939,Keiichiro Fukabori,6
196,0,06270,Bobby Gage,6
196,0,01388,Robert Gamez,6
196,0,01414,Bob Gilder,6
196,0,01418,Bill Glasson,6
196,0,01469,Dan Halldorson,6
196,0,01475,Donnie Hammond,6
196,0,01510,Nolan Henke,6
196,0,20992,Kazuhiko Hosokawa,6
196,0,12449,Ryan Howison,6
196,0,19823,David Howser,6
196,0,01559,Hale Irwin,6
196,0,01624,Darrell Kestner,6
196,0,01626,Karl Kimball,6
196,0,01633,Tom Kite,6
196,0,01666,Bernhard Langer,6
196,0,19904,Paul Lawrie,6
196,0,01685,J.L. Lewis,6
196,0,24940,Edward Loar,6
196,0,20445,Casey Martin,6
196,0,06090,Jim McGovern,6
196,0,21593,Keith Nolan,6
196,0,01876,Greg Norman,6
196,0,06373,José María Olazábal,6
196,0,01905,Joe Ozaki,6
196,0,12660,Jesper Parnevik,6
196,0,10912,Craig Perks,6
196,0,01945,Kenny Perry,6
196,0,25021,Murray Poje,6
196,0,08553,Lee Porter,6
196,0,01968,Nick Price,6
196,0,20474,Phillip Price,6
196,0,20239,Jake Reeves,6
196,0,01998,Jack Renner,6
196,0,23389,John Restino,6
196,0,20127,Chris Riley,6
196,0,25057,Luc Rochefort,6
196,0,20275,Tommy Roddy,6
196,0,20387,Jarmo Sandelin,6
196,0,02049,Gene Sauers,6
196,0,02067,Ted Schulz,6
196,0,23034,Brent Schwarzrock,6
196,0,07007,Stephen Sear,6
196,0,02110,Jerry Smith,6
196,0,11011,Mike Sposa,6
196,0,02131,Mike Springer,6
196,0,02159,Curtis Strange,6
196,0,25081,James Sullivan,6
196,0,02167,Mike Sullivan,6
196,0,12714,Chris Tidland,6
196,0,23322,Brett Wetterich,6
196,0,02300,Ian Woosnam,6
196,0,02322,Richard Zokol,6
270,0,21406,Carl Alexander,5
270,0,20771,Steven Alker,5
270,0,01014,Fulton Allem,5
270,0,06197,Michael Allen,5
270,0,01021,Chris Anderson,5
270,0,01039,Perry Arthur,5
