RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,30925,Dustin Johnson,27' 10",512,14238.500,-68.00
2,0,27436,Graham DeLaet,28' 3",861,24306.667,-87.00
2,0,32839,Hideki Matsuyama,28' 3",823,23237.833,-98.00
4,0,27095,Nick Watney,28' 8",766,21952.333,-64.00
5,0,12510,Chad Campbell,28' 10",622,17925.000,-57.00
6,0,28237,Rory McIlroy,28' 11",601,17376.500,-105.00
6,0,23623,Bo Van Pelt,28' 11",922,26673.000,-82.00
8,0,33122,Russell Knox,29' 0",1163,33693.583,-107.00
9,0,32366,Kevin Chappell,29' 1",1189,34606.167,-121.00
10,0,23135,Tim Clark,29' 4",916,26850.833,-41.00
10,0,24024,Zach Johnson,29' 4",1173,34434.250,-141.00
12,0,32640,Troy Merritt,29' 5",719,21160.333,-61.00
13,0,28132,Tyrone Van Aswegen,29' 6",820,24166.333,-59.00
14,0,25364,Paul Casey,29' 7",583,17251.750,-72.00
14,0,10809,Jim Furyk,29' 7",974,28829.583,-114.00
16,0,24358,Robert Garrigus,29' 10",923,27571.000,-96.00
16,0,36689,Brooks Koepka,29' 10",521,15540.083,-52.00
16,0,23800,Bryce Molder,29' 10",841,25121.250,-42.00
19,0,32334,Charlie Beljan,29' 11",854,25578.000,-46.00
20,0,27644,Brian Harman,30' 0",1321,39627.583,-123.00
20,0,27770,Camilo Villegas,30' 0",1095,32852.333,-101.00
22,0,34046,Jordan Spieth,30' 2",973,29331.333,-114.00
23,0,21209,Sergio Garcia,30' 3",514,15563.833,-64.00
23,0,25900,Lucas Glover,30' 3",652,19733.833,-2.00
23,0,30852,Ryo Ishikawa,30' 3",734,22190.667,-77.00
23,0,31193,Jim Renner,30' 3",653,19729.333,-13.00
23,0,22405,Justin Rose,30' 3",654,19795.583,-80.00
28,0,20229,Stewart Cink,30' 4",935,28343.333,-62.00
28,0,12716,Charley Hoffman,30' 4",961,29116.750,-82.00
28,0,22293,Heath Slocum,30' 4",911,27662.833,-53.00
31,0,29740,Brad Fritsch,30' 5",508,15462.333,-39.00
31,0,26596,Ryan Moore,30' 5",879,26745.750,-104.00
31,0,26679,Kevin Stadler,30' 5",859,26140.500,-89.00
34,0,24846,Ricky Barnes,30' 6",964,29425.417,-77.00
34,0,28307,Matt Every,30' 6",812,24746.333,-75.00
34,0,26851,Marc Leishman,30' 6",869,26526.083,-79.00
34,0,35541,John Peterson,30' 6",734,22378.833,-21.00
38,0,33141,Keegan Bradley,30' 7",883,27010.083,-106.00
38,0,34563,Chesson Hadley,30' 7",915,27961.250,-29.00
38,0,01724,Jeff Maggert,30' 7",600,18350.000,+1.00
38,0,24502,Adam Scott,30' 7",737,22529.667,-111.00
38,0,25804,Bubba Watson,30' 7",714,21817.250,-80.00
43,0,10885,Robert Allenby,30' 8",928,28424.333,-51.00
43,0,34099,Harris English,30' 8",949,29078.333,-101.00
43,0,25572,Graeme McDowell,30' 8",649,19886.333,-73.00
43,0,34265,Will Wilcox,30' 8",518,15896.000,-49.00
