RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,10213,Dicky Pride,10.26,156,16
2,0,33413,Ben Martin,9.09,319,29
3,0,34046,Jordan Spieth,8.97,234,21
4,0,25240,D.A. Points,8.90,146,13
5,0,28089,Jason Day,8.44,237,20
6,0,32150,Michael Thompson,8.11,222,18
7,0,26476,Chez Reavie,8.00,300,24
8,0,36689,Brooks Koepka,7.96,226,18
9,0,06522,Ernie Els,7.87,216,17
10,0,26289,Boo Weekley,7.80,282,22
11,0,29476,Kyle Reifers,7.73,414,32
12,0,24024,Zach Johnson,7.64,275,21
13,0,34098,Russell Henley,7.61,276,21
14,0,33204,Shane Lowry,7.59,158,12
15,0,35539,Luke Guthrie,7.43,175,13
16,0,25834,Daniel Summerhays,7.41,324,24
17,0,25396,Kevin Na,7.35,272,20
18,0,39975,Michael Kim,7.29,343,25
19,0,26596,Ryan Moore,7.11,253,18
20,0,35732,Wes Roach,7.10,183,13
21,0,24490,George McNeill,7.06,170,12
22,0,31202,William McGirt,7.02,399,28
23,0,28237,Rory McIlroy,6.98,172,12
23,0,25198,Francesco Molinari,6.98,215,15
25,0,25804,Bubba Watson,6.97,201,14
26,0,27141,J.B. Holmes,6.88,218,15
27,0,24358,Robert Garrigus,6.83,205,14
28,0,31416,Derek Fathauer,6.82,264,18
29,0,25349,Tim Wilkinson,6.77,192,13
30,0,29223,Sam Saunders,6.74,193,13
31,0,25686,Jason Dufner,6.62,302,20
31,0,20572,Rod Pampling,6.62,136,9
33,0,20104,Ken Duke,6.54,153,10
34,0,27214,Kevin Streelman,6.51,261,17
35,0,21961,Charles Howell III,6.50,369,24
35,0,26951,Johnson Wagner,6.50,354,23
37,0,30927,Brendon Todd,6.49,185,12
38,0,25632,Jimmy Walker,6.43,280,18
39,0,24502,Adam Scott,6.38,235,15
40,0,27064,Jhonattan Vegas,6.32,348,22
41,0,29478,Kevin Kisner,6.29,302,19
41,0,30711,Colt Knost,6.29,302,19
43,0,29420,Billy Horschel,6.25,256,16
44,0,29926,Danny Lee,6.11,262,16
45,0,46440,Smylie Kaufman,6.05,281,17
46,0,23108,Matt Kuchar,6.04,331,20
47,0,27770,Camilo Villegas,5.94,286,17
48,0,40026,Daniel Berger,5.88,272,16
49,0,27747,Hiroshi Iwata,5.86,239,14
50,0,35532,Tom Hoge,5.80,207,12
51,0,24912,Will MacKenzie,5.79,242,14
52,0,25274,Steven Bowditch,5.77,208,12
53,0,40058,Zac Blair,5.76,347,20
53,0,31646,Emiliano Grillo,5.76,330,19
55,0,35451,Scott Pinckney,5.74,331,19
56,0,24357,K.J. Choi,5.70,263,15
56,0,20645,John Senden,5.70,351,20
58,0,29485,Brett Stegmaier,5.69,334,19
58,0,21878,Mark Wilson,5.69,246,14
60,0,26300,Matt Jones,5.65,248,14
