RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,34046,Jordan Spieth,28.41,88,25
2,0,25892,Steve Wheatcroft,26.74,86,23
3,0,28679,Fabián Gómez,25.89,112,29
4,0,26331,Charl Schwartzel,25.77,97,25
5,0,27466,Spencer Levin,25.40,126,32
6,0,35879,Kelly Kraft,24.69,81,20
7,0,23800,Bryce Molder,24.55,110,27
8,0,24024,Zach Johnson,24.22,128,31
8,0,27963,Chris Stroud,24.22,128,31
10,0,25834,Daniel Summerhays,24.14,145,35
11,0,28237,Rory McIlroy,24.10,83,20
12,0,24507,Jason Bohn,24.04,104,25
13,0,33410,Andrew Landry,24.00,50,12
13,0,27942,Rob Oppenheim,24.00,75,18
15,0,27141,J.B. Holmes,23.96,96,23
16,0,33399,Adam Hadwin,23.91,138,33
16,0,30925,Dustin Johnson,23.91,92,22
18,0,27649,Brandt Snedeker,23.73,118,28
19,0,34264,Hudson Swafford,23.72,156,37
20,0,33413,Ben Martin,23.66,131,31
21,0,22405,Justin Rose,23.29,73,17
22,0,12716,Charley Hoffman,23.01,113,26
23,0,27936,Martin Laird,22.92,96,22
24,0,29289,S.Y. Noh,22.88,118,27
25,0,35532,Tom Hoge,22.64,106,24
26,0,33667,Carlos Ortiz,22.62,84,19
27,0,20104,Ken Duke,22.50,80,18
27,0,23108,Matt Kuchar,22.50,120,27
29,0,02206,David Toms,21.95,82,18
30,0,31202,William McGirt,21.94,155,34
31,0,30926,Chris Kirk,21.93,114,25
32,0,24781,Hunter Mahan,21.88,64,14
33,0,35539,Luke Guthrie,21.74,69,15
34,0,35545,Blayne Barber,21.62,111,24
35,0,33461,Morgan Hoffmann,21.21,99,21
36,0,32757,Patton Kizzire,21.05,133,28
36,0,30927,Brendon Todd,21.05,76,16
38,0,30163,Henrik Norlander,20.93,86,18
39,0,32839,Hideki Matsuyama,20.87,115,24
40,0,34563,Chesson Hadley,20.83,120,25
40,0,29926,Danny Lee,20.83,120,25
42,0,06527,Steve Stricker,20.73,82,17
43,0,27644,Brian Harman,20.65,155,32
44,0,23353,J.J. Henry,20.62,97,20
45,0,34466,Peter Malnati,20.59,102,21
46,0,40026,Daniel Berger,20.54,112,23
47,0,36689,Brooks Koepka,20.45,88,18
48,0,24924,Bill Haas,20.41,98,20
49,0,24846,Ricky Barnes,20.37,108,22
50,0,06522,Ernie Els,20.24,84,17
51,0,25818,Scott Piercy,20.22,89,18
52,0,34099,Harris English,20.20,99,20
53,0,35451,Scott Pinckney,20.16,124,25
54,0,40058,Zac Blair,20.00,120,24
54,0,25364,Paul Casey,20.00,90,18
54,0,22892,Jason Gore,20.00,85,17
54,0,25804,Bubba Watson,20.00,75,15
54,0,34265,Will Wilcox,20.00,75,15
59,0,24140,Sean O'Hair,19.74,152,30
60,0,28089,Jason Day,19.72,71,14
61,0,26951,Johnson Wagner,19.69,127,25
62,0,32150,Michael Thompson,19.59,97,19
63,0,26758,David Hearn,19.48,154,30
64,0,29479,Scott Brown,19.47,113,22
65,0,26476,Chez Reavie,19.38,129,25
66,0,36699,Patrick Rodgers,19.30,114,22
67,0,27895,Jonas Blixt,19.23,104,20
67,0,34261,Scott Langley,19.23,78,15
69,0,26596,Ryan Moore,19.19,99,19
70,0,27064,Jhonattan Vegas,19.12,136,26
71,0,33448,Justin Thomas,19.01,121,23
72,0,25349,Tim Wilkinson,18.99,79,15
73,0,25720,Chad Collins,18.95,95,18
74,0,26300,Matt Jones,18.89,90,17
74,0,26329,Louis Oosthuizen,18.89,90,17
76,0,29745,Tyler Aldridge,18.87,106,20
76,0,33419,Cameron Tringale,18.87,106,20
78,0,33122,Russell Knox,18.80,117,22
79,0,33204,Shane Lowry,18.75,64,12
80,0,29222,Billy Hurley III,18.68,91,17
80,0,29223,Sam Saunders,18.68,91,17
82,0,12510,Chad Campbell,18.52,135,25
83,0,24358,Robert Garrigus,18.45,103,19
84,0,20645,John Senden,18.38,136,25
85,0,32448,James Hahn,18.37,98,18
86,0,34262,Jon Curran,18.33,120,22
87,0,01810,Phil Mickelson,18.28,93,17
88,0,29478,Kevin Kisner,18.26,115,21
89,0,27770,Camilo Villegas,18.18,88,16
89,0,21878,Mark Wilson,18.18,77,14
91,0,29268,Bronson Burgoon,17.98,89,16
92,0,21209,Sergio Garcia,17.86,56,10
93,0,27436,Graham DeLaet,17.78,90,16
94,0,26851,Marc Leishman,17.76,107,19
95,0,22046,Geoff Ogilvy,17.72,79,14
96,0,34360,Patrick Reed,17.70,113,20
97,0,46440,Smylie Kaufman,17.59,108,19
98,0,37189,Harold Varner III,17.56,131,23
99,0,24912,Will MacKenzie,17.54,114,20
99,0,25632,Jimmy Walker,17.54,114,20
101,0,28092,D.H. Lee,17.50,80,14
102,0,25240,D.A. Points,17.39,69,12
103,0,20691,Greg Owen,17.36,121,21
104,0,27747,Hiroshi Iwata,17.35,98,17
105,0,35300,Andrew Loupe,17.31,104,18
106,0,25198,Francesco Molinari,17.28,81,14
107,0,27129,Luke List,17.20,93,16
108,0,30711,Colt Knost,17.12,111,19
109,0,29720,Andres Gonzales,16.96,112,19
110,0,10885,Robert Allenby,16.95,59,10
110,0,31416,Derek Fathauer,16.95,118,20
110,0,26289,Boo Weekley,16.95,118,20
113,0,25396,Kevin Na,16.94,124,21
114,0,22371,Aaron Baddeley,16.81,113,19
114,0,25493,Nick Taylor,16.81,119,20
116,0,29725,Tony Finau,16.80,125,21
117,0,24494,Erik Compton,16.67,66,11
117,0,34409,David Lingmerth,16.67,108,18
119,0,32640,Troy Merritt,16.48,91,15
119,0,31560,Brian Stuard,16.48,91,15
121,0,32618,Rhein Gibson,16.44,73,12
122,0,25900,Lucas Glover,16.41,128,21
123,0,32366,Kevin Chappell,16.38,116,19
124,0,23541,Ben Crane,16.35,104,17
125,0,35732,Wes Roach,16.33,49,8
126,0,32102,Rickie Fowler,16.22,111,18
127,0,24357,K.J. Choi,16.19,105,17
128,0,20848,Ángel Cabrera,16.09,87,14
129,0,20766,Padraig Harrington,16.07,56,9
129,0,37455,Si Woo Kim,16.07,168,27
131,0,25686,Jason Dufner,16.00,150,24
132,0,34431,Robert Streb,15.97,119,19
133,0,37454,Whee Kim,15.89,107,17
134,0,24502,Adam Scott,15.84,101,16
135,0,36801,Mark Hubbard,15.79,133,21
136,0,21961,Charles Howell III,15.60,109,17
137,0,24490,George McNeill,15.58,77,12
138,0,06567,Vijay Singh,15.53,103,16
139,0,31420,Anirban Lahiri,15.48,84,13
140,0,29461,Jamie Lovemark,15.45,123,19
141,0,33141,Keegan Bradley,15.38,117,18
141,0,21731,Freddie Jacobson,15.38,117,18
143,0,29518,Brendan Steele,15.18,112,17
144,0,30944,Jason Kokrak,15.08,126,19
145,0,28475,Jeff Overton,15.00,80,12
146,0,25572,Graeme McDowell,14.93,67,10
146,0,32876,Martin Piller,14.93,67,10
148,0,30110,Kyle Stanley,14.81,135,20
149,0,20157,Retief Goosen,14.75,61,9
149,0,34098,Russell Henley,14.75,122,18
149,0,35891,Cameron Smith,14.75,61,9
152,0,23983,Luke Donald,14.68,109,16
153,0,27974,Sung Kang,14.55,110,16
154,0,10809,Jim Furyk,14.47,76,11
155,0,20472,Alex Cejka,14.44,90,13
155,0,29420,Billy Horschel,14.44,90,13
157,0,29221,Webb Simpson,14.43,97,14
158,0,20572,Rod Pampling,14.29,56,8
159,0,31557,Jim Herman,14.15,106,15
160,0,28114,Dawie van der Walt,14.14,99,14
161,0,29476,Kyle Reifers,13.91,151,21
162,0,10213,Dicky Pride,13.79,58,8
163,0,39975,Michael Kim,13.76,109,15
164,0,32200,Roberto Castro,13.71,124,17
164,0,31646,Emiliano Grillo,13.71,124,17
166,0,30692,Scott Stallings,13.49,126,17
167,0,28158,Steve Marino,13.41,82,11
168,0,20229,Stewart Cink,13.33,90,12
169,0,23320,Ryan Palmer,13.28,128,17
170,0,23638,Brendon de Jonge,12.79,86,11
171,0,29974,Branden Grace,12.07,58,7
172,0,24461,Thomas Aiken,12.05,83,10
173,0,34174,John Huh,11.85,135,16
174,0,37273,Derek Ernst,11.39,79,9
175,0,23325,Vaughn Taylor,11.38,123,14
176,0,31323,Gary Woodland,11.21,116,13
177,0,25274,Steven Bowditch,10.94,64,7
178,0,45526,Abraham Ancer,10.77,65,7
179,0,28132,Tyrone Van Aswegen,10.43,115,12
180,0,27214,Kevin Streelman,10.38,106,11
181,0,20098,Stuart Appleby,9.88,81,8
182,0,29485,Brett Stegmaier,9.80,102,10
183,0,08075,Jerry Kelly,9.68,93,9
184,0,33418,Shawn Stefani,9.57,115,11
185,0,23621,Rory Sabbatini,9.26,54,5
