RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
60,0,30926,Chris Kirk,5.74,65,1133,-0.277
61,0,28780,Nicholas Thompson,5.58,67,1200,-0.179
62,0,29740,Brad Fritsch,5.49,52,948,-0.192
63,0,29479,Scott Brown,5.48,42,766,-0.310
64,0,32698,Bobby Gates,5.46,29,531,E
65,0,24494,Erik Compton,5.41,49,905,-0.367
66,0,27503,Steve LeBrun,5.40,40,741,-0.175
67,0,26596,Ryan Moore,5.38,43,799,-0.326
68,0,20691,Greg Owen,5.33,49,920,-0.449
69,0,06573,Brandt Jobe,5.26,39,742,-0.231
70,0,34360,Patrick Reed,5.23,54,1033,-0.259
71,0,12510,Chad Campbell,5.17,52,1005,-0.308
72,0,08793,Tiger Woods,5.15,31,602,-0.452
73,0,30163,Henrik Norlander,5.10,42,823,-0.214
74,0,21209,Sergio Garcia,5.05,33,654,-0.394
75,0,22056,Cameron Percy,5.03,40,796,-0.200
76,0,23353,J.J. Henry,4.93,51,1035,-0.294
77,0,25686,Jason Dufner,4.92,42,853,-0.143
77,0,24490,George McNeill,4.92,44,895,-0.205
79,0,37273,Derek Ernst,4.82,33,685,-0.182
79,0,27644,Brian Harman,4.82,51,1059,-0.275
79,0,27770,Camilo Villegas,4.82,43,892,-0.349
82,0,06567,Vijay Singh,4.79,32,668,-0.219
83,0,23108,Matt Kuchar,4.78,46,963,-0.130
84,0,29425,Andrew Svoboda,4.70,23,489,-0.043
85,0,24399,Scott Gardiner,4.69,34,725,-0.176
86,0,24361,Pat Perez,4.60,41,891,-0.171
87,0,24924,Bill Haas,4.55,44,968,-0.114
87,0,27214,Kevin Streelman,4.55,43,946,-0.279
87,0,23788,D.J. Trahan,4.55,24,528,-0.333
90,0,26289,Boo Weekley,4.50,52,1156,-0.212
91,0,06522,Ernie Els,4.46,30,672,-0.233
92,0,34098,Russell Henley,4.45,41,921,-0.122
93,0,34046,Jordan Spieth,4.39,41,934,-0.439
94,0,27895,Jonas Blixt,4.38,41,937,-0.122
95,0,27330,Josh Teater,4.36,37,849,+0.054
96,0,01810,Phil Mickelson,4.27,34,796,-0.618
97,0,25336,Alistair Presnell,4.22,27,640,-0.444
98,0,29518,Brendan Steele,4.20,45,1072,-0.333
99,0,21731,Freddie Jacobson,4.19,27,644,-0.519
100,0,28307,Matt Every,4.12,46,1117,-0.261
101,0,32102,Rickie Fowler,4.10,34,829,-0.176
101,0,27408,Martin Kaymer,4.10,24,586,-0.125
103,0,20645,John Senden,4.00,34,850,-0.588
104,0,12782,Tim Herron,3.92,24,612,-0.250
105,0,28679,Fabián Gómez,3.72,29,780,-0.241
106,0,21878,Mark Wilson,3.71,26,700,+0.038
107,0,26951,Johnson Wagner,3.70,27,729,-0.333
108,0,20396,Lee Westwood,3.64,26,714,-0.269
109,0,22621,Ben Curtis,3.55,23,647,-0.174
110,0,27933,John Merrick,3.47,33,951,-0.303
111,0,27649,Brandt Snedeker,3.44,28,813,-0.250
112,0,28259,Sangmoon Bae,3.39,34,1002,-0.265
113,0,34174,John Huh,3.33,35,1051,-0.114
114,0,24663,Y.E. Yang,3.32,19,572,-0.158
115,0,34409,David Lingmerth,3.28,26,792,-0.308
116,0,23638,Brendon de Jonge,3.18,43,1352,-0.279
117,0,23623,Bo Van Pelt,3.05,23,754,+0.087
118,0,23325,Vaughn Taylor,3.04,17,560,-0.412
119,0,01116,Michael Bradley,3.01,18,598,E
120,0,08725,Tom Gillis,2.99,25,836,-0.280
121,0,19970,Robert Karlsson,2.90,15,517,-0.333
122,0,26476,Chez Reavie,2.89,27,934,-0.259
123,0,28455,Will Claxton,2.82,22,781,-0.318
124,0,24227,Justin Bolli,2.81,18,641,+0.167
125,0,24024,Zach Johnson,2.77,26,937,-0.269
126,0,25834,Daniel Summerhays,2.76,30,1086,-0.400
127,0,24357,K.J. Choi,2.73,24,878,-0.375
128,0,32150,Michael Thompson,2.70,20,740,-0.200
129,0,31202,William McGirt,2.63,26,990,-0.346
130,0,10885,Robert Allenby,2.62,19,725,-0.211
131,0,22046,Geoff Ogilvy,2.58,15,582,+0.067
132,0,22961,David Mathis,2.55,22,864,-0.227
133,0,24846,Ricky Barnes,2.54,23,906,-0.261
134,0,23409,James Driscoll,2.51,22,877,-0.318
135,0,27556,Ted Potter Jr.,2.46,19,771,-0.158
136,0,20572,Rod Pampling,2.45,12,490,-0.167
137,0,34021,Bud Cauley,2.43,19,781,-0.263
138,0,33419,Cameron Tringale,2.39,25,1044,-0.160
139,0,26497,Casey Wittenberg,2.35,20,851,-0.300
140,0,25444,Justin Hicks,2.29,21,918,-0.190
141,0,23541,Ben Crane,2.22,17,767,-0.118
142,0,20229,Stewart Cink,2.19,17,778,-0.294
143,0,06004,Stephen Ames,2.13,13,610,-0.308
144,0,25240,D.A. Points,2.11,20,948,-0.450
145,0,26758,David Hearn,2.06,21,1019,-0.381
146,0,28092,D.H. Lee,1.98,16,808,+0.063
147,0,32200,Roberto Castro,1.97,23,1170,-0.087
148,0,34261,Scott Langley,1.91,17,891,-0.176
149,0,22378,Trevor Immelman,1.85,16,863,-0.125
150,0,28310,Lee Williams,1.83,13,710,E
151,0,21099,David Lynn,1.79,14,783,-0.357
152,0,25572,Graeme McDowell,1.74,9,518,+0.111
152,0,20160,Charlie Wi,1.74,16,918,-0.125
154,0,20098,Stuart Appleby,1.73,19,1100,E
155,0,35539,Luke Guthrie,1.55,14,906,-0.357
156,0,22295,Darron Stiles,1.54,9,586,-0.222
157,0,19846,Brian Gay,1.52,15,990,-0.267
158,0,01320,Bob Estes,1.50,13,864,-0.462
159,0,23983,Luke Donald,1.41,9,640,-0.111
160,0,20104,Ken Duke,1.34,14,1047,-0.500
160,0,22806,Doug LaBelle II,1.34,11,823,-0.455
162,0,01724,Jeff Maggert,1.26,10,796,-0.100
163,0,36884,Ben Kohles,1.16,10,862,-0.200
164,0,21753,Brian Davis,1.04,12,1157,+0.333
165,0,20593,Greg Chalmers,1.03,10,974,-0.500
166,0,35139,Richard Lee,1.00,10,1002,E
166,0,20443,Jin Park,1.00,6,599,-0.167
168,0,24507,Jason Bohn,.98,9,920,E
169,0,08075,Jerry Kelly,.90,8,890,-0.375
170,0,10860,Justin Leonard,.86,9,1044,-0.222
171,0,10213,Dicky Pride,.85,7,821,-0.429
172,0,27963,Chris Stroud,.83,9,1087,-0.444
173,0,10809,Jim Furyk,.78,7,892,-0.714
174,0,02206,David Toms,.68,3,444,+0.333
175,0,28135,Aaron Watkins,.61,3,489,-0.333
175,0,10423,Mike Weir,.61,4,655,-0.500
177,0,31560,Brian Stuard,.57,5,876,-0.600
178,0,23135,Tim Clark,.50,3,601,-0.333
178,0,30711,Colt Knost,.50,4,806,-0.250
180,0,23800,Bryce Molder,.30,3,988,E
