RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,65.22,2467249,378324
2,0,30925,Dustin Johnson,64.71,2122886,328047
3,0,23452,Nicolas Colsaerts,64.09,1485027,231718
4,0,28237,Rory McIlroy,64.08,1688568,263501
5,0,27129,Luke List,63.86,2118061,331696
6,0,33141,Keegan Bradley,63.81,2935751,460098
7,0,24358,Robert Garrigus,63.75,1984324,311282
8,0,30110,Kyle Stanley,63.74,2449860,384371
9,0,33461,Morgan Hoffmann,63.66,2138072,335852
10,0,25818,Scott Piercy,63.60,2522739,396688
11,0,25274,Steven Bowditch,63.49,2329627,366936
12,0,30692,Scott Stallings,63.45,2673439,421327
12,0,31323,Gary Woodland,63.45,3373839,531747
14,0,23320,Ryan Palmer,63.39,2775704,437901
15,0,33869,Eric Meierdierks,63.27,1490517,235568
16,0,30944,Jason Kokrak,63.18,2902684,459441
17,0,23621,Rory Sabbatini,63.14,2866231,453984
18,0,28089,Jason Day,63.05,2458626,389956
19,0,28500,Martin Flores,62.97,3049836,484307
20,0,33418,Shawn Stefani,62.90,1992542,316757
21,0,32334,Charlie Beljan,62.82,2204315,350872
22,0,21961,Charles Howell III,62.80,3208681,510901
23,0,20848,Ángel Cabrera,62.75,2282662,363793
24,0,34360,Patrick Reed,62.73,2945029,469451
25,0,31557,Jim Herman,62.68,1749504,279133
25,0,29289,S.Y. Noh,62.68,2473162,394544
27,0,26331,Charl Schwartzel,62.65,2163588,345362
28,0,22405,Justin Rose,62.64,1835759,293052
29,0,25632,Jimmy Walker,62.63,3002599,479431
30,0,34431,Robert Streb,62.62,2452372,391657
31,0,26679,Kevin Stadler,62.57,2731777,436625
32,0,22913,John Rollins,62.56,2711541,433448
32,0,24502,Adam Scott,62.56,1765058,282153
34,0,34099,Harris English,62.54,3265482,522119
34,0,37273,Derek Ernst,62.54,1964683,314171
34,0,24140,Sean O'Hair,62.54,2022702,323424
37,0,25345,Carl Pettersson,62.51,2545537,407201
37,0,25562,Andres Romero,62.51,2078009,332421
39,0,23497,Tag Ridings,62.46,2294202,367306
40,0,28307,Matt Every,62.44,3177129,508834
41,0,24781,Hunter Mahan,62.39,2718533,435701
41,0,22056,Cameron Percy,62.39,2245901,359999
43,0,26289,Boo Weekley,62.37,3289074,527311
44,0,27436,Graham DeLaet,62.35,3212687,515263
44,0,12716,Charley Hoffman,62.35,2900652,465200
46,0,30750,Tommy Gainey,62.32,2980529,478242
47,0,20691,Greg Owen,62.29,2608670,418784
47,0,27095,Nick Watney,62.29,2925259,469615
49,0,25686,Jason Dufner,62.26,2405235,386336
50,0,20766,Padraig Harrington,62.25,1382220,222041
50,0,20396,Lee Westwood,62.25,2025250,325343
52,0,21731,Freddie Jacobson,62.23,1813739,291477
52,0,28475,Jeff Overton,62.23,2931642,471068
54,0,27644,Brian Harman,62.21,3005816,483140
55,0,01810,Phil Mickelson,62.20,2276419,365991
56,0,34046,Jordan Spieth,62.19,2649137,426006
56,0,28780,Nicholas Thompson,62.19,3397893,546370
58,0,29425,Andrew Svoboda,62.18,1377991,221617
59,0,30852,Ryo Ishikawa,62.17,2176522,350100
60,0,27120,Troy Matteson,62.16,2335966,375812
61,0,34098,Russell Henley,62.14,2618911,421428
61,0,27408,Martin Kaymer,62.14,1649363,265437
63,0,29221,Webb Simpson,62.12,2756699,443776
64,0,22792,Peter Hanson,62.11,1307197,210451
65,0,32366,Kevin Chappell,62.05,2655249,427953
65,0,27330,Josh Teater,62.05,2415409,389261
67,0,24138,Ian Poulter,62.04,1545040,249058
68,0,29420,Billy Horschel,62.02,3290513,530579
69,0,25900,Lucas Glover,62.01,2058792,332032
70,0,26851,Marc Leishman,62.00,2513728,405433
71,0,24924,Bill Haas,61.96,2748971,443655
72,0,29740,Brad Fritsch,61.94,2676770,432157
73,0,32698,Bobby Gates,61.92,1498032,241937
74,0,23788,D.J. Trahan,61.87,1477466,238815
75,0,30926,Chris Kirk,61.85,3181226,514351
76,0,27936,Martin Laird,61.83,2105855,340566
77,0,26300,Matt Jones,61.81,2748294,444602
78,0,06522,Ernie Els,61.80,1892104,306180
78,0,24399,Scott Gardiner,61.80,2039404,330026
80,0,27503,Steve LeBrun,61.77,2092577,338779
80,0,06567,Vijay Singh,61.77,1885568,305256
80,0,21528,Henrik Stenson,61.77,1741709,281973
83,0,29479,Scott Brown,61.74,2169539,351416
83,0,30163,Henrik Norlander,61.74,2312948,374650
85,0,23108,Matt Kuchar,61.73,2710638,439116
86,0,24494,Erik Compton,61.68,2542747,412233
87,0,23325,Vaughn Taylor,61.60,1564858,254052
88,0,27770,Camilo Villegas,61.51,2492790,405284
89,0,06527,Steve Stricker,61.47,1382865,224972
90,0,21209,Sergio Garcia,61.46,1841388,299609
91,0,32448,James Hahn,61.45,2632165,428336
92,0,28259,Sangmoon Bae,61.42,2806334,456904
93,0,27214,Kevin Streelman,61.38,2644536,430825
94,0,29518,Brendan Steele,61.36,3011548,490814
95,0,24663,Y.E. Yang,61.29,1599430,260965
96,0,23623,Bo Van Pelt,61.27,2118764,345835
97,0,23638,Brendon de Jonge,61.25,3769646,615453
98,0,24361,Pat Perez,61.24,2507199,409436
99,0,22371,Aaron Baddeley,61.23,2303819,376283
100,0,34021,Bud Cauley,61.21,2192123,358122
101,0,28679,Fabián Gómez,61.20,2180497,356309
102,0,28455,Will Claxton,61.18,2179751,356273
103,0,27895,Jonas Blixt,61.17,2611807,426960
104,0,32102,Rickie Fowler,61.15,2315051,378606
105,0,20229,Stewart Cink,61.14,2173495,355498
106,0,12782,Tim Herron,61.13,1705917,279047
107,0,08793,Tiger Woods,61.12,1687144,276040
108,0,26596,Ryan Moore,61.11,2226168,364296
109,0,20572,Rod Pampling,61.10,1361421,222830
110,0,08725,Tom Gillis,61.07,2325352,380777
110,0,20645,John Senden,61.07,2385074,390536
112,0,24490,George McNeill,61.06,2491405,408011
112,0,25336,Alistair Presnell,61.06,1777361,291087
112,0,27649,Brandt Snedeker,61.06,2273320,372313
115,0,19970,Robert Karlsson,61.03,1441844,236240
116,0,34409,David Lingmerth,61.01,2216573,363320
117,0,27933,John Merrick,61.00,2653284,434942
118,0,12510,Chad Campbell,60.97,2794613,458369
119,0,32200,Roberto Castro,60.96,3266530,535821
120,0,24846,Ricky Barnes,60.95,2511493,412060
120,0,23409,James Driscoll,60.95,2450285,402001
120,0,23353,J.J. Henry,60.95,2880687,472618
123,0,06573,Brandt Jobe,60.94,2065949,338997
124,0,20098,Stuart Appleby,60.91,3049696,500659
124,0,31202,William McGirt,60.91,2740622,449934
126,0,22046,Geoff Ogilvy,60.86,1623345,266713
127,0,33419,Cameron Tringale,60.82,2915113,479303
128,0,23541,Ben Crane,60.81,2118481,348364
128,0,25834,Daniel Summerhays,60.81,3016701,496109
130,0,24024,Zach Johnson,60.57,2573726,424941
131,0,23135,Tim Clark,60.53,1634703,270048
131,0,01724,Jeff Maggert,60.53,2183277,360700
133,0,35539,Luke Guthrie,60.52,2517985,416025
133,0,26476,Chez Reavie,60.52,2574141,425331
135,0,27556,Ted Potter Jr.,60.51,2120138,350369
136,0,34174,John Huh,60.44,2892671,478575
137,0,21878,Mark Wilson,60.43,1918803,317504
138,0,25572,Graeme McDowell,60.39,1422387,235540
139,0,22961,David Mathis,60.29,2372067,393475
140,0,26951,Johnson Wagner,60.25,1997729,331549
141,0,26758,David Hearn,60.19,2810907,467012
141,0,26497,Casey Wittenberg,60.19,2338294,388479
143,0,24357,K.J. Choi,60.17,2412918,401010
144,0,32150,Michael Thompson,60.10,2027932,337442
145,0,25444,Justin Hicks,60.07,2514257,418521
146,0,20160,Charlie Wi,60.06,2517752,419233
147,0,24227,Justin Bolli,60.05,1757301,292647
148,0,06004,Stephen Ames,60.04,1665805,277445
149,0,21753,Brian Davis,60.03,3168432,527815
149,0,31560,Brian Stuard,60.03,2400968,399932
151,0,28092,D.H. Lee,60.02,2216479,369268
152,0,25240,D.A. Points,59.98,2605620,434442
153,0,22621,Ben Curtis,59.88,1774166,296286
154,0,01116,Michael Bradley,59.86,1626074,271635
155,0,10885,Robert Allenby,59.83,1988456,332346
156,0,01320,Bob Estes,59.82,2356854,394014
157,0,36884,Ben Kohles,59.80,2352650,393414
158,0,22378,Trevor Immelman,59.78,2360673,394898
159,0,24507,Jason Bohn,59.68,2499159,418739
159,0,34261,Scott Langley,59.68,2422528,405899
159,0,21099,David Lynn,59.68,2145116,359413
162,0,28310,Lee Williams,59.67,1925691,322708
163,0,22806,Doug LaBelle II,59.63,2236712,375070
164,0,22295,Darron Stiles,59.62,1578306,264707
165,0,20104,Ken Duke,59.57,2843482,477330
166,0,19846,Brian Gay,59.56,2677692,449564
166,0,28135,Aaron Watkins,59.56,1323639,222218
168,0,27963,Chris Stroud,59.54,2944590,494592
169,0,20593,Greg Chalmers,59.53,2648364,444888
169,0,35139,Richard Lee,59.53,2728390,458304
171,0,02206,David Toms,59.47,1203557,202369
172,0,10860,Justin Leonard,59.45,2838437,477443
173,0,23983,Luke Donald,59.39,1741924,293290
174,0,10213,Dicky Pride,59.32,2214215,373273
175,0,08075,Jerry Kelly,59.22,2396893,404763
176,0,10809,Jim Furyk,59.04,2416375,409289
177,0,23800,Bryce Molder,58.89,2650137,450032
178,0,20443,Jin Park,58.81,1603416,272657
179,0,30711,Colt Knost,58.74,2160601,367808
180,0,10423,Mike Weir,58.40,1749053,299506
