RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,28135,Aaron Watkins,50.00,44,88,-0.11
2,0,30711,Colt Knost,46.92,61,130,+0.10
3,0,08075,Jerry Kelly,46.48,66,142,-0.18
4,0,10423,Mike Weir,46.15,48,104,-0.04
5,0,21753,Brian Davis,46.07,82,178,-0.06
6,0,19846,Brian Gay,45.89,67,146,-0.10
7,0,10213,Dicky Pride,45.52,61,134,-0.08
8,0,28310,Lee Williams,45.00,54,120,E
9,0,22295,Darron Stiles,44.90,44,98,+0.16
10,0,23135,Tim Clark,44.68,42,94,-0.12
11,0,20443,Jin Park,44.00,44,100,E
12,0,10860,Justin Leonard,43.90,72,164,-0.06
13,0,01724,Jeff Maggert,43.65,55,126,E
14,0,27963,Chris Stroud,43.60,75,172,-0.03
15,0,20572,Rod Pampling,42.86,36,84,-0.28
16,0,24227,Justin Bolli,40.91,45,110,+0.13
17,0,21099,David Lynn,40.68,48,118,-0.02
18,0,22806,Doug LaBelle II,40.44,55,136,-0.07
19,0,36884,Ben Kohles,40.14,57,142,-0.05
20,0,02206,David Toms,39.71,27,68,-0.15
21,0,34261,Scott Langley,39.44,56,142,-0.18
21,0,20160,Charlie Wi,39.44,56,142,E
23,0,23800,Bryce Molder,39.38,63,160,-0.08
24,0,22621,Ben Curtis,39.36,37,94,E
25,0,26951,Johnson Wagner,39.29,44,112,+0.07
26,0,25572,Graeme McDowell,39.19,29,74,-0.17
27,0,24024,Zach Johnson,39.13,54,138,-0.13
28,0,20593,Greg Chalmers,39.04,57,146,-0.12
29,0,32150,Michael Thompson,38.89,42,108,+0.05
30,0,06004,Stephen Ames,38.78,38,98,+0.13
31,0,24507,Jason Bohn,38.57,54,140,-0.22
32,0,35139,Richard Lee,38.31,59,154,-0.15
33,0,26497,Casey Wittenberg,38.24,52,136,-0.02
34,0,20104,Ken Duke,37.97,60,158,+0.02
35,0,10809,Jim Furyk,37.12,49,132,-0.18
36,0,34174,John Huh,36.18,55,152,+0.13
37,0,26476,Chez Reavie,36.11,52,144,+0.12
38,0,31202,William McGirt,35.33,53,150,+0.09
39,0,26758,David Hearn,35.00,56,160,-0.16
40,0,08725,Tom Gillis,34.62,45,130,+0.11
41,0,23983,Luke Donald,33.70,31,92,+0.03
42,0,23541,Ben Crane,33.62,39,116,+0.13
43,0,22961,David Mathis,33.58,45,134,-0.04
44,0,01320,Bob Estes,33.33,44,132,-0.07
44,0,23623,Bo Van Pelt,33.33,38,114,-0.08
46,0,25444,Justin Hicks,32.88,48,146,-0.15
47,0,25240,D.A. Points,32.67,49,150,-0.08
48,0,23325,Vaughn Taylor,32.61,30,92,+0.07
49,0,22046,Geoff Ogilvy,31.91,30,94,+0.10
50,0,28455,Will Claxton,31.75,40,126,+0.18
51,0,21878,Mark Wilson,31.73,33,104,+0.06
52,0,26596,Ryan Moore,31.58,36,114,-0.03
52,0,27556,Ted Potter Jr.,31.58,36,114,+0.22
54,0,22378,Trevor Immelman,31.54,41,130,+0.02
55,0,31560,Brian Stuard,31.25,45,144,+0.16
56,0,35539,Luke Guthrie,31.08,46,148,-0.07
57,0,20098,Stuart Appleby,30.95,52,168,+0.12
58,0,28092,D.H. Lee,30.77,40,130,-0.35
59,0,21731,Freddie Jacobson,30.21,29,96,-0.03
60,0,27895,Jonas Blixt,30.15,41,136,-0.10
60,0,24357,K.J. Choi,30.15,41,136,-0.22
62,0,34409,David Lingmerth,29.84,37,124,+0.03
63,0,10885,Robert Allenby,29.46,33,112,+0.12
64,0,19970,Robert Karlsson,29.35,27,92,+0.11
65,0,25336,Alistair Presnell,29.25,31,106,+0.10
66,0,01116,Michael Bradley,27.88,29,104,+0.14
67,0,27644,Brian Harman,27.65,47,170,+0.09
68,0,34021,Bud Cauley,27.12,32,118,+0.09
69,0,25834,Daniel Summerhays,26.51,44,166,-0.09
70,0,12782,Tim Herron,25.56,23,90,+0.04
71,0,06567,Vijay Singh,25.49,26,102,+0.04
72,0,20229,Stewart Cink,25.42,30,118,+0.10
73,0,27933,John Merrick,25.34,37,146,+0.03
74,0,23353,J.J. Henry,25.32,39,154,+0.08
75,0,32200,Roberto Castro,25.27,47,186,-0.02
76,0,23638,Brendon de Jonge,25.00,53,212,+0.04
76,0,23409,James Driscoll,25.00,36,144,+0.19
76,0,06522,Ernie Els,25.00,24,96,+0.08
76,0,29425,Andrew Svoboda,25.00,21,84,-0.05
80,0,24361,Pat Perez,24.64,34,138,+0.15
81,0,28679,Fabián Gómez,24.62,32,130,+0.16
82,0,27649,Brandt Snedeker,24.60,31,126,-0.23
83,0,30750,Tommy Gainey,24.38,39,160,+0.18
84,0,29221,Webb Simpson,24.32,36,148,E
85,0,24924,Bill Haas,24.31,35,144,-0.11
86,0,24846,Ricky Barnes,24.29,34,140,-0.03
87,0,27770,Camilo Villegas,23.97,35,146,-0.03
88,0,24663,Y.E. Yang,23.91,22,92,+0.18
89,0,33419,Cameron Tringale,23.75,38,160,-0.11
90,0,24399,Scott Gardiner,23.73,28,118,+0.29
91,0,24494,Erik Compton,23.65,35,148,+0.17
91,0,32448,James Hahn,23.65,35,148,+0.11
93,0,28259,Sangmoon Bae,23.42,37,158,+0.08
94,0,30852,Ryo Ishikawa,23.39,29,124,+0.31
94,0,01810,Phil Mickelson,23.39,29,124,-0.10
96,0,12510,Chad Campbell,23.03,35,152,+0.11
97,0,27214,Kevin Streelman,22.97,34,148,-0.12
98,0,30926,Chris Kirk,22.94,39,170,+0.05
99,0,27503,Steve LeBrun,22.58,28,124,+0.04
100,0,27330,Josh Teater,22.14,31,140,-0.03
101,0,25686,Jason Dufner,22.13,27,122,E
102,0,30163,Henrik Norlander,22.06,30,136,-0.07
103,0,21528,Henrik Stenson,21.88,21,96,-0.10
104,0,28307,Matt Every,21.84,38,174,+0.05
105,0,24138,Ian Poulter,21.79,17,78,-0.12
106,0,06527,Steve Stricker,21.43,15,70,-0.53
107,0,24490,George McNeill,21.32,29,136,+0.10
108,0,25562,Andres Romero,21.19,25,118,+0.32
108,0,33418,Shawn Stefani,21.19,25,118,+0.12
110,0,23108,Matt Kuchar,21.13,30,142,-0.10
111,0,22371,Aaron Baddeley,21.09,27,128,-0.04
111,0,20645,John Senden,21.09,27,128,-0.07
113,0,28780,Nicholas Thompson,21.05,40,190,-0.10
114,0,20396,Lee Westwood,20.75,22,106,+0.05
115,0,29420,Billy Horschel,20.45,36,176,-0.17
115,0,22056,Cameron Percy,20.45,27,132,E
117,0,32366,Kevin Chappell,20.27,30,148,+0.10
118,0,27408,Martin Kaymer,20.24,17,84,+0.24
119,0,26289,Boo Weekley,20.00,36,180,+0.19
120,0,27936,Martin Laird,19.64,22,112,-0.05
121,0,26300,Matt Jones,19.62,31,158,+0.10
122,0,22913,John Rollins,19.18,28,146,+0.04
123,0,34098,Russell Henley,19.12,26,136,-0.19
124,0,12716,Charley Hoffman,19.08,29,152,-0.14
125,0,20766,Padraig Harrington,18.92,14,74,-0.29
126,0,32698,Bobby Gates,18.89,17,90,+0.06
127,0,29479,Scott Brown,18.85,23,122,E
128,0,24140,Sean O'Hair,18.75,21,112,+0.24
128,0,29518,Brendan Steele,18.75,30,160,-0.03
130,0,33461,Morgan Hoffmann,18.55,23,124,-0.09
131,0,23788,D.J. Trahan,18.48,17,92,+0.06
132,0,26851,Marc Leishman,18.46,24,130,+0.13
133,0,20691,Greg Owen,18.31,26,142,+0.08
134,0,34046,Jordan Spieth,18.24,27,148,-0.04
135,0,21209,Sergio Garcia,18.09,17,94,-0.18
136,0,06573,Brandt Jobe,17.86,20,112,+0.30
137,0,31557,Jim Herman,17.65,18,102,+0.28
138,0,27120,Troy Matteson,17.42,23,132,+0.04
139,0,34099,Harris English,17.24,30,174,-0.07
140,0,37273,Derek Ernst,16.96,19,112,-0.05
141,0,24781,Hunter Mahan,16.90,24,142,+0.13
142,0,26679,Kevin Stadler,16.88,26,154,+0.31
143,0,22792,Peter Hanson,16.67,11,66,-0.18
143,0,25345,Carl Pettersson,16.67,22,132,+0.14
145,0,29289,S.Y. Noh,16.42,22,134,+0.14
146,0,32334,Charlie Beljan,15.83,19,120,E
146,0,32102,Rickie Fowler,15.83,19,120,+0.05
148,0,27095,Nick Watney,15.79,24,152,-0.08
149,0,34360,Patrick Reed,15.66,26,166,-0.08
150,0,27436,Graham DeLaet,15.34,27,176,+0.11
151,0,28237,Rory McIlroy,14.63,12,82,+0.17
152,0,21961,Charles Howell III,14.46,24,166,-0.08
153,0,23621,Rory Sabbatini,14.38,23,160,-0.04
154,0,33869,Eric Meierdierks,14.13,13,92,-0.15
155,0,28475,Jeff Overton,14.10,22,156,+0.14
156,0,34431,Robert Streb,14.08,20,142,+0.30
157,0,29740,Brad Fritsch,13.64,21,154,-0.10
157,0,08793,Tiger Woods,13.64,12,88,+0.08
159,0,30692,Scott Stallings,13.04,18,138,+0.06
160,0,31323,Gary Woodland,12.79,22,172,+0.18
161,0,25818,Scott Piercy,12.70,16,126,-0.19
162,0,28500,Martin Flores,12.65,21,166,E
163,0,20848,Ángel Cabrera,12.10,15,124,+0.13
164,0,26331,Charl Schwartzel,12.04,13,108,+0.08
165,0,25804,Bubba Watson,11.86,14,118,+0.14
166,0,23320,Ryan Palmer,11.64,17,146,E
167,0,28089,Jason Day,10.94,14,128,+0.14
168,0,23497,Tag Ridings,10.77,14,130,+0.07
169,0,33141,Keegan Bradley,10.27,15,146,-0.13
170,0,24502,Adam Scott,10.23,9,88,E
171,0,25632,Jimmy Walker,10.00,16,160,-0.06
172,0,27129,Luke List,9.84,12,122,+0.25
173,0,22405,Justin Rose,9.78,9,92,-0.22
174,0,25900,Lucas Glover,9.09,10,110,+0.20
175,0,24358,Robert Garrigus,8.33,9,108,-0.11
176,0,30110,Kyle Stanley,7.94,10,126,E
177,0,30944,Jason Kokrak,7.24,11,152,-0.09
178,0,30925,Dustin Johnson,6.48,7,108,E
179,0,25274,Steven Bowditch,6.15,8,130,-0.25
180,0,23452,Nicolas Colsaerts,5.41,4,74,+0.75
