RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
72,0,34261,Scott Langley,2.11,3,142,+0.67
72,0,20691,Greg Owen,2.11,3,142,E
75,0,34046,Jordan Spieth,2.03,3,148,+0.33
76,0,06567,Vijay Singh,1.96,2,102,-0.50
77,0,01116,Michael Bradley,1.92,2,104,E
77,0,28475,Jeff Overton,1.92,3,156,+0.67
79,0,10860,Justin Leonard,1.83,3,164,+0.67
80,0,25834,Daniel Summerhays,1.81,3,166,+0.33
81,0,06573,Brandt Jobe,1.79,2,112,-0.50
81,0,27936,Martin Laird,1.79,2,112,+0.50
81,0,26951,Johnson Wagner,1.79,2,112,+0.50
84,0,27644,Brian Harman,1.76,3,170,+0.33
85,0,27556,Ted Potter Jr.,1.75,2,114,+0.50
86,0,31323,Gary Woodland,1.74,3,172,E
87,0,34099,Harris English,1.72,3,174,E
87,0,28307,Matt Every,1.72,3,174,+0.67
89,0,27436,Graham DeLaet,1.70,3,176,E
90,0,21753,Brian Davis,1.69,3,178,-0.33
90,0,25804,Bubba Watson,1.69,2,118,E
92,0,32334,Charlie Beljan,1.67,2,120,+0.50
93,0,32200,Roberto Castro,1.61,3,186,E
94,0,25818,Scott Piercy,1.59,2,126,-1.00
95,0,20645,John Senden,1.56,2,128,+0.50
96,0,08725,Tom Gillis,1.54,2,130,+1.00
97,0,01320,Bob Estes,1.52,2,132,+0.50
98,0,24357,K.J. Choi,1.47,2,136,E
98,0,22806,Doug LaBelle II,1.47,2,136,E
98,0,26497,Casey Wittenberg,1.47,2,136,+0.50
101,0,24507,Jason Bohn,1.43,2,140,+0.50
102,0,33141,Keegan Bradley,1.37,2,146,E
103,0,32366,Kevin Chappell,1.35,2,148,+1.00
103,0,35539,Luke Guthrie,1.35,2,148,+0.50
103,0,20766,Padraig Harrington,1.35,1,74,-1.00
106,0,31202,William McGirt,1.33,2,150,+0.50
107,0,12510,Chad Campbell,1.32,2,152,-0.50
107,0,30944,Jason Kokrak,1.32,2,152,+2.00
109,0,29518,Brendan Steele,1.25,2,160,E
110,0,24502,Adam Scott,1.14,1,88,E
110,0,28135,Aaron Watkins,1.14,1,88,E
110,0,08793,Tiger Woods,1.14,1,88,E
113,0,33869,Eric Meierdierks,1.09,1,92,+1.00
113,0,23325,Vaughn Taylor,1.09,1,92,E
115,0,21209,Sergio Garcia,1.06,1,94,+1.00
115,0,22046,Geoff Ogilvy,1.06,1,94,E
117,0,06522,Ernie Els,1.04,1,96,E
117,0,21731,Freddie Jacobson,1.04,1,96,+1.00
117,0,21528,Henrik Stenson,1.04,1,96,+1.00
120,0,31557,Jim Herman,.98,1,102,-2.00
121,0,25336,Alistair Presnell,.94,1,106,+1.00
122,0,24358,Robert Garrigus,.93,1,108,+3.00
123,0,25900,Lucas Glover,.91,1,110,E
124,0,20229,Stewart Cink,.85,1,118,E
124,0,24399,Scott Gardiner,.85,1,118,+2.00
124,0,25562,Andres Romero,.85,1,118,+1.00
124,0,33418,Shawn Stefani,.85,1,118,+1.00
128,0,29479,Scott Brown,.82,1,122,+1.00
129,0,34409,David Lingmerth,.81,1,124,E
130,0,28455,Will Claxton,.79,1,126,+1.00
131,0,22378,Trevor Immelman,.77,1,130,E
131,0,23497,Tag Ridings,.77,1,130,+2.00
133,0,29289,S.Y. Noh,.75,1,134,-1.00
134,0,24846,Ricky Barnes,.71,1,140,+1.00
135,0,23409,James Driscoll,.69,1,144,+2.00
136,0,27770,Camilo Villegas,.68,1,146,-1.00
137,0,35139,Richard Lee,.65,1,154,+1.00
138,0,30750,Tommy Gainey,.63,1,160,E
138,0,33419,Cameron Tringale,.63,1,160,-1.00
140,0,21961,Charles Howell III,.60,1,166,E
141,0,29420,Billy Horschel,.57,1,176,+1.00
142,0,26289,Boo Weekley,.56,1,180,E
143,0,28780,Nicholas Thompson,.53,1,190,+2.00
144,0,10885,Robert Allenby,.00,0,112,E
144,0,34021,Bud Cauley,.00,0,118,E
144,0,23452,Nicolas Colsaerts,.00,0,74,E
144,0,24494,Erik Compton,.00,0,148,E
144,0,28089,Jason Day,.00,0,128,E
144,0,37273,Derek Ernst,.00,0,112,E
144,0,28500,Martin Flores,.00,0,166,E
144,0,29740,Brad Fritsch,.00,0,154,E
144,0,32698,Bobby Gates,.00,0,90,E
144,0,28679,Fabián Gómez,.00,0,130,E
144,0,32448,James Hahn,.00,0,148,E
144,0,22792,Peter Hanson,.00,0,66,E
144,0,33461,Morgan Hoffmann,.00,0,124,E
144,0,30852,Ryo Ishikawa,.00,0,124,E
144,0,30925,Dustin Johnson,.00,0,108,E
144,0,27408,Martin Kaymer,.00,0,84,E
144,0,36884,Ben Kohles,.00,0,142,E
144,0,27503,Steve LeBrun,.00,0,124,E
144,0,27129,Luke List,.00,0,122,E
144,0,27120,Troy Matteson,.00,0,132,E
144,0,28237,Rory McIlroy,.00,0,82,E
144,0,30163,Henrik Norlander,.00,0,136,E
144,0,24140,Sean O'Hair,.00,0,112,E
144,0,23320,Ryan Palmer,.00,0,146,E
144,0,22056,Cameron Percy,.00,0,132,E
144,0,24361,Pat Perez,.00,0,138,E
144,0,25345,Carl Pettersson,.00,0,132,E
144,0,22913,John Rollins,.00,0,146,E
144,0,26331,Charl Schwartzel,.00,0,108,E
144,0,34431,Robert Streb,.00,0,142,E
144,0,31560,Brian Stuard,.00,0,144,E
144,0,29425,Andrew Svoboda,.00,0,84,E
144,0,27330,Josh Teater,.00,0,140,E
144,0,23788,D.J. Trahan,.00,0,92,E
144,0,23623,Bo Van Pelt,.00,0,114,E
144,0,20160,Charlie Wi,.00,0,142,E
144,0,24663,Y.E. Yang,.00,0,92,E
