RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,30925,Dustin Johnson,55.76,488518,87606
2,0,24358,Robert Garrigus,55.34,507812,91758
3,0,27129,Luke List,55.33,522619,94454
4,0,25804,Bubba Watson,55.31,593517,107310
5,0,31323,Gary Woodland,55.10,805660,146214
6,0,30110,Kyle Stanley,54.82,603177,110028
7,0,23452,Nicolas Colsaerts,54.54,345089,63274
8,0,33141,Keegan Bradley,54.45,652910,119911
9,0,27436,Graham DeLaet,54.25,756317,139413
10,0,30944,Jason Kokrak,54.15,696277,128575
11,0,23320,Ryan Palmer,54.08,631945,116864
12,0,28237,Rory McIlroy,54.05,431083,79760
13,0,33869,Eric Meierdierks,54.01,356867,66069
14,0,24140,Sean O'Hair,53.89,485359,90066
15,0,30692,Scott Stallings,53.84,637919,118483
16,0,25818,Scott Piercy,53.80,572406,106403
17,0,26331,Charl Schwartzel,53.78,490459,91189
18,0,28089,Jason Day,53.71,585569,109032
19,0,28500,Martin Flores,53.60,692897,129264
20,0,23621,Rory Sabbatini,53.59,628584,117302
21,0,25274,Steven Bowditch,53.58,531746,99241
21,0,21961,Charles Howell III,53.58,764597,142696
23,0,31557,Jim Herman,53.56,392813,73341
24,0,33461,Morgan Hoffmann,53.51,442479,82694
25,0,32334,Charlie Beljan,53.48,530964,99290
25,0,34431,Robert Streb,53.48,547014,102291
27,0,33418,Shawn Stefani,53.45,442978,82883
28,0,29289,S.Y. Noh,53.41,590883,110629
29,0,20848,Ángel Cabrera,53.35,523238,98070
30,0,22405,Justin Rose,53.33,414876,77792
30,0,24502,Adam Scott,53.33,418638,78496
32,0,23497,Tag Ridings,53.22,532251,100001
32,0,25632,Jimmy Walker,53.22,742056,139431
34,0,29740,Brad Fritsch,53.21,625766,117604
35,0,08793,Tiger Woods,53.17,401397,75499
36,0,34099,Harris English,53.03,754161,142202
36,0,26300,Matt Jones,53.03,648104,122218
36,0,34360,Patrick Reed,53.03,649536,122480
36,0,29425,Andrew Svoboda,53.03,304296,57380
40,0,25900,Lucas Glover,53.02,512926,96744
41,0,25562,Andres Romero,52.98,486634,91850
41,0,27330,Josh Teater,52.98,599953,113251
43,0,32366,Kevin Chappell,52.97,656712,123987
43,0,20691,Greg Owen,52.97,597529,112797
43,0,22913,John Rollins,52.97,624647,117930
46,0,27408,Martin Kaymer,52.90,355875,67278
47,0,30926,Chris Kirk,52.88,749882,141813
48,0,32698,Bobby Gates,52.85,347660,65786
48,0,26679,Kevin Stadler,52.85,626965,118641
50,0,34098,Russell Henley,52.80,593294,112359
51,0,29479,Scott Brown,52.76,545729,103434
51,0,24781,Hunter Mahan,52.76,652188,123603
53,0,37273,Derek Ernst,52.75,444018,84180
54,0,27936,Martin Laird,52.74,533781,101208
55,0,30852,Ryo Ishikawa,52.63,502763,95528
56,0,22371,Aaron Baddeley,52.61,587101,111595
57,0,24494,Erik Compton,52.60,570658,108492
58,0,27095,Nick Watney,52.59,708544,134735
59,0,12716,Charley Hoffman,52.56,710649,135214
59,0,28475,Jeff Overton,52.56,680668,129505
61,0,22056,Cameron Percy,52.55,495996,94377
62,0,26289,Boo Weekley,52.54,731921,139315
63,0,30163,Henrik Norlander,52.53,533322,101536
64,0,20396,Lee Westwood,52.52,479167,91229
65,0,27503,Steve LeBrun,52.50,492483,93805
66,0,23788,D.J. Trahan,52.48,333564,63558
67,0,06522,Ernie Els,52.47,439278,83714
68,0,22792,Peter Hanson,52.43,275191,52483
68,0,27120,Troy Matteson,52.43,553091,105484
70,0,21528,Henrik Stenson,52.41,398648,76068
71,0,28780,Nicholas Thompson,52.40,785334,149885
72,0,20229,Stewart Cink,52.39,518428,98960
72,0,32448,James Hahn,52.39,639136,121998
72,0,20766,Padraig Harrington,52.39,307294,58659
72,0,25345,Carl Pettersson,52.39,583529,111374
76,0,29420,Billy Horschel,52.35,770556,147187
77,0,26851,Marc Leishman,52.34,557352,106479
78,0,28307,Matt Every,52.29,742987,142093
79,0,27770,Camilo Villegas,52.26,558666,106899
80,0,28259,Sangmoon Bae,52.25,636462,121811
81,0,21209,Sergio Garcia,52.19,429951,82376
81,0,27214,Kevin Streelman,52.19,601653,115281
