RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,27466,Spencer Levin,50' 6",14.546,24
2,0,25632,Jimmy Walker,50' 1",23.434,39
3,0,24924,Bill Haas,49' 5",19.583,33
4,0,29518,Brendan Steele,48' 7",27.395,47
5,0,28500,Martin Flores,48' 6",16.298,28
6,0,24357,K.J. Choi,47' 4",15.901,28
7,0,01810,Phil Mickelson,47' 2",15.853,28
8,0,06527,Steve Stricker,46' 8",10.639,19
9,0,24024,Zach Johnson,46' 7",14.523,26
10,0,28308,Troy Kelly,46' 3",14.983,27
10,0,27120,Troy Matteson,46' 3",26.095,47
12,0,33122,Russell Knox,46' 1",11.069,20
12,0,26329,Louis Oosthuizen,46' 1",12.709,23
14,0,29910,Blake Adams,45' 11",25.884,47
14,0,23800,Bryce Molder,45' 11",13.235,24
16,0,28455,Will Claxton,45' 10",23.091,42
17,0,24507,Jason Bohn,45' 9",15.377,28
17,0,21961,Charles Howell III,45' 9",23.061,42
19,0,26758,David Hearn,45' 8",23.585,43
20,0,25818,Scott Piercy,45' 7",21.882,40
21,0,23718,Nathan Green,45' 6",14.732,27
21,0,27330,Josh Teater,45' 6",30.028,55
23,0,10860,Justin Leonard,45' 5",20.692,38
24,0,21350,Ryuji Imada,45' 4",20.118,37
24,0,26851,Marc Leishman,45' 4",26.672,49
26,0,20229,Stewart Cink,45' 3",13.567,25
26,0,27644,Brian Harman,45' 3",17.924,33
28,0,06034,Marco Dawson,45' 0",8.096,15
28,0,29222,Billy Hurley III,45' 0",12.970,24
30,0,30925,Dustin Johnson,44' 11",11.851,22
30,0,31202,William McGirt,44' 11",18.315,34
32,0,33141,Keegan Bradley,44' 9",22.534,42
32,0,20593,Greg Chalmers,44' 9",12.889,24
34,0,27064,Jhonattan Vegas,44' 7",20.338,38
35,0,34099,Harris English,44' 4",25.529,48
36,0,19970,Robert Karlsson,44' 3",18.065,34
36,0,08075,Jerry Kelly,44' 3",19.651,37
38,0,32200,Roberto Castro,44' 2",22.780,43
39,0,10809,Jim Furyk,44' 0",10.039,19
39,0,30926,Chris Kirk,44' 0",24.820,47
41,0,27436,Graham DeLaet,43' 11",23.170,44
41,0,27963,Chris Stroud,43' 11",12.111,23
41,0,21878,Mark Wilson,43' 11",17.390,33
44,0,23353,J.J. Henry,43' 9",14.174,27
45,0,20098,Stuart Appleby,43' 8",14.152,27
45,0,21528,Henrik Stenson,43' 8",14.682,28
45,0,26951,Johnson Wagner,43' 8",23.055,44
48,0,23320,Ryan Palmer,43' 6",16.181,31
48,0,20645,John Senden,43' 6",12.012,23
50,0,22621,Ben Curtis,43' 5",7.821,15
51,0,26300,Matt Jones,43' 3",11.940,23
51,0,25396,Kevin Na,43' 3",10.384,20
53,0,29478,Kevin Kisner,43' 1",7.232,14
54,0,20623,Gavin Coles,42' 11",15.967,31
54,0,28237,Rory McIlroy,42' 11",9.784,19
54,0,27095,Nick Watney,42' 11",23.707,46
57,0,23542,Tommy Biershenk,42' 10",15.429,30
58,0,23638,Brendon de Jonge,42' 9",25.135,49
58,0,27649,Brandt Snedeker,42' 9",14.880,29
58,0,24663,Y.E. Yang,42' 9",6.666,13
61,0,24846,Ricky Barnes,42' 8",31.739,62
61,0,20574,Mathew Goggin,42' 8",12.811,25
61,0,22348,Nick O'Hern,42' 8",18.958,37
61,0,25804,Bubba Watson,42' 8",9.730,19
65,0,29289,S.Y. Noh,42' 7",16.874,33
66,0,19846,Brian Gay,42' 5",8.650,17
67,0,01797,Rocco Mediate,42' 4",12.183,24
68,0,31558,J.J. Killeen,42' 3",18.746,37
68,0,30711,Colt Knost,42' 3",16.726,33
68,0,25345,Carl Pettersson,42' 3",13.170,26
71,0,23548,Bill Lunde,42' 2",18.732,37
71,0,25834,Daniel Summerhays,42' 2",15.688,31
73,0,23108,Matt Kuchar,42' 1",10.100,20
73,0,24140,Sean O'Hair,42' 1",18.688,37
73,0,22405,Justin Rose,42' 1",13.642,27
73,0,33419,Cameron Tringale,42' 1",20.696,41
77,0,32698,Bobby Gates,41' 10",25.602,51
77,0,24940,Edward Loar,41' 10",8.035,16
77,0,22046,Geoff Ogilvy,41' 10",12.551,25
80,0,12782,Tim Herron,41' 9",16.041,32
80,0,25240,D.A. Points,41' 9",22.028,44
82,0,32150,Michael Thompson,41' 8",14.495,29
83,0,23983,Luke Donald,41' 7",6.484,13
83,0,22548,Patrick Sheehan,41' 7",11.467,23
85,0,27302,Garth Mulroy,41' 6",10.948,22
85,0,31323,Gary Woodland,41' 6",19.935,40
87,0,23903,Stephen Gangluff,41' 5",10.927,22
88,0,23788,D.J. Trahan,41' 4",19.332,39
89,0,29476,Kyle Reifers,41' 3",21.758,44
90,0,22371,Aaron Baddeley,41' 2",9.878,20
90,0,01249,John Daly,41' 2",7.898,16
90,0,28089,Jason Day,41' 2",11.844,24
90,0,21805,Harrison Frazar,41' 2",14.831,30
94,0,20572,Rod Pampling,41' 1",16.751,34
95,0,33120,Mark Anderson,41' 0",19.673,40
95,0,20766,Padraig Harrington,41' 0",9.830,20
95,0,26596,Ryan Moore,41' 0",17.725,36
98,0,20848,Ángel Cabrera,40' 11",7.863,16
98,0,27141,J.B. Holmes,40' 11",18.151,37
100,0,12716,Charley Hoffman,40' 10",25.008,51
101,0,32366,Kevin Chappell,40' 9",22.509,46
102,0,23623,Bo Van Pelt,40' 8",13.654,28
103,0,01724,Jeff Maggert,40' 7",15.592,32
103,0,24490,George McNeill,40' 7",16.557,34
105,0,22582,Kyle Thompson,40' 6",13.116,27
106,0,12510,Chad Campbell,40' 5",20.851,43
106,0,30852,Ryo Ishikawa,40' 5",5.824,12
106,0,29221,Webb Simpson,40' 5",11.634,24
106,0,30927,Brendon Todd,40' 5",14.073,29
110,0,22378,Trevor Immelman,40' 4",17.892,37
111,0,24781,Hunter Mahan,40' 3",12.065,25
112,0,27936,Martin Laird,40' 2",14.942,31
113,0,27797,Derek Lamely,40' 1",11.555,24
113,0,01941,Tom Pernice Jr.,40' 1",11.540,24
115,0,28087,Kris Blanks,40' 0",18.716,39
116,0,20691,Greg Owen,39' 11",23.492,49
117,0,29479,Scott Brown,39' 10",17.206,36
117,0,23204,Gary Christian,39' 10",19.102,40
117,0,27933,John Merrick,39' 10",19.606,41
120,0,24494,Erik Compton,39' 9",13.363,28
121,0,20070,Matt Bettencourt,39' 8",13.816,29
121,0,27060,John Mallinger,39' 8",14.743,31
123,0,34021,Bud Cauley,39' 7",20.414,43
123,0,20104,Ken Duke,39' 7",21.829,46
125,0,01706,Davis Love III,39' 6",9.477,20
126,0,24604,Hunter Haas,39' 5",10.397,22
127,0,22913,John Rollins,39' 4",18.427,39
127,0,02206,David Toms,39' 4",11.321,24
129,0,20160,Charlie Wi,39' 3",12.710,27
130,0,29420,Billy Horschel,39' 2",11.754,25
130,0,25892,Steve Wheatcroft,39' 2",9.880,21
132,0,22961,David Mathis,39' 1",8.906,19
133,0,24925,Jonathan Byrd,39' 0",14.983,32
133,0,20850,Daniel Chopra,39' 0",7.490,16
133,0,06567,Vijay Singh,39' 0",20.124,43
136,0,27974,Sung Kang,38' 11",16.825,36
137,0,10885,Robert Allenby,38' 10",20.494,44
137,0,32334,Charlie Beljan,38' 10",10.715,23
137,0,06573,Brandt Jobe,38' 10",7.460,16
137,0,28475,Jeff Overton,38' 10",17.707,38
137,0,26331,Charl Schwartzel,38' 10",7.451,16
137,0,22293,Heath Slocum,38' 10",20.023,43
143,0,23621,Rory Sabbatini,38' 9",18.149,39
143,0,20396,Lee Westwood,38' 9",9.300,20
145,0,25562,Andres Romero,38' 8",16.705,36
145,0,23325,Vaughn Taylor,38' 8",13.906,30
147,0,23541,Ben Crane,38' 7",12.498,27
147,0,27770,Camilo Villegas,38' 7",16.664,36
149,0,06251,Chris DiMarco,38' 5",14.277,31
149,0,01320,Bob Estes,38' 5",10.151,22
149,0,24361,Pat Perez,38' 5",13.842,30
152,0,24502,Adam Scott,38' 4",10.109,22
153,0,25457,Alexandre Rocha,38' 3",12.397,27
154,0,01116,Michael Bradley,38' 2",11.459,25
154,0,06522,Ernie Els,38' 2",13.733,30
154,0,26287,Roland Thatcher,38' 2",13.279,29
157,0,34174,John Huh,38' 1",18.289,40
157,0,26679,Kevin Stadler,38' 1",15.084,33
159,0,25686,Jason Dufner,37' 11",13.641,30
160,0,29926,Danny Lee,37' 10",13.622,30
160,0,30110,Kyle Stanley,37' 10",17.697,39
162,0,08725,Tom Gillis,37' 9",16.745,37
163,0,35139,Richard Lee,37' 8",9.483,21
164,0,21209,Sergio Garcia,37' 7",6.761,15
165,0,21407,Arjun Atwal,37' 6",13.494,30
166,0,11123,Chris Couch,37' 5",8.980,20
167,0,30692,Scott Stallings,37' 4",17.921,40
168,0,28093,Miguel Angel Carballo,37' 2",17.406,39
168,0,25572,Graeme McDowell,37' 2",7.143,16
170,0,24358,Robert Garrigus,37' 1",20.482,46
170,0,27214,Kevin Streelman,37' 1",14.247,32
172,0,28259,Sangmoon Bae,36' 9",11.460,26
172,0,26476,Chez Reavie,36' 9",16.303,37
174,0,30944,Jason Kokrak,36' 8",14.506,33
175,0,23135,Tim Clark,36' 7",10.091,23
176,0,06036,Scott Dunlap,36' 3",15.656,36
176,0,28307,Matt Every,36' 3",13.046,30
178,0,21753,Brian Davis,36' 2",11.711,27
179,0,32102,Rickie Fowler,36' 1",13.422,31
180,0,10213,Dicky Pride,35' 10",7.316,17
181,0,27895,Jonas Blixt,35' 6",8.102,19
182,0,06004,Stephen Ames,35' 1",10.101,24
183,0,08793,Tiger Woods,34' 11",9.648,23
184,0,24138,Ian Poulter,34' 6",6.631,16
185,0,12652,Cameron Beckman,34' 5",19.010,46
186,0,30750,Tommy Gainey,34' 3",15.615,38
187,0,26289,Boo Weekley,33' 11",13.832,34
188,0,21731,Freddie Jacobson,33' 8",8.072,20
189,0,01766,Billy Mayfair,33' 3",16.371,41
190,0,23409,James Driscoll,32' 5",8.949,23
191,0,27556,Ted Potter Jr.,31' 10",13.383,35
