RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,23541,Ben Crane,59
2,0,27649,Brandt Snedeker,57
3,0,27797,Derek Lamely,56
4,0,01810,Phil Mickelson,55
5,0,27895,Jonas Blixt,54
5,0,28500,Martin Flores,54
5,0,30750,Tommy Gainey,54
5,0,21528,Henrik Stenson,54
5,0,32150,Michael Thompson,54
10,0,33141,Keegan Bradley,53
10,0,01249,John Daly,53
10,0,21753,Brian Davis,53
10,0,28089,Jason Day,53
10,0,23983,Luke Donald,53
10,0,23409,James Driscoll,53
10,0,20104,Ken Duke,53
10,0,29926,Danny Lee,53
10,0,25562,Andres Romero,53
10,0,24502,Adam Scott,53
10,0,29221,Webb Simpson,53
10,0,30927,Brendon Todd,53
10,0,26951,Johnson Wagner,53
10,0,27095,Nick Watney,53
24,0,12652,Cameron Beckman,52
24,0,23542,Tommy Biershenk,52
24,0,24925,Jonathan Byrd,52
24,0,20623,Gavin Coles,52
24,0,22621,Ben Curtis,52
24,0,25686,Jason Dufner,52
24,0,21805,Harrison Frazar,52
24,0,24358,Robert Garrigus,52
24,0,23718,Nathan Green,52
24,0,26758,David Hearn,52
24,0,34174,John Huh,52
24,0,21350,Ryuji Imada,52
24,0,24024,Zach Johnson,52
24,0,23108,Matt Kuchar,52
24,0,23800,Bryce Molder,52
24,0,26596,Ryan Moore,52
24,0,26329,Louis Oosthuizen,52
24,0,28475,Jeff Overton,52
24,0,23320,Ryan Palmer,52
24,0,27556,Ted Potter Jr.,52
24,0,24138,Ian Poulter,52
24,0,23623,Bo Van Pelt,52
24,0,20160,Charlie Wi,52
24,0,08793,Tiger Woods,52
48,0,23135,Tim Clark,51
48,0,28307,Matt Every,51
48,0,21209,Sergio Garcia,51
48,0,08725,Tom Gillis,51
48,0,27644,Brian Harman,51
48,0,28308,Troy Kelly,51
48,0,29478,Kevin Kisner,51
48,0,27936,Martin Laird,51
48,0,24940,Edward Loar,51
48,0,25572,Graeme McDowell,51
48,0,31202,William McGirt,51
48,0,24361,Pat Perez,51
48,0,25818,Scott Piercy,51
48,0,10213,Dicky Pride,51
48,0,22405,Justin Rose,51
48,0,26331,Charl Schwartzel,51
48,0,33419,Cameron Tringale,51
48,0,27064,Jhonattan Vegas,51
48,0,20396,Lee Westwood,51
48,0,24663,Y.E. Yang,51
68,0,29910,Blake Adams,50
68,0,33120,Mark Anderson,50
68,0,22371,Aaron Baddeley,50
68,0,28259,Sangmoon Bae,50
68,0,32334,Charlie Beljan,50
68,0,01116,Michael Bradley,50
68,0,28093,Miguel Angel Carballo,50
68,0,20593,Greg Chalmers,50
68,0,32366,Kevin Chappell,50
68,0,23204,Gary Christian,50
68,0,24494,Erik Compton,50
68,0,11123,Chris Couch,50
68,0,23638,Brendon de Jonge,50
68,0,19846,Brian Gay,50
68,0,27141,J.B. Holmes,50
68,0,29222,Billy Hurley III,50
