RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,23541,Ben Crane,87' 8",65202,62,494,0502001823
2,0,27649,Brandt Snedeker,83' 7",65189,65,471,3702002130
3,0,27797,Derek Lamely,82' 11",55728,56,464,1302001709
4,0,01810,Phil Mickelson,81' 9",58859,60,459,0604001760
5,0,32150,Michael Thompson,81' 1",63272,65,454,1403001847
6,0,27895,Jonas Blixt,80' 3",61621,64,453,4301001931
7,0,28500,Martin Flores,79' 10",78587,82,451,1401001995
8,0,30750,Tommy Gainey,79' 8",86068,90,448,2301002144
9,0,20104,Ken Duke,79' 3",85567,90,445,1301001846
10,0,01249,John Daly,79' 2",36082,38,443,1301001660
11,0,29221,Webb Simpson,79' 0",62568,66,446,2001001747
11,0,21528,Henrik Stenson,79' 0",39795,42,446,1003001433
13,0,25562,Andres Romero,78' 10",51110,54,444,2403001993
13,0,24502,Adam Scott,78' 10",38770,41,445,1202001563
15,0,33141,Keegan Bradley,78' 9",67119,71,444,3504002040
15,0,21753,Brian Davis,78' 9",74680,79,443,2802001710
15,0,23409,James Driscoll,78' 9",66127,70,440,1002001858
18,0,29926,Danny Lee,78' 6",55581,59,444,2502001857
19,0,27095,Nick Watney,78' 5",71506,76,439,3801002285
20,0,26951,Johnson Wagner,78' 3",71380,76,439,3903002094
21,0,23983,Luke Donald,78' 1",44957,48,440,4104001459
21,0,21805,Harrison Frazar,78' 1",44976,48,437,0203001997
21,0,30927,Brendon Todd,78' 1",59024,63,440,1401001659
24,0,20623,Gavin Coles,78' 0",53336,57,436,3102002374
24,0,25686,Jason Dufner,78' 0",59916,64,437,1401001775
26,0,28089,Jason Day,77' 9",43848,47,438,3504001686
27,0,24024,Zach Johnson,77' 7",68883,74,435,2301001938
27,0,26596,Ryan Moore,77' 7",75415,81,436,0604001532
29,0,23800,Bryce Molder,77' 6",66002,71,436,2501001689
30,0,27556,Ted Potter Jr.,77' 5",56694,61,435,2904001648
31,0,24925,Jonathan Byrd,77' 3",51915,56,434,2901001946
31,0,22621,Ben Curtis,77' 3",44484,48,433,4003001779
31,0,21350,Ryuji Imada,77' 3",63938,69,435,3103002054
34,0,28475,Jeff Overton,77' 1",85077,92,431,3003001930
34,0,08793,Tiger Woods,77' 1",44392,48,432,1004001471
36,0,24358,Robert Garrigus,77' 0",68363,74,433,1304001940
36,0,26758,David Hearn,77' 0",81280,88,433,2303001564
36,0,26329,Louis Oosthuizen,77' 0",45281,49,433,3903001881
39,0,23542,Tommy Biershenk,76' 9",53394,58,433,1904001709
39,0,23623,Bo Van Pelt,76' 9",59837,65,431,3503001702
41,0,12652,Cameron Beckman,76' 8",63448,69,429,1902001908
41,0,23108,Matt Kuchar,76' 8",60689,66,432,4101001628
43,0,34174,John Huh,76' 7",78134,85,432,0502002031
43,0,31202,William McGirt,76' 7",72613,79,429,3104001936
43,0,23320,Ryan Palmer,76' 7",65235,71,430,2303001559
46,0,25572,Graeme McDowell,76' 6",34873,38,429,1402001459
47,0,23718,Nathan Green,76' 5",52293,57,430,3001001627
47,0,24138,Ian Poulter,76' 5",34829,38,431,4001001784
47,0,24663,Y.E. Yang,76' 5",44014,48,428,3502001399
50,0,20160,Charlie Wi,76' 4",66833,73,432,3703001911
51,0,24940,Edward Loar,76' 3",39331,43,426,2202001570
52,0,25818,Scott Piercy,76' 0",78440,86,428,1304002234
52,0,22405,Justin Rose,76' 0",48337,53,428,1004001637
