RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,23542,Tommy Biershenk,85' 6",85.500,1
2,0,01797,Rocco Mediate,74' 5",74.417,1
3,0,29518,Brendan Steele,67' 4",134.583,2
4,0,31558,J.J. Killeen,65' 11",65.917,1
5,0,24781,Hunter Mahan,65' 4",65.333,1
6,0,24604,Hunter Haas,61' 2",122.333,2
7,0,33120,Mark Anderson,60' 10",60.833,1
8,0,22405,Justin Rose,60' 5",60.417,1
9,0,28087,Kris Blanks,60' 0",60.000,1
10,0,21805,Harrison Frazar,59' 7",59.583,1
11,0,27141,J.B. Holmes,59' 4",118.583,2
12,0,27060,John Mallinger,56' 5",56.417,1
13,0,01766,Billy Mayfair,55' 4",55.333,1
14,0,19970,Robert Karlsson,55' 2",110.250,2
15,0,29221,Webb Simpson,54' 6",54.500,1
16,0,25804,Bubba Watson,52' 4",52.333,1
17,0,32366,Kevin Chappell,50' 11",101.750,2
18,0,06004,Stephen Ames,50' 10",101.667,2
19,0,23638,Brendon de Jonge,50' 0",50.000,1
20,0,30750,Tommy Gainey,48' 5",96.750,2
21,0,01320,Bob Estes,46' 5",46.417,1
22,0,22961,David Mathis,45' 1",90.083,2
23,0,25572,Graeme McDowell,44' 11",44.917,1
24,0,32150,Michael Thompson,44' 5",177.583,4
25,0,27974,Sung Kang,43' 10",131.500,3
26,0,28259,Sangmoon Bae,43' 5",43.417,1
27,0,01724,Jeff Maggert,42' 7",42.583,1
28,0,06567,Vijay Singh,42' 1",42.083,1
29,0,25892,Steve Wheatcroft,41' 6",41.500,1
30,0,33122,Russell Knox,41' 0",41.000,1
31,0,24140,Sean O'Hair,40' 9",81.500,2
32,0,20160,Charlie Wi,40' 2",80.250,2
33,0,20104,Ken Duke,40' 1",40.083,1
34,0,22348,Nick O'Hern,38' 7",38.583,1
35,0,12652,Cameron Beckman,37' 0",74.000,2
36,0,01941,Tom Pernice Jr.,35' 2",70.333,2
37,0,27302,Garth Mulroy,35' 1",35.083,1
38,0,32102,Rickie Fowler,34' 10",34.833,1
39,0,24361,Pat Perez,34' 7",69.083,2
40,0,34021,Bud Cauley,33' 10",33.833,1
40,0,25396,Kevin Na,33' 10",33.833,1
42,0,26289,Boo Weekley,32' 10",32.833,1
43,0,31202,William McGirt,32' 0",32.000,1
43,0,24138,Ian Poulter,32' 0",64.000,2
45,0,25240,D.A. Points,31' 10",31.833,1
45,0,25562,Andres Romero,31' 10",95.500,3
47,0,06034,Marco Dawson,30' 7",30.583,1
48,0,23548,Bill Lunde,29' 11",29.917,1
49,0,27963,Chris Stroud,29' 7",29.583,1
50,0,21878,Mark Wilson,28' 5",28.417,1
51,0,24358,Robert Garrigus,28' 1",56.083,2
52,0,06036,Scott Dunlap,27' 2",81.583,3
53,0,19846,Brian Gay,26' 9",26.750,1
54,0,27095,Nick Watney,26' 0",26.000,1
55,0,26476,Chez Reavie,25' 10",25.833,1
56,0,29420,Billy Horschel,23' 11",23.917,1
57,0,30926,Chris Kirk,23' 7",47.083,2
58,0,24494,Erik Compton,23' 6",47.000,2
59,0,29289,S.Y. Noh,23' 3",23.250,1
60,0,33419,Cameron Tringale,22' 5",67.250,3
61,0,30944,Jason Kokrak,22' 1",44.083,2
62,0,21753,Brian Davis,21' 5",21.417,1
63,0,28307,Matt Every,21' 2",21.167,1
64,0,23718,Nathan Green,20' 8",20.667,1
65,0,11123,Chris Couch,20' 3",40.500,2
66,0,32334,Charlie Beljan,18' 4",18.333,1
67,0,27556,Ted Potter Jr.,17' 5",34.833,2
68,0,20691,Greg Owen,16' 0",16.000,1
69,0,23621,Rory Sabbatini,14' 3",14.250,1
70,0,27330,Josh Teater,12' 3",12.250,1
71,0,21407,Arjun Atwal,9' 11",19.750,2
72,0,21350,Ryuji Imada,9' 4",9.333,1
73,0,33141,Keegan Bradley,9' 3",9.250,1
74,0,24502,Adam Scott,9' 1",9.083,1
75,0,23135,Tim Clark,9' 0",9.000,1
76,0,27770,Camilo Villegas,8' 7",8.583,1
77,0,20645,John Senden,7' 3",7.250,1
78,0,12782,Tim Herron,4' 8",9.250,2
79,0,10885,Robert Allenby,4' 7",4.583,1
80,0,26331,Charl Schwartzel,3' 0",3.000,1
