RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,23409,James Driscoll,27' 2",14838.000,547
2,0,27797,Derek Lamely,26' 11",11431.167,425
3,0,20229,Stewart Cink,26' 10",11947.833,445
3,0,23983,Luke Donald,26' 10",10686.333,398
5,0,27556,Ted Potter Jr.,26' 9",12993.167,485
6,0,06573,Brandt Jobe,26' 8",10245.417,384
7,0,34099,Harris English,26' 7",19717.667,741
8,0,20623,Gavin Coles,26' 6",11906.417,449
8,0,23903,Stephen Gangluff,26' 6",8633.333,326
8,0,29518,Brendan Steele,26' 6",14394.417,543
11,0,23542,Tommy Biershenk,26' 5",11138.000,422
11,0,28500,Martin Flores,26' 5",17828.833,675
13,0,27895,Jonas Blixt,26' 4",13017.167,494
14,0,20850,Daniel Chopra,26' 3",8288.417,316
14,0,29222,Billy Hurley III,26' 3",10929.583,416
14,0,30927,Brendon Todd,26' 3",12523.417,477
17,0,21961,Charles Howell III,26' 2",17369.333,663
17,0,29289,S.Y. Noh,26' 2",19148.833,731
17,0,27064,Jhonattan Vegas,26' 2",15000.000,574
17,0,25632,Jimmy Walker,26' 2",19269.750,736
21,0,29910,Blake Adams,26' 1",19019.667,730
21,0,22371,Aaron Baddeley,26' 1",10253.833,393
21,0,12782,Tim Herron,26' 1",17637.000,676
21,0,01810,Phil Mickelson,26' 1",12007.667,460
21,0,23800,Bryce Molder,26' 1",15361.250,588
21,0,21528,Henrik Stenson,26' 1",9023.583,346
27,0,27963,Chris Stroud,26' 0",16116.583,620
28,0,33141,Keegan Bradley,25' 11",15095.833,583
28,0,28089,Jason Day,25' 11",9186.250,354
28,0,08725,Tom Gillis,25' 11",13747.417,531
28,0,34174,John Huh,25' 11",17949.917,693
28,0,22913,John Rollins,25' 11",15239.833,588
33,0,24924,Bill Haas,25' 10",13264.667,514
33,0,26300,Matt Jones,25' 10",9428.083,365
33,0,27649,Brandt Snedeker,25' 10",12917.000,500
33,0,33419,Cameron Tringale,25' 10",16682.417,645
37,0,33120,Mark Anderson,25' 9",11826.500,459
37,0,28093,Miguel Angel Carballo,25' 9",11863.833,460
37,0,23718,Nathan Green,25' 9",12120.333,470
37,0,01766,Billy Mayfair,25' 9",16546.000,642
37,0,32150,Michael Thompson,25' 9",13371.250,519
42,0,19846,Brian Gay,25' 8",16036.667,625
42,0,20574,Mathew Goggin,25' 8",12405.250,483
42,0,22961,David Mathis,25' 8",13738.333,536
42,0,25834,Daniel Summerhays,25' 8",15076.917,588
46,0,20593,Greg Chalmers,25' 7",14185.583,555
46,0,26758,David Hearn,25' 7",19140.250,747
46,0,23353,J.J. Henry,25' 7",16693.667,653
46,0,26851,Marc Leishman,25' 7",15193.667,594
46,0,27120,Troy Matteson,25' 7",17263.000,675
46,0,31202,William McGirt,25' 7",17240.667,675
52,0,24925,Jonathan Byrd,25' 6",11322.250,444
52,0,32200,Roberto Castro,25' 6",16600.167,651
52,0,22378,Trevor Immelman,25' 6",11799.417,463
52,0,29478,Kevin Kisner,25' 6",10855.167,426
52,0,26596,Ryan Moore,25' 6",16711.250,655
57,0,21350,Ryuji Imada,25' 5",13029.083,513
57,0,24940,Edward Loar,25' 5",8636.167,340
57,0,27060,John Mallinger,25' 5",13253.083,521
57,0,20572,Rod Pampling,25' 5",15065.750,593
57,0,26331,Charl Schwartzel,25' 5",8332.667,328
57,0,25892,Steve Wheatcroft,25' 5",9333.833,367
57,0,08793,Tiger Woods,25' 5",10315.667,406
64,0,27933,John Merrick,25' 4",16104.417,635
64,0,29476,Kyle Reifers,25' 4",16349.250,646
64,0,26951,Johnson Wagner,25' 4",16103.750,636
64,0,24663,Y.E. Yang,25' 4",8524.250,337
68,0,20098,Stuart Appleby,25' 3",13857.417,548
68,0,28259,Sangmoon Bae,25' 3",10185.417,403
68,0,27141,J.B. Holmes,25' 3",15655.083,619
68,0,24361,Pat Perez,25' 3",14098.083,559
68,0,20160,Charlie Wi,25' 3",13848.750,549
73,0,12652,Cameron Beckman,25' 2",13597.167,540
73,0,11123,Chris Couch,25' 2",11035.750,439
73,0,30711,Colt Knost,25' 2",13284.417,527
73,0,10213,Dicky Pride,25' 2",10002.333,398
73,0,25457,Alexandre Rocha,25' 2",11580.917,460
73,0,24502,Adam Scott,25' 2",8610.667,342
73,0,06527,Steve Stricker,25' 2",11793.167,468
73,0,27770,Camilo Villegas,25' 2",16208.917,643
81,0,22621,Ben Curtis,25' 1",10550.333,420
81,0,32698,Bobby Gates,25' 1",15649.583,624
81,0,24604,Hunter Haas,25' 1",10359.667,413
81,0,27936,Martin Laird,25' 1",10590.000,422
81,0,24490,George McNeill,25' 1",14203.167,566
81,0,20645,John Senden,25' 1",13424.083,535
81,0,02206,David Toms,25' 1",9367.167,374
88,0,20848,Ángel Cabrera,25' 0",7657.500,306
88,0,10809,Jim Furyk,25' 0",14298.500,572
88,0,27466,Spencer Levin,25' 0",12413.833,496
91,0,01116,Michael Bradley,24' 11",11937.500,479
91,0,24494,Erik Compton,24' 11",12074.000,485
91,0,21209,Sergio Garcia,24' 11",9261.250,372
91,0,23548,Bill Lunde,24' 11",13934.917,560
91,0,24781,Hunter Mahan,24' 11",14403.833,579
91,0,01941,Tom Pernice Jr.,24' 11",10155.083,407
91,0,25345,Carl Pettersson,24' 11",15712.250,631
91,0,23623,Bo Van Pelt,24' 11",12758.583,512
99,0,32366,Kevin Chappell,24' 10",14361.167,578
99,0,35139,Richard Lee,24' 10",12391.500,499
99,0,27330,Josh Teater,24' 10",16641.583,671
102,0,12510,Chad Campbell,24' 9",15322.500,620
102,0,28455,Will Claxton,24' 9",18363.667,743
102,0,23541,Ben Crane,24' 9",11692.750,472
102,0,20104,Ken Duke,24' 9",17079.750,691
102,0,30750,Tommy Gainey,24' 9",16781.583,679
102,0,08075,Jerry Kelly,24' 9",14690.833,593
102,0,31558,J.J. Killeen,24' 9",15715.417,636
102,0,33122,Russell Knox,24' 9",12706.333,513
102,0,23108,Matt Kuchar,24' 9",13065.833,528
102,0,24140,Sean O'Hair,24' 9",16408.000,662
102,0,31323,Gary Woodland,24' 9",10732.833,434
113,0,24846,Ricky Barnes,24' 8",16764.083,680
113,0,32334,Charlie Beljan,24' 8",9382.000,380
113,0,27974,Sung Kang,24' 8",10855.417,440
113,0,28475,Jeff Overton,24' 8",18285.250,741
113,0,20691,Greg Owen,24' 8",16201.250,657
118,0,06004,Stephen Ames,24' 7",7688.333,313
118,0,24357,K.J. Choi,24' 7",11379.583,463
118,0,23638,Brendon de Jonge,24' 7",21381.583,871
118,0,06522,Ernie Els,24' 7",13667.167,556
118,0,29420,Billy Horschel,24' 7",10145.167,413
118,0,30852,Ryo Ishikawa,24' 7",7221.917,294
118,0,29926,Danny Lee,24' 7",11608.250,472
118,0,26329,Louis Oosthuizen,24' 7",10381.250,422
118,0,24138,Ian Poulter,24' 7",7290.250,297
118,0,25562,Andres Romero,24' 7",9692.500,394
118,0,27214,Kevin Streelman,24' 7",16128.833,657
129,0,23204,Gary Christian,24' 6",15674.417,639
129,0,25396,Kevin Na,24' 6",12436.750,507
129,0,22046,Geoff Ogilvy,24' 6",10850.167,443
129,0,23320,Ryan Palmer,24' 6",13628.917,557
129,0,25240,D.A. Points,24' 6",16407.250,669
129,0,30692,Scott Stallings,24' 6",14328.750,585
129,0,21878,Mark Wilson,24' 6",13915.333,568
136,0,27644,Brian Harman,24' 5",17255.083,707
136,0,28308,Troy Kelly,24' 5",10073.667,412
136,0,01706,Davis Love III,24' 5",10635.833,435
136,0,06567,Vijay Singh,24' 5",16560.333,679
140,0,28087,Kris Blanks,24' 4",12175.833,501
140,0,34021,Bud Cauley,24' 4",18515.167,762
140,0,28307,Matt Every,24' 4",12603.667,518
140,0,24024,Zach Johnson,24' 4",14070.333,579
140,0,28237,Rory McIlroy,24' 4",7746.667,318
140,0,25818,Scott Piercy,24' 4",16966.000,697
140,0,22405,Justin Rose,24' 4",11261.167,462
140,0,25804,Bubba Watson,24' 4",11110.000,456
148,0,21407,Arjun Atwal,24' 3",13091.667,539
148,0,29479,Scott Brown,24' 3",10318.500,425
148,0,06251,Chris DiMarco,24' 3",13157.417,542
148,0,32102,Rickie Fowler,24' 3",12870.583,531
148,0,21805,Harrison Frazar,24' 3",8708.250,359
153,0,24507,Jason Bohn,24' 2",13375.750,553
153,0,26476,Chez Reavie,24' 2",13681.333,567
155,0,10885,Robert Allenby,24' 1",13137.750,545
155,0,21753,Brian Davis,24' 1",14849.083,616
155,0,27436,Graham DeLaet,24' 1",14248.500,592
155,0,25686,Jason Dufner,24' 1",12984.083,540
155,0,30944,Jason Kokrak,24' 1",13945.833,580
155,0,27302,Garth Mulroy,24' 1",9114.167,378
155,0,22293,Heath Slocum,24' 1",16074.250,668
155,0,26287,Roland Thatcher,24' 1",8833.833,367
163,0,01249,John Daly,24' 0",6887.333,287
163,0,06034,Marco Dawson,24' 0",8475.083,353
163,0,06036,Scott Dunlap,24' 0",9448.500,394
163,0,20766,Padraig Harrington,24' 0",8307.917,346
163,0,01724,Jeff Maggert,24' 0",15797.333,659
163,0,23788,D.J. Trahan,24' 0",12631.333,526
169,0,27095,Nick Watney,23' 11",14957.583,626
170,0,12716,Charley Hoffman,23' 10",14805.917,621
170,0,30926,Chris Kirk,23' 10",16471.417,691
170,0,25572,Graeme McDowell,23' 10",7486.250,314
170,0,01797,Rocco Mediate,23' 10",11397.167,479
174,0,01320,Bob Estes,23' 9",11888.333,501
174,0,22348,Nick O'Hern,23' 9",12829.000,541
176,0,30110,Kyle Stanley,23' 8",14448.833,610
177,0,22548,Patrick Sheehan,23' 7",8121.167,344
178,0,20070,Matt Bettencourt,23' 6",9950.250,424
178,0,21731,Freddie Jacobson,23' 6",8286.500,352
178,0,30925,Dustin Johnson,23' 6",10323.333,439
178,0,26679,Kevin Stadler,23' 6",14427.500,614
182,0,10860,Justin Leonard,23' 5",12053.500,515
182,0,29221,Webb Simpson,23' 5",12530.667,536
182,0,23325,Vaughn Taylor,23' 5",12424.583,530
182,0,26289,Boo Weekley,23' 5",12411.417,530
186,0,20396,Lee Westwood,23' 3",7835.333,337
187,0,19970,Robert Karlsson,23' 0",6607.750,287
188,0,24358,Robert Garrigus,22' 10",14211.750,623
189,0,23135,Tim Clark,22' 8",9435.250,417
190,0,23621,Rory Sabbatini,21' 9",11779.167,541
191,0,22582,Kyle Thompson,21' 8",6734.417,311
