RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,30925,Dustin Johnson,1.699,1597,940,37.04
1,0,01810,Phil Mickelson,1.699,1726,1016,35.96
3,0,24846,Ricky Barnes,1.708,1156,677,34.37
4,0,33448,Justin Thomas,1.714,1740,1015,35.08
5,0,28089,Jason Day,1.716,1371,799,34.63
6,0,25396,Kevin Na,1.722,1724,1001,32.87
7,0,34466,Peter Malnati,1.723,1621,941,32.23
8,0,19846,Brian Gay,1.726,2025,1173,32.39
9,0,22405,Justin Rose,1.732,1439,831,34.38
9,0,46501,Ollie Schniederjans,1.732,1703,983,33.13
11,0,29725,Tony Finau,1.735,2148,1238,32.79
12,0,28237,Rory McIlroy,1.736,1264,728,33.10
13,0,25834,Daniel Summerhays,1.737,799,460,30.07
14,0,34409,David Lingmerth,1.738,1538,885,32.62
15,0,34563,Chesson Hadley,1.740,2098,1206,31.89
15,0,29223,Sam Saunders,1.740,1507,866,33.06
17,0,34174,John Huh,1.741,1856,1066,30.82
17,0,29221,Webb Simpson,1.741,1959,1125,29.45
19,0,24024,Zach Johnson,1.742,1840,1056,30.74
19,0,29926,Danny Lee,1.742,1754,1007,31.37
21,0,27649,Brandt Snedeker,1.743,1673,960,29.99
22,0,32102,Rickie Fowler,1.744,1615,926,31.75
22,0,37454,Whee Kim,1.744,1775,1018,31.30
22,0,08793,Tiger Woods,1.744,1439,825,32.93
25,0,30911,Tommy Fleetwood,1.745,1438,824,34.14
25,0,35421,Brandon Harkins,1.745,1960,1123,33.33
25,0,33413,Ben Martin,1.745,1286,737,29.97
25,0,35891,Cameron Smith,1.745,1548,887,31.75
29,0,39975,Michael Kim,1.746,1334,764,30.39
29,0,34360,Patrick Reed,1.746,1718,984,31.50
31,0,20593,Greg Chalmers,1.747,931,533,29.08
31,0,36689,Brooks Koepka,1.747,1331,762,33.42
31,0,32640,Troy Merritt,1.747,1742,997,31.05
31,0,49771,J.T. Poston,1.747,1525,873,30.31
31,0,46970,Jon Rahm,1.747,1455,833,34.46
36,0,48084,Wesley Bryan,1.748,1292,739,29.21
36,0,35461,Beau Hossler,1.748,2224,1272,30.47
