RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,38.57,5687777,14746300
2,0,01810,Phil Mickelson,26.08,4403882,16888300
3,0,20585,Niclas Fasth,21.85,610417,2794300
4,0,21209,Sergio Garcia,20.84,2898634,13908300
5,0,01706,Davis Love III,20.64,3169463,15358300
6,0,09011,David Duval,18.52,2801760,15124300
7,0,02206,David Toms,18.18,3791595,20858300
8,0,06567,Vijay Singh,17.27,3440828,19922300
9,0,01527,Scott Hoch,16.31,2875319,17626300
10,0,10423,Mike Weir,15.81,2777936,17572300
11,0,06522,Ernie Els,15.19,2336455,15386300
12,0,01320,Bob Estes,14.75,2795476,18958300
13,0,10809,Jim Furyk,14.14,2540734,17968300
14,0,02239,Scott Verplank,14.06,2783401,19796300
15,0,20157,Retief Goosen,13.74,1176985,8564300
16,0,01666,Bernhard Langer,13.45,1810362,13460300
17,0,12510,Chad Campbell,13.33,259200,1944000
18,0,06621,Joe Durant,13.05,2381683,18246300
19,0,10821,Toshi Izawa,12.51,519180,4150000
20,0,06251,Chris DiMarco,12.12,2595201,21406300
21,0,01161,Mark Calcavecchia,11.59,1991575,17176300
22,0,06220,Jaxon Brigman,11.39,61500,540000
23,0,19825,Darren Clarke,11.01,705869,6412300
24,0,01677,Tom Lehman,10.99,1907659,17356300
25,0,19972,José Coceres,10.87,1527888,14062300
26,0,06527,Steve Stricker,10.86,1676228,15430300
27,0,10885,Robert Allenby,10.62,2309028,21740300
28,0,10585,Scott McCarron,10.44,1793506,17172000
29,0,01042,Paul Azinger,10.38,1509130,14536000
30,0,06197,Michael Allen,10.19,91733,900000
31,0,01329,Brad Faxon,10.14,1951411,19246300
32,0,21961,Charles Howell III,9.94,1520632,15300000
33,0,11032,Frank Lickliter II,9.68,1941910,20064300
33,0,01945,Kenny Perry,9.68,1786066,18442000
35,0,01797,Rocco Mediate,9.67,1474434,15240300
36,0,02104,Jeff Sluman,9.12,1841951,20206000
37,0,02170,Hal Sutton,8.90,1723946,19370000
38,0,20763,Pierre Fulke,8.73,604630,6926300
39,0,20935,Toru Taniguchi,8.68,587913,6772300
40,0,12660,Jesper Parnevik,8.65,1574207,18192300
41,0,23108,Matt Kuchar,8.58,572669,6678000
41,0,01766,Billy Mayfair,8.58,1716002,19992300
43,0,01707,Steve Lowery,8.52,1738819,20404000
44,0,01968,Nick Price,8.46,1286755,15214300
45,0,20229,Stewart Cink,8.13,1743028,21452300
45,0,10860,Justin Leonard,8.13,1783842,21946300
47,0,23338,David Gossett,7.73,748126,9684000
48,0,12680,Shigeki Maruyama,7.46,1441454,19310300
49,0,02214,Kirk Triplett,7.34,1388201,18920000
50,0,08075,Jerry Kelly,7.28,1491606,20496300
51,0,06595,Kevin Sutherland,7.27,1523572,20956300
52,0,07749,Brett Quigley,7.19,956933,13302000
53,0,01024,Billy Andrade,6.94,1313046,18930300
54,0,01282,Trevor Dodds,6.70,66365,990000
55,0,20472,Alex Cejka,6.68,57310,858300
55,0,20832,Raphael Jacquelin,6.68,57310,858300
55,0,11246,Des Smyth,6.68,57310,858300
58,0,23621,Rory Sabbatini,6.29,1038589,16500300
59,0,08635,Colin Montgomerie,6.28,402762,6412300
60,0,23353,J.J. Henry,6.18,1073846,17388000
61,0,01219,John Cook,6.16,1022778,16614000
61,0,01307,Joel Edwards,6.16,1193528,19368000
63,0,01941,Tom Pernice Jr.,6.14,1318761,21492000
64,0,20127,Chris Riley,6.10,1198224,19638000
65,0,19846,Brian Gay,6.00,1299361,21648300
66,0,12652,Cameron Beckman,5.88,1071342,18234000
67,0,19881,Robert Damron,5.74,1059187,18450000
68,0,02223,Bob Tway,5.72,1121858,19602000
69,0,06575,Dudley Hart,5.67,1035710,18256300
70,0,01381,Fred Funk,5.60,1237004,22096000
71,0,07457,Steve Flesch,5.30,1207551,22792300
72,0,01633,Tom Kite,5.19,211252,4068000
72,0,24138,Ian Poulter,5.19,100500,1936000
74,0,20691,Greg Owen,5.08,43630,858300
75,0,02300,Ian Woosnam,5.05,225878,4476300
76,0,20218,Shingo Katayama,5.02,254685,5070300
77,0,20848,Ángel Cabrera,4.95,337104,6816300
78,0,23800,Bryce Molder,4.87,211105,4338000
79,0,22348,Nick O'Hern,4.86,150000,3088000
80,0,01249,John Daly,4.82,828913,17184300
81,0,01132,Mark Brooks,4.81,899443,18696300
82,0,02257,Brian Watts,4.73,457293,9666000
83,0,02106,Chris Smith,4.72,932810,19746000
84,0,12782,Tim Herron,4.70,945440,20098000
85,0,20098,Stuart Appleby,4.67,1004528,21506300
86,0,21805,Harrison Frazar,4.61,792455,17190000
87,0,01577,Lee Janzen,4.51,905628,20070000
88,0,01927,Dennis Paulson,4.41,811105,18382300
89,0,01457,Jay Haas,4.40,565140,12834000
90,0,20766,Padraig Harrington,4.37,348425,7970300
91,0,02101,Joey Sindelar,4.33,654863,15138000
92,0,19905,Andrew Coltart,4.27,119317,2794300
93,0,12645,Brent Geiberger,4.26,711193,16696000
94,0,24357,K.J. Choi,4.23,800326,18936000
95,0,07003,David Berganio Jr.,4.22,685082,16236000
96,0,01096,Phil Blackmar,4.21,49300,1170000
97,0,12389,Barry Lane,4.17,35762,858300
98,0,08375,Paul Stankowski,4.14,743603,17946000
99,0,10201,Matt Gogel,4.11,729783,17742300
100,0,08537,J.P. Hayes,4.10,622963,15204300
