RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,23541,Ben Crane,27.19,734,27
2,0,10117,Bob Heintz,27.50,770,28
3,0,02246,Duffy Waldorf,27.57,634,23
4,0,01219,John Cook,27.65,636,23
5,0,06522,Ernie Els,27.87,418,15
6,0,20127,Chris Riley,27.88,725,26
7,0,01388,Robert Gamez,27.90,586,21
8,0,02099,Scott Simpson,27.96,671,24
9,0,19846,Brian Gay,28.00,924,33
9,0,20566,Kaname Yokoo,28.00,728,26
11,0,20634,Peter Lonard,28.04,645,23
11,0,22046,Geoff Ogilvy,28.04,729,26
13,0,01619,Skip Kendall,28.07,842,30
14,0,08881,Tripp Isenhour,28.10,562,20
15,0,06575,Dudley Hart,28.13,647,23
15,0,08537,J.P. Hayes,28.13,647,23
15,0,01968,Nick Price,28.13,450,16
15,0,02239,Scott Verplank,28.13,647,23
19,0,01457,Jay Haas,28.18,620,22
19,0,20572,Rod Pampling,28.18,789,28
21,0,01724,Jeff Maggert,28.20,705,25
21,0,06613,Tommy Tolles,28.20,564,20
23,0,01098,Jay Don Blake,28.21,931,33
23,0,12782,Tim Herron,28.21,818,29
23,0,21949,Joe Ogilvie,28.21,536,19
26,0,24361,Pat Perez,28.22,762,27
27,0,02214,Kirk Triplett,28.23,621,22
28,0,23125,Brad Elder,28.24,706,25
28,0,01313,Steve Elkington,28.24,593,21
28,0,06373,José María Olazábal,28.24,480,17
31,0,11011,Mike Sposa,28.25,904,32
32,0,01157,Tom Byrum,28.26,650,23
32,0,10860,Justin Leonard,28.26,650,23
34,0,01928,Corey Pavin,28.27,622,22
34,0,08375,Paul Stankowski,28.27,848,30
36,0,10585,Scott McCarron,28.28,707,25
37,0,24925,Jonathan Byrd,28.29,877,31
37,0,01185,Brandel Chamblee,28.29,792,28
37,0,01249,John Daly,28.29,481,17
40,0,20593,Greg Chalmers,28.30,849,30
41,0,02010,Loren Roberts,28.33,680,24
42,0,01024,Billy Andrade,28.36,794,28
42,0,06567,Vijay Singh,28.36,709,25
44,0,08931,Glen Day,28.38,823,29
45,0,12660,Jesper Parnevik,28.43,654,23
46,0,01723,Andrew Magee,28.44,768,27
46,0,02110,Jerry Smith,28.44,910,32
48,0,01810,Phil Mickelson,28.48,655,23
48,0,02133,Craig Stadler,28.48,598,21
50,0,19881,Robert Damron,28.52,713,25
50,0,06332,Neal Lancaster,28.52,827,29
50,0,01706,Davis Love III,28.52,656,23
50,0,02206,David Toms,28.52,713,25
54,0,06527,Steve Stricker,28.53,542,19
55,0,20157,Retief Goosen,28.54,371,13
55,0,10565,Ian Leggatt,28.54,742,26
55,0,06498,Matt Peterson,28.54,742,26
55,0,06078,Esteban Toledo,28.54,799,28
59,0,21633,Steve Allan,28.55,828,29
59,0,12680,Shigeki Maruyama,28.55,628,22
59,0,10457,Frank Nobilo,28.55,828,29
62,0,01761,Len Mattiace,28.56,771,27
63,0,01941,Tom Pernice Jr.,28.57,857,30
64,0,01139,Olin Browne,28.59,915,32
65,0,20498,Briny Baird,28.61,887,31
65,0,06012,Greg Kraft,28.61,801,28
67,0,01577,Lee Janzen,28.62,744,26
68,0,01329,Brad Faxon,28.64,630,22
68,0,01378,David Frost,28.64,802,28
70,0,19972,José Coceres,28.67,430,15
71,0,12663,Phil Tataurangi,28.70,660,23
72,0,07867,Woody Austin,28.71,976,34
72,0,23983,Luke Donald,28.71,804,28
72,0,01307,Joel Edwards,28.71,804,28
72,0,02104,Jeff Sluman,28.71,890,31
76,0,06004,Stephen Ames,28.72,718,25
77,0,06251,Chris DiMarco,28.73,747,26
78,0,23903,Stephen Gangluff,28.74,776,27
78,0,01549,Mike Hulbert,28.74,546,19
78,0,07749,Brett Quigley,28.74,891,31
81,0,01226,Fred Couples,28.76,489,17
82,0,20548,Hidemichi Tanaka,28.80,864,30
83,0,23800,Bryce Molder,28.81,605,21
83,0,08553,Lee Porter,28.81,893,31
83,0,02223,Bob Tway,28.81,749,26
86,0,20094,Jonathan Kaye,28.83,692,24
86,0,01927,Dennis Paulson,28.83,836,29
88,0,01042,Paul Azinger,28.84,548,19
88,0,01527,Scott Hoch,28.84,548,19
88,0,11032,Frank Lickliter II,28.84,721,25
91,0,20043,Edward Fryatt,28.85,952,33
92,0,07721,Pat Bates,28.86,808,28
93,0,23322,Brett Wetterich,28.87,895,31
94,0,01553,John Huston,28.88,722,25
95,0,07457,Steve Flesch,28.90,867,30
95,0,12823,Carlos Franco,28.90,838,29
97,0,07003,David Berganio Jr.,28.92,723,25
98,0,08123,Jeff Brehaut,28.93,839,29
98,0,24937,Jess Daley,28.93,781,27
98,0,21961,Charles Howell III,28.93,868,30
101,0,10733,Kent Jones,28.94,926,32
102,0,20574,Mathew Goggin,28.95,579,20
102,0,12753,David Morland IV,28.95,579,20
102,0,01920,Craig Parry,28.95,579,20
102,0,02257,Brian Watts,28.95,579,20
106,0,12652,Cameron Beckman,28.96,695,24
106,0,24357,K.J. Choi,28.96,724,25
108,0,06809,Bob Burns,28.97,840,29
109,0,23614,Rich Beem,29.00,783,27
109,0,12388,Michael Clark II,29.00,928,32
109,0,01945,Kenny Perry,29.00,725,25
109,0,10649,Tom Scherrer,29.00,928,32
113,0,20098,Stuart Appleby,29.04,726,25
113,0,01175,Jim Carter,29.04,813,28
113,0,21805,Harrison Frazar,29.04,813,28
113,0,10912,Craig Perks,29.04,755,26
113,0,06595,Kevin Sutherland,29.04,755,26
118,0,19824,Craig Barlow,29.05,581,20
118,0,01887,Mark O'Meara,29.05,610,21
120,0,01132,Mark Brooks,29.07,843,29
120,0,08633,Per-Ulrik Johansson,29.07,785,27
120,0,10425,Jay Williamson,29.07,843,29
123,0,12510,Chad Campbell,29.09,931,32
124,0,20095,Carl Paulson,29.11,786,27
124,0,02322,Richard Zokol,29.11,553,19
126,0,22913,John Rollins,29.12,961,33
127,0,19817,Michael Muehr,29.13,699,24
127,0,01938,David Peoples,29.13,874,30
127,0,02245,Grant Waite,29.13,874,30
130,0,01161,Mark Calcavecchia,29.14,641,22
131,0,06197,Michael Allen,29.15,787,27
132,0,21209,Sergio Garcia,29.17,525,18
132,0,10201,Matt Gogel,29.17,671,23
134,0,06036,Scott Dunlap,29.18,817,28
135,0,01569,Peter Jacobsen,29.19,613,21
135,0,01599,Steve Jones,29.19,613,21
137,0,20229,Stewart Cink,29.21,701,24
137,0,01381,Fred Funk,29.21,818,28
139,0,20436,Garrett Willis,29.22,672,23
140,0,06643,Paul Goydos,29.25,585,20
140,0,06350,Bob May,29.25,819,28
142,0,01142,Bart Bryant,29.26,556,19
142,0,10809,Jim Furyk,29.26,673,23
142,0,01797,Rocco Mediate,29.26,556,19
145,0,20502,Michael Long,29.27,761,26
145,0,01707,Steve Lowery,29.27,761,26
147,0,19958,Miguel Angel Jiménez,29.29,498,17
148,0,20105,Jeff Gove,29.30,879,30
148,0,21259,Jason Hill,29.30,674,23
150,0,23108,Matt Kuchar,29.32,733,25
151,0,08545,Glen Hnatiuk,29.33,792,27
151,0,08993,Franklin Langham,29.33,704,24
153,0,01035,Tommy Armour III,29.37,793,27
154,0,01203,Russ Cochran,29.38,617,21
154,0,09011,David Duval,29.38,617,21
154,0,21806,Paul Gow,29.38,999,34
157,0,01514,Eduardo Herrera,29.39,676,23
158,0,06617,Brian Henninger,29.40,588,20
158,0,01685,J.L. Lewis,29.40,882,30
160,0,01771,Blaine McCallister,29.41,794,27
161,0,01361,Dan Forsman,29.42,706,24
162,0,06515,Shaun Micheel,29.43,824,28
163,0,10885,Robert Allenby,29.44,736,25
163,0,08075,Jerry Kelly,29.44,795,27
165,0,20645,John Senden,29.46,825,28
166,0,23135,Tim Clark,29.48,619,21
166,0,06573,Brandt Jobe,29.48,796,27
166,0,10107,Deane Pappas,29.48,914,31
166,0,22293,Heath Slocum,29.48,914,31
170,0,01374,Robin Freeman,29.50,767,26
171,0,02101,Joey Sindelar,29.52,915,31
172,0,08535,Gary Nicklaus,29.54,768,26
173,0,12826,Paul Claxton,29.55,857,29
174,0,12645,Brent Geiberger,29.59,799,27
174,0,01475,Donnie Hammond,29.59,503,17
174,0,01766,Billy Mayfair,29.59,799,27
177,0,06315,Pete Jordan,29.62,859,29
177,0,23621,Rory Sabbatini,29.62,622,21
179,0,01014,Fulton Allem,29.63,711,24
180,0,23177,Kenneth Staton,29.66,1038,35
181,0,02002,John Riegger,29.67,712,24
182,0,07223,Brian Bateman,29.73,892,30
183,0,08339,Spike McRoy,29.79,715,24
183,0,02170,Hal Sutton,29.79,715,24
185,0,01926,Steve Pate,29.80,596,20
186,0,23353,J.J. Henry,29.82,984,33
187,0,01320,Bob Estes,29.83,686,23
188,0,06621,Joe Durant,29.85,776,26
189,0,01948,Tim Petrovic,29.86,866,29
190,0,08793,Tiger Woods,29.88,478,16
191,0,10423,Mike Weir,30.04,691,23
192,0,01666,Bernhard Langer,30.07,421,14
