RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,08931,Glen Day,129,259,49.8
1,0,01810,Phil Mickelson,129,242,53.3
3,0,01761,Len Mattiace,127,247,51.4
4,0,20094,Jonathan Kaye,126,219,57.5
4,0,02104,Jeff Sluman,126,270,46.7
4,0,11011,Mike Sposa,126,267,47.2
7,0,12510,Chad Campbell,124,252,49.2
7,0,21961,Charles Howell III,124,228,54.4
9,0,22913,John Rollins,123,282,43.6
10,0,07721,Pat Bates,120,229,52.4
10,0,12823,Carlos Franco,120,236,50.8
12,0,19846,Brian Gay,118,272,43.4
13,0,07867,Woody Austin,117,236,49.6
14,0,01098,Jay Don Blake,116,238,48.7
14,0,01685,J.L. Lewis,116,230,50.4
14,0,06515,Shaun Micheel,116,224,51.8
17,0,23177,Kenneth Staton,115,221,52.0
18,0,20498,Briny Baird,114,238,47.9
18,0,12782,Tim Herron,114,236,48.3
18,0,01938,David Peoples,114,238,47.9
21,0,01132,Mark Brooks,113,211,53.6
21,0,01307,Joel Edwards,113,245,46.1
21,0,10565,Ian Leggatt,113,211,53.6
24,0,06573,Brandt Jobe,112,215,52.1
25,0,10733,Kent Jones,111,242,45.9
25,0,01619,Skip Kendall,111,255,43.5
25,0,01706,Davis Love III,111,211,52.6
28,0,06251,Chris DiMarco,110,213,51.6
29,0,10457,Frank Nobilo,109,208,52.4
29,0,02245,Grant Waite,109,234,46.6
31,0,08553,Lee Porter,108,219,49.3
31,0,02101,Joey Sindelar,108,227,47.6
33,0,07223,Brian Bateman,107,216,49.5
33,0,01139,Olin Browne,107,252,42.5
33,0,20548,Hidemichi Tanaka,107,222,48.2
33,0,02223,Bob Tway,107,193,55.4
37,0,20593,Greg Chalmers,106,211,50.2
37,0,01185,Brandel Chamblee,106,207,51.2
37,0,08545,Glen Hnatiuk,106,224,47.3
37,0,20095,Carl Paulson,106,211,50.2
41,0,24925,Jonathan Byrd,105,229,45.9
41,0,02206,David Toms,105,245,42.9
41,0,23322,Brett Wetterich,105,197,53.3
44,0,19881,Robert Damron,104,216,48.1
44,0,21806,Paul Gow,104,238,43.7
44,0,01927,Dennis Paulson,104,200,52.0
47,0,23983,Luke Donald,103,218,47.2
47,0,07749,Brett Quigley,103,239,43.1
49,0,06012,Greg Kraft,102,205,49.8
49,0,22046,Geoff Ogilvy,102,209,48.8
49,0,20127,Chris Riley,102,243,42.0
49,0,22293,Heath Slocum,102,188,54.3
49,0,02110,Jerry Smith,102,202,50.5
54,0,12388,Michael Clark II,101,217,46.5
54,0,20572,Rod Pampling,101,191,52.9
54,0,02010,Loren Roberts,101,226,44.7
54,0,06567,Vijay Singh,101,216,46.8
58,0,01381,Fred Funk,100,240,41.7
58,0,23338,David Gossett,100,216,46.3
58,0,06332,Neal Lancaster,100,194,51.5
58,0,20436,Garrett Willis,100,188,53.2
62,0,23614,Rich Beem,99,214,46.3
62,0,01378,David Frost,99,225,44.0
62,0,01707,Steve Lowery,99,209,47.4
62,0,01941,Tom Pernice Jr.,99,209,47.4
62,0,08375,Paul Stankowski,99,204,48.5
67,0,10885,Robert Allenby,98,214,45.8
67,0,06809,Bob Burns,98,206,47.6
67,0,08993,Franklin Langham,98,188,52.1
67,0,02002,John Riegger,98,215,45.6
67,0,10649,Tom Scherrer,98,204,48.0
72,0,01024,Billy Andrade,97,229,42.4
72,0,01361,Dan Forsman,97,191,50.8
72,0,01948,Tim Petrovic,97,181,53.6
72,0,10425,Jay Williamson,97,221,43.9
76,0,21633,Steve Allan,96,239,40.2
76,0,20098,Stuart Appleby,96,203,47.3
76,0,06078,Esteban Toledo,96,203,47.3
79,0,07003,David Berganio Jr.,95,174,54.6
79,0,20645,John Senden,95,176,54.0
81,0,01175,Jim Carter,94,201,46.8
81,0,08075,Jerry Kelly,94,207,45.4
83,0,23541,Ben Crane,93,209,44.5
83,0,24937,Jess Daley,93,189,49.2
83,0,20105,Jeff Gove,93,206,45.1
83,0,10107,Deane Pappas,93,184,50.5
87,0,20029,Notah Begay III,91,194,46.9
87,0,01945,Kenny Perry,91,219,41.6
87,0,02106,Chris Smith,91,202,45.0
90,0,12826,Paul Claxton,90,187,48.1
90,0,23353,J.J. Henry,90,204,44.1
90,0,01577,Lee Janzen,90,184,48.9
90,0,10912,Craig Perks,90,180,50.0
94,0,08123,Jeff Brehaut,89,206,43.2
94,0,01313,Steve Elkington,89,166,53.6
94,0,12645,Brent Geiberger,89,200,44.5
94,0,10585,Scott McCarron,89,202,44.1
98,0,01329,Brad Faxon,88,188,46.8
98,0,01388,Robert Gamez,88,186,47.3
98,0,02246,Duffy Waldorf,88,212,41.5
101,0,06197,Michael Allen,87,152,57.2
101,0,06315,Pete Jordan,87,174,50.0
101,0,06350,Bob May,87,202,43.1
101,0,06498,Matt Peterson,87,189,46.0
105,0,23108,Matt Kuchar,86,167,51.5
105,0,01766,Billy Mayfair,86,190,45.3
107,0,01920,Craig Parry,85,184,46.2
107,0,24361,Pat Perez,85,191,44.5
107,0,12663,Phil Tataurangi,85,198,42.9
110,0,06004,Stephen Ames,84,182,46.2
110,0,12652,Cameron Beckman,84,181,46.4
110,0,01320,Bob Estes,84,199,42.2
110,0,01374,Robin Freeman,84,171,49.1
110,0,01457,Jay Haas,84,167,50.3
110,0,10860,Justin Leonard,84,193,43.5
116,0,23903,Stephen Gangluff,83,188,44.1
117,0,01157,Tom Byrum,82,177,46.3
117,0,20229,Stewart Cink,82,187,43.9
117,0,10117,Bob Heintz,82,170,48.2
120,0,24357,K.J. Choi,81,199,40.7
120,0,23135,Tim Clark,81,186,43.5
120,0,21805,Harrison Frazar,81,190,42.6
120,0,23800,Bryce Molder,81,191,42.4
124,0,01035,Tommy Armour III,80,160,50.0
124,0,01553,John Huston,80,195,41.0
124,0,08881,Tripp Isenhour,80,152,52.6
124,0,20634,Peter Lonard,80,185,43.2
124,0,01723,Andrew Magee,80,164,48.8
124,0,23623,Bo Van Pelt,80,178,44.9
130,0,07457,Steve Flesch,79,192,41.1
130,0,08537,J.P. Hayes,79,174,45.4
130,0,08633,Per-Ulrik Johansson,79,173,45.7
130,0,06613,Tommy Tolles,79,166,47.6
130,0,20566,Kaname Yokoo,79,152,52.0
135,0,20043,Edward Fryatt,78,197,39.6
135,0,06617,Brian Henninger,78,153,51.0
137,0,09011,David Duval,77,160,48.1
137,0,10201,Matt Gogel,77,166,46.4
137,0,01527,Scott Hoch,77,155,49.7
137,0,12680,Shigeki Maruyama,77,173,44.5
137,0,01771,Blaine McCallister,77,153,50.3
142,0,23125,Brad Elder,76,163,46.6
143,0,11032,Frank Lickliter II,75,177,42.4
143,0,02239,Scott Verplank,75,174,43.1
145,0,20574,Mathew Goggin,74,156,47.4
145,0,06643,Paul Goydos,74,153,48.4
145,0,06575,Dudley Hart,74,158,46.8
148,0,20502,Michael Long,72,168,42.9
148,0,01968,Nick Price,72,142,50.7
150,0,19824,Craig Barlow,71,167,42.5
150,0,06036,Scott Dunlap,71,142,50.0
150,0,21209,Sergio Garcia,71,124,57.3
153,0,01203,Russ Cochran,70,139,50.4
154,0,06621,Joe Durant,68,145,46.9
154,0,01514,Eduardo Herrera,68,133,51.1
154,0,01797,Rocco Mediate,68,150,45.3
154,0,06527,Steve Stricker,68,125,54.4
154,0,02214,Kirk Triplett,68,148,45.9
154,0,10423,Mike Weir,68,162,42.0
160,0,12753,David Morland IV,67,160,41.9
160,0,19817,Michael Muehr,67,139,48.2
160,0,01928,Corey Pavin,67,150,44.7
163,0,01014,Fulton Allem,66,135,48.9
163,0,01142,Bart Bryant,66,149,44.3
163,0,21949,Joe Ogilvie,66,126,52.4
163,0,06595,Kevin Sutherland,66,133,49.6
167,0,01724,Jeff Maggert,65,146,44.5
167,0,02170,Hal Sutton,65,132,49.2
169,0,10809,Jim Furyk,64,147,43.5
170,0,21259,Jason Hill,63,118,53.4
170,0,06373,José María Olazábal,63,154,40.9
170,0,23621,Rory Sabbatini,63,123,51.2
173,0,01475,Donnie Hammond,62,135,45.9
173,0,01569,Peter Jacobsen,62,138,44.9
173,0,20663,Brenden Pappas,62,136,45.6
176,0,01161,Mark Calcavecchia,60,146,41.1
176,0,26289,Boo Weekley,60,122,49.2
178,0,08339,Spike McRoy,59,127,46.5
178,0,02099,Scott Simpson,59,144,41.0
180,0,06522,Ernie Els,58,141,41.1
181,0,19972,José Coceres,57,113,50.4
181,0,08535,Gary Nicklaus,57,133,42.9
181,0,02133,Craig Stadler,57,118,48.3
184,0,01042,Paul Azinger,56,124,45.2
184,0,20157,Retief Goosen,56,132,42.4
184,0,01599,Steve Jones,56,125,44.8
187,0,10962,Bradley Hughes,54,103,52.4
187,0,02257,Brian Watts,54,117,46.2
189,0,01219,John Cook,53,145,36.6
190,0,01887,Mark O'Meara,51,102,50.0
190,0,08793,Tiger Woods,51,114,44.7
192,0,10213,Dicky Pride,49,121,40.5
193,0,01549,Mike Hulbert,48,96,50.0
193,0,06016,Brad Lardon,48,104,46.2
195,0,01226,Fred Couples,47,98,48.0
195,0,01666,Bernhard Langer,47,98,48.0
197,0,19958,Miguel Angel Jiménez,46,96,47.9
198,0,12660,Jesper Parnevik,45,102,44.1
199,0,01926,Steve Pate,44,114,38.6
200,0,01249,John Daly,43,88,48.9
201,0,01677,Tom Lehman,42,93,45.2
201,0,02322,Richard Zokol,42,106,39.6
