RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,51766,Wyndham Clark,91.06,1298,1182
2,0,34099,Harris English,90.83,1406,1277
3,0,27644,Brian Harman,90.55,1291,1169
4,0,40009,Dominic Bozzelli,90.43,867,784
5,0,47993,Denny McCarthy,90.31,1207,1090
6,0,27649,Brandt Snedeker,90.23,1422,1283
7,0,35461,Beau Hossler,90.22,1196,1079
8,0,10809,Jim Furyk,90.00,1050,945
9,0,29478,Kevin Kisner,89.98,1258,1132
10,0,25572,Graeme McDowell,89.80,882,792
11,0,24361,Pat Perez,89.68,727,652
12,0,21528,Henrik Stenson,89.52,773,692
13,0,32150,Michael Thompson,89.37,1167,1043
14,0,35732,Wes Roach,89.31,889,794
15,0,30978,Kiradech Aphibarnrat,89.29,812,725
16,0,35891,Cameron Smith,89.22,974,869
17,0,29479,Scott Brown,89.10,1229,1095
17,0,32640,Troy Merritt,89.10,1018,907
19,0,26851,Marc Leishman,89.04,1031,918
20,0,46970,Jon Rahm,89.01,955,850
21,0,23320,Ryan Palmer,88.97,934,831
22,0,37454,Whee Kim,88.95,860,765
22,0,29908,C.T. Pan,88.95,1104,982
24,0,25493,Nick Taylor,88.94,1564,1391
25,0,26951,Johnson Wagner,88.88,836,743
26,0,29420,Billy Horschel,88.85,1256,1116
27,0,33667,Carlos Ortiz,88.84,1308,1162
28,0,48822,Sebastián Muñoz,88.82,1163,1033
29,0,21961,Charles Howell III,88.81,1332,1183
30,0,25818,Scott Piercy,88.80,1268,1126
30,0,24138,Ian Poulter,88.80,786,698
32,0,30911,Tommy Fleetwood,88.78,918,815
32,0,31560,Brian Stuard,88.78,1390,1234
34,0,34466,Peter Malnati,88.77,1380,1225
35,0,47504,Sam Burns,88.76,1237,1098
36,0,24924,Bill Haas,88.75,1120,994
36,0,28237,Rory McIlroy,88.75,1031,915
38,0,39971,Sungjae Im,88.74,1803,1600
38,0,23325,Vaughn Taylor,88.74,1474,1308
40,0,34563,Chesson Hadley,88.72,1082,960
41,0,36689,Brooks Koepka,88.69,1043,925
42,0,27095,Nick Watney,88.67,1271,1127
43,0,37340,Chase Wright,88.65,1022,906
44,0,32757,Patton Kizzire,88.64,951,843
44,0,32058,José de Jesús Rodríguez,88.64,898,796
46,0,21209,Sergio Garcia,88.60,719,637
47,0,22371,Aaron Baddeley,88.59,754,668
48,0,32102,Rickie Fowler,88.54,1126,997
48,0,33410,Andrew Landry,88.54,1195,1058
50,0,40026,Daniel Berger,88.48,1094,968
50,0,29223,Sam Saunders,88.48,1241,1098
50,0,29221,Webb Simpson,88.48,1250,1106
53,0,47990,Kyle Jones,88.46,988,874
54,0,28089,Jason Day,88.44,848,750
54,0,33399,Adam Hadwin,88.44,1133,1002
56,0,23108,Matt Kuchar,88.41,1217,1076
57,0,23621,Rory Sabbatini,88.38,1377,1217
58,0,27958,Ryan Blaum,88.37,1307,1155
59,0,29535,Brice Garnett,88.36,1194,1055
59,0,25632,Jimmy Walker,88.36,1065,941
61,0,34021,Bud Cauley,88.35,1382,1221
61,0,34261,Scott Langley,88.35,1176,1039
63,0,34431,Robert Streb,88.33,1114,984
