RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,01666,Bernhard Langer,4' 1",.148,3,40
2,0,06527,Steve Stricker,4' 4",.472,9,92
3,0,06621,Joe Durant,4' 6",.977,18,86
4,0,24937,Jess Daley,4' 10",1.495,26,94
5,0,01475,Donnie Hammond,5' 6",.921,14,142
5,0,12782,Tim Herron,5' 6",1.055,16,45
7,0,20572,Rod Pampling,5' 10",1.826,26,11
8,0,23135,Tim Clark,6' 0",1.514,21,66
8,0,23983,Luke Donald,6' 0",1.364,19,80
8,0,08881,Tripp Isenhour,6' 0",2.014,28,134
11,0,20098,Stuart Appleby,6' 2",1.707,23,129
11,0,06332,Neal Lancaster,6' 2",1.923,26,38
11,0,02104,Jeff Sluman,6' 2",2.145,29,30
14,0,12663,Phil Tataurangi,6' 4",1.528,20,131
15,0,07867,Woody Austin,6' 5",2.235,29,118
15,0,01175,Jim Carter,6' 5",1.929,25,15
15,0,06595,Kevin Sutherland,6' 5",.924,12,110
15,0,02239,Scott Verplank,6' 5",2.144,28,61
19,0,01219,John Cook,6' 7",.868,11,102
19,0,08545,Glen Hnatiuk,6' 7",2.208,28,8
19,0,11032,Frank Lickliter II,6' 7",1.967,25,171
22,0,20593,Greg Chalmers,6' 8",1.609,20,170
22,0,08633,Per-Ulrik Johansson,6' 8",1.277,16,43
22,0,06515,Shaun Micheel,6' 8",1.766,22,72
22,0,02010,Loren Roberts,6' 8",2.009,25,12
22,0,11011,Mike Sposa,6' 8",2.399,30,13
27,0,01024,Billy Andrade,6' 9",2.277,28,75
27,0,21259,Jason Hill,6' 9",.977,12,200
27,0,10733,Kent Jones,6' 9",1.852,23,123
27,0,01938,David Peoples,6' 9",2.025,25,42
31,0,23614,Rich Beem,6' 10",2.218,27,136
31,0,01723,Andrew Magee,6' 10",1.883,23,62
31,0,12753,David Morland IV,6' 10",1.809,22,100
34,0,24925,Jonathan Byrd,6' 11",2.167,26,93
34,0,08553,Lee Porter,6' 11",2.579,31,73
34,0,02206,David Toms,6' 11",2.393,29,51
37,0,01185,Brandel Chamblee,7' 0",2.009,24,55
37,0,10809,Jim Furyk,7' 0",1.169,14,7
39,0,01249,John Daly,7' 1",1.357,16,189
39,0,10457,Frank Nobilo,7' 1",2.627,31,127
39,0,01887,Mark O'Meara,7' 1",.510,6,82
39,0,22046,Geoff Ogilvy,7' 1",2.729,32,155
39,0,01927,Dennis Paulson,7' 1",1.700,20,112
44,0,19824,Craig Barlow,7' 2",1.886,22,114
44,0,19881,Robert Damron,7' 2",2.996,35,141
44,0,06315,Pete Jordan,7' 2",2.056,24,173
47,0,20157,Retief Goosen,7' 4",1.225,14,58
47,0,08993,Franklin Langham,7' 4",2.297,26,147
47,0,10565,Ian Leggatt,7' 4",2.374,27,153
47,0,01948,Tim Petrovic,7' 4",1.676,19,38
51,0,01035,Tommy Armour III,7' 5",1.685,19,184
51,0,07721,Pat Bates,7' 5",2.837,32,68
51,0,06036,Scott Dunlap,7' 5",1.511,17,198
