RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,02010,Loren Roberts,21
1,0,02101,Joey Sindelar,21
3,0,02190,Doug Tewell,15
4,0,01353,Bruce Fleisher,14
5,0,01042,Paul Azinger,13
5,0,01475,Donnie Hammond,13
5,0,01510,Nolan Henke,13
5,0,01946,Peter Persons,13
9,0,06124,Patrick Burke,12
9,0,01444,Ken Green,12
9,0,01495,Morris Hatalsky,12
9,0,02067,Ted Schulz,12
13,0,02135,Mike Standly,11
13,0,02225,Howard Twitty,11
15,0,01783,Mark McCumber,10
16,0,01006,John Adams,9
16,0,01024,Billy Andrade,9
16,0,01098,Jay Don Blake,9
16,0,01414,Bob Gilder,9
16,0,01958,Dan Pohl,9
16,0,02090,Tom Sieckmann,9
22,0,01096,Phil Blackmar,8
22,0,01129,Bill Britton,8
22,0,01143,Brad Bryant,8
22,0,06012,Greg Kraft,8
22,0,01943,Chris Perry,8
22,0,02099,Scott Simpson,8
22,0,02100,Tim Simpson,8
22,0,02242,Lanny Wadkins,8
30,0,01235,Ben Crenshaw,7
30,0,01489,Steve Hart,7
30,0,01549,Mike Hulbert,7
30,0,01701,Bob Lohr,7
30,0,02131,Mike Springer,7
30,0,06048,Dicky Thompson,7
30,0,02321,Fuzzy Zoeller,7
37,0,06010,Brad Bell,6
37,0,01443,Hubert Green,6
37,0,06284,Jim Hallet,6
37,0,06332,Neal Lancaster,6
37,0,06090,Jim McGovern,6
42,0,01266,Clark Dennis,5
42,0,01527,Scott Hoch,5
42,0,01725,John Mahaffey,5
42,0,01835,Tommy Moore,5
42,0,01891,David Ogrin,5
42,0,01975,Tom Purtzer,5
42,0,02033,Dave Rummells,5
42,0,06527,Steve Stricker,5
42,0,02215,Paul Trittler,5
42,0,02267,D.A. Weibring,5
52,0,01060,Dave Barr,4
52,0,01197,Bobby Clampett,4
52,0,01323,Brad Fabel,4
52,0,01330,David Feherty,4
52,0,01435,Wayne Grady,4
52,0,08537,J.P. Hayes,4
52,0,01569,Peter Jacobsen,4
52,0,01724,Jeff Maggert,4
52,0,01901,Jay Overton,4
52,0,01960,Don Pooley,4
52,0,08973,Wayne Riley,4
52,0,02007,Larry Rinker,4
52,0,02167,Mike Sullivan,4
52,0,02298,Jim Woodward,4
66,0,01142,Bart Bryant,3
66,0,01168,David Canipe,3
66,0,01203,Russ Cochran,3
66,0,01318,Charlie Epps,3
66,0,01331,Rick Fehr,3
66,0,01334,Keith Fergus,3
66,0,01355,Raymond Floyd,3
66,0,01360,Anders Forsbrand,3
66,0,06044,Scott Gump,3
66,0,01560,David Ishii,3
66,0,01682,Wayne Levi,3
66,0,01779,Gary McCord,3
66,0,06054,Sean Pacetti,3
66,0,01928,Corey Pavin,3
66,0,06401,Marty Schiene,3
66,0,06633,Gary Webb,3
66,0,02294,Willie Wood,3
83,0,06197,Michael Allen,2
83,0,06204,Jeff Barlow,2
83,0,01161,Mark Calcavecchia,2
83,0,01191,Barry Cheesman,2
83,0,01196,Brian Claar,2
83,0,01226,Fred Couples,2
83,0,07657,Jeff Duncan,2
83,0,10139,Jim Ellis,2
83,0,01376,Bob Friend,2
83,0,01388,Robert Gamez,2
83,0,01755,Dick Mast,2
83,0,01925,Jerry Pate,2
83,0,01966,Anthony Price,2
83,0,06409,Brad Sherfy,2
83,0,06132,Sonny Skinner,2
83,0,02246,Duffy Waldorf,2
