RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,30925,Dustin Johnson,72.00,144,56
2,0,27436,Graham DeLaet,69.03,156,70
3,0,27141,J.B. Holmes,67.78,183,87
4,0,27302,Garth Mulroy,65.41,87,46
5,0,20848,Ángel Cabrera,65.38,102,54
6,0,11123,Chris Couch,65.08,123,66
7,0,23349,Charles Warren,64.71,110,60
8,0,28237,Rory McIlroy,64.52,80,44
9,0,23322,Brett Wetterich,64.38,103,57
10,0,01810,Phil Mickelson,64.21,122,68
11,0,27936,Martin Laird,64.20,156,87
12,0,24358,Robert Garrigus,63.69,114,65
13,0,01249,John Daly,63.43,85,49
14,0,12716,Charley Hoffman,63.18,151,88
15,0,25804,Bubba Watson,62.38,131,79
16,0,25900,Lucas Glover,62.37,116,70
17,0,22371,Aaron Baddeley,62.32,172,104
18,0,20378,Mathias Grönberg,61.49,91,57
19,0,23788,D.J. Trahan,61.39,159,100
20,0,26289,Boo Weekley,60.93,131,84
21,0,27095,Nick Watney,60.81,135,87
22,0,23409,James Driscoll,60.44,136,89
23,0,22946,Henrik Bjornstad,60.22,112,74
24,0,28500,Martin Flores,59.80,122,82
25,0,26851,Marc Leishman,59.52,125,85
25,0,27770,Camilo Villegas,59.52,100,68
27,0,23623,Bo Van Pelt,59.02,157,109
28,0,25818,Scott Piercy,58.66,149,105
29,0,21959,Ted Purdy,58.65,139,98
30,0,20157,Retief Goosen,58.33,91,65
31,0,26596,Ryan Moore,58.20,110,79
32,0,28307,Matt Every,57.86,92,67
33,0,20070,Matt Bettencourt,57.46,131,97
34,0,26679,Kevin Stadler,57.26,134,100
35,0,24924,Bill Haas,57.14,136,102
35,0,24781,Hunter Mahan,57.14,120,90
37,0,10585,Scott McCarron,57.09,149,112
38,0,23621,Rory Sabbatini,57.01,126,95
39,0,08725,Tom Gillis,56.99,163,123
40,0,22913,John Rollins,56.96,131,99
41,0,27120,Troy Matteson,56.61,137,105
42,0,01706,Davis Love III,56.50,113,87
43,0,28780,Nicholas Thompson,56.38,137,106
44,0,01161,Mark Calcavecchia,56.07,60,47
45,0,30946,Alex Prugh,56.05,139,109
46,0,20645,John Senden,55.80,154,122
47,0,20574,Mathew Goggin,55.74,131,104
48,0,22056,Cameron Percy,55.56,105,84
49,0,25562,Andres Romero,55.26,126,102
50,0,28089,Jason Day,55.19,117,95
51,0,08375,Paul Stankowski,55.13,86,70
52,0,33419,Cameron Tringale,54.93,78,64
53,0,24912,Will MacKenzie,54.81,114,94
54,0,26881,Jarrod Lyle,54.35,75,63
55,0,20850,Daniel Chopra,54.29,114,96
56,0,27214,Kevin Streelman,54.03,134,114
57,0,24502,Adam Scott,53.45,93,81
58,0,21209,Sergio Garcia,53.39,63,55
59,0,32640,Troy Merritt,53.36,127,111
60,0,24140,Sean O'Hair,53.33,112,98
61,0,26287,Roland Thatcher,53.30,113,99
62,0,26300,Matt Jones,53.23,132,116
62,0,28620,Aron Price,53.23,99,87
64,0,25364,Paul Casey,53.17,67,59
65,0,20572,Rod Pampling,53.10,120,106
66,0,27797,Derek Lamely,53.06,104,92
67,0,25632,Jimmy Walker,53.02,114,101
68,0,27933,John Merrick,52.86,148,132
69,0,10885,Robert Allenby,52.69,98,88
70,0,01707,Steve Lowery,52.35,89,81
71,0,24663,Y.E. Yang,52.27,92,84
72,0,26301,James Nitties,52.19,131,120
73,0,26695,Michael Letzig,52.07,126,116
74,0,24490,George McNeill,51.85,112,104
75,0,06522,Ernie Els,51.74,89,83
76,0,20229,Stewart Cink,51.50,103,97
77,0,28087,Kris Blanks,51.48,122,115
78,0,25686,Jason Dufner,51.36,113,107
79,0,23353,J.J. Henry,51.24,124,118
80,0,06567,Vijay Singh,51.22,84,80
81,0,24925,Jonathan Byrd,51.21,127,121
82,0,23320,Ryan Palmer,50.91,112,108
83,0,22405,Justin Rose,50.72,105,102
84,0,26392,Chris Wilson,50.60,84,82
85,0,25892,Steve Wheatcroft,50.55,92,90
86,0,28475,Jeff Overton,50.48,105,103
87,0,21961,Charles Howell III,50.00,141,141
87,0,23108,Matt Kuchar,50.00,115,115
87,0,23307,Roger Tambellini,50.00,96,96
90,0,21949,Joe Ogilvie,49.63,133,135
91,0,24361,Pat Perez,49.62,129,131
92,0,28158,Steve Marino,49.52,103,105
93,0,23638,Brendon de Jonge,49.30,141,145
94,0,27613,David Lutterus,49.15,87,90
95,0,20691,Greg Owen,48.74,97,102
96,0,27330,Josh Teater,48.29,141,151
97,0,20436,Garrett Willis,48.00,108,117
98,0,24024,Zach Johnson,47.81,109,119
99,0,20766,Padraig Harrington,47.79,65,71
100,0,27963,Chris Stroud,47.75,106,116
101,0,01766,Billy Mayfair,47.74,95,104
102,0,24846,Ricky Barnes,47.67,123,135
103,0,06004,Stephen Ames,47.64,101,111
104,0,06621,Joe Durant,47.56,78,86
105,0,20098,Stuart Appleby,47.33,124,138
106,0,06595,Kevin Sutherland,47.20,118,132
107,0,12652,Cameron Beckman,47.09,81,91
108,0,01313,Steve Elkington,46.81,88,100
109,0,20105,Jeff Gove,46.67,63,72
110,0,23548,Bill Lunde,46.61,103,118
111,0,20663,Brenden Pappas,46.55,81,93
112,0,25396,Kevin Na,46.49,106,122
113,0,12714,Chris Tidland,46.12,101,118
114,0,20686,Jeev Milkha Singh,45.95,68,80
115,0,12782,Tim Herron,45.71,96,114
116,0,06527,Steve Stricker,45.35,78,94
117,0,25240,D.A. Points,45.34,112,135
118,0,27060,John Mallinger,45.32,92,111
119,0,07867,Woody Austin,45.14,116,141
120,0,20498,Briny Baird,45.02,104,127
121,0,01945,Kenny Perry,44.89,79,97
122,0,32102,Rickie Fowler,44.83,117,144
123,0,23541,Ben Crane,44.62,87,108
123,0,08075,Jerry Kelly,44.62,116,144
125,0,22122,Andrew McLardy,44.20,61,77
126,0,26951,Johnson Wagner,44.10,101,128
127,0,24138,Ian Poulter,44.00,44,56
128,0,07749,Brett Quigley,43.97,124,158
129,0,23325,Vaughn Taylor,43.70,111,143
130,0,10423,Mike Weir,43.65,55,71
131,0,23613,Rich Barcelo,43.43,76,99
132,0,12510,Chad Campbell,42.74,103,138
133,0,23718,Nathan Green,42.68,105,141
134,0,20472,Alex Cejka,42.47,93,126
135,0,21878,Mark Wilson,42.40,106,144
136,0,02206,David Toms,42.38,89,121
137,0,25720,Chad Collins,42.08,93,128
138,0,10809,Jim Furyk,42.02,79,109
139,0,29910,Blake Adams,42.01,92,127
140,0,22046,Geoff Ogilvy,41.98,68,94
141,0,24507,Jason Bohn,41.95,99,137
142,0,29221,Webb Simpson,41.67,115,161
143,0,27466,Spencer Levin,41.61,124,174
144,0,01320,Bob Estes,41.40,89,126
145,0,12705,Cliff Kresge,41.18,56,80
146,0,21753,Brian Davis,40.99,116,167
147,0,22378,Trevor Immelman,40.77,53,77
148,0,09011,David Duval,40.43,76,112
149,0,07457,Steve Flesch,40.19,84,125
150,0,01577,Lee Janzen,39.91,85,128
151,0,01948,Tim Petrovic,39.66,117,178
152,0,24357,K.J. Choi,39.58,76,116
153,0,02239,Scott Verplank,39.02,64,100
154,0,06251,Chris DiMarco,38.91,93,146
155,0,21731,Freddie Jacobson,38.53,89,142
156,0,01797,Rocco Mediate,38.50,72,115
157,0,22293,Heath Slocum,38.46,90,144
158,0,31560,Brian Stuard,38.32,82,132
159,0,21350,Ryuji Imada,37.89,97,159
160,0,20160,Charlie Wi,37.83,101,166
161,0,27649,Brandt Snedeker,37.72,86,142
162,0,20593,Greg Chalmers,37.50,102,170
163,0,01724,Jeff Maggert,37.23,70,118
164,0,26420,Richard Johnson,37.21,80,135
165,0,01116,Michael Bradley,36.67,77,133
166,0,26882,Michael Sim,36.42,59,103
167,0,25345,Carl Pettersson,36.22,92,162
168,0,06515,Shaun Micheel,36.08,57,101
169,0,08537,J.P. Hayes,35.59,79,143
170,0,20127,Chris Riley,35.39,63,115
171,0,12602,Dean Wilson,35.29,48,88
172,0,06514,Kevin Johnson,34.87,53,99
173,0,24227,Justin Bolli,34.35,45,86
174,0,32617,Jerod Turner,34.21,39,75
175,0,25190,Jeff Quinney,34.17,82,158
176,0,12755,Vance Veazey,34.00,51,99
177,0,10860,Justin Leonard,33.67,67,132
178,0,01941,Tom Pernice Jr.,33.52,59,117
179,0,23983,Luke Donald,33.33,56,112
180,0,10425,Jay Williamson,32.40,58,121
181,0,23673,Michael Connell,32.33,75,157
182,0,01619,Skip Kendall,32.24,49,103
183,0,06643,Paul Goydos,30.66,65,147
184,0,23800,Bryce Molder,29.20,66,160
185,0,22621,Ben Curtis,28.43,56,141
186,0,29285,Brent Delahoussaye,27.46,39,103
187,0,23135,Tim Clark,27.40,57,151
188,0,08385,Omar Uresti,27.37,52,138
189,0,06012,Greg Kraft,27.27,33,88
190,0,19846,Brian Gay,23.69,59,190
191,0,01329,Brad Faxon,22.73,35,119
192,0,07363,Craig Bowden,22.37,34,118
