RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,48153,Matthieu Pavon,9.70%,134,13
2,0,32333,Kevin Tway,9.38%,128,12
3,0,35450,Patrick Cantlay,8.41%,107,9
4,0,51696,Rico Hoey,8.28%,157,13
5,0,54591,Ben Griffin,7.59%,224,17
6,0,51287,Ryo Hisatsune,7.26%,179,13
7,0,45522,Christiaan Bezuidenhout,7.19%,139,10
8,0,52215,Robert MacIntyre,6.80%,147,10
9,0,52513,Carson Young,6.29%,175,11
10,0,46717,Viktor Hovland,6.25%,96,6
11,0,35532,Tom Hoge,6.17%,162,10
12,0,27129,Luke List,6.13%,163,10
13,0,50095,Austin Smotherman,5.81%,86,5
14,0,33204,Shane Lowry,5.80%,138,8
15,0,29936,Ryan Fox,5.76%,139,8
16,0,40162,Justin Lower,5.63%,213,12
16,0,48081,Xander Schauffele,5.63%,160,9
18,0,36884,Ben Kohles,5.61%,196,11
19,0,28089,Jason Day,5.59%,143,8
20,0,35506,Mackenzie Hughes,5.58%,215,12
21,0,48084,Wesley Bryan,5.41%,74,4
22,0,34046,Jordan Spieth,5.30%,132,7
23,0,27214,Kevin Streelman,5.22%,134,7
24,0,33408,Tyson Alexander,5.16%,155,8
25,0,49771,J.T. Poston,5.14%,175,9
26,0,57900,Chandler Phillips,5.13%,156,8
26,0,52374,Brandon Wu,5.13%,156,8
28,0,46113,Ryan McCormick,5.11%,137,7
29,0,33968,Thorbjørn Olesen,5.10%,98,5
30,0,28252,Seamus Power,5.08%,177,9
31,0,34099,Harris English,5.07%,217,11
32,0,32839,Hideki Matsuyama,5.04%,119,6
33,0,52666,Sami Valimaki,4.96%,121,6
34,0,25900,Lucas Glover,4.93%,142,7
35,0,26476,Chez Reavie,4.92%,122,6
36,0,57362,Austin Eckroat,4.88%,164,8
37,0,28237,Rory McIlroy,4.84%,124,6
38,0,40058,Zac Blair,4.81%,187,9
38,0,24024,Zach Johnson,4.81%,104,5
40,0,51977,Max Greyserman,4.76%,147,7
40,0,54783,Dylan Wu,4.76%,168,8
42,0,36326,David Lipsky,4.69%,128,6
43,0,34587,Chan Kim,4.68%,171,8
44,0,39324,J.J. Spaun,4.65%,172,8
45,0,27330,Josh Teater,4.49%,89,4
46,0,27936,Martin Laird,4.38%,137,6
46,0,47483,Will Zalatoris,4.38%,137,6
48,0,47993,Denny McCarthy,4.35%,184,8
49,0,40026,Daniel Berger,4.29%,140,6
49,0,51997,Andrew Novak,4.29%,163,7
51,0,40098,Matt Fitzpatrick,4.17%,144,6
51,0,40250,Taylor Pendrith,4.17%,168,7
53,0,51766,Wyndham Clark,4.13%,121,5
54,0,51890,Greyson Sigg,4.11%,146,6
55,0,59836,Pierceson Coody,4.08%,147,6
55,0,39975,Michael Kim,4.08%,147,6
57,0,52372,Cameron Champ,4.07%,123,5
58,0,59143,Mac Meissner,4.05%,148,6
58,0,45242,Kevin Yu,4.05%,173,7
60,0,33486,Roger Sloan,4.04%,99,4
61,0,51634,Sahith Theegala,4.02%,199,8
62,0,57975,Harry Hall,3.97%,151,6
63,0,46441,Robby Shelton,3.95%,152,6
64,0,52955,Ludvig Åberg,3.94%,127,5
65,0,27139,David Skinns,3.90%,154,6
66,0,46442,Maverick McNealy,3.85%,208,8
66,0,47347,Adam Schenk,3.85%,182,7
66,0,27649,Brandt Snedeker,3.85%,130,5
69,0,34098,Russell Henley,3.81%,105,4
70,0,56149,Wilson Furr,3.77%,106,4
71,0,33399,Adam Hadwin,3.76%,133,5
72,0,52453,Nicolai Højgaard,3.74%,107,4
73,0,35617,Martin Trainer,3.67%,109,4
74,0,23320,Ryan Palmer,3.66%,82,3
75,0,31323,Gary Woodland,3.64%,165,6
76,0,35461,Beau Hossler,3.61%,194,7
77,0,32640,Troy Merritt,3.60%,111,4
78,0,32366,Kevin Chappell,3.57%,112,4
78,0,30163,Henrik Norlander,3.57%,112,4
80,0,55789,Taylor Montgomery,3.54%,113,4
81,0,46046,Scottie Scheffler,3.51%,114,4
82,0,46414,Aaron Rai,3.50%,200,7
82,0,38991,Alejandro Tosti,3.50%,143,5
84,0,29221,Webb Simpson,3.49%,86,3
85,0,28775,Nate Lashley,3.47%,144,5
86,0,47995,Davis Riley,3.45%,174,6
87,0,34255,Joseph Bramlett,3.43%,175,6
87,0,36699,Patrick Rodgers,3.43%,204,7
89,0,39997,Corey Conners,3.41%,176,6
90,0,45157,Cam Davis,3.36%,149,5
91,0,34256,Andrew Putnam,3.35%,209,7
92,0,33141,Keegan Bradley,3.33%,150,5
92,0,27644,Brian Harman,3.33%,150,5
92,0,39971,Sungjae Im,3.33%,180,6
95,0,47504,Sam Burns,3.31%,121,4
95,0,32791,K.H. Lee,3.31%,151,5
97,0,48699,Callum Tarren,3.29%,152,5
98,0,47679,Victor Perez,3.27%,153,5
98,0,40006,Erik van Rooyen,3.27%,153,5
100,0,51894,Vince Whaley,3.25%,123,4
101,0,34021,Bud Cauley,3.20%,125,4
102,0,39546,Keith Mitchell,3.17%,189,6
103,0,52514,Trace Crowe,3.13%,96,3
104,0,50497,Adrien Dumont de Chassart,3.11%,161,5
104,0,54576,Patrick Fishburn,3.11%,161,5
106,0,51349,Nico Echavarria,3.09%,162,5
107,0,25493,Nick Taylor,3.07%,163,5
108,0,50493,Justin Suh,3.03%,165,5
109,0,49947,Taylor Moore,3.02%,199,6
110,0,36871,Matt NeSmith,3.01%,166,5
111,0,54421,Garrick Higgo,2.99%,167,5
111,0,55893,Sam Stevens,2.99%,201,6
113,0,27349,Alex Noren,2.98%,168,5
114,0,34374,Erik Barnes,2.97%,101,3
115,0,29420,Billy Horschel,2.96%,169,5
116,0,39327,Ben Silverman,2.92%,171,5
117,0,29535,Brice Garnett,2.86%,105,3
118,0,37378,Min Woo Lee,2.84%,141,4
119,0,39977,Max Homa,2.82%,142,4
120,0,30911,Tommy Fleetwood,2.80%,143,4
121,0,33653,Thomas Detry,2.76%,145,4
122,0,47591,Eric Cole,2.67%,187,5
123,0,48867,Matti Schmid,2.65%,151,4
124,0,28420,Ryan Brehm,2.63%,114,3
125,0,12716,Charley Hoffman,2.56%,117,3
126,0,54628,Lee Hodges,2.54%,197,5
126,0,37275,Sam Ryder,2.54%,118,3
128,0,23108,Matt Kuchar,2.52%,159,4
128,0,50525,Collin Morikawa,2.52%,119,3
130,0,29478,Kevin Kisner,2.48%,121,3
131,0,37212,Paul Barjon,2.44%,123,3
132,0,33948,Byeong Hun An,2.40%,125,3
132,0,51070,Vincent Norrman,2.40%,125,3
132,0,30927,Brendon Todd,2.40%,208,5
135,0,60767,Blaine Hale Jr.,2.38%,84,2
136,0,31646,Emiliano Grillo,2.35%,170,4
137,0,34563,Chesson Hadley,2.33%,129,3
138,0,55708,Hayden Buckley,2.29%,131,3
139,0,29908,C.T. Pan,2.22%,135,3
140,0,49960,Sepp Straka,2.21%,136,3
141,0,55182,Tom Kim,2.17%,138,3
142,0,52375,Doug Ghim,2.16%,185,4
143,0,34076,Joel Dahmen,2.11%,142,3
143,0,47988,Nick Hardy,2.11%,190,4
145,0,60004,Jacob Bridgeman,2.05%,146,3
146,0,35310,Lanto Griffin,2.04%,196,4
147,0,50484,Hayden Springer,2.00%,150,3
148,0,33448,Justin Thomas,1.90%,105,2
149,0,48319,Tom Whitney,1.87%,107,2
150,0,48887,Matt Wallace,1.75%,171,3
151,0,55454,Carl Yuan,1.71%,117,2
152,0,32367,Jorge Campillo,1.67%,120,2
153,0,22405,Justin Rose,1.65%,121,2
154,0,48119,Ben Taylor,1.60%,125,2
155,0,26596,Ryan Moore,1.59%,126,2
156,0,58168,Davis Thompson,1.57%,191,3
157,0,48117,Kurt Kitayama,1.55%,129,2
158,0,22371,Aaron Baddeley,1.54%,130,2
159,0,59866,Nick Dunlap,1.49%,134,2
160,0,32102,Rickie Fowler,1.48%,135,2
160,0,27064,Jhonattan Vegas,1.48%,135,2
162,0,60067,Joe Highsmith,1.40%,143,2
163,0,29725,Tony Finau,1.34%,149,2
164,0,57366,Cameron Young,1.32%,152,2
165,0,50188,S.H. Kim,1.30%,231,3
165,0,47806,Raul Pereda,1.30%,77,1
167,0,47420,Jake Knapp,1.23%,163,2
168,0,56630,Akshay Bhatia,1.20%,166,2
169,0,47983,Chad Ramey,1.13%,177,2
170,0,36801,Mark Hubbard,.99%,202,2
171,0,32070,Rafael Campos,.96%,104,1
172,0,40115,Adam Svensson,.93%,216,2
173,0,27770,Camilo Villegas,.85%,118,1
174,0,32757,Patton Kizzire,.83%,121,1
175,0,46340,Alex Smalley,.78%,129,1
176,0,34466,Peter Malnati,.74%,135,1
177,0,37455,Si Woo Kim,.72%,138,1
178,0,30926,Chris Kirk,.71%,140,1
179,0,47663,Kevin Dougherty,.68%,147,1
180,0,24502,Adam Scott,.67%,149,1
181,0,36799,Stephan Jaeger,.65%,155,1
182,0,45609,Tyler Duncan,.64%,156,1
183,0,59095,Chris Gotterup,.58%,173,1
184,0,59442,Parker Coody,.00%,102,0
