RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,32102,Rickie Fowler,1.987,125.163,71.456,53.706,63
2,0,34046,Jordan Spieth,1.924,130.811,111.916,18.896,68
3,0,30925,Dustin Johnson,1.882,111.009,109.881,1.126,59
4,0,33448,Justin Thomas,1.811,117.746,96.162,21.583,65
5,0,46970,Jon Rahm,1.778,117.339,100.434,16.906,66
6,0,25364,Paul Casey,1.543,109.525,100.116,9.408,71
7,0,26851,Marc Leishman,1.422,103.817,77.845,25.972,73
8,0,25198,Francesco Molinari,1.364,80.459,85.704,-5.245,59
9,0,35450,Patrick Cantlay,1.269,58.394,51.092,7.300,46
10,0,32839,Hideki Matsuyama,1.267,74.759,95.140,-20.381,59
11,0,26329,Louis Oosthuizen,1.234,62.955,35.946,27.008,51
12,0,22405,Justin Rose,1.232,65.298,68.638,-3.340,53
13,0,36689,Brooks Koepka,1.204,80.677,41.743,38.934,67
14,0,23108,Matt Kuchar,1.173,90.311,64.715,25.596,77
15,0,29725,Tony Finau,1.147,104.349,116.465,-12.113,91
16,0,27649,Brandt Snedeker,1.079,45.307,21.266,24.044,42
17,0,28237,Rory McIlroy,1.078,38.804,49.751,-10.947,36
18,0,01810,Phil Mickelson,1.048,72.284,49.062,23.222,69
19,0,21209,Sergio Garcia,1.045,48.059,62.358,-14.300,46
20,0,29478,Kevin Kisner,1.043,80.329,50.480,29.847,77
21,0,33204,Shane Lowry,1.015,38.554,20.370,18.184,38
22,0,20229,Stewart Cink,1.011,81.869,58.697,23.170,81
23,0,24502,Adam Scott,1.006,42.257,46.318,-4.061,42
24,0,34360,Patrick Reed,.976,81.970,33.486,48.483,84
25,0,30110,Kyle Stanley,.951,89.383,118.383,-29.000,94
26,0,29221,Webb Simpson,.942,79.160,75.036,4.125,84
27,0,34098,Russell Henley,.939,80.785,43.502,37.283,86
28,0,24138,Ian Poulter,.936,51.466,50.104,1.358,55
29,0,28089,Jason Day,.935,51.414,31.916,19.497,55
