RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,30925,Dustin Johnson,1.071,63.182,59
2,0,28237,Rory McIlroy,.965,34.731,36
3,0,46970,Jon Rahm,.949,62.665,66
4,0,29725,Tony Finau,.826,75.128,91
5,0,21209,Sergio Garcia,.795,36.589,46
6,0,46732,Rick Lamb,.686,26.070,38
7,0,30110,Kyle Stanley,.659,61.980,94
8,0,25804,Bubba Watson,.647,34.297,53
9,0,26289,Boo Weekley,.634,38.652,61
10,0,33141,Keegan Bradley,.625,56.885,91
11,0,35450,Patrick Cantlay,.623,28.675,46
12,0,30944,Jason Kokrak,.607,50.342,83
13,0,27129,Luke List,.600,51.629,86
14,0,12716,Charley Hoffman,.586,54.498,93
15,0,33204,Shane Lowry,.582,22.129,38
16,0,22405,Justin Rose,.559,29.643,53
17,0,48081,Xander Schauffele,.554,41.005,74
18,0,36689,Brooks Koepka,.546,36.588,67
19,0,27141,J.B. Holmes,.533,32.516,61
19,0,23320,Ryan Palmer,.533,26.121,49
21,0,33948,Byeong Hun An,.524,29.877,57
21,0,24502,Adam Scott,.524,22.005,42
23,0,32839,Hideki Matsuyama,.508,29.955,59
24,0,25900,Lucas Glover,.502,43.209,86
25,0,27436,Graham DeLaet,.486,34.531,71
26,0,25198,Francesco Molinari,.483,28.488,59
27,0,46550,Brandon Hagy,.459,31.681,69
28,0,34264,Hudson Swafford,.454,34.478,76
29,0,33448,Justin Thomas,.452,29.390,65
30,0,32366,Kevin Chappell,.442,31.790,72
31,0,31323,Gary Woodland,.431,29.302,68
32,0,46601,Trey Mullinax,.427,29.890,70
33,0,24358,Robert Garrigus,.422,25.329,60
33,0,31557,Jim Herman,.422,27.868,66
35,0,47959,Bryson DeChambeau,.420,30.628,73
36,0,27064,Jhonattan Vegas,.394,27.995,71
37,0,29518,Brendan Steele,.387,27.470,71
38,0,32102,Rickie Fowler,.378,23.804,63
39,0,24781,Hunter Mahan,.376,22.173,59
40,0,31646,Emiliano Grillo,.368,24.272,66
41,0,34213,Grayson Murray,.353,30.033,85
42,0,25364,Paul Casey,.349,24.766,71
43,0,29223,Sam Saunders,.348,21.216,61
44,0,34046,Jordan Spieth,.321,21.821,68
45,0,26851,Marc Leishman,.319,23.308,73
45,0,29461,Jamie Lovemark,.319,25.507,80
47,0,39324,J.J. Spaun,.316,22.777,72
48,0,28089,Jason Day,.311,17.114,55
49,0,34098,Russell Henley,.310,26.625,86
50,0,23621,Rory Sabbatini,.308,16.309,53
51,0,26329,Louis Oosthuizen,.301,15.331,51
52,0,23497,Tag Ridings,.295,14.728,50
53,0,27214,Kevin Streelman,.292,22.769,78
54,0,32333,Kevin Tway,.288,21.279,74
55,0,40026,Daniel Berger,.282,19.429,69
56,0,25686,Jason Dufner,.268,19.282,72
57,0,34021,Bud Cauley,.264,21.681,82
58,0,37189,Harold Varner III,.262,22.518,86
59,0,25892,Steve Wheatcroft,.259,10.348,40
60,0,29478,Kevin Kisner,.257,19.786,77
60,0,31202,William McGirt,.257,18.507,72
62,0,27974,Sung Kang,.255,20.949,82
63,0,24140,Sean O'Hair,.252,17.612,70
64,0,27936,Martin Laird,.235,16.910,72
65,0,31420,Anirban Lahiri,.234,13.794,59
66,0,29420,Billy Horschel,.224,17.949,80
67,0,23353,J.J. Henry,.208,15.582,75
68,0,47128,Richy Werenski,.203,12.408,61
69,0,34360,Patrick Reed,.199,16.682,84
70,0,25818,Scott Piercy,.190,9.317,49
71,0,29974,Branden Grace,.180,8.445,47
72,0,32448,James Hahn,.177,14.314,81
73,0,25493,Nick Taylor,.168,13.938,83
74,0,33461,Morgan Hoffmann,.165,13.551,82
75,0,23108,Matt Kuchar,.158,12.155,77
76,0,49771,J.T. Poston,.156,11.373,73
77,0,29479,Scott Brown,.143,11.128,78
78,0,28093,Miguel Angel Carballo,.139,5.972,43
79,0,33413,Ben Martin,.138,9.656,70
80,0,28420,Ryan Brehm,.137,8.890,65
81,0,46501,Ollie Schniederjans,.125,10.147,81
82,0,26476,Chez Reavie,.121,10.056,83
